fen,target_ks,target_total,our_total_base,our_ks_base,tier,phase_bucket,split
2kr3r/1ppb1ppp/p7/4N3/1bP5/2n1P3/PP2BPPP/R1K4R w - - 0 17,0.0,-2.86,-1.556,0.0,diverse,midgame,val
r1bq1rk1/pp3pbp/2n1p1p1/2p5/3p1PP1/2P1NBB1/PP1Q3P/RN2K2R w KQ - 0 17,0.0,1.56,1.4,0.0,diverse,opening,val
8/8/6k1/p6p/p3K2P/P4PP1/1P6/8 w - - 5 62,0.0,3.68,6.675,0.0,calm,adveg,train
4k3/p4p2/4b3/4P1p1/Pp3PP1/2P4P/8/5K2 b - - 0 43,0.0,-5.05,-0.749,0.0,diverse,adveg,train
8/pp5p/2p1ppkP/8/P2P4/2n2K2/8/4N3 w - - 2 43,-1.06,-5.05,-11.14,0.0,target,adveg,train
1n2r3/4kp2/ppQ1p1P1/3p1p1p/P2P1N2/1P2PP2/6P1/6K1 w - - 1 31,0.0,7.66,13.252,0.0,calm,endgame,train
3rbk2/R1R5/4p1p1/1p1pNr2/1P1P3p/4PP1P/1P4P1/6K1 w - - 2 44,2.28,5.42,3.162,0.0,target,endgame,train
4k2r/Q2r1pp1/2N1b3/3q3p/1Bp5/8/PP3PPP/4RRK1 w k - 1 26,3.6,11.17,9.939,3.6,diverse,midgame,train
2kr3r/ppq2pbp/2ppb3/8/3PR1B1/1Q2P1P1/PP1n1PN1/R3K3 w Q - 0 18,0.0,0.31,-1.571,0.0,calm,opening,train
3r1rk1/ppq5/4pn1p/2n2p2/P1NB1P2/3QPNp1/1P4Pb/R3KR2 w - - 0 25,-1.44,0.92,-2.075,-1.44,diverse,opening,train
rnbqk2r/pp4p1/1npb3p/4pp2/8/2N2NP1/PPBPPP1P/1RBQK2R w Kkq - 2 10,0.0,0.62,0.331,0.0,calm,opening,train
4r3/3nkp2/ppQ1p1P1/3p1p1p/P2P1N2/1P2PP2/6P1/6K1 b - - 0 30,2.45,7.4,11.621,0.0,target,endgame,train
5r2/7p/2k1b3/1p3p2/P1pB1K2/3BPP2/7P/2R5 b - - 0 36,0.0,4.61,5.467,0.0,calm,endgame,train
6k1/2r2ppp/8/3P4/qr1p2P1/1P5P/P1P1Q3/1K3B1b w - - 2 31,-1.62,-7.12,-14.791,-1.62,calm,midgame,train
1nkr4/1pp3N1/Q6p/1R6/3p2p1/2bP4/5PPP/2R3K1 b - - 0 32,2.19,0.86,5.353,2.19,calm,midgame,train
4r1kr/1p2bppp/p2q4/3PN3/1p2Q3/1P6/P3RPPP/4R1K1 w - - 9 22,0.0,2.41,2.105,0.0,diverse,midgame,train
rn3k1r/p4p2/3Np2p/N7/1p1PnBp1/8/PP3PPP/2R2RK1 b - - 0 25,2.34,5.75,5.403,0.0,target,midgame,val
r3kb1r/2pq4/3ppPpP/p7/Np1N1Pn1/8/PPP4P/R1BQ1RKb b kq - 0 18,-1.26,0.9,-10.955,-1.26,working,opening,val
r1bqr1k1/ppp2pp1/nn5p/8/5P1b/P1NP4/1PQ1P1BP/1RBK2NR w - - 3 13,-1.44,-1.81,-1.571,-1.44,working,opening,train
8/6kP/8/p3K2P/P7/8/P7/8 b - - 2 58,0.0,4.44,6.332,0.0,diverse,adveg,train
6r1/8/5k2/8/p2P3P/8/2p4K/2B5 w - - 0 48,0.0,-5.23,-5.623,0.0,calm,adveg,train
3k4/4p3/1p6/1N1P2r1/6p1/6K1/P4R2/8 w - - 3 40,1.13,3.29,3.044,0.0,target,endgame,val
2r1b3/8/k2K4/5B1p/2pB1P2/4P3/7P/1R6 b - - 0 45,5.01,8.45,9.22,0.0,target,endgame,train
3r1k1r/1p2bppp/p2q4/3P4/1p2Q3/1P3N2/P3RPPP/4R1K1 b - - 6 20,1.08,2.82,0.84,0.0,target,midgame,train
r1bQ1bk1/pp3p1p/6p1/8/2P1r3/4PN2/1qnB1PPP/3R1RK1 w - - 2 21,0.0,-2.58,-4.692,0.0,diverse,opening,train
rn1q1rk1/p2b1p1p/1p1ppnp1/2pP4/2P1P3/1QNB1N2/PP3PPP/R1b1K2R w KQ - 0 11,0.0,0.27,-1.127,0.0,calm,opening,train
r1bq1rk1/1p3ppp/2nb4/2n1p3/p1Pp3P/B2P1NP1/PQ2PPB1/RN2K2R w KQ - 3 14,-1.6,-0.91,-0.574,0.0,target,opening,train
8/8/8/p1pp1kp1/Pp1p4/1P1P2K1/2P3N1/8 w - - 2 47,0.0,1.88,0.062,0.0,diverse,adveg,val
1n2r2k/8/2pK4/8/N1p2R2/8/1PP5/8 b - - 0 35,-2.94,2.11,0.908,0.0,target,endgame,train
r5k1/1pp2ppp/1p6/1n6/1P3p1P/P1Pq4/1B3P2/2KBR3 b - - 2 27,0.0,-10.5,-14.899,0.0,calm,endgame,train
2r1k1r1/1q4P1/2p2p1B/p2np2p/8/3B1N2/PPQ2PPP/3R2K1 w - - 3 28,1.47,7.0,5.306,0.0,target,midgame,train
1r4k1/3bbppp/2pp1n2/8/rq2Pp2/1P1P2PP/2P3B1/1NKRQ2R w - - 0 22,-1.28,-4.15,-1.755,0.0,target,opening,train
1r1q1rk1/1pp2p1p/p1n1bnp1/3pN3/3P1P1P/1Qb1P3/PP1BB1P1/2R1K2R w K - 0 14,0.0,-1.02,-1.348,0.0,diverse,opening,train
8/1pp5/1n3k2/2pP4/4P3/p5N1/7K/8 w - - 0 53,0.0,-7.42,-6.272,0.0,diverse,adveg,train
1n5r/4Rr1p/4R1pk/8/P7/2P5/1P3P1P/5K2 w - - 0 41,0.0,1.1,5.824,0.0,calm,endgame,val
r2b2k1/5ppp/4p3/3pP3/2r5/pp2PN1P/3R1KP1/1R6 w - - 0 34,0.0,-6.52,-6.84,0.0,diverse,endgame,val
5k1r/p2b2p1/1p2p3/2b1n3/3N2p1/PB2P3/1P5P/R1BK4 w - - 0 23,0.0,-2.73,-0.863,0.0,diverse,endgame,train
1n1r1qk1/1p3p2/1Q2b2p/2p3n1/2Pp2pN/3P2P1/P3RPBP/4R1K1 w - - 2 34,0.0,3.93,3.436,0.0,calm,midgame,train
r3k2r/1p1b1ppp/nnN1p3/pN6/1b1P2P1/4BP2/PPQ2P1P/R4RK1 w kq - 3 18,0.0,5.81,10.844,0.0,calm,midgame,val
8/7k/5pp1/7p/5K1P/4P1P1/B4P2/8 b - - 19 56,0.0,5.88,9.584,0.0,diverse,adveg,train
1rr3k1/4bppq/4bn1p/pp5P/2P2P2/P3P1P1/1P2Q1B1/2R1K1NR w K - 0 24,0.0,-4.83,-3.004,0.0,diverse,opening,train
3r2k1/6pp/p1n1q3/1pQ1p3/4pP2/2P3PP/PP5N/2K1R3 w - - 0 27,-1.62,-0.28,-1.481,-1.62,working,midgame,train
r4k1r/1N1Rn3/8/p3p1pp/8/6P1/PP2PPBP/2R3K1 w - - 0 25,0.0,8.46,8.434,0.0,diverse,endgame,train
r7/3r3p/5n2/pp2kP2/4P2P/P1NP2P1/1PP2bq1/R2KR3 w - - 1 27,3.24,-9.25,-1.644,3.24,calm,midgame,train
2rq1rk1/pb1p1ppp/1pnp1n2/4p3/2P4P/P2P1N2/1PQ1PPP1/R1B1KB1R w KQ - 1 10,0.0,-0.66,0.213,0.0,calm,opening,val
8/8/pp3p2/n1k2P2/2P5/P1K5/4B3/8 w - - 9 48,0.0,-0.38,0.208,0.0,crowded_safe,adveg,train
5nr1/8/8/2k1pBP1/R6P/6K1/2PP4/8 w - - 1 50,1.46,6.56,9.447,0.0,target,endgame,train
6k1/6pp/p1n5/1p1r4/4pp2/1PP3Pq/P4Q2/2K1RN2 w - - 0 30,-1.2,-2.0,-3.281,0.0,target,midgame,train
5bnr/5kpp/4pp2/1b2P3/qn1P4/5N2/3BQPPP/3NK2R w K - 1 21,-3.6,-6.52,-6.274,-3.6,diverse,midgame,train
5K2/8/8/1p6/1k6/5R2/8/8 w - - 0 63,0.0,0.47,7.861,0.0,calm,adveg,val
2k5/3R4/3K4/P2n4/1P6/8/8/8 w - - 5 77,1.11,5.64,13.909,0.0,target,adveg,train
3k4/R4p2/p7/5r2/2P5/1P3pPp/R4K1P/8 b - - 0 41,0.0,6.99,9.375,0.0,diverse,endgame,train
8/8/1n1k4/2R2BPP/2PP1K2/8/8/4r3 w - - 3 59,0.0,7.87,14.434,0.0,diverse,endgame,train
1r4k1/p1b2p1p/2p1b3/2N5/4P3/6P1/P4P1P/R2R2K1 w - - 1 27,0.0,3.73,3.528,0.0,calm,endgame,train
5qk1/p1r2ppp/1p1rpn2/3p3P/1Q1P1P2/P1PBPP2/8/2R2K1R b - - 8 24,0.0,-0.35,0.003,0.0,calm,midgame,train
r3r2k/ppp2pp1/8/3q4/P2n1B2/3BP3/1P1b1PPP/1Q3K1R b - - 1 19,-1.26,-5.57,-6.549,-1.26,working,midgame,train
2kr1b1r/1pq2pp1/p4n1p/8/P1pPp3/B1P1P2P/1Q2NPP1/RR4K1 b - - 1 18,1.62,0.51,2.762,1.62,working,opening,train
3R4/1k6/1Pb5/p1pB2p1/6pr/2N5/5P1P/6K1 b - - 3 56,8.54,2.54,3.707,0.0,target,endgame,train
6k1/5qrp/p1n1p2Q/2bpP3/P1p5/2P5/1r4PP/1B1R2RK w - - 2 32,1.62,-4.98,-3.538,1.62,diverse,midgame,train
r1b1kb1r/3nn1p1/5q1p/1p3p2/p4B1N/2N4P/PP2QPP1/R3R1K1 w kq - 0 20,2.7,3.21,0.607,2.7,diverse,opening,val
r2qk2r/1p1n1p2/2p1pnpp/p4b2/1bNP1B2/2PB1N1P/PP3PP1/R2QR1K1 b kq - 0 13,1.26,1.8,1.132,0.0,target,opening,train
3B4/8/p1p1kp2/P1Kb2p1/6p1/8/5P1P/8 b - - 4 45,0.0,0.0,-6.017,0.0,crowded_safe,adveg,train
8/6pp/4k3/1p2p3/rb5P/1R2BPK1/5P2/8 b - - 3 38,0.0,-2.37,-1.995,0.0,calm,endgame,train
3R4/1k6/1P2B3/p1p3p1/4b1pr/8/4NP1P/6K1 w - - 0 55,8.22,3.19,3.644,0.0,target,endgame,val
6k1/pbpp1ppp/1p3q2/3P4/P7/6PP/r4PB1/2R2RK1 b - - 6 27,0.0,-7.15,-8.237,0.0,calm,endgame,train
2q5/1prn1k2/2p1pp1r/P1Pp1p1P/3P1N2/P3P1Q1/1R3PP1/1R4K1 w - - 3 38,1.44,3.97,7.071,1.44,working,midgame,val
5k1r/1p1b1pb1/6pp/1Nr1n2n/p7/5NP1/PP1QPPBP/5RK1 w - - 0 24,0.0,4.15,4.077,0.0,diverse,midgame,val
r1r3k1/pp1b1ppp/q1n1pn2/8/3P1B1P/1Bb2N2/PPQ2PP1/2KR3R w - - 0 15,-1.21,-4.64,-2.782,0.0,target,opening,val
rnbqkb1r/pp2pp2/2p2npp/8/3P4/2NB1N2/PPP2PPP/R1BQK2R b KQkq - 1 7,0.0,0.65,0.43,0.0,diverse,opening,train
8/8/p7/P7/5Kp1/5pBk/2b2P1P/8 w - - 21 85,0.0,0.0,-1.182,0.0,crowded_safe,adveg,train
4R3/5pk1/6p1/3Pb3/6P1/3bB3/r7/7K b - - 2 43,-7.0,-4.93,-6.301,0.0,target,endgame,train
4r1k1/6p1/2p2r1p/1b3P2/p1pPBKPP/2P5/P7/1R2R3 w - - 4 33,0.0,3.33,1.606,0.0,calm,endgame,train
r2q1bk1/5ppp/2p5/2P5/8/PQ3P2/1Br2P1P/R4K1R b - - 0 22,-1.29,-3.21,-0.851,0.0,target,midgame,train
2b3k1/1p5r/2p2q2/3pNP1p/r2P4/PN6/6PP/R2Q1RK1 w - - 3 27,1.26,5.54,7.296,1.26,working,midgame,train
3r2k1/pp3pp1/4p2p/P2rq3/1R1b3n/Q4PNP/1P3P2/R4B1K b - - 11 33,-1.45,-4.25,-3.231,0.0,target,opening,train
r1b2rk1/p1q1bpp1/2p4p/2ppn3/Q3P2P/2PPBN2/PP3PP1/R3K2R w KQ - 0 13,-1.07,-4.01,-3.384,0.0,target,opening,train
2kr1n1r/ppq1ppb1/2ppNnpp/P7/1PPP4/2NBP2P/5PP1/R1BQ1RK1 b - - 0 14,1.68,3.83,2.224,0.0,target,opening,train
5rk1/1R4p1/r1p5/1b3PP1/2pPBK2/p1P5/P7/1R6 b - - 2 38,1.02,3.65,3.166,0.0,target,endgame,train
1r4k1/3p1ppp/2q1p3/8/2P2N1P/pr3nP1/5P2/2QR1K1R b - - 6 37,-1.62,-6.53,-5.3,-1.62,working,midgame,train
5rk1/3q1p1p/1pp3p1/2b2b2/2B1p3/1N2P3/2QB1PPP/R5K1 w - - 1 22,0.0,3.26,2.074,0.0,calm,midgame,train
1q3rk1/pp3pp1/4p2p/P2r1n2/2QPN3/5P1P/1P3P1b/R2R1B1K w - - 5 25,-1.98,-0.66,-2.305,-1.98,working,opening,train
2kr1b1r/ppp2ppp/2nqp3/8/8/P3NN2/1PPP2PP/R1BQ1RK1 b - - 1 12,0.0,2.59,1.889,0.0,calm,opening,train
1rbqkb1r/p1p1n1pp/2p1p3/3p1p2/4P3/1P3N2/P1PPQPPP/RNB2RK1 w k - 0 8,0.0,0.97,-0.268,0.0,diverse,opening,train
1nbqk2r/4ppbp/1n1p2p1/1p1P4/rQ1N4/N1P3P1/P3PPBP/R1B1R1K1 w k - 1 16,1.21,2.86,2.557,0.0,target,opening,train
8/5p2/8/p1p1k3/Pp3p2/1P1K4/8/8 w - - 0 61,0.0,-4.97,-8.474,0.0,diverse,adveg,train
2k5/2p5/pp6/3P4/1P6/P6r/2K5/8 b - - 3 50,-2.06,-7.38,-10.381,0.0,target,adveg,val
8/8/p3b3/P3B3/6p1/4Kp2/5PkP/8 b - - 10 79,0.0,0.0,0.168,0.0,crowded_safe,adveg,train
8/4k1p1/7p/5R2/2Pb1N2/1P6/5PPP/6K1 b - - 0 40,0.0,7.82,14.208,0.0,calm,adveg,train
k7/b3B3/8/1RpP4/2P1p1PP/PP1r4/5K2/8 b - - 0 57,-2.24,6.22,7.749,0.0,target,endgame,train
8/5p2/pR3N2/6k1/8/1PbbPP2/r5P1/6K1 b - - 6 38,0.0,-4.18,-7.527,0.0,diverse,endgame,val
2q3k1/5p2/rp1p3p/3Nn1pB/3QP3/P6P/5PP1/6K1 w - - 0 34,1.64,0.63,-2.94,0.0,target,midgame,val
r4rk1/3p1ppp/2nPp3/2P4q/2P5/p1QP2PP/p4P2/R1N1K1R1 b - - 2 27,-1.44,-3.99,-1.146,-1.44,working,midgame,train
3rr1k1/1p3p1p/p1n2bp1/3q2P1/5Q1P/BP5R/P2NpP2/2R1K3 b - - 0 25,-1.98,-5.26,-4.94,-1.98,working,opening,train
1k1r1r2/ppp1b1pp/2n1p3/3qNp2/3P4/P1P2N2/1P4PP/R1BQ1RK1 w - - 5 17,0.0,3.82,1.641,0.0,diverse,opening,train
4k3/5p2/2p3p1/pp6/P4P2/1P4Kp/8/8 b - - 1 53,0.0,-4.02,-4.622,0.0,diverse,adveg,train
5k2/1p3ppp/3p4/p2P4/Pp1R4/6KP/4r1P1/8 b - a3 0 32,-1.23,-6.33,-6.657,0.0,target,adveg,train
1b1B4/k7/8/1RpPp3/2P5/PP2r1P1/7P/6K1 b - - 4 53,6.3,5.1,7.382,0.0,target,endgame,train
3R4/kpN5/7r/p1p1r3/P3P3/3P2Pp/1PP4P/5RK1 b - - 6 37,0.0,7.6,10.605,0.0,calm,endgame,val
2rkr3/p2np3/1p1Q4/6Bp/7p/1P4P1/P3PP2/b2R2K1 b - - 0 26,2.34,7.74,5.541,2.34,diverse,midgame,train
5k1r/r4ppp/p1nN4/2bRp1B1/8/2P3P1/5PKP/R7 b - - 2 25,0.0,1.05,-0.983,0.0,diverse,endgame,train
3rr1k1/1p3pbp/p1nB2p1/q7/5QPP/1P5R/P2NpP2/2R1K3 b - - 2 23,-2.88,-5.26,-5.473,-2.88,diverse,opening,train
8/2p5/2P5/p2k4/P7/3n4/2K5/8 b - - 23 70,-1.0,-3.74,-7.692,0.0,target,adveg,train
1k6/6p1/5p2/PP2p2p/2P5/5K1P/b4P2/2R5 w - - 0 44,0.0,6.68,8.261,0.0,diverse,adveg,val
1b1B4/1k6/5R2/2pPp3/2P5/PP2r1P1/7P/6K1 w - - 1 52,3.15,5.14,7.418,0.0,target,endgame,val
r3r1k1/1p3pbp/pqn3p1/8/5Q1P/BP4PR/P2NpP2/3RK3 w - - 0 21,-3.24,-5.81,-5.759,-3.24,diverse,opening,val
5k2/5N2/6pP/3B1p2/4p3/4P3/7r/5K2 b - - 1 44,-2.14,-0.05,1.681,0.0,target,adveg,train
4r3/ppp5/3k1b2/6p1/P1R1P3/4K1P1/4N3/7r b - - 2 33,0.0,-6.69,-11.277,0.0,calm,endgame,train
3R4/rpb1pp1p/p3bp1k/7N/6P1/8/PPP1B2P/1K5R w - - 1 24,1.36,6.11,6.852,0.0,target,endgame,train
r2qk2r/pp3p2/3bbp1p/2p1n3/2PpPN2/P2P2P1/1P4BP/RN1Q1RK1 w kq - 2 14,0.0,0.43,-0.49,0.0,calm,opening,train
r4rk1/pp1b1ppp/n3p3/q1b1Q3/8/2n1BN2/PP2PPPP/3RKB1R w K - 0 13,0.0,-3.96,-1.557,0.0,calm,opening,train
r2qkb1r/ppp2ppp/2n5/3b1nN1/3pN3/P2P4/1PP1BPPP/R1BQK2R b KQkq - 0 10,0.0,-0.5,-0.62,0.0,calm,opening,train
8/8/5p2/6p1/4p2p/7P/6P1/4k2K w - - 0 62,0.0,-4.64,-6.515,0.0,diverse,adveg,train
8/5p2/2pp2p1/1p3k1p/3Q1P1P/2P3P1/q7/6K1 b - - 6 49,2.8,-3.0,-4.537,0.0,target,endgame,train
8/5k1p/p1r1pp1P/3p2p1/3P4/P1P3Pq/1p1B1P2/1N2R1K1 w - - 1 39,0.0,-6.37,-11.311,0.0,diverse,endgame,train
1r3rk1/p1pq1p2/4pBp1/np2P2p/3Pp3/1Q2P3/PPP3PP/2R2RK1 w - - 2 23,1.41,1.19,0.221,0.0,target,midgame,train
2kr3r/4b3/p1n3p1/1p3pN1/2pP1Kp1/N1P5/PP5P/R2QR3 b - - 0 26,-3.6,0.26,2.403,-3.6,crowded_safe,midgame,train
r4k1r/2p2pp1/1pnqpn2/1B5p/2NP4/P4N2/P4PP1/R2Q1RK1 b - - 4 18,0.0,3.4,1.462,0.0,diverse,opening,train
r1bq1rk1/ppp1bppp/2n5/3p1n2/P5B1/2N4P/1PPP1PP1/R1BQK1NR b KQ - 0 9,0.0,-2.85,-0.625,0.0,calm,opening,val
8/8/4K3/6pp/6k1/6P1/7P/8 b - - 1 46,0.0,-1.09,0.089,0.0,calm,adveg,train
8/4Pbk1/7p/4K3/7P/8/8/8 w - - 1 58,0.0,-1.54,-4.46,0.0,diverse,adveg,train
5k2/4R3/2rP1N2/p7/P7/2p3P1/2P3KP/8 w - - 3 39,0.0,7.71,12.238,0.0,calm,endgame,train
8/6k1/1pr5/2n5/1PP3pB/P3R3/5PP1/6K1 b - - 0 46,1.31,4.39,5.542,0.0,target,endgame,train
8/5k2/p3pp1p/P2p1qp1/r2P1P2/2P3P1/1p1B1K2/1N2R3 w - - 4 45,0.0,-8.68,-12.187,0.0,calm,endgame,train
2k5/pp4pp/2p2b2/2P2p2/1P4nP/P2rPN2/1r4P1/R4K1R w - - 1 28,-7.76,-7.65,-6.195,0.0,target,endgame,train
r2r1bk1/1p1q1p1n/2n1b2p/1Np5/2Pp2pN/1Q1P2P1/P2B1PBP/1RR3K1 w - - 1 25,0.0,0.14,0.012,0.0,diverse,opening,train
8/8/6p1/7p/3k3P/5P2/8/6K1 b - - 38 107,0.0,0.0,-0.524,0.0,diverse,adveg,train
2r5/6k1/np6/4R3/2P3pB/PP6/5PP1/6K1 b - - 0 44,1.83,4.16,5.955,0.0,target,endgame,val
n5r1/5r1k/1pR3p1/p5Qp/3PP3/P7/1P3PPP/6K1 w - - 4 37,1.3,6.32,10.086,0.0,target,endgame,train
5rk1/5p1p/p3P1p1/r2p2P1/P1q2P2/2p2NP1/1pQ5/1K2R3 b - - 0 30,-3.6,-6.36,-12.523,-3.6,diverse,midgame,train
4k3/rppn1p1p/2np2rB/5N2/2PP3Q/pP6/P3P1B1/5RK1 w - - 1 36,1.98,9.05,12.592,1.98,calm,midgame,train
8/8/P1k3pp/2p5/4P3/8/5KPP/8 b - - 0 43,0.0,2.95,3.953,0.0,diverse,adveg,train
8/8/1kp5/8/1pPP4/1P1N2Kp/6b1/8 b - - 4 56,0.0,0.08,-0.948,0.0,crowded_safe,adveg,val
5rk1/3R4/4p3/1p1p2p1/1P1P2Np/4PP1P/1P3KP1/8 w - - 1 49,1.88,7.85,9.165,0.0,target,endgame,train
5r2/2p1k3/2n2p2/1p2pP2/p2pN1P1/P2P1B2/1PP2K1P/5R2 w - - 2 37,0.0,6.56,7.576,0.0,calm,endgame,train
3k4/1pp2pNp/2np3B/r3n3/p1P3r1/3P4/PP1QP1B1/5RK1 w - - 4 31,0.0,5.41,9.444,0.0,calm,midgame,val
2r1k2r/p2qp3/1pnp2pb/2p2pN1/2P4P/PQNPP1n1/1P3P1P/R2R2K1 w k - 0 22,0.0,-2.07,-1.877,0.0,calm,opening,train
8/8/1kp5/4N3/2PPb3/1P4Kp/8/8 b - - 4 59,1.15,0.17,1.008,0.0,target,adveg,train
8/6pp/p7/1p6/3Q4/1PP3Pk/P2K4/4rq2 w - - 14 41,-8.75,-9.17,-8.528,0.0,target,endgame,train
2r3k1/5ppp/p3p3/1p5r/2NP1P2/N7/PP1R3P/4K3 w - - 0 27,-1.03,-1.44,0.355,0.0,target,endgame,train
4rkn1/2pR1pp1/1b6/p3P3/6Pr/P1B2P1p/1P5P/3R1K2 w - - 0 40,0.0,-1.5,-4.407,0.0,diverse,endgame,train
4k3/3n1p2/2qB2rp/pN3Q2/r3p3/6PP/PPP2P2/3RR1K1 b - - 3 24,3.96,8.55,11.904,3.96,diverse,midgame,train
r1b3k1/ppp3p1/3p3b/8/1PPNq1pP/4Pr2/P2KN3/R5QR b - - 4 22,-1.62,-3.8,-6.395,-1.62,working,opening,val
r1b1k2r/ppppqppp/2n2n2/8/3P4/2PBBN2/P1P2PPP/R2QK2R b KQkq - 2 8,0.0,0.6,0.806,0.0,calm,opening,train
r2qr1k1/pp1b1pbp/n2p1np1/2p1p3/2P1P3/1PNPBNPP/P2Q1PB1/3R1RK1 b - - 0 16,0.0,0.41,0.86,0.0,calm,opening,train
8/8/4k2p/8/7P/5p2/5K2/8 b - - 2 96,-1.37,0.0,-1.496,0.0,target,adveg,val
2b1k3/R4p2/2p2Bp1/2r1P2p/7P/P2BKP2/8/8 b - - 0 45,4.46,6.59,7.141,0.0,target,endgame,val
r4k2/1p2Rp1r/2q3p1/p2p3p/3P4/1P1N2P1/P2Q1P1P/4R1K1 w - - 3 31,1.73,6.62,5.952,0.0,target,midgame,train
r3k1br/p2q4/6pp/4ppN1/2PP2n1/5Q2/PP3PPP/4RRK1 w - - 0 25,3.01,0.74,1.632,0.0,target,midgame,train
r1b4r/pp2k1p1/4p3/2b1n3/3N2p1/1B2P3/PP4RP/R1BK4 b - - 3 19,0.0,-2.22,0.302,0.0,calm,midgame,train
r1bqkb1r/p4ppp/2p5/2p1p3/8/P2P2P1/1P2PP1P/RNBQK1NR w KQkq - 0 9,-1.01,2.9,4.33,0.0,target,opening,val
rnb2rk1/pp2ppb1/1q4pp/3p4/3P1B2/1PPB1N2/P4PPP/R2QK2R w KQ - 1 12,0.0,0.69,0.636,0.0,calm,opening,train
8/p4p2/4p1k1/P3K3/8/7P/6P1/8 b - - 1 49,0.0,0.14,-0.068,0.0,crowded_safe,adveg,train
8/8/8/6k1/3pBp1p/5P1K/6P1/8 b - - 1 80,0.0,3.15,5.212,0.0,diverse,adveg,val
6k1/3R3p/1p2N1p1/3P4/8/4PK1P/6P1/1r6 w - - 3 39,2.69,9.58,10.095,0.0,target,endgame,train
2r5/5p2/4pkp1/pp1pR2p/3P1P2/1Pr2P1P/P2R1K2/8 w - - 0 29,0.0,-3.71,-3.03,0.0,calm,endgame,val
r5k1/1p3R1r/3q2p1/p2pN2p/3P1Q2/1P4P1/P4P1P/4R1K1 b - - 0 33,3.24,6.83,10.972,3.24,diverse,midgame,train
5r1r/p2bk1p1/1p2p3/2b1n3/3N2p1/PB2P3/1P3R1P/R1BK4 w - - 1 22,0.0,-2.88,-0.053,0.0,calm,midgame,train
3rk3/pP1np1b1/BqpB2p1/3p1b1p/3P3P/1N2PP2/1PP4Q/R1K3R1 b - - 0 26,1.62,4.28,8.982,1.62,diverse,opening,train
8/2b1k3/2p5/p1p2p1p/2Pp1PpP/PP1P2P1/2NK4/8 b - - 36 60,0.0,0.0,0.813,0.0,calm,adveg,train
8/1n2rp1p/1p3pp1/p7/2k3PP/2PR4/2PB1PK1/8 b - - 1 34,5.38,-2.42,-1.84,0.0,target,endgame,train
3b2k1/1b1q3p/3Pp2p/8/p7/Q4RP1/6K1/8 b - - 0 53,0.0,-5.44,-6.161,0.0,diverse,endgame,train
q4k1r/2p1n3/1pBp1p1p/6pQ/4P3/4B3/1PP2PPP/6K1 w - - 0 21,1.17,7.33,6.619,1.17,working,midgame,train
4r1k1/R1PNnpp1/3np2r/7p/3P4/4PB2/3K1PPP/1R6 w - - 3 32,-1.0,5.59,4.596,0.0,target,endgame,train
1r1qk2r/1p3pp1/p1n1p1p1/2bp4/6P1/P3PQ1P/1PPN1P2/R1BK3R w k - 0 15,0.0,-1.42,-0.836,0.0,calm,opening,val
r4Nk1/1p2n1b1/pqnp2p1/4p3/2P5/3P2P1/PP1BPPB1/R2QK2R b KQ - 0 19,1.8,4.71,9.21,1.8,calm,opening,train
1r3rk1/2p1qpp1/2Bb1n2/3p1b2/QP1p3p/P1P1BNnP/5PP1/RN2K1R1 w Q - 0 19,-3.24,-3.78,-4.736,-3.24,working,opening,train
8/7p/1kp2p2/8/1P5P/5P2/5K2/r7 w - - 0 42,-1.22,-7.47,-9.962,0.0,target,adveg,train
3r2k1/1R6/3rpp2/p5pp/2B5/1P1pKP2/P5PP/3R4 b - - 3 32,0.0,4.01,2.912,0.0,diverse,endgame,val
rn1qk2r/pb3ppp/1p1p4/3p4/3P4/P3PN2/1P3PPP/R2QKB1R w KQkq - 1 11,1.73,1.42,0.779,0.0,target,opening,train
rn1q2r1/bp3k1p/2pp1n2/p5B1/N3PQbP/P2P2P1/1PP2PB1/R3K2R b KQ - 2 15,2.52,0.03,3.842,2.52,diverse,opening,train
6r1/1p1kpp2/p7/P3Pp1Q/1Pp1q2N/2P4P/3r2P1/5R1K b - b3 0 37,1.62,-3.87,2.817,1.62,diverse,midgame,val
r7/pbpk3r/8/2p1RpBp/2Np2p1/P2P2P1/1PP2K1P/R7 b - - 0 25,1.14,4.62,6.081,0.0,target,endgame,train
r5k1/1pB3b1/4pnnp/3p4/Pp1P2P1/4PB2/1P1N4/4K2R b - - 0 27,0.0,-0.11,1.08,0.0,calm,endgame,train
1r3rk1/6pp/p2p1b1q/n1pPp3/2P5/P2PpBP1/P3Q3/1R2KR2 w - - 8 28,-3.24,-7.2,-10.289,-3.24,working,midgame,val
r2k1n1r/1b2q2p/1p1p1p2/pB1p2p1/3P4/PQ2PN2/1P3PPP/2R2RK1 w - - 0 19,1.62,3.97,3.328,1.62,working,opening,train
2k4r/2Pr1pp1/p1Rbq2p/4Bb2/P2p3P/3N2P1/4PPB1/3Q1RK1 b - - 4 27,3.96,8.0,5.535,3.96,diverse,opening,val
r3kbr1/1pqb1Npp/p2p1B2/4pp2/3nP3/1BN5/PPP2PPP/R2Q1RK1 b - - 0 16,1.26,4.27,3.685,1.26,diverse,opening,train
4qk1r/Q3b3/6p1/3B1p1p/2P2P2/4R2P/PP4K1/8 b - - 0 28,1.95,4.2,4.392,1.95,diverse,midgame,train
