fen,src,phase_score,our_total,our_ks,sf11_total,sf11_ks,geo_class,kzone_w,kzone_b,in_check_w,in_check_b,sf18
2rqkb1r/1p1b1ppp/4pn2/p1B5/1P1Q4/2N2N2/P3PPPP/R3KB1R b KQk - 1 11,cm_s0,5,5.777,0.0,3.85,0.49,quiet,0,2,0,0,2.63
r1bq1rk1/pp2bppp/2n1p3/2Pp3n/3P4/2N1BN2/PP3PPP/2RQKB1R b K - 4 10,vssf1_win_d8,0,0.746,0.0,-0.26,-0.04,quiet,0,0,0,0,0.74
8/8/1b6/6kp/3p4/5K2/8/8 b - - 1 50,cm_s0,122,-12.441,0.0,-5.81,-0.14,ks,3,1,0,0,-12.73
6Q1/1p6/1K4p1/8/1Pq5/1kP5/8/4q3 w - - 2 20,kpd_base,64,-18.471,-4.71,-12.17,0.0,quiet,2,2,0,0,-10.38
rr6/8/2p2pk1/P2p2P1/3P1P2/2B5/1P4K1/R7 w - - 0 38,lmr_e3_g_s0,90,0.127,0.0,0.17,0.0,quiet,0,2,0,0,-0.48
8/5k2/Pb4p1/7p/4PPbP/2P5/r3N2R/3K4 b - - 2 41,ksfull_base,90,-4.9,0.0,-3.51,-4.65,quiet,2,0,0,0,-4.98
6k1/5pp1/7p/2P1n3/1P1P2P1/1Q5P/6qr/2B1K1N1 w - - 1 39,sb_off_s0,58,-0.092,-3.72,-4.85,-9.46,quiet,1,1,0,0,-99.0
2r3k1/p2R1pp1/4p3/4b3/1P1nn1Pp/P3Pb1P/8/2Q1K3 b - - 5 35,night_base_s2,64,-19.751,-2.16,-11.26,-13.68,ks,3,1,0,0,-99.0
3rr1k1/5pp1/p6p/1ppb1R1n/7P/P3P1P1/2BN1P2/1R4K1 b - - 11 34,vssf1_def_d8,64,0.023,0.0,-0.69,-0.33,quiet,1,1,0,0,-4.37
r1bk3r/ppq3p1/2p1ppB1/7p/2QP4/5p1P/PP3KP1/RN3R2 b - - 0 19,night_pin,26,-2.424,-3.48,1.05,-0.82,quiet,2,1,0,0,0.0
2rqk1nr/1p1b1p2/4p2p/p2p2p1/3P4/1P3NP1/P2QPPBP/R4RK1 b k - 0 18,vssf1_def_d8,21,0.595,0.0,1.03,0.22,quiet,0,0,0,0,0.36
r2q1rk1/1p4pp/p3b3/2p2p2/1n2pQP1/7P/PPPNNPB1/R2K3R w - - 0 17,iir_s1,16,-1.383,-1.98,-0.31,-1.04,quiet,2,0,0,0,1.7
r1bk1b1r/pp2pp1p/n1p2np1/8/1P6/P4NP1/2P1PP1P/RNB1KB1R w KQ - 0 9,vssf1_def_t1,42,-0.044,0.0,0.61,0.6,quiet,0,0,0,0,0.93
r3kb1r/1p2pp1p/p1Nq1np1/5b2/3B4/5B2/PP3PPP/RN1Q1RK1 b kq - 0 12,cm_s0,5,1.772,0.0,3.16,0.29,quiet,1,1,0,0,1.89
rq2kbn1/1p3p1r/2ppbn1p/4P1p1/3P4/pPP1N1B1/P2NB1PP/R1Q2RK1 b q - 1 17,vssf1_win_d8,0,1.64,0.0,4.15,0.15,quiet,0,0,0,0,3.37
8/8/3b4/8/7p/7P/8/4k2K w - - 40 77,cm_s0,122,-8.66,0.0,0.13,0.08,quiet,1,0,0,0,-0.82
8/6p1/1P1p2pP/p5Q1/P4p1P/P3P2p/3K1P2/q4k2 b - - 0 3,kpd_base,85,0.9,0.0,4.56,-2.15,ks,3,2,0,0,-4.66
6K1/1P4p1/2p1p3/1pP5/3PPP2/k2PP3/3p4/1q4qq w - - 0 5,kpd_base,64,-45.172,-2.16,-34.26,0.0,quiet,2,0,0,0,-10.43
6k1/5p1p/p3p1p1/1p2P3/r2N1PbP/2P3P1/PR6/4K3 b - - 1 30,lmr_e3_g_s0,96,0.669,0.0,0.45,-1.04,quiet,1,0,0,0,-0.74
1r4r1/4k3/p3p2Q/1p3B2/3P4/2P2q2/P4PPP/6K1 w - - 0 29,ksfull_base,58,-4.274,0.84,-7.91,-4.71,quiet,2,2,0,0,4.46
2q3k1/3NR3/1p4p1/5p2/p2Q4/P7/1P1bPP1P/R5K1 w - - 4 31,pinon_s0,53,26.261,4.74,13.06,0.0,ks,0,3,0,0,99.0
r5k1/p4pp1/2n1p3/2Q1b3/6Pp/P3Pn1P/1P2KPb1/2R5 w - - 0 28,night_base_s2,64,-5.931,-0.87,-3.57,-1.11,quiet,2,1,0,0,-4.48
r4rk1/1p3ppp/pn2p3/3p4/Pq1P4/2N2PPP/1P1Q4/2R3KR w - - 1 26,vssf1_def_d8,32,-2.046,0.0,-1.62,-0.21,quiet,0,0,0,0,-3.33
3q1rk1/1p4p1/2p1p1Bp/3n1p1Q/3P3P/r3P3/P4PPB/2R2K1R b - - 0 26,night_pin,26,5.849,1.26,3.23,1.07,quiet,0,1,0,0,1.22
r1q1r1k1/5ppp/2p2n2/5b2/p1PP2P1/7P/PR1QNPB1/4R1K1 b - - 0 22,vssf1_def_d8,21,1.57,0.0,1.98,-0.4,quiet,0,0,0,0,1.85
r3r1k1/pp1q1ppp/2n2B2/3p1b2/P2P3P/2PB1P2/4N1P1/1R1QK2R b K - 0 16,iir_s1,16,-1.391,-1.44,1.79,-1.16,quiet,1,1,0,0,1.39
3q1rk1/p3ppbp/3p2p1/1rp2bN1/5B1P/P1nQ2P1/2P1PPB1/4RKR1 w - - 2 20,vssf1_def_t1,10,-1.604,0.0,-3.72,0.05,quiet,1,1,0,0,-2.77
1nb1k3/2q2pp1/p1pp4/6p1/NP4n1/P2BrN1r/1B1Q2P1/R4RK1 b - - 1 19,cm_s0,5,0.01,-2.52,1.25,-2.65,quiet,2,0,0,0,3.27
r1bqkbnr/1p1n1p2/2pp2pp/p7/3PPB2/2P2N2/PP2B1PP/RN1QK2R w KQkq - 0 9,vssf1_win_d8,0,0.198,0.0,1.2,-0.02,quiet,0,0,0,0,1.24
8/8/3b4/8/7p/4k2P/8/6K1 w - - 56 85,cm_s0,122,-8.974,0.0,0.13,-0.16,quiet,2,1,0,0,-0.8
7Q/p6P/2K1p3/2Q1P2p/6pP/1P1qpp2/3k4/8 w - - 0 8,kpd_base,64,0.508,-0.3,8.94,0.0,ks,3,1,0,0,3.72
8/5p1p/p3p1p1/1p2Pb1k/r2N1P1P/2P3P1/PR1K4/8 w - - 8 34,lmr_e3_g_s0,96,0.593,0.0,1.01,0.14,ks,1,3,0,0,-2.83
4r1k1/8/6p1/pp4N1/2qp1P2/Q7/3P1KP1/7R w - - 2 39,ksfull_base,58,0.287,0.57,3.52,0.64,ks,3,3,0,0,6.75
2q3k1/1p1N1p1p/4p1p1/p5bP/8/PQ6/1P2PP1P/R2R2K1 w - - 1 24,pinon_s0,53,14.368,0.0,12.04,0.0,quiet,0,1,0,0,7.57
4k3/p3n1q1/1r6/b4R2/P2PQ3/4N1P1/7P/7K b - - 2 37,night_base_s2,48,4.165,3.39,2.08,3.71,quiet,0,2,0,0,0.84
r3k2r/pp3ppp/3qpn2/3p4/P2P4/2N2Q1P/1P3PP1/R5KR w kq - 0 18,vssf1_def_d8,32,-0.875,0.0,-0.82,0.03,quiet,1,0,0,0,-1.94
5rk1/1p4p1/2p1p1Bp/q2n1p1Q/3P3P/r3P3/P4PPB/2R2K1R w - - 1 27,night_pin,26,3.794,-0.72,2.29,-0.79,quiet,1,1,0,0,2.13
1r4k1/3q1p1p/2pp1bp1/2pP4/p1b1P1n1/P1N2NP1/1P1R1P1P/Q3R1K1 w - - 0 27,vssf1_def_d8,26,2.966,0.0,1.26,-0.37,quiet,2,0,0,0,1.13
1rr3k1/p2b1ppp/4p3/q7/1n1P4/1Q1B1N2/3B1PPP/1K1RR3 w - - 0 22,iir_s1,16,1.435,-2.49,-0.45,-4.48,ks,3,1,0,0,-2.51
r1b2rk1/p1p1q2p/2P1pnp1/QN3p2/1b6/6P1/PP2PPBP/R1B2RK1 w - - 7 18,vssf1_def_t1,10,0.674,0.0,0.56,0.19,quiet,0,0,0,0,3.89
1n1qkb1r/1r1bpppp/p4n2/2p5/2NP4/1Q2P3/PP3PPP/R1B1K1NR w KQk - 0 11,cm_s0,5,1.929,0.0,-2.97,0.11,quiet,0,0,0,0,-1.58
r4rk1/1p1qbp1p/1np1b1p1/p1n1P3/3B2P1/2P5/PPQNB1NP/R4RK1 w - - 3 18,vssf1_win_d8,0,-0.005,0.0,0.08,-0.27,quiet,0,1,0,0,0.03
8/3Pk3/n5p1/5p2/3K1P2/8/8/8 w - - 1 91,chk_s3,122,-6.191,0.0,-2.49,-0.4,quiet,2,1,0,0,-5.28
8/2P1Pp2/2p3P1/2P3p1/1PKp1PP1/2p5/4P2k/q2q4 b - - 2 4,kpd_base,85,-28.337,0.0,-21.94,0.0,ks,4,0,0,0,-99.0
8/2Bk3p/3P2p1/4K3/7r/2P5/5r2/6R1 w - - 0 43,lmr_e3_g_s0,90,-1.098,0.0,-2.19,-3.66,ks,4,3,0,0,-4.35
2r3k1/4Qp2/q5p1/3p4/1P1PbP2/4PP1p/P6P/3BK1R1 b - - 0 31,pinon_s0,53,5.227,1.47,2.69,-0.17,quiet,1,1,0,0,-0.03
r7/1pp2pk1/4b2p/P6P/1Pn5/2r1PPP1/1R2RK1N/8 w - - 9 47,night_base_s2,69,-4.331,0.0,-3.67,-0.68,quiet,2,1,0,0,-4.01
1r3k2/p3pp2/3p1b2/qp3Pp1/3P3r/2P2Q1P/P1PB4/R2K3R w - - 0 25,vssf1_def_d8,32,-0.772,0.0,-1.03,0.44,quiet,0,0,0,0,-0.97
3r1rk1/1P1np2p/2Q2ppb/8/2p5/2P1nNKb/RP2P2P/8 b - - 1 26,night_pin,48,-15.89,-3.96,-7.33,0.0,ks,3,0,0,0,-3.82
rq3k1r/3b1pp1/p4n1p/3p4/2Np4/Pp1P2P1/1P2PPBP/R2Q1RK1 w - - 2 19,vssf1_def_d8,21,0.21,0.0,0.74,-0.31,quiet,0,0,0,0,1.57
rn1qk2r/pp2Bpp1/3pp2p/2p5/b1PP4/2N1PN2/PP3PPP/R3KB1R b KQkq - 0 9,iir_s1,32,-3.711,0.0,-2.17,0.23,quiet,1,1,0,0,-3.41
r1k2b1r/1p4pp/p2p1n2/n1q2pN1/Q7/P1N5/1P3PPP/R1B2RK1 w - - 0 18,vssf1_def_t1,10,-1.365,0.0,1.35,0.63,quiet,1,1,0,0,4.35
r1b3kr/pp1n2b1/1q1Npp1n/7p/1B1PP3/3B1Q1P/PP3PP1/R4RK1 w - - 1 18,cm_s0,5,1.411,0.0,2.0,1.2,quiet,0,1,0,0,1.17
r1bqk2r/pp1n1pp1/2p1pn1p/8/1bBPP3/2N2N1P/PPQ2PP1/R1B1K2R w KQkq - 1 10,vssf1_win_d8,0,0.604,0.0,0.61,0.08,quiet,0,0,0,0,1.61
1Q6/8/2p5/3p1p1P/3PP1P1/1Q3p2/5P2/k3K3 w - - 1 8,kpd_base,85,40.545,0.0,26.69,0.0,quiet,1,1,0,0,99.0
5R2/2B5/2kP3p/6p1/8/3r4/1r6/6K1 b - - 19 61,lmr_e3_g_s0,90,-4.426,0.0,-4.49,-2.09,quiet,1,2,0,0,-5.56
r4k2/8/6p1/3R4/p3P2p/P2K3P/2BN1qP1/8 w - - 4 61,ksfull_base,74,-6.277,0.0,-3.87,-3.17,quiet,1,0,0,0,-4.67
8/1p1b1k2/7Q/3n4/p3P3/5PP1/Pqr4P/5RK1 w - - 0 38,pinon_s0,53,1.029,2.28,-5.29,-0.0,quiet,1,1,0,0,-2.42
k1n4R/1q1b4/8/1p1pQ3/p1p5/P3BP2/1P6/4KB2 w - - 6 61,night_base_s2,53,7.315,0.0,7.71,1.69,quiet,0,2,0,0,5.91
q3k1nr/1pR1Bp1p/2b1p1p1/1B2P3/1Q6/8/5PPP/6K1 b k - 1 28,vssf1_def_d8,42,2.357,2.37,3.66,4.64,ks,1,3,0,0,6.31
1rr3k1/5pp1/Q2ppn2/4q2p/4P3/PPN2BPP/5P2/2RR2K1 b - - 0 25,night_pin,26,2.972,0.0,4.19,-0.27,quiet,0,0,0,0,1.67
5rk1/5pp1/4pn1p/q1np3P/b2N1P1R/P1P5/4PPB1/RN2K3 b Q - 0 24,vssf1_def_d8,42,-6.997,0.0,-8.57,-1.54,quiet,1,0,0,0,-5.73
r3r3/p4kbp/1qb3p1/4Pn2/3N4/3Q1N1P/PPP3P1/R3R1K1 w - - 0 21,iir_s1,16,3.915,4.47,-1.3,2.3,quiet,0,2,0,0,-2.31
1r4k1/rpb1qp1p/p1n1pp2/2p5/2P1P1bP/P2P1N2/1Q2BPP1/1R1NK1R1 w - - 8 20,vssf1_def_t1,10,-0.441,0.0,-2.45,-0.44,quiet,0,0,0,0,-1.59
r2q1rk1/4npb1/b2p2pp/3P4/2n4P/1QN2N2/PP3PP1/R1B3KR b - - 1 19,cm_s0,5,-2.78,0.0,-4.23,0.2,quiet,0,0,0,0,-4.39
r1bqkb1r/pp1n1pp1/2p1pn1p/3P4/8/2N1PN1P/PPQP1PP1/R1B1KB1R b KQkq - 0 7,vssf1_win_d8,0,0.779,0.0,0.85,0.15,quiet,0,0,0,0,-0.02
8/8/5p1P/p1k2b2/P4P2/8/6K1/8 b - - 5 50,chk_s3,122,-5.142,0.0,-2.47,-0.31,quiet,1,1,0,0,-6.5
2Q5/p4pK1/1P2P3/1P3p2/2p2P2/1p2pP1q/4k3/8 b - - 1 3,kpd_base,85,-7.02,0.0,-1.92,-3.33,quiet,2,0,0,0,-1.31
2Q5/8/8/3pP3/2p1PK1Q/5P2/4k3/6Q1 b - - 0 15,kpd_base,64,53.088,7.29,37.69,0.0,ks,2,3,0,0,99.0
2r3k1/4q3/4p1p1/5p1p/P6P/1Q3PP1/1K6/5n2 w - - 1 50,lmr_e3_g_s0,69,-13.449,0.0,-10.19,0.0,quiet,2,0,0,0,-7.44
3r4/1p3kp1/p4p2/3p4/3NpPb1/2P1K3/PP5p/R6B b - - 0 28,ksfull_base,90,-0.627,0.0,-0.82,-0.49,ks,3,1,0,0,-0.15
1r3k2/5pp1/5n1p/1r1p4/8/1p3BP1/1R3P1P/3R2K1 b - - 3 40,pinoff_s1,74,-3.165,0.0,-2.69,0.02,quiet,0,0,0,0,-2.76
r7/3rkp2/4p3/7q/pP1Pp3/P3P1p1/1B2B1N1/5RK1 w - - 0 39,night_base_s2,58,0.637,-1.83,-9.41,-4.8,quiet,2,1,0,0,4.2
5k2/5p1p/p3rn1R/2N2q2/3p1b2/1P1Pp3/P3P1Q1/5RK1 b - - 1 29,vssf1_def_d8,37,-4.153,0.39,2.3,2.05,quiet,2,1,0,0,1.89
3r3r/1P1k2p1/4q2p/2Q3bn/8/8/1PPP1PPP/R1B2RK1 w - - 1 21,night_pin,26,6.207,4.32,3.98,2.71,quiet,0,2,0,0,4.65
5rk1/Q2bpp1p/1r1p2p1/3P4/4nP2/4qNP1/1P2P1BP/R4K1R w - - 1 25,vssf1_def_d8,21,1.158,-1.26,-3.28,-4.47,quiet,2,0,0,0,-7.37
1k1bq3/2nr1R1R/1p3Np1/2p1p2p/P7/1BBrP3/1K1P4/5Q2 b - - 5 43,iir_s1,16,10.322,0.0,4.15,-0.12,quiet,1,0,0,0,5.05
r1b2rk1/1p3p1p/1qp5/p1n3Pp/PbPp4/1PNP1N1P/RB3P2/3QK2R w K - 0 20,vssf1_def_t1,10,0.09,0.0,-4.92,-3.41,quiet,0,0,0,0,-2.8
2r3k1/q3rpb1/b2N2p1/3P1n1p/5BnP/PP5R/3Q1PP1/3NR1K1 b - - 0 34,cm_s0,5,-2.718,-1.44,-4.12,-1.8,ks,3,1,0,0,-5.24
r1bqk2r/pp1n1pp1/2pbp2p/3n4/8/P1N1PN1P/1PQP1PP1/R1B1KB1R w KQkq - 1 9,vssf1_win_d8,0,-0.336,0.0,-0.31,-0.08,quiet,0,0,0,0,0.26
8/5pK1/1p6/1P3p2/5k2/8/4Q3/1q6 w - - 2 13,kpd_base,85,-2.241,0.0,-0.91,2.21,quiet,1,1,0,0,0.0
4Q3/8/5p1Q/pPPP3K/3p2p1/2kP2p1/pp6/5q2 w - - 0 5,kpd_base,64,1.114,-0.3,8.3,0.0,quiet,1,2,0,0,-4.53
7Q/p4k2/8/2pP2q1/4P2p/2P2n2/PPbBKP1P/R6R b - - 2 22,night_base_s2,48,14.276,2.34,11.43,0.0,ks,3,2,0,0,0.0
rnk2b1N/1p4pp/4p3/pNp5/5n2/2P3P1/1P2PP1P/3RK2R w K - 0 21,vssf1_def_d8,69,5.995,0.0,2.66,0.53,quiet,1,2,0,0,5.69
4k3/1p5p/6n1/pqPr2n1/PP6/2B1Pb2/2Q2PpP/2R1K1R1 b - - 0 30,night_pin,32,-2.152,-1.26,-5.2,-5.47,ks,4,0,0,0,-5.48
k2r4/2nqbR2/Pp4p1/2prp2p/P1Q1N3/1BB1P3/3P4/K6R b - - 4 36,iir_s1,16,4.885,1.62,5.42,-0.73,quiet,0,1,0,0,4.52
3r2kr/1pq1b1pp/4pn2/pB1nN1B1/2P3P1/8/PPQ2P2/3RR1K1 w - - 1 25,vssf1_def_t1,10,4.677,1.8,3.65,0.8,quiet,0,2,0,0,3.7
r3kb1r/pp1b1ppp/2pn4/q2Pp3/8/1PN1P1PP/P3N1B1/R1BQK2R b KQkq - 0 15,cm_s0,5,3.918,0.0,2.18,-0.62,quiet,0,0,0,0,3.35
r1bq1rk1/p3bppp/n1pp1n2/P3p3/4P3/1pP3P1/1P1PQPBP/RNBNK1R1 b Q - 0 11,vssf1_win_d8,0,-0.452,0.0,-3.08,-0.83,quiet,0,0,0,0,-3.68
3k4/5PP1/7K/8/8/8/8/6r1 b - - 2 69,chk_s3,117,0.647,0.0,1.94,-2.9,quiet,1,1,0,0,5.16
8/3Qq2p/4P3/p2P1K2/Pp3p2/1k3P1P/2p5/8 b - - 1 13,kpd_base,85,0.893,0.0,-4.0,-2.24,quiet,2,1,0,0,-5.92
8/5pk1/1P1p3p/1R1PpB1P/4P1P1/P2q4/8/2K1b3 w - - 0 40,lmr_e3_g_s0,85,-4.226,0.0,-2.45,-7.82,quiet,2,2,0,0,-5.5
1Q6/2K5/8/3QQp2/qP5P/3p4/4P3/1k1q4 w - - 0 11,kpd_pawnstruct,21,19.375,0.18,13.06,0.0,quiet,1,2,0,0,7.95
7r/2k5/ppn1r2p/2p1p1p1/6P1/2P2PN1/P1P3PR/2K1R3 w - - 2 24,pinoff_s1,74,-1.249,0.0,-0.37,-0.06,quiet,0,0,0,0,0.3
rN2k3/2Q1b1p1/p2r4/5B1p/N7/P4PP1/1P2P2P/4K2b b - - 0 24,vssf1_def_d8,58,12.573,3.24,9.15,6.15,ks,1,3,0,0,6.5
4k3/1p5p/6n1/pqPr2n1/1P6/P1B1Pb2/2Q2PpP/2R1K1R1 w - - 5 30,night_pin,32,-0.883,-1.02,-5.63,-5.41,ks,4,0,0,0,-5.24
1r1k1bnr/7p/pqR1pp2/B6B/3p4/1P1P4/P4PPP/4QRK1 b - - 0 24,vssf1_def_d8,21,5.514,2.52,10.18,6.71,quiet,0,2,0,0,9.11
1rq2r2/1pp1n1bk/2n3pp/p1PB4/Q1P2p2/2PR1P2/P3P2P/2BR2K1 b - - 1 28,iir_s1,16,-1.435,0.0,-4.47,-0.61,quiet,0,1,0,0,-4.56
r1q1k2r/1p1n1ppp/4pn2/p2p1b2/3P4/PQP1P3/3NBPPP/R1B1K2R w KQkq - 1 12,vssf1_def_t1,10,-0.005,0.0,0.39,-0.15,quiet,0,0,0,0,1.38
r2r2k1/3n2p1/3qb2p/2p2p2/2P4P/2BBPNb1/PN1K2P1/1R1Q3R b - - 5 22,cm_s0,5,2.733,-0.87,1.86,-1.38,quiet,2,1,0,0,0.42
r1bqkb1r/1p1n1ppp/2pp1n2/p3p3/2PP3P/1P2P3/PBQ2PP1/RN2KBNR b KQkq - 0 7,vssf1_win_d8,0,0.055,0.0,-0.0,-0.07,quiet,0,0,0,0,-0.29
8/8/8/p5P1/4B3/k6p/8/7K b - - 0 66,chk_s3,122,6.292,0.0,3.11,1.32,quiet,1,0,0,0,5.83
1Q4Q1/7P/PP3pp1/7p/p6p/2PKP2p/5Pp1/k6q b - - 0 4,kpd_base,64,19.869,0.51,12.59,0.0,quiet,0,1,0,0,-1.4
3r3k/6p1/7p/p1p1P3/P1Pq1n2/1P3P1P/6P1/4Q2K w - - 7 57,lmr_e3_g_s0,69,-7.439,0.0,-7.74,0.0,quiet,2,0,0,0,-6.36
1Q1K4/8/8/3Q1p2/1P5P/3P1q2/5q1Q/1k6 w - - 5 14,kpd_pawnstruct,21,21.109,1.98,13.21,0.0,quiet,0,1,0,0,99.0
7R/p3kpr1/1p1b1n2/5B1p/P2pNp2/7P/1P3P2/5K2 w - - 0 31,pinoff_s1,85,-3.649,0.0,-1.29,0.37,ks,1,3,0,0,0.1
2r3k1/p2n1p1p/3pp1p1/6P1/8/PP3q1P/R3N2K/2BQ4 w - - 0 27,night_base_s1,48,-2.199,-1.44,-0.55,-4.42,quiet,1,0,0,0,0.0
3r2k1/p1p2ppp/3b4/5b2/2P2P2/4B1P1/PrPN3P/R1R3K1 b - - 0 24,vssf1_def_d8,64,0.066,0.0,-0.51,-0.53,quiet,0,0,0,0,-0.92
3r4/p4p1k/5b1P/3p4/r1nP1Bp1/4P3/2b2P1R/5RKB w - - 0 42,night_pin,58,-4.103,0.63,-4.8,-1.24,ks,0,3,0,0,-3.51
5rk1/1b3ppp/p2b1n2/1p2p3/1P2P3/P1pP1NP1/1r2BP1P/3RRNK1 b - - 1 23,vssf1_def_d8,53,-2.477,0.0,-3.13,-0.26,quiet,0,0,0,0,-2.12
1n3k1r/2N1ppbp/p1q2np1/1pp5/3P4/1PN1P3/PB2KP1P/R2Q3R w - - 4 17,iir_s1,21,-0.599,0.0,4.83,-0.24,quiet,1,1,0,0,2.35
2r1kbnr/p3pppp/2ppb3/8/N2q4/1Q4P1/PB2PPBP/R3K2R w KQk - 4 13,vssf1_def_t1,10,-0.359,-1.02,-1.04,-0.72,quiet,1,0,0,0,3.98
rnb1k2r/pp3ppp/5n2/qN1pb3/2PPp3/1P6/P2BBPPP/R2QK2R b KQkq - 3 11,cm_s0,5,-5.368,-1.26,-2.4,-0.14,quiet,1,0,0,0,2.76
r4rk1/pp1bb1pp/n1pppn1q/5p2/2PP3N/PP1BP1P1/1B1NQP1P/R4K1R b - - 4 15,vssf1_win_d8,0,0.331,0.0,-1.13,-0.21,quiet,0,0,0,0,-0.92
3R4/2K5/8/8/8/4k3/8/8 b - - 74 197,chk_s3,117,10.022,0.0,53.36,0.0,quiet,0,1,0,0,2.07
2Q5/4kppP/2P5/p1pK1P2/1q2p3/2p5/3Pp3/8 b - - 1 5,kpd_base,85,-5.97,0.0,-2.09,0.45,ks,4,4,0,0,-99.0
3r3k/6p1/7p/P1p1P3/2P2n2/1P1q1P1P/6P1/4Q2K w - - 1 60,lmr_e3_g_s0,69,-5.997,0.0,-7.35,-3.21,quiet,1,0,0,0,-5.29
4k3/1p2p3/5np1/p3r3/P7/1Pq4P/2PpN3/RK1Q4 b - - 3 35,pinoff_s1,53,-3.661,0.0,-2.58,0.5,quiet,2,0,0,0,-5.93
2b5/1p3k2/2p5/P5P1/P3Pn1q/5r2/1Q5N/R6K b - - 0 38,night_base_s1,48,-0.315,1.68,-6.02,-3.58,quiet,2,2,0,0,-4.45
5rk1/2q2p1p/2bppb1p/8/3P4/RP3N2/2PQ1PPP/4N1K1 b - - 2 22,vssf1_def_d8,42,2.289,0.0,0.28,0.35,quiet,0,0,0,0,1.54
r7/1NQn1p1k/2p1bqp1/P6N/P3P2p/3p3P/5PP1/1R3KR1 b - - 0 31,night_pin,32,4.93,0.0,4.22,-0.79,quiet,2,1,0,0,-2.49
4r1k1/1p1b1pp1/6p1/p2N4/PbnP2qP/8/4RPB1/3Q2KR b - - 0 35,vssf1_def_d8,26,-5.94,0.0,-2.38,-1.46,quiet,1,0,0,0,-5.66
3rk2r/p4ppp/3b4/1qnQ4/4N3/P3PN1P/5PP1/R1B1K2R w KQk - 1 17,gnt_passer_o,16,10.002,-0.54,1.99,-4.24,quiet,1,1,0,0,4.84
r3k2r/1p2n1pp/3qbp2/p2n4/P7/1P3N2/4BPPP/R1BQ1RK1 w kq - 1 16,vssf1_def_t1,10,0.232,0.0,1.09,0.29,quiet,1,0,0,0,2.71
r3k2r/pbqp1ppp/1pn1pn2/2b5/1P6/P1P1P3/1B1NBPPP/2RQK2R b Kkq - 0 12,cm_s0,5,-5.95,0.0,-3.53,-0.15,quiet,0,0,0,0,-3.77
rnbqk2r/pp3p2/2p1pn1p/4N3/1bp3pP/2NP2P1/PPQ1PPB1/R1B2RK1 w kq - 0 12,vssf1_win_d8,0,0.179,0.0,2.6,0.54,quiet,0,1,0,0,2.91
8/5p2/5P2/6p1/2K2kPp/3r3P/8/8 w - - 0 61,chk_s3,117,-4.035,0.0,-7.56,-0.68,quiet,1,2,0,0,-8.14
2Q5/4kppP/2P5/p1p2P2/1PK1p3/2p5/1q1Pp3/8 b - - 1 4,kpd_base,85,-0.333,0.0,0.49,-0.34,ks,4,3,0,0,-99.0
1Q4Q1/P2p1K2/8/Pp1P1pP1/1k2p2p/8/3p4/5q2 w - - 0 3,kpd_base,64,10.149,2.28,9.63,0.0,quiet,1,1,0,0,7.77
1r5k/1p6/3Q3p/p2Bppp1/8/7P/1q6/7K b - - 7 49,lmr_e3_g_s0,69,-12.965,0.0,-6.89,1.76,quiet,1,1,0,0,0.0
2R4q/3p1K2/3P1Pp1/6p1/2QP4/2PP4/2p5/1q1k3q b - - 5 8,kpd_pawnstruct,32,-21.893,-3.06,-16.5,0.0,quiet,2,0,0,0,-99.0
5k2/1p1r2n1/p7/P1p2bNp/4p2P/NP6/2PP2P1/R5K1 w - - 0 41,pinoff_s1,85,1.068,0.0,1.14,0.72,quiet,0,1,0,0,3.36
2b5/1p3k2/2p5/P7/P3PnPq/2Qr4/7N/R6K w - - 1 37,night_base_s1,48,-2.03,0.75,-7.15,-5.13,quiet,2,1,0,0,-4.29
2R1r1k1/1P3p1n/4p2r/3pN1p1/6Pp/bP2Q2B/4PP1P/6K1 b - - 2 31,vssf1_def_d8,53,11.054,0.0,7.41,0.0,quiet,0,1,0,0,7.63
2b1kr2/1p2qp2/n1pp2p1/8/2PP3p/5R1P/1QBB2PN/6K1 b - - 2 28,night_pin,37,3.263,0.0,6.68,3.26,quiet,0,1,0,0,4.85
N1bk1b1r/1p3ppp/2pp1n2/4p3/2PPn3/4PN2/PP2BPPP/R1B1K2R b KQ - 0 13,gnt_passer_o,53,7.972,0.0,6.63,0.89,quiet,1,1,0,0,5.12
r4rk1/1b3ppp/1p1Pp3/8/n1B3nN/2R3Pq/PB2QP2/3R2K1 w - - 2 24,vssf1_def_t1,10,-4.044,-3.96,-3.95,-5.23,ks,3,0,0,0,-4.45
r1bqkbnr/3n1ppp/4p3/1N2P3/2B5/8/PP3PPP/R1BQ1RK1 w kq - 1 12,cm_s0,5,-0.567,1.05,0.38,1.28,quiet,0,1,0,0,1.87
r2qkb1r/1b1p1p1p/p1n1pnp1/1P6/4P2P/N2Q1P2/1PP1N1P1/R1B1KB1R b KQkq - 0 10,vssf1_win_d8,0,0.57,0.0,-0.31,-1.92,quiet,0,1,0,0,-0.86
8/8/8/3N4/6k1/8/p7/K7 w - - 12 113,chk_s3,0,0.0,0.0,0.13,2.13,quiet,1,1,0,0,-0.18
2Q5/5pp1/Pp3P1p/3PP3/2Pp4/8/4K2k/2q5 b - - 0 3,kpd_base,85,6.066,0.0,5.86,-3.99,quiet,2,1,0,0,-10.47
2Q4Q/1p4p1/p1P1PP2/K2p4/2q3P1/Pp4p1/8/6k1 b - - 2 4,kpd_base,64,9.852,-0.75,12.77,0.0,ks,3,1,0,0,-99.0
