fen,src,phase_score,our_total,our_ks,sf11_total,sf11_ks,geo_class,kzone_w,kzone_b,in_check_w,in_check_b,sf18
2krr3/1p2bpp1/p1n2q1p/2P2b2/P2p4/1P3NP1/3BPPBP/2RQ1RK1 w - - 2 17,vssf1_win_d8,10,0.2,0.0,1.5,0.65,quiet,0,0,0,0,3.35
r1b2rk1/p2pb1pp/3Bp3/5p1n/2P5/Pq2PN1P/2n1KPP1/2RQ1B1R w - - 0 17,vssf1_def_d8,5,-0.992,-2.4,-7.33,-3.14,quiet,2,0,0,0,-3.97
r2qk1nr/pp2ppbp/2p3p1/3pNb2/n2P4/1NP3P1/PP2PPBP/R1BQ1RK1 w kq - 12 10,vssf1_win_d8,0,0.658,0.0,1.64,0.3,quiet,0,1,0,0,1.28
8/6P1/5P2/1P1PPP1p/p1pP4/2P1pK2/p1p5/k5q1 b - - 0 2,kpd_pawnstruct,106,-2.713,0.0,-6.84,0.0,ks,3,0,0,0,-99.0
8/8/8/2K3k1/p7/6p1/n7/7q b - - 1 63,sfelo2400_mob,101,-30.387,0.0,-64.95,0.0,quiet,2,0,0,0,-9.79
2k5/pp4p1/2pB1p2/2P5/q7/4P2r/3KR2P/8 b - - 1 38,vssf1_def_d8,80,-15.203,0.0,-10.44,0.0,quiet,2,1,0,0,-7.61
6k1/pp3pp1/4p2p/P1rb4/3q4/5P1P/6P1/1R2Q2K w - - 0 34,vssf1_def_d8,58,-8.938,0.0,-7.0,-0.59,quiet,1,0,0,0,-5.31
2n1k1r1/5q1p/3p1p1Q/3R4/3NP3/8/5PPP/6K1 w - - 1 31,vssf1_win_d8,53,4.484,1.95,2.9,1.86,quiet,1,1,0,0,4.31
4kbr1/1B6/pN2p2p/2p1Ppn1/P5p1/2BR2P1/1P3P1P/6K1 b - - 2 37,vssf1_def_t1,80,7.484,0.0,6.15,2.96,quiet,0,2,0,0,5.11
3r2k1/ppp3p1/7p/1b2rp2/1P1qB3/P2P2R1/5N1P/1Q2K3 w - - 0 31,vssf1_win_d8,37,-8.029,-2.7,-8.36,-2.43,quiet,1,1,0,0,-5.74
1r2k3/1b4b1/1Pp4r/2B1pq2/2P1BP2/7p/3Q4/3RR1K1 b - - 1 32,vssf1_win_d8,21,-0.186,-1.08,3.71,2.34,quiet,1,2,0,0,4.65
1r5k/1b3r1p/5q2/1R1pn3/8/R1b1PBPQ/4P2P/5NK1 w - - 1 28,vssf1_def_d8,16,0.326,0.0,-3.74,-0.3,quiet,0,1,0,0,-2.2
2bqk1nr/1p2n3/r3p1pp/2N2p2/2Pp4/P2B2P1/1B1P1P1P/R2QK2R b KQk - 1 15,vssf1_win_d8,10,0.769,0.0,1.11,0.31,quiet,0,1,0,0,0.81
rnbqkb1r/1p1p1p2/p4npp/3P4/8/2N2N2/PP2BPPP/R1BQR1K1 b kq - 2 11,vssf1_win_d8,0,1.658,0.0,2.79,0.43,quiet,0,0,0,0,3.92
8/4k1p1/8/1PP1p3/p6P/4pQpP/2P2p2/2K5 b - - 0 9,kpd_pawnstruct,106,15.27,0.0,10.72,0.0,quiet,1,2,0,0,4.25
8/3pk3/1R1N1r2/1pK4p/8/p4PP1/P5P1/8 b - - 3 46,t11_d12,101,6.636,0.0,5.04,0.53,ks,4,3,0,0,4.05
8/5k1p/2r2Pp1/3p2B1/1R5P/4pP2/2r5/1K6 b - - 1 50,vssf1_def_d8,90,-6.856,0.0,-8.69,-1.83,quiet,2,2,0,0,-6.64
6rk/3Q1pp1/4N1q1/p3P1P1/1p1P3P/1P4K1/P7/5R2 w - - 7 53,vssf1_def_d8,58,10.55,-0.51,7.59,0.5,quiet,0,1,0,0,7.26
2bq1k2/1p3p1p/3r1p2/pQ1p4/P2N4/2P2P2/1P4PP/4R1K1 b - - 0 28,vssf1_win_d8,53,2.854,1.26,2.31,1.54,quiet,0,2,0,0,2.11
3r4/pp1kb3/4p1Q1/3b4/3P4/1Pq1P1P1/P2N1P2/3RK3 w - - 4 24,vssf1_def_t1,48,1.424,1.68,-2.64,-0.48,quiet,1,1,0,0,-2.25
6k1/5ppp/1pN1pq2/4N2n/1P6/P1nQ2P1/4PP1P/2r2BK1 w - - 3 27,vssf1_win_d8,48,-0.346,0.0,-1.25,-1.08,quiet,2,2,0,0,1.69
r1q2r2/pp2ppk1/2p4p/3p4/3Pn3/1NP2QPB/PP2P2P/R4RK1 b - - 0 17,vssf1_win_d8,26,7.15,2.7,4.66,0.12,quiet,1,1,0,0,0.28
r1bqk2r/5pb1/p1p1p1pp/8/2P1B3/P5P1/1P3P1P/R1BQ1RK1 b kq - 0 14,vssf1_win_d8,21,2.759,1.62,1.69,1.37,quiet,0,1,0,0,1.33
1n1k3r/2qp1p2/r4npB/2p4p/p1N5/P4B1P/1P3PP1/R2QR1K1 w - - 0 25,vssf1_def_d8,16,8.372,2.52,7.98,3.81,quiet,1,2,0,0,6.16
2r1k2r/1p3p2/1pnbp1bp/1B1pN1p1/3Pn1P1/1N2P2P/PP1B1P2/2R2RK1 b k - 2 16,vssf1_win_d8,42,-0.548,0.0,1.06,0.04,quiet,1,1,0,0,-0.61
2r2rk1/1pq1bppp/p7/2n5/b1PN4/B1QnPN2/5PPP/R4RK1 b - - 3 22,vssf1_def_d8,5,-4.704,0.0,-4.95,-0.23,quiet,2,0,0,0,-4.62
rnb1k2r/1p2p1bp/1q1p1np1/p2P1p2/8/2N2NP1/PP2PPBP/R1BQ1RK1 w kq - 2 10,vssf1_win_d8,0,0.279,0.0,2.6,0.72,quiet,1,0,0,0,1.74
8/8/p3k3/P6Q/4pp2/7P/3q4/7K b - - 11 65,sfelo2400_mob,85,-7.695,0.0,-3.59,-2.21,quiet,1,1,0,0,-2.58
r7/PN4k1/4P1p1/5p2/8/8/6PP/R5K1 w - - 1 54,t11_d12,101,11.154,0.0,8.71,0.34,quiet,0,1,0,0,7.36
6k1/p1r1pp2/1p3b2/3P4/5BPp/P6P/1P1R2K1/8 b - - 0 36,vssf1_def_d8,96,1.07,0.0,0.42,-0.07,quiet,1,0,0,0,0.13
r2q4/5pk1/1pp2n1p/p2pPQ2/P2P4/2P3PP/2P5/R5K1 b - - 0 24,vssf1_def_d8,58,-2.548,0.0,-3.16,0.12,quiet,0,2,0,0,-3.59
2br3k/R7/3N1qpp/3p4/3P3P/2P5/5PP1/4Q1K1 w - - 2 37,vssf1_win_d8,53,2.229,0.0,4.44,3.34,quiet,1,1,0,0,7.07
r3r1k1/1pp2ppp/p1p5/4N3/2P2Bn1/2P3P1/P3KP1P/1R5R b - - 2 17,vssf1_def_t1,69,1.438,0.0,1.96,-0.7,quiet,1,1,0,0,-1.23
1r6/6k1/p1p3p1/P3ppN1/1n1r1n2/5P1P/1R1P4/5BKR b - - 4 35,vssf1_win_d8,64,-1.878,0.0,-3.08,0.05,quiet,1,1,0,0,-3.34
4r1k1/4r1bp/p2p4/3P1p2/1P2PP1P/2Q3PR/2n2N2/2qN1K2 w - - 2 37,vssf1_win_d8,32,-3.744,0.0,-9.02,-2.72,quiet,1,1,0,0,-4.38
3k1b1r/1b1q3p/r4p2/p2ppN2/P7/7P/1PQB1PP1/1RR3K1 b - - 5 23,vssf1_win_d8,21,1.442,1.41,2.81,3.05,quiet,0,2,0,0,0.84
rn5r/p2kb1p1/2p1Rqb1/1P4p1/3P2P1/1P3B2/2P2P2/R1BQ2K1 w - - 0 21,vssf1_def_d8,16,3.291,-0.33,0.39,0.85,ks,1,3,0,0,5.52
r1b1kb1r/1p2ppp1/1pp2n1p/8/1n1PP3/P4P1P/1P1N2P1/R1BK1BNR b kq - 0 11,vssf1_win_d8,42,1.478,0.0,0.13,-1.06,quiet,1,0,0,0,0.12
2rr2k1/1pq2ppp/p4b2/2n5/b1PN4/B1QnPN2/R4PPP/5RK1 w - - 6 24,vssf1_def_d8,5,-5.664,0.0,-5.54,-0.24,quiet,2,0,0,0,-4.5
r4rk1/1pBbbppp/2n1p3/pq1p3n/2pP2P1/P1P1PN2/2QN1P1P/R3KBR1 b Q - 0 14,vssf1_win_d8,0,-0.761,0.0,-0.7,-0.48,quiet,0,1,0,0,-1.67
8/4kP2/4P1Pp/1P6/K2Ppp1P/p2p1P1p/3q4/8 b - - 1 4,kpd_pawnstruct,106,-19.603,0.0,-11.52,0.0,ks,1,3,0,0,-11.15
1k6/3RP3/5B2/8/8/PK2P1P1/1P5P/8 b - - 0 46,sfelo2400_mob,112,26.037,0.0,63.42,0.0,quiet,0,1,0,0,99.0
8/4pp2/2Rp1k1p/7P/4P3/5n2/7r/2K5 b - - 4 59,t11_d12,101,-10.677,0.0,-8.31,-1.87,quiet,2,2,0,0,-6.5
8/p3pp2/1p3bk1/3P4/4r1Pp/P3BK1P/1P2R3/8 b - - 10 41,vssf1_def_d8,96,0.26,0.0,0.85,-0.3,quiet,2,2,0,0,-0.55
8/5pkp/1R4p1/8/2p1r2P/3n2P1/1p2rPK1/5R2 b - - 1 43,vssf1_def_d8,80,-10.677,0.0,-10.62,-0.48,quiet,2,1,0,0,-7.01
4k3/3r1pp1/1p1P4/pb1PN3/5bN1/BP5p/1PK5/8 w - - 2 49,vssf1_win_d8,90,-7.264,0.0,-7.19,0.93,quiet,2,2,0,0,-5.82
5k1b/QN2rp1p/P3p1p1/3n1n2/8/8/1P3PPP/4R1K1 w - - 1 39,vssf1_def_d8,64,6.425,0.0,5.73,0.69,quiet,0,0,0,0,6.24
3r1kr1/2Q1np2/2B1pb1p/2B2p2/3P4/P1P5/5P1P/5R1K b - - 2 34,vssf1_win_d8,53,13.872,1.29,7.42,0.0,ks,1,3,0,0,6.67
q2kbb1r/7p/r4p1N/p2pp2Q/P7/7P/1P1B1PP1/1RR3K1 w - - 18 30,vssf1_win_d8,21,1.058,2.13,1.08,3.02,quiet,0,2,0,0,4.62
r2r3k/1ppbb1pp/p1n1p3/2P5/3PBp1q/2B5/PP2QPPP/3RR1K1 b - - 3 20,vssf1_def_d8,16,-3.58,0.0,-3.78,-0.44,quiet,1,1,0,0,-2.63
r3kb1r/1p1bppp1/5n1p/1p1n4/4N2P/P4P2/1P1B2P1/R2K1BNR b kq - 1 16,vssf1_win_d8,42,-1.838,0.0,-2.15,-1.07,quiet,0,0,0,0,-2.29
2q1kbnr/3b1p2/2Np2pp/1B6/3NnB2/1QP5/Pp3RPP/1R4K1 w k - 0 23,vssf1_def_d8,10,7.794,1.8,6.98,1.94,quiet,1,2,0,0,6.61
r3k2r/pp1b1ppp/2n1pn2/q7/1bBP4/P4NN1/1P3PPP/R1BQ1K1R b kq - 0 12,vssf1_win_d8,0,0.789,0.0,0.0,-0.26,quiet,1,0,0,0,-0.89
8/4kP2/4P1Pp/1P6/1K1Ppp1P/p2p1P1p/3P4/2q5 b - - 2 3,kpd_pawnstruct,106,-17.844,0.0,-10.14,0.0,ks,1,3,0,0,-5.99
3B1k2/p1R5/8/4pp2/7p/Pp2PPP1/1P2K2P/8 w - - 0 33,sfelo2400_mob,112,17.635,0.0,11.42,0.0,quiet,0,2,0,0,9.17
8/5p2/4p2p/1k5P/8/2n5/2R1r3/K7 b - - 15 74,t11_d12,101,-17.688,0.0,-6.44,-1.99,quiet,1,0,0,0,-6.84
8/3k4/5p2/4rpn1/PP6/3Kp1P1/7P/2RB4 b - - 0 48,vssf1_def_d8,96,3.731,0.0,2.5,-3.16,ks,4,1,0,0,2.84
5k2/2R2p1p/4b1p1/1R3P2/1P2P3/3BK3/r5PP/8 b - - 0 36,vssf1_def_d8,85,12.087,0.0,7.7,0.0,quiet,1,1,0,0,6.88
5rk1/1q3p2/p3pQpp/3pN3/8/1P2P3/P4PB1/2R3K1 w - - 4 27,vssf1_win_d8,53,7.066,0.0,8.15,1.01,quiet,0,2,0,0,6.27
rr4k1/5ppp/4p3/2p5/5P2/nn3BP1/R6P/4R1K1 b - - 1 35,vssf1_def_d8,69,-6.386,0.0,-4.93,-0.23,quiet,0,0,0,0,-5.05
3r1k2/4ppb1/p5p1/2nPp1Pp/7P/P3BB2/2r2P2/3R1K1R w - - 10 39,vssf1_win_d8,64,0.406,0.0,-1.69,-0.47,quiet,1,0,0,0,-1.2
r1bqr1k1/1ppp1ppp/p1B5/4Q3/2P5/6P1/PP2PP1P/R3K1NR w KQ - 1 13,vssf1_smoke_d8,26,3.887,0.0,2.19,0.15,quiet,0,1,0,0,-0.82
r4rk1/pp1n1pbp/2p2qp1/P2p4/1P1p1P2/3QP1P1/B1P1N2P/1R2K1R1 w - - 0 19,vssf1_win_d8,21,-0.824,0.0,-3.06,-1.18,quiet,0,0,0,0,-1.63
r3k2r/1b1pn1pp/p2qpp2/1P6/4P3/3nBN2/1PP1QPPP/R4RK1 w kq - 0 15,vssf1_def_d8,16,-1.18,0.0,-1.05,0.13,quiet,2,0,0,0,0.93
r2q2k1/pp2b1pp/2n2r2/2pp1b2/P7/2NP1N1P/1PPQ1PP1/R1B1K2R w KQ - 4 14,vssf1_win_d8,10,-0.448,0.0,-1.68,-0.7,quiet,0,0,0,0,-1.57
r1bqk2r/pp2pp2/5npB/2pP3p/1n2P2P/2NP1PPN/PP3K2/R2Q1B1R b kq - 0 12,vssf1_def_d8,5,4.807,1.44,6.87,0.24,quiet,0,1,0,0,3.54
1rb1kb1r/2q2ppp/n1pppn2/p7/2PP4/P1NBPN2/2Q2PPP/R1B2RK1 w k - 4 12,vssf1_win_d8,0,0.999,0.0,2.38,0.26,quiet,0,0,0,0,1.85
6K1/p7/3p4/P2P4/ppp2P1P/2p3PP/p3k1P1/3q4 w - - 0 3,kpd_pawnstruct,106,-26.246,0.0,-13.75,0.0,quiet,0,1,0,0,-11.72
2r2k2/6Rp/2PPpp2/1P6/5Pp1/8/5P1P/2R3K1 b - - 0 34,t11_d12,96,9.574,0.0,9.09,0.0,quiet,0,2,0,0,9.08
8/7p/1pk1rnp1/p4p2/2pR1B1P/1P3P2/5PK1/8 w - - 0 42,vssf1_def_d8,96,-2.295,0.0,-3.29,0.84,quiet,0,2,0,0,-2.19
7k/1p1n4/2p1q3/4p1Q1/p1Pb4/P5RP/1P3PP1/6K1 b - - 4 42,vssf1_def_d8,64,1.656,2.88,2.02,6.1,quiet,1,1,0,0,5.39
5k2/1p1n1pp1/1bp5/1p1p3p/3P1P1P/3N1Nn1/3K4/B7 w - - 1 35,vssf1_win_d8,96,-9.195,0.0,-5.51,-1.7,quiet,1,0,0,0,-5.37
6k1/5pp1/3np2p/8/3n1P2/r1p3P1/1r3RBP/2R3K1 w - - 2 45,vssf1_def_d8,69,-9.846,0.0,-8.13,-0.68,quiet,1,0,0,0,-6.32
1r4k1/p5pp/4bp2/q1pp4/1r6/3BPN1P/P1P3P1/3R1RK1 b - - 1 25,vssf1_win_d8,48,-12.055,0.0,-9.54,0.0,quiet,0,1,0,0,-6.68
2q3k1/1r5p/2p1p1bB/1p4Q1/p1r5/5B2/PP4PP/R3R2K w - - 7 36,vssf1_def_t1,26,6.926,2.16,5.94,2.23,quiet,0,1,0,0,8.95
r5k1/pp1nqpbp/2p3p1/P2p4/1P1NrP2/2PQP1P1/B6P/1R1KR3 b - - 0 22,vssf1_win_d8,21,0.074,0.0,-2.07,-1.02,quiet,0,0,0,0,-2.32
3rr1k1/4bppp/p4n2/1b3Q1P/1Pq3P1/2B1PP2/2PR4/3NK2R b K - 0 27,vssf1_def_d8,16,-4.88,0.0,-3.98,-0.99,quiet,2,1,0,0,-5.34
rnk3nr/p2q2p1/bpp1Np1p/8/2NPQ3/3BP1P1/PP3PP1/R3K2R b KQ - 2 17,vssf1_win_d8,10,4.788,1.8,5.84,2.52,quiet,0,1,0,0,3.72
4rrk1/pp2pp1p/1q2N1pb/n2p3P/P1pP2n1/Q1P1P1P1/1P1N1PB1/R1B1K2R b KQ - 0 15,vssf1_def_d8,5,3.173,0.0,3.64,-0.37,quiet,1,1,0,0,-1.39
r1bqkb1r/3ppppp/n1p2n2/p7/2PP4/P3PN2/2Q2PPP/RNB1KB1R b KQkq - 0 8,vssf1_win_d8,0,0.198,0.0,1.22,0.26,quiet,0,0,0,0,1.03
4Q3/k2p2P1/p2Pp3/3PP3/K3Pp2/2p5/5P1p/8 b - - 1 4,kpd_pawnstruct,106,19.647,0.0,13.28,0.0,quiet,1,1,0,0,99.0
8/k1K5/8/2N5/6B1/8/8/8 b - - 26 79,sfelo2400_mob,117,14.576,0.0,75.96,0.0,quiet,1,2,0,0,99.0
5rk1/3R3p/p3ppp1/8/4pB2/8/P4PPP/5K2 b - - 1 29,sfelo2400_mob,101,3.736,0.0,2.88,0.31,quiet,0,1,0,0,3.73
8/7p/1p2r1p1/p2k1p1n/R4B1P/1P3P2/5PK1/8 w - - 3 44,vssf1_def_d8,96,-1.673,0.0,-1.88,0.84,ks,1,4,0,0,-1.76
8/8/3n2p1/3ppkNp/2b4P/2NpP1P1/2r5/4B1K1 b - - 5 37,vssf1_win_d8,90,-9.792,0.0,-6.12,0.63,ks,1,5,0,0,-5.98
Q4n2/2p2kp1/4p3/3p1q2/3P4/1PPN2b1/2K1R3/5B2 w - - 5 28,vssf1_def_d8,53,8.071,1.95,4.76,0.27,quiet,1,2,0,0,4.23
q4rk1/ppR5/2n3p1/2Q2b2/2p1B3/6P1/PP2PP2/R3K3 b Q - 2 22,vssf1_win_d8,37,4.255,4.14,6.13,4.71,quiet,0,2,0,0,5.75
6k1/1q4pp/r1pQp3/1p3b2/p2B3r/5B2/PP4PP/R3R2K b - - 2 31,vssf1_def_t1,26,5.742,1.62,5.4,2.05,quiet,1,2,0,0,5.22
3r2k1/1p3pp1/2p1n1p1/q3P3/p1P5/b2r1P2/3pQBPP/1N1R1R1K w - - 0 28,vssf1_win_d8,21,-3.389,0.0,-4.01,0.14,quiet,0,0,0,0,-3.96
3rr1k1/4bppp/p4n2/1b3Q1P/1Pq5/2B1PP2/2PR2P1/3NK2R w K - 1 27,vssf1_def_d8,16,-3.69,0.0,-4.08,-0.75,quiet,2,1,0,0,-4.9
rn1k2nr/p1pq2p1/bp2ppQp/8/2NP1N2/4P1P1/PP3PP1/R3KB1R w KQ - 10 15,vssf1_win_d8,10,2.302,1.62,3.77,1.68,quiet,0,1,0,0,4.58
rn2kb1r/4ppp1/2pp1n1p/p7/1p1PP3/3B3q/PPP1NP1N/R1BQ1RK1 b kq - 1 12,vssf1_def_d8,5,0.499,-1.62,2.8,-1.15,quiet,1,0,0,0,2.96
r1b1r1k1/ppp1qppp/1bnp4/8/1PPP2n1/P1NBBN2/3Q1PPP/1R2K2R w K - 1 13,vssf1_win_d8,0,0.447,0.0,-0.13,-0.22,quiet,1,1,0,0,1.85
2Q5/1P3p2/2P1pP2/2p1P3/pp5P/1Pk2Ppp/K3p3/8 w - - 1 3,kpd_blendclamp,106,14.669,0.0,10.74,0.0,ks,3,2,0,0,-99.0
6k1/5p2/7p/2B5/pP3P1P/8/1r6/3K4 w - - 0 43,sfelo2400_mob,112,-2.846,0.0,-3.94,-1.5,quiet,1,1,0,0,-4.39
1r3k2/3P4/6pp/2R5/2PN4/5P1P/1p3K2/8 w - - 0 43,sfelo2400_mob,101,7.6,0.0,2.48,0.69,quiet,0,1,0,0,8.26
5r2/3k1N1p/6R1/pp1pP1p1/1b6/6P1/4P2P/3K1R2 b - - 0 35,vssf1_def_d8,85,0.47,0.0,4.19,0.93,ks,1,3,0,0,-2.99
1k2r3/p4p1p/Pp1r1pp1/8/2nB4/2P4P/2P2PP1/R2KR3 b - - 1 22,vssf1_win_d8,74,-0.744,0.0,-1.03,-1.42,quiet,2,1,0,0,-0.95
rn1k3r/2p2pN1/1p1p3p/p2P1bp1/8/3P2P1/P1P2PBP/R3R1K1 b - - 3 18,vssf1_win_d8,64,0.183,0.0,1.52,0.72,quiet,0,2,0,0,0.92
3r2k1/p2r3p/8/2b2pp1/P7/1PN2PPb/2nP3P/1R1RN2K b - - 5 30,vssf1_def_t1,58,-5.324,0.0,-4.24,-0.01,quiet,2,0,0,0,-6.14
r5k1/pp1b1ppp/q1r1p3/3n4/3P3P/2P2N2/PQ1B1PP1/2KR3R w - - 2 19,vssf1_win_d8,21,-1.337,-1.44,-2.59,-2.03,quiet,0,0,0,0,-4.76
4kr2/1pp1q1pp/1pnp1n2/r3pbB1/2B1P3/2P3P1/PP3P1P/R2Q1RK1 w - - 0 15,vssf1_def_d8,16,1.008,1.62,-2.57,1.32,quiet,0,1,0,0,0.8
rr4k1/p4pb1/3q1npp/1pp5/3n4/P1NBB2P/QP3PP1/R2R2K1 b - - 1 21,vssf1_win_d8,10,-0.415,0.0,-1.26,-0.08,quiet,1,1,0,0,0.26
r2qk2r/pp1n1p1p/2pbpnp1/3p1B2/P2P4/2B1PN2/1PP2PPP/RN1Q1RK1 b kq - 0 9,vssf1_def_d8,5,3.015,0.0,3.17,0.11,quiet,1,0,0,0,-0.55
r1br2k1/p3bppp/n1p5/2n1p1P1/1q2P3/1P2BP2/R1PQ3P/2N1KBNR w K - 0 16,vssf1_win_d8,0,-2.66,-1.44,-3.76,-2.73,quiet,2,0,0,0,-1.48
8/5pk1/p1B4p/P1n5/8/5PP1/3K4/8 w - - 6 59,sfelo2400_mob,117,0.175,0.0,0.56,-0.49,quiet,1,0,0,0,2.62
5k2/5p2/8/P1RP2p1/2P1r2p/4P3/5PPP/5BK1 w - - 1 39,sfelo2400_mob,101,13.21,0.0,8.1,0.0,quiet,0,0,0,0,7.23
2b4Q/1pk5/r2p4/p1p5/P1P5/3R4/1P3p1P/5K2 w - - 1 31,vssf1_def_d8,80,11.54,0.0,7.17,0.0,quiet,1,2,0,0,6.34
2r5/1p2kp2/p3p3/2bp4/3N2p1/2P5/PP6/1K1R1b2 b - - 1 32,vssf1_def_d8,90,-12.685,0.0,-7.59,0.0,quiet,0,1,0,0,-7.39
3r2k1/5p2/3pn1p1/7p/P1P1P3/3RB2P/5PP1/1r1B2K1 w - - 4 39,vssf1_win_d8,80,0.372,0.0,0.06,0.37,quiet,0,0,0,0,0.02
4nk2/pq1Pp1r1/np2Q3/8/2P3pp/8/P3RPPP/3R2K1 b - - 0 36,vssf1_def_d8,42,5.527,3.06,5.71,4.6,quiet,1,2,0,0,7.0
r4rk1/1pp2pp1/3p3p/p1nP1b2/2P5/4P1P1/PP2P1BP/R2NK2R b KQ - 0 16,vssf1_win_d8,64,0.49,0.0,-0.97,-0.73,quiet,0,0,0,0,-0.18
1k1r4/pp4p1/7p/6q1/1P6/2Pn1NP1/P3rn1P/RN3KR1 b - - 1 22,vssf1_def_t1,42,-18.749,-3.06,-12.2,0.0,quiet,2,0,0,0,-99.0
r4rk1/p3ppb1/4b1pp/2pp4/Q4B2/P1NP2P1/1q2PP1P/R1R3K1 w - - 0 22,vssf1_win_d8,21,-1.692,0.0,-1.47,-0.05,quiet,0,0,0,0,1.64
r3k3/1bp2pb1/p2pp2p/6r1/1qNPP1pN/1P6/3B1PPP/R2Q1RK1 b q - 1 23,vssf1_def_d8,16,0.952,0.0,5.04,0.62,quiet,0,0,0,0,4.81
rn2kbnr/1pq2p1p/p1pp2p1/4P3/2B1P3/2P2N1P/PP3PP1/R1BQK2R b KQkq - 0 9,vssf1_win_d8,10,3.266,1.44,3.04,0.86,quiet,0,1,0,0,2.32
r1bq1rk1/ppp2ppp/2n5/3p4/Q3n3/5N1P/PP2BPP1/RNB1K2R b KQ - 1 10,vssf1_def_d8,5,1.262,0.0,1.0,-0.07,quiet,1,0,0,0,1.88
rnbq1rk1/2ppb1pp/pp2pn2/3Pp3/2P5/2NB1N2/PPQ2PPP/R1B2RK1 w - - 2 13,vssf1_win_d8,0,1.601,0.0,1.01,0.85,quiet,0,1,0,0,2.09
8/1p1P1k1P/1Pp5/2P3P1/pqP4p/5ppp/K1P3P1/8 b - - 3 3,kpd_blendclamp,106,-16.118,0.0,-13.15,0.0,ks,2,3,0,0,-7.22
8/7p/5pp1/pR3b1P/8/1P1p1kP1/P2K1P2/8 w - - 3 45,sfelo2400_mob,112,1.407,0.0,2.59,-0.77,ks,3,3,0,0,3.59
8/1p3k2/p5p1/4B2p/1PP1b3/8/4BK1P/8 w - - 3 39,sfelo2400_mob,112,5.79,0.0,3.59,-0.14,quiet,1,1,0,0,5.1
6k1/5pp1/p3p2p/1p1P4/2r5/2P1QPPP/1q6/2R3K1 b - - 0 30,vssf1_def_d8,64,-2.561,0.0,-1.46,-0.77,quiet,1,0,0,0,-4.32
r3k3/5p2/2p3p1/ppnp4/2nPPP2/6P1/4K3/2R4B w q - 0 28,vssf1_def_d8,90,-7.319,0.0,-7.37,-0.42,quiet,2,0,0,0,-3.52
r1b5/1pp1bR1p/p2p3P/3Pp3/2P1k3/6RP/PPn2P2/1K6 b - - 0 26,vssf1_win_d8,80,-7.95,0.0,-3.89,1.35,ks,1,4,0,0,-2.26
4r1k1/1p3ppp/p4q2/7P/2P1n3/P3rP2/5QP1/R4K1R w - - 10 35,vssf1_def_d8,37,-6.591,-2.88,-10.39,-7.57,quiet,2,0,0,0,-7.51
1k3b1r/p4p1p/1q3np1/8/QPP5/3N2P1/P4PBP/4R2K b - - 0 23,vssf1_win_d8,42,7.894,3.24,5.11,3.21,quiet,0,2,0,0,6.12
1n3rk1/r4pbp/p5p1/2P1p3/N3BB2/3p4/PP3P1P/R2R2K1 w - - 0 22,vssf1_def_t1,58,4.684,0.0,3.92,-0.1,quiet,0,0,0,0,5.19
3r4/ppq2pk1/1P1bp1pp/P2p4/1BrPn3/2P1QNPP/5P2/1RR3K1 b - - 0 31,vssf1_win_d8,21,0.728,0.0,-0.18,0.0,quiet,1,1,0,0,-0.34
r2k3r/pp3Qpp/2pb4/8/P2P4/2N1P2b/1PP1B1qn/R1B1K3 b Q - 0 19,vssf1_def_d8,21,-6.39,-0.9,-6.6,-2.35,quiet,2,1,0,0,-6.56
rn2k1nr/1pq2p1p/p1p3p1/2b1p3/2B1P3/2P2N1P/PP3PP1/R1BQ1RK1 w kq - 2 11,vssf1_win_d8,10,3.322,1.44,3.0,0.75,quiet,1,2,0,0,2.64
r1b2rk1/ppp2ppp/2n2q2/3p4/Q3n3/5N1P/PP2BPP1/RNB1K2R w KQ - 2 11,vssf1_def_d8,5,-0.633,-1.47,0.87,-0.34,quiet,1,0,0,0,2.22
1r2kb1r/3b1ppp/pqpp1nn1/8/3N4/3B1N1P/PPPB1PP1/RQ3RK1 w k - 4 16,vssf1_win_d8,0,0.073,0.0,1.95,1.11,quiet,0,0,0,0,1.5
5Q2/3P4/P1p1PKP1/1p5p/P2p4/p7/p1p5/1k6 b - - 0 3,kpd_blendclamp,106,21.24,0.0,11.62,0.0,quiet,0,0,0,0,2.88
8/k7/P2R4/r7/4K3/8/8/8 b - - 11 63,sfelo2400_mob,106,0.713,0.0,-0.01,-0.47,quiet,1,2,0,0,0.04
r5k1/5pp1/2p5/p2p3p/4nP1P/8/7K/4q3 w - - 2 36,sfelo2400_mob,90,-40.343,0.0,-26.77,0.0,quiet,2,0,0,0,-99.0
6k1/3R4/5b2/P4N1p/1r6/7K/6PP/8 w - - 0 50,vssf1_def_d8,96,4.462,0.0,2.77,0.24,ks,3,2,0,0,4.88
3r4/1p3k2/p4r2/4n1p1/3p4/3Pq3/PP3pP1/5R1K w - - 0 36,v3_s2,69,-32.872,0.0,-24.1,0.0,quiet,1,0,0,0,-99.0
8/p1R5/5p2/3kp1pr/qb1p4/3P1N2/4KP2/6R1 b - - 1 36,vssf1_win_d8,64,-11.874,-1.26,-9.43,0.0,ks,3,3,0,0,-5.95
r1b1k2r/1p3p2/p3p3/2p1q3/4P1p1/3P2P1/PP1QRP1P/R5K1 b kq - 0 19,vssf1_def_d8,37,-5.144,-1.62,-3.08,-0.34,quiet,1,0,0,0,-3.67
