family,seed,game,our_color,result,peak_ply,peak_eval,peak_move,drop_ply,drop_eval,swing,decision_fen,drop_fen,src_dir,in_check,kring_pressure,mat_swing,ks_class
deking,1,74,white,0-1,53,5844,a8c6,55,-2350,8194,B5k1/b3pp1p/2p3pn/8/2P1P3/P1N2RPq/1P5P/3R3K w - - 3 27,6k1/b3pp1p/2B3p1/8/2P1P1n1/P1N2RPq/1P1R3P/7K b - - 2 28,deking_s1,0,3,-1,ks_attack
deking,1,80,white,0-1,25,3035,b2c3,39,102,2933,r1bqk1nr/1pp2ppp/p1n1p3/3PP3/P1B5/2b2NP1/1P3P1P/R1BQ1RK1 w kq - 0 13,r1b1kr2/1pp1B1pp/p1n5/q1P1P3/P7/1Q3NP1/5P1P/R4RK1 b - - 0 20,deking_s1,0,0,-4,positional
deking,1,85,black,1-0,40,2167,b6a5,44,-2083,4250,r1b1k2r/1p3pp1/pq2p3/4b3/4N1Pp/B4Q1P/P4Pn1/1R3RK1 b kq - 1 20,3rk2r/1R1b1pp1/p3p3/q3b3/4N1Pp/B4Q1P/P4PK1/5R2 w k - 1 23,deking_s1,0,3,4,ks_and_material
deking,1,88,white,1/2-1/2,97,8992,g5h5,121,-2331,11323,8/3P1k2/2n2P2/2P3Kp/7P/1r4P1/p7/BrRR4 w - - 1 49,3r1n2/5k2/5P1K/2P4P/8/8/1R6/8 b - - 2 61,deking_s1,0,2,3,ks_and_material
deking,1,90,white,0-1,45,2145,b5c7,51,-931,3076,r1qr2k1/nb2bpp1/1p2p2p/1Np2n2/p1P2B2/P2P1NPP/1P2QP2/2R1R1KB w - - 5 23,q2r2k1/1b2bpp1/1p2p2p/2p2n2/p1PN1B2/P2P2PP/1P3P2/2RQR1KB b - - 0 26,deking_s1,0,1,-5,positional
deking,1,91,black,1/2-1/2,142,7410,f3e2,188,0,7410,8/8/5R2/8/2PK4/5k2/6p1/2r5 b - - 1 71,8/8/1KP5/8/1r6/8/8/4k3 w - - 1 95,deking_s1,0,0,-4,positional
deking,1,94,white,1/2-1/2,99,8558,g7f7,117,0,8558,1k6/6Q1/1p6/p1r3PP/P3PK2/5N1q/8/8 w - - 1 50,3Q4/8/kpr3Pq/p5N1/P3PK2/8/8/8 b - - 10 59,deking_s1,0,1,1,positional
deking,1,97,black,1-0,46,3492,b2a3,56,-58,3550,r1b2k1r/1p4p1/p2p3p/5pb1/1nPp1P2/N7/Pq1NB1PP/1Q1R1RK1 b - - 2 23,r1b2k1r/1p4p1/2np4/p4pp1/2PpN3/q7/P4RPP/1Q2RBK1 w - - 2 29,deking_s1,0,0,-1,positional
deking,1,99,black,1-0,32,2281,c6c5,38,-1133,3414,r3kbnr/p4ppp/R1ppb3/1p6/1q2P3/2NPB2P/2Q1NPP1/4K2R b Kkq - 1 16,1rb1kbnr/p4ppp/3p4/1ppN4/4P3/1q1PB2P/R2QNPP1/4K2R w Kk - 6 20,deking_s1,0,1,0,positional
deking,1,101,black,1/2-1/2,140,4507,e5e4,154,0,4507,R7/P7/1p6/4p3/8/4k3/r7/3K4 b - - 2 70,R7/P5r1/8/Kp6/4p3/4k3/8/8 w - - 12 78,deking_s1,0,0,0,positional
deking,1,108,white,0-1,81,4517,g6d6,83,-12812,17329,8/1p6/1k1b2R1/3P1P2/3P4/1p5P/r4P2/5K2 w - - 0 41,8/kp6/4R3/3P1P2/3P4/1p5P/r4P2/5K2 b - - 2 42,deking_s1,0,1,-3,positional
deking,1,111,black,1-0,66,7360,e4d5,68,-20625,27985,3qk2r/Q2p1p1p/p2Bp3/4P1p1/2R1bn1P/8/P4PPK/8 b k - 7 33,3qk2r/Q2p1p1p/p2Bp3/3bP1p1/1R5P/8/P4PnK/8 w k - 0 35,deking_s1,0,2,-1,ks_attack
deking,1,113,black,1-0,68,3492,e7h4,82,-1391,4883,k4r2/pp2b3/7p/3R1p1q/5BpP/PP3nP1/4QP2/3R3K b - h3 0 34,kr6/pp1R4/3Q3p/q4p2/5Pp1/PP3n2/5PK1/7R w - - 3 42,deking_s1,0,2,-1,ks_attack
deking,1,116,white,0-1,95,5570,a6b6,113,0,5570,3N4/6pk/Qr1nqp2/3p4/3P1P1p/P1N1PbP1/3B3P/6K1 w - - 0 48,3N4/6pk/5p2/3p4/3P1P2/P1N1Pb1p/3B4/4KQnq b - - 1 57,deking_s1,0,2,-3,ks_attack
deking,1,119,black,1-0,30,2159,e5c4,32,-1370,3529,r3kb1r/1p1bppp1/3p1n2/pNqPn3/P1P3Pp/1R3P1P/1P6/2BQKBNR b Kkq - 2 15,r3kb1r/1p2ppp1/3p1n2/pbqP4/P1n3Pp/2R2P1P/1P6/2BQKBNR w Kkq - 0 17,deking_s1,0,0,-4,positional
deking,1,121,black,1-0,58,3575,g5f6,70,364,3211,7r/rp2p1k1/1N4p1/pPPRnpbp/P6N/2P4P/B3KP2/8 b - - 4 29,5r2/rp1Rpn1k/1N4p1/pPP2p1p/Pb1N1P2/7P/B3K3/8 w - - 4 36,deking_s1,0,0,-1,positional
deking,1,122,white,0-1,41,2165,c2b2,45,-391,2556,r4k2/1p3pp1/2p3p1/p3n2n/P1PbP2q/1PNB3P/2Q2PP1/R2R2K1 w - - 0 21,r4k2/1p3pp1/2p3p1/p6n/P1PbP1P1/1PNB2q1/1Q3PP1/R2R3K b - - 0 23,deking_s1,0,1,-3,positional
deking,1,126,white,0-1,51,4622,e8f6,55,-522,5144,r2qN1k1/5p2/5n1p/1n6/1p2P1bP/2NP2b1/1QK3P1/1RB2B1R w - - 1 26,2r3k1/5p2/5q1p/1N6/1p2P1bP/1K1P2b1/1Q4P1/1RB2B1R b - - 2 28,deking_s1,0,3,-3,ks_attack
deking,1,127,black,1-0,74,6388,e8e3,76,-345,6733,4r1k1/5ppp/2Rp4/1q1P1bb1/5p2/5QPP/5R1K/6B1 b - - 7 37,6k1/5ppp/2Rp4/1q1P1bb1/8/4rQpP/R6K/6B1 w - - 0 39,deking_s1,0,0,-1,positional
deking,1,128,white,0-1,33,3277,b2g7,37,281,2996,r2q1rk1/pp4pp/2b1P3/2pn2b1/4NP2/1P1PP3/PBP1Q2P/R4KNR w - - 3 17,r2q1r2/pp4kp/2b1P3/2p3b1/4NP2/1P1P3N/P1P1Q2P/R4K1R b - - 0 19,deking_s1,0,0,0,positional
deking,1,130,white,1/2-1/2,57,3865,d4f4,77,23,3842,r3k1r1/1p2qp1p/1bp3p1/8/n1PQ4/P3PN2/4NPPP/R2R2K1 w q - 9 29,5rk1/1pb2qrp/2p4Q/2n2pp1/P1PR4/2N1PN2/1R3PPP/6K1 b - - 1 39,deking_s1,0,1,0,positional
deking,1,132,white,1/2-1/2,27,3338,f3e3,39,-1396,4734,r2q3r/pp2bk2/2n1pnp1/3p3p/3P4/2NB1QP1/PP3P1P/R1B2RK1 w - - 1 14,r6r/1p2q1k1/p1nNpbpn/3p3p/3P1QP1/3B1P1P/PP6/R1B2RK1 b - - 0 20,deking_s1,0,0,0,positional
deking,1,137,black,1-0,48,4489,a8e8,52,256,4233,r3R1k1/1p1q2pp/1pp2p2/3b4/3P3P/P1B3Pn/1PB2P2/R2Q1K2 b - - 0 24,6k1/1p1q2pp/1pp2p2/7Q/3Pr2P/P1B3Pn/1P3P2/R4K2 w - - 0 27,deking_s1,0,1,-5,positional
deking,1,143,black,1-0,44,3854,c8c6,64,499,3355,r1r3k1/p4ppp/3pb3/q7/1p4P1/1PbRBP1P/P1P5/1KQ2B1R b - - 1 22,6k1/3r1pp1/p2p3p/q1r5/1p3PPP/1P6/P1P3R1/1K1Q1R2 w - - 1 33,deking_s1,0,0,0,positional
deking,1,145,black,1-0,62,2238,d6f4,66,-702,2940,5k2/1b1pp1r1/rp1q1np1/p1pP3p/2P2P1P/5N2/PQ2RPB1/4R1K1 b - - 0 31,5k2/1b1p2r1/rp2pnp1/p1pP2Np/2Pq3P/4R3/PQ3PB1/4R1K1 w - - 2 34,deking_s1,0,1,-1,positional
deking,1,147,black,1/2-1/2,66,5294,g2f4,70,0,5294,1r6/2k1p3/1rp2ppp/p1NpP3/3P4/1PR5/3K1Pn1/6R1 b - - 6 33,1r6/2k5/1rp2p1p/p1Np2p1/3P1n2/1P3R2/3K1P2/6R1 w - - 0 36,deking_s1,0,1,0,positional
deking,1,148,white,0-1,17,2656,b4b5,21,-381,3037,r2qk2r/pppbppbp/2np1np1/8/1PPP4/N5PP/P3PPB1/R1BQK1NR w KQkq - 1 9,r2qk2r/pppbppbp/3p2p1/1P5n/2P5/N3Q1PP/P3PPB1/R1B1K1NR b KQkq - 2 11,deking_s1,0,0,-2,positional
deking,1,150,white,0-1,79,2976,c4c5,83,-402,3378,4r3/1n6/1p1p1k1r/pP2p3/P1P1PnB1/1N3P2/3R4/3R2K1 w - - 10 40,7r/1n1R4/1p3k1r/pPp1p3/P3PnB1/1N3P2/3R4/6K1 b - - 3 42,deking_s1,0,2,1,ks_attack
deking,1,153,black,1-0,28,4323,f4f3,48,78,4245,r3k2r/pb1pqp1p/np3n1b/2pPP3/2P2pp1/2NB4/PP2QPPP/R1B2RK1 b kq - 0 14,3r2nr/pk3pb1/np1P1q2/2pP4/Q1P2Bp1/P2B1pp1/1P3P1P/R3R1K1 w - - 0 25,deking_s1,0,3,0,ks_attack
deking,1,154,white,0-1,57,2007,g1h1,61,-8,2015,3r1r1k/qp3n1p/p1n2N2/2pB4/2Pp1P2/1Q1P3b/PPN4P/2R1R1K1 w - - 1 29,1q1r1r1k/1p5p/p1n4n/2pB4/2Pp1P2/1Q1P2Nb/PPN4P/2R1R2K b - - 6 31,deking_s1,0,1,0,positional
deking,1,156,white,0-1,39,4310,g2g3,51,-1244,5554,q4rk1/3n1pp1/b6p/8/Q2P1B1b/5P2/PP4PP/R3K1NR w KQ - 1 20,q2r2k1/5pp1/b6p/4B3/1n1PN3/1Q2bPP1/PP5P/R3K2R b KQ - 12 26,deking_s1,0,2,0,ks_attack
deking,1,159,black,1/2-1/2,38,10939,e7b4,40,0,10939,4kb1r/3pqppp/1p2p3/8/1PP2Q2/5PP1/rB5P/2KR1B1b b k - 4 19,1Q3b1r/3pkppp/1p2p3/8/1qP5/5PP1/rB5P/2KR1B1b w - - 2 21,deking_s1,0,3,-1,ks_attack
deking,1,162,white,1/2-1/2,83,4004,f2f3,99,0,4004,8/3k2p1/3P1p1p/1P6/2r4P/2rR2P1/5RK1/8 w - - 3 42,8/3k4/3P1pp1/1P1R3p/7P/6P1/6K1/1r6 b - - 7 50,deking_s1,0,1,0,positional
deking,1,166,white,0-1,57,2233,d2f4,59,0,2233,7r/1q2bpk1/3r1np1/p2p2Np/1n1P4/2N3PQ/1PPB1P2/1K2RB2 w - - 2 29,7r/1q2bpk1/2r2np1/p2p2Np/1n1P4/2N3PQ/1PPB1P2/1K2RB2 b - - 5 30,deking_s1,0,1,0,positional
deking,1,168,white,0-1,29,4700,e2d4,41,115,4585,rn2r3/ppp1qkpp/4bn2/1Q6/5B2/2N5/PP2NPPP/2KR3R w - - 8 15,r3r1k1/pp4pp/2pB1n2/5Q2/1nq5/2N2P2/PP4PP/1K1R3R b - - 6 21,deking_s1,0,2,0,ks_attack
deking,1,171,black,1/2-1/2,116,7435,e5d6,150,7435,0,8/8/5b2/4kP2/8/6K1/8/8 b - - 6 58,8/8/5k2/5P2/1K1b4/8/8/8 w - - 41 76,deking_s1,0,1,0,positional
deking,1,178,white,1/2-1/2,157,5887,e6e7,181,5887,0,2k5/6p1/3PK3/p2B1P2/P7/8/8/b7 w - - 15 79,1k2K3/6p1/3P4/p4P2/P6b/5B2/8/8 b - - 40 91,deking_s1,0,1,0,positional
deking,1,180,white,0-1,65,4574,d3g6,75,-183,4757,r2q1rk1/2pb3p/3p2pP/2pP2b1/2P3P1/2BBpP2/P1Q5/K4R1R w - - 6 33,r4rk1/2p1q2p/3p3P/2pP4/2P2bP1/2BBpP2/R7/K1Q2R2 b - - 0 38,deking_s1,0,1,-3,positional
deking,1,182,white,0-1,75,3489,g6g8,87,208,3281,6rk/p7/6R1/6P1/1P2B3/6K1/6P1/7r w - - 1 38,8/p5k1/8/6P1/1P2BK2/6P1/2r5/8 b - - 2 44,deking_s1,0,0,0,positional
deking,1,192,white,1/2-1/2,61,3368,e4e5,65,90,3278,r4r2/1b2qpk1/4pp1p/bp6/3RP1P1/3BQN1P/5P2/2R3K1 w - - 4 31,r4r2/1b3pk1/4pQ1p/bp6/3R2P1/3B1N1P/5P2/2R3K1 b - - 0 33,deking_s1,0,0,-9,positional
deking,1,193,black,1-0,30,5209,h5f6,38,0,5209,r1br2k1/pp1p1ppp/n1pBp2b/4N2n/2PP4/P3P2q/1PQ1BP2/R3K1R1 b Q - 1 15,r1b2rk1/pp1p1ppp/n1pBpn1q/4N3/2PP4/P2B4/1PQ5/1K1R2R1 w - - 2 20,deking_s1,0,4,1,ks_attack
deking,1,195,black,1-0,38,2476,b6a5,44,-2577,5053,1r2k2r/p1nnppb1/1pppb1pp/P7/2PPPB1P/q4N2/3QBPP1/1R1N1RK1 b k - 1 19,5k1r/p1nnpp2/2ppb1pp/p7/2PbPB1P/q1N5/3QBPP1/1R2N1K1 w - - 0 23,deking_s1,0,0,-2,positional
deking,1,196,white,0-1,39,4915,f3b7,51,0,4915,r5kr/1p3pp1/1Q2bn2/5q1p/3P4/2N2B2/PP3PPP/R5KR w - - 0 20,1r2r3/1B3ppk/1Q3n2/7p/P2P4/8/1P3PPP/1q3NKR b - - 0 26,deking_s1,0,1,1,positional
deking,2,0,white,1/2-1/2,145,5588,e3f2,175,0,5588,1k6/1P6/8/1R1P4/8/4K3/5p2/4r3 w - - 2 73,8/1K1k4/3P4/8/8/8/8/8 b - - 15 88,deking_s2,0,1,0,positional
deking,2,3,black,1/2-1/2,184,5426,b2b1,200,5190,236,8/8/8/8/5k1p/8/1r4P1/5NK1 b - - 23 92,8/8/8/8/5k1p/8/r4KPN/8 w - - 40 101,deking_s2,0,3,0,ks_attack
deking,2,5,black,1-0,44,2907,e7e5,48,259,2648,4k2r/1p2p1bp/r2p4/p2b1pN1/8/3KBN1P/P4P2/1R4R1 b k - 1 22,4k1r1/1p4Rp/r2pb3/p3pp2/8/3KBN1P/P4P2/1R6 w - - 1 25,deking_s2,0,1,0,positional
deking,2,6,white,0-1,105,7216,g5h4,123,4681,2535,4r3/p5k1/5pB1/2qP2Q1/2p5/2p2PPb/5R1P/2R4K w - - 0 53,4r3/6k1/3P1p2/p4b1P/8/R1Q2PP1/2p2q2/2R4K b - - 4 62,deking_s2,0,1,2,positional
deking,2,7,black,1/2-1/2,54,2670,c6f3,62,-391,3061,4r1k1/p4ppp/2qr4/1p6/5P2/1Q2P2P/PP3P1K/2R2R2 b - - 5 27,5rk1/p4p2/6pp/2R2P2/2Q5/4Pq1P/PP1r1P1K/5R2 w - - 2 32,deking_s2,0,1,1,positional
deking,2,10,white,0-1,65,5757,g2g4,73,-515,6272,6k1/R4p2/n4nqp/2p5/2Q5/1PN2P2/PN1r2PP/6K1 w - - 3 33,R7/5p1k/5nqp/2p5/N2n2P1/PPN2P2/3r3P/5QK1 b - - 6 37,deking_s2,0,1,0,positional
deking,2,14,white,0-1,35,4003,e2g4,47,466,3537,2k2rnr/1p4p1/pqn4p/2p5/2PpPB1b/N5P1/PP2QP1P/1K1R3R w - - 0 18,3k1r1r/1p4p1/pq4np/2p5/2PpPB1P/N6Q/PP3P1P/K3R2R b - - 0 24,deking_s2,0,1,-6,positional
deking,2,18,white,0-1,19,2094,f2f4,23,406,1688,r1b1kbnr/1pq3pp/4pp2/p1n5/2N5/1P2P3/PB2BPPP/R2QK1NR w KQkq - 0 10,r1b1k2r/1pq1b1pp/4pp1n/p1n5/2N2P2/1P2P2N/PB2B1PP/R2Q1RK1 b kq - 4 12,deking_s2,0,0,0,positional
deking,2,20,white,0-1,37,3752,a1d1,41,0,3752,r6r/1p2k1pp/p7/q1np1Q2/P4B2/1Pb1P3/5PPP/R4K1R w - - 2 19,3r3r/1p2k1pp/p4b2/q1np1QB1/P7/1P2P3/5PPP/3R2KR b - - 7 21,deking_s2,0,0,0,positional
deking,2,22,white,0-1,35,3005,a1d1,39,194,2811,r1b2rk1/1p2bpp1/pq5p/3nB3/8/1P3N2/P1Q1BPPP/R3R1K1 w - - 0 18,r4rk1/1p3pp1/pq2b2p/3nB3/Pb6/1P6/2QNBPPP/3RR1K1 b - - 2 20,deking_s2,0,1,0,positional
deking,2,24,white,0-1,63,3552,f2g3,77,0,3552,3r4/6k1/3p4/2p2P1r/6p1/PB1P4/P4KPP/5R2 w - - 4 32,7r/8/8/2ppkP1r/5R2/P2P1KP1/P1B5/8 b - - 6 39,deking_s2,0,2,0,ks_attack
deking,2,26,white,0-1,19,2356,f1b5,29,-144,2500,rn2kb1r/1bqp1pp1/8/ppp1P2p/4n3/P1P2NPP/1P3P2/RNBQKB1R w KQkq - 0 10,r3kb2/1bqp1pp1/8/pBp1r3/P3nB1P/2P4P/1P3P2/RN1Q1RK1 b q - 1 15,deking_s2,0,1,-1,positional
deking,2,28,white,0-1,19,2016,c3b5,31,482,1534,rnb1kb1r/1p1qp3/3p1n2/p1p2Pp1/2P4p/2NQP3/PP1P1PBP/R1B1K1NR w KQkq - 0 10,r1b1k1r1/1p1qp3/3p1n1b/pNp2P2/1nP1P2p/2Q2B1p/PP1P1P2/R1B1K1NR b KQq - 1 16,deking_s2,0,1,1,positional
deking,2,32,white,0-1,43,3098,f4d6,55,84,3014,r3qrk1/p4pbp/Ppn1b1p1/2p5/R4B2/1N1Q1NPP/4PPB1/5K1R w - - 6 22,4r1k1/p4pbp/P2Bb1p1/1pp1N3/q7/3Q2PP/3NPP1K/7R b - - 1 28,deking_s2,0,1,0,positional
deking,2,36,white,0-1,53,5649,d5c3,99,-4849,10498,3q1r2/1r3kpp/3p4/2pN1p2/p1Pb1P2/3P1QP1/PP1R3P/2K1R3 w - - 0 27,5b2/6kQ/6N1/6P1/2PP1P2/p7/1r6/3K4 b - - 0 50,deking_s2,0,1,-6,positional
deking,2,37,black,1-0,38,3608,a6a3,40,-716,4324,r3r1k1/pp3ppp/q1np1b1P/2p1pb2/1PP5/P1NPP1P1/5PBN/1R1QK2R b K - 0 19,r3r1k1/pp3ppp/q1np1b1P/2p1pb2/1PP5/1RNPP1P1/5PBN/3QK2R w K - 2 21,deking_s2,0,1,-1,positional
deking,2,41,black,1-0,42,3325,c2c3,78,439,2886,4k1nr/1pp1bp1p/4p1p1/3qP3/p7/P3BP2/2rNQP1P/1R3RK1 b k - 1 21,1q3kr1/1p1Qbp2/1Bp1p3/4Pp1p/R7/P4P1P/5P2/6K1 w - - 2 40,deking_s2,0,1,1,positional
deking,2,45,black,1-0,88,4101,e8d8,90,414,3687,4kr1r/R4ppp/1p1p2b1/3BbP2/2P1N1P1/7P/8/6K1 b - - 13 44,3k1r1r/R4ppp/1p1p2P1/3B4/2PbN1P1/7P/8/6K1 w - - 1 46,deking_s2,0,1,3,material
deking,2,49,black,1-0,74,5523,a2b3,102,384,5139,8/5p2/p1p3pp/4N1k1/8/1P1b1P2/q5P1/2R1R2K b - - 1 37,8/3q4/p5p1/5p1p/2p5/6k1/2R3P1/2R3NK w - - 8 52,deking_s2,0,4,1,ks_attack
deking,2,50,white,0-1,61,2047,b3e3,67,-1633,3680,2r2b2/3q1pk1/1p4pp/3Pp3/1P2N1P1/1Q3P1P/8/3R2K1 w - - 1 31,2r5/1Q3pk1/6pp/3Pp3/qb4P1/5P1P/5N2/3R2K1 b - - 1 34,deking_s2,0,0,0,positional
deking,2,51,black,1/2-1/2,102,10298,d6e5,132,10298,0,6q1/8/3k4/8/8/5R2/5P1K/8 b - - 9 51,8/8/4q3/8/5k2/7R/5P2/7K w - - 40 67,deking_s2,0,2,0,ks_attack
deking,2,54,white,0-1,41,5163,d2f4,53,-39,5202,r1b4r/5kp1/p1n2n1p/2qN4/2P5/P4N2/3Q1PPP/R3R1K1 w - - 3 21,2b2r2/3r1kp1/p1q4p/3PR3/8/P5Q1/5PPP/4R1K1 b - - 0 27,deking_s2,0,0,0,positional
deking,2,59,black,1/2-1/2,90,3509,d3d2,94,0,3509,3r4/p5k1/2R5/8/8/1R1pK3/6P1/r7 b - - 1 45,3r3k/pR6/6R1/8/8/4K3/3p2P1/r7 w - - 4 48,deking_s2,0,2,0,ks_attack
deking,2,70,white,0-1,63,3031,h4g5,67,-49,3080,3q2r1/p2n1k2/5n2/2pp4/5P1B/P4P2/1P4P1/1Q2R2K w - - 1 32,4r3/p2n1k2/1q3n2/2pp2B1/5P2/P4PP1/1P6/1Q1R3K b - - 0 34,deking_s2,0,0,0,positional
deking,2,72,white,0-1,43,5635,c5c6,59,0,5635,5k1r/1Q1nr1b1/p7/2P4p/5Pq1/P3P1P1/1PP4P/R1B2RK1 w - - 0 22,6r1/5k2/p1P5/2n1bP2/4r2Q/P1P1P3/1P3K1P/R1BR4 b - - 0 30,deking_s2,0,3,-9,ks_attack
deking,2,75,black,1/2-1/2,76,11626,f6g5,160,2716,8910,4r1k1/3n3p/p1r2pp1/6Pq/1QpbPPN1/P5KP/8/2B2R2 b - - 1 38,6k1/8/Q5p1/6Pp/2p4P/P3q3/8/4K3 w - - 41 81,deking_s2,0,0,5,material
deking,2,77,black,1-0,38,2849,b4c2,48,15,2834,r2r2k1/1b3ppp/2n1p3/p5Q1/1n6/1qN2NPP/4PPBK/R1R5 b - - 10 19,2rr2k1/1R3ppp/4p3/p5Q1/8/6PP/2q1nPBK/4R3 w - - 0 25,deking_s2,0,2,-1,ks_attack
deking,2,80,white,0-1,99,3573,a8a5,107,0,3573,R7/1p4k1/8/p1p1p1rp/P1P1P3/1P1P4/3K4/8 w - - 4 50,8/1R4k1/8/2p1p1r1/P1P1P3/1P1P3p/3K4/8 b - - 0 54,deking_s2,0,0,-2,positional
deking,2,90,white,0-1,77,8236,e7b7,81,1561,6675,7k/1b2Qp1n/1b2p3/p3P3/PpP5/1P3PP1/Nq5P/5R1K w - - 12 39,Q6k/5p2/1b2p3/p3P1n1/PpP5/1P3PP1/N3q2P/R6K b - - 4 41,deking_s2,0,2,-3,ks_attack
deking,2,91,black,1/2-1/2,76,4681,e4e3,78,0,4681,4r1k1/2R3pp/8/8/3bpR2/2p5/6KP/8 b - - 3 38,4r1k1/2R3pp/8/8/3R4/2p5/4p1KP/8 w - - 0 40,deking_s2,0,1,3,material
deking,2,95,black,1-0,64,5446,h4f5,70,0,5446,3nk3/2R4p/B3p3/P3B1qp/3pQ2n/1p6/1P2KP2/6r1 b - - 7 32,3n1k2/2R4p/4p3/PB2Bnqp/3pQ3/1p6/1P2KP2/6r1 w - - 14 36,deking_s2,0,3,0,ks_attack
deking,2,101,black,1-0,44,3754,b8b4,46,234,3520,1r3rk1/p1p1nppp/3qpb2/7P/1B1pP3/P4NP1/2Q2PK1/2R2R2 b - - 5 22,5rk1/p1p1nppp/4pb2/7P/1q1pP3/5NP1/2Q2PK1/2R2R2 w - - 0 24,deking_s2,0,0,1,positional
deking,2,102,white,0-1,33,16167,a8h8,33,16167,0,Q6r/p1pk2pp/5p2/4p3/1b1n4/2N2NPq/PPnPPP1P/1RB3KR w - - 9 17,7Q/p1pk2pp/5p2/4p3/1b1n4/2N2NPq/PPnPPP1P/1RB3KR b - - 0 17,deking_s2,0,1,-5,positional
deking,2,106,white,0-1,21,2947,f2f4,35,278,2669,r1bk1b1r/pp3ppp/4pn2/2P1n1N1/2B5/2N1P3/PP3PPP/R1B1K2R w KQ - 5 11,r1b4N/pp2k1pp/1n2pn2/6P1/5P2/BPb1P3/P3K2P/R6R b - - 1 18,deking_s2,0,1,1,positional
deking,2,109,black,1/2-1/2,28,5155,b2c3,30,-7500,12655,2b1k2r/R2p1ppp/2pBpn2/8/2P1P3/2N5/1q2BPPP/5RK1 b k - 1 14,R1bk3r/3p1ppp/2pBpn2/8/2P1P3/2q5/4BPPP/5RK1 w - - 2 16,deking_s2,0,2,-3,ks_attack
deking,2,110,white,0-1,23,3743,d4e5,33,-160,3903,1r1qkb1r/Q1pn1pp1/5n2/3pp2p/3P1B2/2P2P2/PP3P1P/RN2KB1R w KQk - 0 12,1r1qr1k1/2pn1pp1/1b3n2/4P2p/1PPp1B2/5P1P/P3QP2/RN2KB1R b KQ - 0 17,deking_s2,0,0,-1,positional
deking,2,112,white,1/2-1/2,69,5946,b3a4,73,-900,6846,r1q4k/6p1/4Rp1B/1n1p4/pb1P4/1P2QN2/5PPP/6K1 w - - 0 35,2q4k/6p1/4Rp1B/3pN3/rb1P3P/2n1Q3/5PP1/6K1 b - - 0 37,deking_s2,0,0,0,positional
deking,2,114,white,0-1,21,4324,f4d6,29,-670,4994,r1bq1b1r/pp1knp2/1n1p3p/2pP2p1/2P2B2/2N3P1/PP2QP1P/R3KBNR w KQ - 0 11,r1nq1b1r/pp3p2/1n1k3p/1PpP2p1/8/6P1/PP3P1P/2KRQBNR b - - 0 15,deking_s2,0,0,2,positional
deking,2,117,black,1-0,50,5396,f6d5,70,-9331,14727,1q2kb1r/1P3p2/2p1bnp1/p1P1p3/6pP/2N1B3/P3PPB1/1R1R2K1 b k - 0 25,1q2kb2/Br6/2P3p1/1R2pp2/p7/P2R4/4P1K1/8 w - - 0 36,deking_s2,0,2,-1,ks_attack
deking,2,125,black,1/2-1/2,184,8205,e3g5,188,8004,201,8/4k1K1/Q7/3n4/8/4q3/8/8 b - - 35 92,8/4k3/6QK/3n4/8/8/7q/8 w - - 40 95,deking_s2,0,1,0,positional
deking,2,130,white,0-1,33,2360,f3b7,49,-4881,7241,2rqr1k1/p1n1bpp1/1p1ppn1p/1P6/2PP1B2/P1NB1Q2/5PPP/R2R2K1 w - - 1 17,5rk1/6p1/Qp1ppq1p/1P1n4/3P1B1b/P1rB2P1/5P1P/R2R2K1 b - - 2 25,deking_s2,0,0,-1,positional
deking,2,131,black,1-0,34,2159,g7h6,44,-351,2510,rnb1r1k1/ppq2pp1/3p1b1B/3P4/2p1P2p/P1N2P2/1PB1Q3/R3K1NR b KQ - 0 17,rnb2k2/pp3pb1/3p3p/3Pr3/2p1P2R/P1N1qP2/1PB1N2Q/2KR4 w - - 7 23,deking_s2,0,0,-2,positional
deking,2,135,black,1-0,54,10903,b6c5,56,-9999953,10010856,3k1b1r/p3pp1p/1p1p1N2/2R2P2/3N1P2/3Q4/5KPP/q7 b - - 0 27,3k1b1r/p3pp1p/3p1N2/1Qp2P2/3N1P2/q7/5KPP/8 w - - 2 29,deking_s2,0,2,-5,ks_attack
deking,2,138,white,0-1,49,2026,b4b6,53,395,1631,5rk1/Nb2q1rp/3pp3/5pp1/1RPNn3/P3P2P/2Q2PP1/3R2K1 w - - 1 25,5rk1/Nb4rp/1R1ppq2/5p2/2PNn1P1/P3P2P/2Q3P1/3R2K1 b - - 0 27,deking_s2,0,1,-1,positional
deking,2,141,black,1-0,24,5797,c4c3,32,-988,6785,r1bqk2r/1pp2p2/p3pn1p/8/1bpn2pP/4P1P1/PP1N1PBN/RQB1K2R b KQkq - 0 12,r1b1k2r/1pp2p2/p3pn1p/4q3/6pP/1N4P1/P4PBN/bQB2RK1 w kq - 2 17,deking_s2,0,0,-3,positional
deking,2,144,white,0-1,47,2378,h1d1,59,238,2140,5b2/1pknqp2/7r/6pp/2PQ1P2/5B2/PP4PP/2K4R w - - 0 24,5b2/1pknqp2/1r6/5P2/2P2Q1p/5B2/PP5P/1K1R4 b - - 4 30,deking_s2,0,1,0,positional
deking,2,146,white,0-1,65,3695,c6e8,91,0,3695,4r3/4ppkp/2Q3p1/p2P4/1r1qP3/6Pb/1PR1BP1P/R5K1 w - - 7 33,8/5pkp/1r6/3P4/6Q1/6P1/pq3P2/4R1K1 b - - 1 46,deking_s2,0,1,1,positional
