family,seed,game,our_color,result,peak_ply,peak_eval,peak_move,drop_ply,drop_eval,swing,decision_fen,drop_fen,src_dir,in_check,kring_pressure,mat_swing,ks_class
base,2,51,black,1-0,56,3012,a6b5,68,369,2643,4kbr1/2r2p2/qp1p1P2/p1pPp2p/3nP3/PP1PQ2B/5RN1/6RK b - - 1 28,4kb2/3r1p2/1R1p1P2/p1pPpB1p/4P3/P2r4/2n3N1/6RK w - - 1 35,base_s2,0,2,-1,ks_attack
base,2,53,black,1/2-1/2,34,6135,g8e7,58,-2092,8227,2kr2nr/p1p2pp1/2nbb3/3p2qp/pP5N/P2P1BP1/1BP4P/2RQ1R1K b - - 2 17,1nk4r/Q1p1n1p1/4P3/1P5p/p1R1p2N/P5q1/3r2B1/5RK1 w - - 1 30,base_s2,0,3,2,ks_attack
base,2,54,white,1/2-1/2,95,7175,d6b4,107,0,7175,8/k4q2/3Q4/6P1/Pp6/1Pn5/5P1P/5K2 w - - 2 48,2k4Q/8/8/6P1/P7/1Pn2q2/5P1P/5K2 b - - 12 54,base_s2,0,2,-1,ks_attack
base,2,55,black,1-0,56,4443,e7b4,58,-973,5416,6kr/pp2qpp1/4nb1p/5R1P/rP1p4/3Q2P1/1B4BK/4R3 b - - 1 28,6kr/pp4p1/4pb1p/5R1P/rq1p4/3Q2P1/1B4BK/8 w - - 0 30,base_s2,0,0,-3,positional
base,2,57,black,1/2-1/2,50,2896,e5e4,52,494,2402,k4b1r/pp1qp1p1/8/3rpb2/2R5/1P3N2/PB3PPp/2R1Q2K b - - 7 25,1k3b1r/pp1qp1p1/8/3r1b2/2RNp3/1P6/PB3PPp/2R1Q2K w - - 2 27,base_s2,0,1,0,positional
base,2,58,white,1/2-1/2,57,5453,f5d5,61,349,5104,r5k1/1R4bp/5q2/5Q2/3p4/P1p1P3/P5PP/4B1K1 w - - 1 29,5r1k/7R/5q2/3Q4/3p4/P1p1P3/P5PP/4B1K1 b - - 0 31,base_s2,0,1,-4,positional
base,2,59,black,1-0,66,2893,d8d2,72,-4300,7193,1r1r3k/6bp/2p3p1/4p3/4pp1q/1PN1P3/PB1P1R2/2R1K1Q1 b - - 1 33,1r5k/6bp/2p3p1/4p3/4p2q/1PN5/PB2KR2/2R3Q1 w - - 3 37,base_s2,0,0,4,material
base,2,61,black,1-0,112,5259,h4g5,118,0,5259,k6r/B1R2R2/r1p5/p7/Pp1Pp2b/8/3K4/8 b - - 29 56,k7/B1R2R2/r1p5/p7/Pp1Pp2b/8/7r/4K3 w - - 36 60,base_s2,0,2,0,ks_attack
base,2,62,white,0-1,55,2645,e6f7,63,-1104,3749,3rk2r/1pb2p2/2n1P1p1/p1pB3p/P1P2Pq1/6P1/1P1Q3P/R2R2K1 w - - 1 28,3rQk1r/1p3P2/3b2p1/p1pB4/P1Pn1Pqp/6P1/1P5P/R3R2K b - - 1 32,base_s2,0,0,-1,positional
base,2,63,black,1-0,54,16884,a4b5,82,-10312,27196,5k1r/1p2np2/4pNpP/p2p4/b4R2/6P1/2NQKP2/2B4q b - - 0 27,5k1r/4np2/1p2qNpP/p4NQ1/2bp1KP1/B7/8/8 w - - 0 42,base_s2,0,4,-5,ks_attack
base,2,64,white,0-1,53,3231,e3d2,61,92,3139,1r3rk1/q2b1pp1/pn2p2p/b2pP3/3P3P/PpNQBNP1/4RPB1/3R1K2 w - - 1 27,1r3rk1/q4pp1/p3p2p/3pP3/nB1P3P/Pp3NP1/4QPB1/3R1K2 b - - 0 31,base_s2,0,0,2,positional
base,2,67,black,1-0,52,4557,h8g8,60,-201,4758,rb2k2r/1q1n1pp1/5n1p/1N1bp3/PB6/2R4P/1N3PP1/3QR1K1 b kq - 4 26,rb2k1r1/3q1pp1/1n5p/PNRnp3/1B6/7P/5PP1/3QR1K1 w q - 1 31,base_s2,0,0,0,positional
base,2,68,white,0-1,73,2623,b4b5,75,-15606,18229,7k/8/6nP/6P1/pP2N3/3P4/2r1PK1P/8 w - - 1 37,7k/7P/6n1/1P4P1/4N3/p2P4/2r1PK1P/8 b - - 0 38,base_s2,0,1,0,positional
base,2,70,white,1/2-1/2,53,5564,e6d4,77,0,5564,6r1/r3bk2/2p1Np1p/q2pP3/Pn4pP/2N1P1P1/1P2QP2/3R1K1R w - - 1 27,5b2/r4k2/2q4p/2p2P1P/3p4/3n2P1/1P1Q1P2/3R2KR b - - 2 39,base_s2,0,2,1,ks_attack
base,2,72,white,1/2-1/2,47,3459,a5d5,61,390,3069,rn2r3/1p2qpk1/p5p1/Q2pN3/P2P1p1p/RP2P3/5PPP/R5K1 w - - 0 24,4r3/1p4k1/p4pp1/P2r4/1nNPq2p/RP2P3/6PP/2R2Q1K b - - 6 31,base_s2,0,1,-1,positional
base,2,77,black,1-0,30,2185,f8d6,42,-603,2788,r3kb1r/pbq2ppp/2n1p3/8/1pPp1P2/P7/3NPPBP/1R1QNRK1 b kq - 1 15,r3r1k1/1Nq2ppp/2n1p3/p7/1pP5/PN1Q4/4PPBb/1R3R1K w - - 2 22,base_s2,0,1,2,positional
base,2,79,black,1/2-1/2,140,17855,a2a1q,144,0,17855,6k1/4R3/8/6PB/3p4/1Knnp3/p7/8 b - - 3 70,5k2/4R3/8/6PB/3p4/1Knnp3/8/q7 w - - 4 73,base_s2,0,2,-8,ks_attack
base,2,83,black,1/2-1/2,134,5115,a4a3,156,0,5115,3N4/8/8/8/pk6/2n5/8/K7 b - - 9 67,8/8/8/8/1k1nN3/p7/8/K7 w - - 22 79,base_s2,0,1,0,positional
base,2,86,white,0-1,77,3841,f3g3,83,0,3841,8/5k2/1p3p2/1p3Npp/1P1PP1P1/P2bPK1P/6R1/5r2 w - - 2 39,8/8/1p2kp2/1p1P1Np1/1P2P1Pp/P2bP2P/5R1K/3r4 b - - 0 42,base_s2,0,2,0,ks_attack
base,2,91,black,1/2-1/2,42,6143,f5e5,52,0,6143,rnbr4/pp2bkp1/4p3/2p1Pq2/P7/2P1B1P1/1P1N4/2KR1B1Q b - - 4 21,r1br3Q/pp2bkp1/2n1p3/2p5/P4B2/2P3P1/qP1N2B1/2K4R w - - 10 27,base_s2,0,1,-1,positional
base,2,95,black,1/2-1/2,32,2659,a5c4,50,180,2479,r4rk1/1b1q2pp/p2bpn2/n1p3N1/PpB5/3P2N1/1PQ2PPP/R1B2RK1 b - - 2 16,4r1k1/1b6/p2qp1pp/2p2r2/PpP5/4B1P1/1P3PPK/3R1R2 w - - 0 26,base_s2,0,0,-9,positional
base,2,98,white,1/2-1/2,83,2610,a4b5,85,68,2542,4r1k1/5qP1/8/ppp1n1Qn/P3P3/2N2PP1/1P1p2K1/5R2 w - - 0 42,4r1k1/5qP1/8/pPp4n/4P1Q1/2Nn1PP1/1P1p2K1/5R2 b - - 2 43,base_s2,0,3,-1,ks_attack
base,2,103,black,1-0,62,4394,a7a5,78,0,4394,1k1r4/ppn1R3/2p3pp/1nN2p1P/1Q1p1P2/6P1/qP3PB1/6K1 b - - 5 31,8/1pnRQ3/2p4p/pk3p1p/3p1P2/2q3P1/5P2/6K1 w - - 0 40,base_s2,0,1,0,positional
base,2,107,black,1-0,60,2038,a7b6,62,-2267,4305,1qr3k1/pp6/1P2pppp/3n4/5P2/4P1b1/PQ2B1P1/B4R1K b - - 0 30,1qr3k1/1p6/1p2pppp/8/4PP2/2n3b1/PQ2B1P1/B4R1K w - - 1 32,base_s2,0,0,-1,positional
base,2,108,white,0-1,69,7604,g8f7,71,-467,8071,6Q1/p1k5/2pb4/8/1P4Bq/P2r4/6PP/1R5K w - - 7 35,8/p4Q2/1kpb4/8/1P4Bq/P2r3P/6P1/1R5K b - - 0 36,base_s2,0,1,0,positional
base,2,110,white,0-1,29,2362,g2g3,45,-1747,4109,1r1qk2r/2pn1Np1/B1Q1p3/5b1p/3P2nb/2P1P3/PP1N2PP/R1B1K2R w KQk - 1 15,4k2r/3n2p1/1rpq4/Q3Np1p/2BP2n1/2P1P1P1/PP6/R1B3K1 b - - 2 23,base_s2,0,1,3,material
base,2,112,white,0-1,29,2266,d3b5,43,-168,2434,r2qk2r/1b2bpp1/1p3n1p/2np4/P7/P2BPN2/1BQN1PPP/R4RK1 w kq - 0 15,r2q3r/1b3kp1/1p1b4/3p3p/P2Bn1n1/P2BPNP1/2Q2P1P/R2R2K1 b - - 1 22,base_s2,0,2,2,ks_attack
base,2,113,black,1-0,46,3606,a6c5,56,-1977,5583,3r1k1r/1b1nbpp1/n3p2p/4P3/RpNp3P/3N4/1B2BPP1/2R3K1 b - - 0 23,3r2kr/R3bpp1/4p2p/4n3/1p1N3P/8/1B2BPb1/2R3K1 w - - 0 29,base_s2,0,0,-1,positional
base,2,116,white,0-1,15,2227,b7c6,17,-4391,6618,r2qkb1r/1Q2pp1p/n1pp1np1/p4b2/2PP1B2/5NP1/PP2PP1P/RN2KB1R w KQkq - 1 8,r2qkb1r/1Q1bpp1p/n2p1np1/p7/2PP1B2/5NP1/PP2PP1P/RN2KB1R b KQkq - 2 9,base_s2,0,0,-1,positional
base,2,117,black,1-0,92,8074,f3c6,114,0,8074,8/6kp/8/P3n1p1/3p1p2/5b2/8/RN4K1 b - - 0 46,4R3/P7/2bN1k2/3n4/3p1ppp/8/8/6K1 w - - 12 58,base_s2,0,2,0,ks_attack
base,2,118,white,0-1,43,2662,c1c4,45,-109,2771,2kr2r1/1b2bp1p/ppn1p3/q4p2/3P1B2/P4PN1/1P2B1PP/2RQ1K1R w - - 4 22,2kr2r1/1b2bp1p/p1R1p3/qp3p2/3P1B2/P4PN1/1P2B1PP/3Q1K1R b - - 0 23,base_s2,0,1,-3,positional
base,2,120,white,0-1,29,2268,e2f3,31,302,1966,q4rk1/p3ppbp/5np1/Q1p5/2P5/2N2pPb/PP1PPR1P/R1B3K1 w - - 0 15,q4rk1/p2nppbp/6p1/Q1p5/2P5/5PPb/PP1PNR1P/R1B3K1 b - - 2 16,base_s2,0,1,-1,positional
base,2,125,black,1/2-1/2,190,5388,b2d4,228,5388,0,8/8/6p1/1B3p1p/5P1P/4p1P1/1b1k4/5K2 b - - 1 95,5b2/8/6p1/5p1p/5P1P/4pBP1/3k4/5K2 w - - 40 115,base_s2,0,2,0,ks_attack
base,2,126,white,1/2-1/2,193,15550,b6d7,227,15550,0,8/2B5/kNK5/8/8/8/8/8 w - - 53 97,1k6/N7/2K5/8/8/8/8/6B1 b - - 88 114,base_s2,0,1,0,positional
base,2,127,black,1/2-1/2,48,5729,d5b4,66,267,5462,2kr3r/p2npp2/P1ppbq1p/1p1n4/1PPP2p1/1N2P1P1/6NP/R1Q1KB1R b KQ - 0 24,2krr3/p2npp2/P2p3p/N1p5/3P2p1/3QP1P1/6qP/2R1K2R w K - 0 34,base_s2,0,2,-1,ks_attack
base,2,128,white,0-1,37,6748,d5f7,45,414,6334,1n2k2r/r3bppp/1q6/1ppBN1B1/p1p4P/6P1/PPQ1PP2/4K2R w Kk - 1 19,1n5r/r1k2Npp/1q2B3/1ppQ2b1/p1p4P/6P1/PP2PP2/4K2R b K - 3 23,base_s2,0,1,2,positional
base,2,130,white,0-1,87,4341,d6d8,101,468,3873,6k1/1p2rpP1/p2Q4/4q3/1P5P/P2B4/8/6NK w - - 1 44,8/1p3pk1/8/pP6/P3r2q/7B/3Q4/6NK b - - 2 51,base_s2,0,0,2,positional
base,2,131,black,1-0,44,6019,d6e5,56,-681,6700,r1b1r2k/1pnp4/q2b1p1p/p1pPP2P/N1P2p2/P2B4/1P2Q1P1/4RRK1 b - - 0 22,r1b4k/1pn5/1q1p1p1p/p1NP2rP/2Pb1QP1/P2B4/1P6/4RR1K w - - 1 29,base_s2,0,1,1,positional
base,2,132,white,0-1,65,2473,f3e4,71,55,2418,2rr2k1/2q3p1/3bp2p/1ppnNp2/P2Pn2P/P3PBP1/1B1Q1P2/2RR1K2 w - - 1 33,2rr2k1/2q3p1/4p2p/1Pp1P3/3Bpn1P/P3P1P1/3Q1P2/2RR1K2 b - - 2 36,base_s2,0,1,-1,positional
base,2,135,black,1-0,42,6863,c8f5,58,0,6863,1rq2k1r/2N1bppp/1Bpp1n2/P3p3/B3nP2/8/1PQ3PP/5RK1 b - - 2 21,5k1r/B4ppp/3p4/2p1p3/BP2Q1n1/8/5qPP/4R1K1 w - - 1 30,base_s2,0,1,6,material
base,2,136,white,0-1,53,4451,a6a7,55,388,4063,1r5r/2pq1pk1/Q3p2p/3pP3/1nnP2P1/7P/PPP2PB1/1KBR3R w - - 3 27,r6r/2pq1pk1/4p2p/2QpP3/1nnP2P1/7P/PPP2PB1/1KBR3R b - - 6 28,base_s2,0,3,0,ks_attack
base,2,139,black,1-0,54,4372,c8d6,58,-5643,10015,2n1k2r/7p/1P2pppB/1P2p3/1P2b1P1/7r/4BK2/R1R5 b k - 1 27,R2nk2r/7p/1PR1pppB/1P2p3/1P2b1P1/7r/4BK2/8 w k - 6 30,base_s2,0,2,0,ks_attack
base,2,141,black,1/2-1/2,132,5741,b2b1q,180,5740,1,8/7P/8/2pk4/3b1R2/4p3/1pK5/8 b - - 1 66,7Q/8/8/8/2kp4/8/K1q5/8 w - - 41 91,base_s2,0,2,-1,ks_attack
base,2,145,black,1-0,64,3649,c6b5,66,-4582,8231,4kb2/1q3p2/2p1p1pr/1P1p3p/7P/5PP1/1BQ2P2/R5K1 b - - 0 32,4kb2/1q3p2/4p1pr/3p3p/1p1B3P/5PP1/2Q2P2/R5K1 w - - 0 34,base_s2,0,0,-1,positional
base,2,148,white,1/2-1/2,27,3467,f4h5,31,139,3328,r1bqr1k1/pp3pbp/2n5/2QB2p1/5N2/4P1P1/PP1P1P1P/R1B2RK1 w - - 0 14,r2qr1kb/pp3B1p/2n5/2Q3pN/3P2b1/4P1P1/PP3P1P/R1B2RK1 b - - 0 16,base_s2,0,0,-1,positional
base,2,156,white,0-1,25,3743,e1e2,51,1133,2610,r4rk1/p4ppp/1p2bn2/4p3/1n6/1N2PNP1/PP1P1P1P/R1B1KB1R w KQ - 2 13,2B4k/R5pp/1p6/4p3/1P1P4/1N2P1P1/1P3n1r/2B1K2b b - - 0 26,base_s2,0,2,0,ks_attack
base,2,164,white,0-1,67,2185,g3f3,71,117,2068,2r1r1k1/4qp2/R5pp/1R4b1/2n1P3/1NN3Q1/PP4PP/6K1 w - - 1 34,4r1k1/4qp2/R5pp/1R4b1/4P3/1NQ5/Pn4PP/6K1 b - - 0 36,base_s2,0,0,-1,positional
base,2,166,white,1/2-1/2,35,2256,e4e5,39,-549,2805,r2q3r/3b1kb1/2npp2p/2p5/1p2PPn1/PPNP2P1/4N1B1/R1BQK2R w KQ - 0 18,r2q3r/3b1kb1/2npp3/2p1P2R/5Pn1/PPpP2P1/6B1/R1BQK1N1 b Q - 0 20,base_s2,0,2,2,ks_attack
base,2,167,black,1-0,34,5379,f4f3,38,-6001,11380,r3k2r/bp1q1p2/p1n2n1p/3Pp3/2P2pb1/PNP3P1/1PQ2NBP/R1B1K2R b KQkq - 6 17,r4rk1/bp3p2/p1n2n1p/3Pp3/2P3q1/PNP2pP1/1PQ3BP/R1B1KR2 w Q - 2 20,base_s2,0,1,0,positional
base,2,168,white,0-1,65,7398,g3g4,89,3045,4353,3r4/p3pk2/5b2/2p2Q2/3qP3/Pp3PPp/3P3P/3RK2R w K - 0 33,3r1k2/p5b1/4p3/6PQ/P1p1P2P/5P2/2q5/4RK1R b - - 3 45,base_s2,0,1,-1,positional
base,2,169,black,1-0,52,5905,e3c4,60,309,5596,r1b1k2r/1p3p2/4p1p1/pP5p/P2q1P2/3NnBP1/3QK2P/R6R b kq - 1 26,r1b1k2r/1p6/3np3/pP3p2/P2q1P1p/3N1B2/4K2P/R1QR4 w kq - 2 31,base_s2,0,0,0,positional
base,2,174,white,0-1,103,6257,f6f4,105,270,5987,8/7k/5Q2/4P1K1/Pp4P1/8/8/2q5 w - - 7 52,8/7k/8/4P3/Pp3KP1/8/8/8 b - - 0 53,base_s2,0,0,0,positional
base,2,175,black,1-0,52,5418,b6a5,64,387,5031,3rk2r/3n1pp1/1p3n2/B1PPp3/3qP3/P5Pp/4B2P/RQ3R1K b - - 0 26,r4k2/2Pn1pp1/1n1P3r/pQ2p3/4P1B1/P3q1Pp/7P/3R1R1K w - - 3 33,base_s2,0,2,-3,ks_attack
base,2,177,black,1-0,52,5001,g6g5,68,150,4851,2r1k2r/5p2/RP2p1pp/8/1p2P2P/2nq2P1/5PK1/Q1B2R2 b k - 0 26,2R4r/1P2kp2/4p2p/7r/1p1q4/2n3P1/1B5K/4QR2 w - - 1 35,base_s2,0,3,-2,ks_attack
base,2,178,white,1/2-1/2,59,7642,h4g4,81,0,7642,2B3k1/4bp1n/1r1q4/2pp4/1n3N1Q/3P1NP1/1Pp2P1P/4R1K1 w - - 4 30,2Q5/4q1k1/1r1b4/2pp4/1n2B3/3P2P1/1Pp2P1P/4R1K1 b - - 4 41,base_s2,0,0,2,positional
base,2,179,black,1-0,80,3494,b7e7,86,-1148,4642,7k/pr3b1P/2p1r1qb/2p2p1N/2Pp1P2/1P1P4/1R6/2BQ1K1R b - - 8 40,4bb1k/p3r2q/2p1r3/2p2p1N/2Pp1P2/1P1P4/3B3R/3Q1KR1 w - - 0 44,base_s2,0,2,-1,ks_attack
base,2,180,white,0-1,43,2472,e4e6,49,348,2124,r2q1rk1/6b1/1n2p1pp/p1p5/1n1PQ2N/R3P1P1/1P3P1P/2B2RK1 w - - 0 22,r5k1/5r2/1n3b1p/p1p2N2/1n1P4/R3P1P1/1P3P1P/2B2RK1 b - - 1 25,base_s2,0,0,-2,positional
base,2,181,black,1-0,46,2660,h6g7,58,-1444,4104,r4k1r/2p1pp2/2p3pb/3p1b1p/qP1P2n1/2R1PN2/pQ2BPPP/R4NK1 b - - 9 23,5k1r/2p2pb1/r5p1/qP1p3p/3Pb1n1/5N2/pQ2BPPP/R4NK1 w - - 0 30,base_s2,0,0,-4,positional
base,2,182,white,1/2-1/2,119,6800,c6a6,139,0,6800,8/5k2/2R4P/5P2/5K2/8/8/4r3 w - - 3 60,8/5k2/1R5P/5P1K/8/8/8/6r1 b - - 24 70,base_s2,0,2,0,ks_attack
base,2,184,white,0-1,21,2829,h3g4,45,494,2335,rn1qkb1r/1p2ppp1/2b4p/3pN3/p2PnB2/2N3PB/PPQ1PP1P/R3K2R w KQkq - 2 11,4k2r/r2npp2/2b1q1pp/1p1p4/3P1B2/p1P3P1/P2QPP1P/3RR1KB b - - 5 23,base_s2,0,0,0,positional
base,2,186,white,1/2-1/2,57,8608,a7c7,59,-2715,11323,4r1N1/Q2n4/6p1/3q1k2/8/1P1p4/1P3PPP/R5K1 w - - 0 29,4r1N1/2Qn4/6p1/3q1k2/6P1/1P6/1P1p1P1P/R5K1 b - - 0 30,base_s2,0,1,0,positional
base,2,188,white,1/2-1/2,33,2808,e5f6,43,41,2767,r3k2r/1p1n4/1pb1pp1p/2bpP1p1/3B1P2/1NN5/PPP3PP/4RRK1 w kq - 0 17,r7/1p1n1k2/1pbbpPrp/3p4/3B4/1NN4P/PPP2RP1/3R1K2 b - - 6 22,base_s2,0,1,-1,positional
base,2,189,black,1-0,54,3487,b7b6,58,80,3407,2k5/pp6/2r2n1P/q2p4/4p3/1Q2B2r/PPPR4/4K1R1 b - - 0 27,2k5/p5RP/1pr2n2/7q/3pp3/1Q2B2r/PPPR4/4K3 w - - 1 30,base_s2,0,1,0,positional
base,2,190,white,1/2-1/2,39,2231,c4d6,45,-142,2373,r3kb1r/1p2n2p/2n1bpp1/4p3/2NpP3/P2P1NB1/4BPPP/R2R2K1 w kq - 1 20,r1n2b1r/1Nk4p/2n1bpp1/4p3/P2pP3/3P1NB1/4BPPP/1R1R2K1 b - - 2 23,base_s2,0,0,-1,positional
base,2,191,black,1-0,32,3982,g8f6,36,-916,4898,4k1nr/1p1q1ppp/p7/4p3/1nP1P3/3p4/PP3PPP/1R1QKB1R b Kk - 1 16,4k2r/1p1q1ppp/5n2/p3p3/2P1P3/P2p1P2/1Pn3PP/1R1QKB1R w Kk - 1 19,base_s2,0,0,0,positional
base,2,192,white,0-1,57,3600,a1b1,61,-2738,6338,2rq3r/5kb1/3p4/p2P1pp1/P1P5/Q1P1RPP1/8/R4BK1 w - - 0 29,3q3r/5kb1/3p4/p2P1pp1/P1P5/Q1P1RPP1/8/1B4K1 b - - 0 31,base_s2,0,1,0,positional
base,2,193,black,1-0,44,4421,e6b3,76,0,4421,2r1k2r/5pb1/3pbn1p/1p2p2P/1N1nP1p1/q2P2P1/3B1PB1/1R1QKN1R b Kk - 0 22,4k1r1/3b2b1/2Np3p/1prPpp1P/6p1/3P2P1/5PB1/R2R2K1 w - - 0 39,base_s2,0,1,0,positional
base,2,196,white,1/2-1/2,177,15498,c8b6,243,15498,0,2N5/8/8/8/8/1BK5/8/1k6 w - - 21 89,6B1/8/8/8/8/2K5/5N2/k7 b - - 88 122,base_s2,0,1,0,positional
base,2,198,white,1/2-1/2,49,2762,d1d4,55,-277,3039,5rk1/2r2pp1/Bp2p3/4P2p/1pp1nP2/4P1P1/PP2R2P/3R2K1 w - - 0 25,5rk1/2r2pp1/3Rp3/1p2P2p/1p3P2/2pBP1P1/PP1n1R1P/6K1 b - - 1 28,base_s2,0,1,0,positional
base,3,1,black,1-0,38,2976,e3g2,54,-1712,4688,r1br2k1/1p3ppp/3b3q/p1pP4/2P1P3/P1NBnN1P/1P3QP1/R4RK1 b - - 2 19,r2r2k1/5p1p/8/pppPP1pq/2P2Q1b/P1NB1N2/1P4K1/5R2 w - - 0 28,base_s3,0,2,-1,ks_attack
base,3,2,white,1/2-1/2,41,4941,g5e6,45,0,4941,1rbqNrk1/1p1n1p1p/3Qp1p1/2P3N1/PpB5/4P3/1b3PPP/1R3K1R w - - 0 21,1rb1NNk1/1p1n1p1p/3Q2p1/2P5/Ppq5/4P3/1b3PPP/1R4KR b - - 1 23,base_s3,0,1,-3,positional
base,3,4,white,0-1,23,4734,h1g1,39,-5185,9919,rnb1k2r/1p2q1pp/2pbPn2/3p2N1/p7/PP1BP2P/1BPP1P2/RN1QK2R w KQkq - 0 12,r3k3/1R1n3p/2pb4/3p4/P6q/P3P3/2PP1Q2/RN2KB2 b Qq - 0 20,base_s3,0,1,-5,positional
base,3,5,black,1-0,56,8564,g1g2,64,-19,8583,3r1rk1/pp4p1/1bb1p2p/2p1B3/1PP1PPP1/P7/1Q1NKN2/R5q1 b - - 2 28,3bb1k1/pp4p1/4p2p/1Pp1B3/2PrPKP1/P4N2/1Q3Nq1/R7 w - - 1 33,base_s3,0,1,4,material
base,3,6,white,0-1,51,3229,d4f5,53,-212,3441,r4rk1/3p2p1/1p3n1p/p3qp2/Q1PN4/3P2P1/PP2PR1P/3R2K1 w - - 1 26,r4rk1/3p2p1/1p5p/p3qN2/Q1PP2n1/6P1/PP2PR1P/3R2K1 b - - 0 27,base_s3,0,1,-1,positional
base,3,9,black,1-0,24,2665,b3a2,28,167,2498,r1b1kb1r/pp1q1pp1/4pn1p/2p5/2Nn4/1p4P1/PB1NPPBP/2RQ1RK1 b kq - 3 12,r1b1kbnr/pp1q1pp1/4p2p/1np5/2N1N3/4P1P1/pB3PBP/2RQ1RK1 w kq - 1 15,base_s3,0,1,-1,positional
base,3,18,white,0-1,21,2283,c3e4,37,96,2187,rn1qk2r/2ppbpp1/4pn1p/1B6/P2Pb3/2N5/1P3PPP/R1BQ1KNR w kq - 0 11,r2q1rk1/3nbpp1/4p2p/8/PP1pQ3/8/3BNPPP/R4K1R b - - 0 19,base_s3,0,0,0,positional
base,3,19,black,1-0,34,6054,e4f2,48,0,6054,r2qk2r/3p1pp1/p1n1p2p/8/N1PNn3/5B2/1P3PPP/1K1Q3R b kq - 1 17,4k2r/3N1pp1/p2Qp2p/q7/2P5/5B2/1P4PP/K6n w k - 1 25,base_s3,0,2,0,ks_attack
base,3,23,black,1-0,70,16256,d3b4,100,-3021,19277,5k1r/1p3pp1/3q3p/pQ6/7P/3nn3/3K2P1/1R5R b - - 1 35,3q2kr/2R2p2/1K5p/p3Q1pP/1R6/8/8/8 w - - 0 51,base_s3,0,2,6,ks_and_material
base,3,28,white,0-1,21,2642,f3e5,47,412,2230,r1bqk2r/ppbn2pp/2p2p2/4p2n/4P2B/3B1N2/PPPN1PPP/R2Q1RK1 w kq - 0 11,3r1r1k/p1b1q1pp/P1p1np2/1Bn5/1P2P3/5RB1/2PN1PPP/3QR1K1 b - - 0 24,base_s3,0,0,-2,positional
base,3,32,white,0-1,43,3159,d2c4,63,46,3113,r1bq2nr/4bkp1/2n1p3/3pP2p/2pP1B2/2p2Q2/PpBN1PPP/3RR1K1 w - - 0 22,6kr/1b2q1p1/4p3/3pP3/6R1/r1p1Q1Pp/PpB2P1P/4R1K1 b - - 2 32,base_s3,0,1,-3,positional
base,3,34,white,0-1,55,4577,h5g6,63,-3112,7689,r3r1k1/2q2p1p/Bnn3p1/3pPbPP/7R/Q1B2N2/1PP2P2/2KR4 w - - 1 28,rq4k1/5p1p/Bnn1r1b1/6P1/3B3R/Q7/1PPN1P2/1K1R4 b - - 0 32,base_s3,0,1,0,positional
base,3,36,white,0-1,59,2036,d3e3,83,-7717,9753,5k2/pp1b1ppp/8/3P4/P3P2r/2NK4/1P4RP/8 w - - 1 30,8/1p5p/1r1kP3/p2P2pb/P1K5/1P3p2/N6P/4R3 b - - 3 42,base_s3,0,3,0,ks_attack
base,3,40,white,0-1,21,4206,b3d5,33,285,3921,rn1qkb1r/1p1b2pp/p7/2pp1p2/5P2/PQ2P3/1P1PB1PP/R1B1K1NR w KQkq - 0 11,3rkb1r/1p4pp/p1n1bq2/5p2/1p3P2/P3PB2/R1QPN1PP/2B1K2R b Kk - 7 17,base_s3,0,1,0,positional
base,3,41,black,1/2-1/2,58,2750,c6e5,62,-133,2883,6k1/1p1b2pp/pqn1p3/4Pp2/1P1p4/P2P2r1/1Q1BB2R/2R2K2 b - - 1 29,6k1/1p4pp/pqb1p3/5p2/1P1p4/P2P1nr1/2QBBK1R/2R5 w - - 4 32,base_s3,0,1,-1,positional
base,3,43,black,1-0,56,4909,d7b7,82,307,4602,3k4/p2qbpp1/1r1p4/2p1pPn1/2P4r/1PN4p/R1PB3P/3Q1RK1 b - - 6 28,R2bk3/3q1ppn/3p4/1ppNpP2/2P5/1P5p/2P3rP/4QR1K w - - 2 42,base_s3,0,2,2,ks_attack
base,3,44,white,0-1,47,5927,f1e1,49,-9999959,10005886,2b2r1k/pr4bp/3P2q1/1P1Qp2n/P3Pp2/N1P2N1P/3B1PP1/R4RK1 w - - 4 24,5r1k/pr4bp/3P2q1/1P1Qp2n/P3Pp2/N1P4b/3B1PPN/R3R1K1 b - - 1 25,base_s3,0,2,1,ks_attack
base,3,51,black,1-0,50,2898,f6e4,60,-1110,4008,r1br2k1/5ppp/Pp3n2/1B1p3q/4P3/1Q3N1P/5PP1/3R1RK1 b - - 0 25,3r2k1/5ppp/Pp6/2nB3q/2Q5/5N2/5PK1/5R2 w - - 3 31,base_s3,0,1,1,positional
base,3,52,white,1/2-1/2,143,5215,f4f5,185,5215,0,6B1/3k1K2/8/p1p5/P1Pb1P2/8/8/8 w - - 9 72,8/8/3k1P2/p1pB1K2/P1Pb4/8/8/8 b - - 40 93,base_s3,0,2,0,ks_attack
base,3,53,black,1/2-1/2,30,4339,c5b6,34,396,3943,r1b1r1k1/ppppnppp/4q3/2b3B1/1P3PPP/P1N4R/2P1B3/R2Q1K2 b - - 0 15,r1b1r1k1/pppp1ppp/1b6/5qB1/1P5P/P1N4R/2P1B3/R2Q1K2 w - - 0 18,base_s3,0,0,1,positional
