fen,src,phase_score,our_total,our_ks,sf11_total,sf11_ks,geo_class,kzone_w,kzone_b,in_check_w,in_check_b,sf18
r2qr1k1/1pp2ppp/2n5/p2n4/5B2/2P2N2/P1Q1BPPP/R3K2R w KQ - 0 14,vssf1_win_d8,16,2.879,0.0,1.62,-0.15,quiet,1,1,0,0,
rr4k1/3bqpbp/p2p2p1/2pnp3/2P1P1P1/1Q1nBN1P/PP2BP2/2RR2K1 w - - 0 21,vssf1_win_d8,5,-5.406,0.0,-4.92,-0.25,quiet,1,0,0,0,
r2q1knr/1p1bppb1/1n4p1/3P2Np/8/p1N5/PPB1QPPP/R1B2RK1 w - - 0 17,vssf1_win_d8,0,1.284,0.0,1.78,1.9,quiet,0,2,0,0,
8/6pp/3kp3/p1p2p2/5P2/1P1KP3/P4P1P/8 b - - 0 31,sb_on_s0_m300,128,-0.353,0.0,0.58,-0.06,quiet,2,1,0,0,
8/8/8/8/8/8/3p3N/1k1K4 w - - 18 94,vssf1_def_d8,122,6.59,0.0,0.13,0.45,quiet,2,1,0,0,
8/n7/8/1p1B4/1P1P2pk/2P5/4KPPP/8 b - - 0 51,vssf1_win_d8,117,10.66,0.0,6.32,0.57,ks,1,3,0,0,
5r2/P5kP/2R5/2K5/4B3/2P5/8/8 w - - 1 72,vssf1_win_d8,101,15.625,0.0,10.1,0.88,ks,0,3,0,0,
Q7/6p1/3p2k1/1q1Ppp2/1p6/3P2P1/4BK2/1r6 b - - 9 41,vssf1_win_d8,69,-7.372,0.0,-6.74,-2.19,quiet,1,1,0,0,
8/4k1p1/1R3b1p/1N3p2/P4P2/7P/1r2B3/6K1 b - - 0 39,vssf1_win_d8,90,3.939,0.0,2.84,1.76,quiet,0,2,0,0,
2rr2k1/6pp/1p2p3/p1b2p2/5P2/P4P2/1P2NP1P/R2R2K1 b - - 2 27,vssf1_win_d8,74,-1.249,0.0,-1.09,0.0,quiet,1,0,0,0,
6k1/p2b1pbp/1p4p1/8/1P6/2n1P1NP/1q3PP1/R2R3K w - - 4 34,vssf1_win_d8,64,-5.168,0.0,-9.82,0.0,quiet,0,0,0,0,
3nk3/3bqr2/5p2/Q7/p2p1NP1/5RP1/6KP/2R5 b - - 0 35,vssf1_win_d8,37,-0.788,0.0,3.98,2.41,quiet,0,1,0,0,
2b2rk1/5ppp/3b4/1pp5/4P1n1/2PPB3/qP2QPPP/1N2K2R w K - 2 16,vssf1_win_d8,37,-2.368,0.0,-4.46,-0.96,quiet,1,0,0,0,
rq1k4/3bb1p1/2p1p2p/pP2P3/1np1B3/2N2r2/1P2QPPP/R2R2K1 w - - 0 21,vssf1_win_d8,16,1.002,0.0,1.96,2.22,quiet,1,1,0,0,
1rbq1rk1/pp2bppp/2n1p3/3pP3/P4PP1/3Q1NP1/1PP1p1B1/R1B1K2R b KQ - 1 13,vssf1_win_d8,10,1.599,0.0,-0.38,0.83,quiet,1,2,0,0,
r1b1k1nr/1ppp2pp/2n2q2/p4p2/1bPP4/5N1P/PP2BPP1/RNBQ1K1R b kq - 2 9,vssf1_win_d8,0,0.294,0.0,1.18,0.0,quiet,1,0,0,0,
8/4k3/4p1p1/p1p1Pp1p/P4P1P/1P3P2/4K3/8 w - - 25 62,sb_on_s0_m300,128,-0.433,0.0,0.41,0.04,quiet,0,1,0,0,
8/8/8/8/8/3pN3/3K4/1k6 b - - 19 77,vssf1_def_d8,122,7.178,0.0,-0.13,0.0,quiet,2,2,0,0,
6k1/p6p/6p1/1P6/P1R1p3/4K3/3r2PP/8 b - - 2 34,vssf1_win_d8,106,-0.099,0.0,1.48,-2.56,quiet,2,0,0,0,
8/8/8/7R/pp6/3kn3/6r1/K7 b - - 1 66,vssf1_win_d8,101,-13.341,0.0,-7.89,-11.79,quiet,1,0,0,0,
4nr2/1p3k2/2p1Rp1p/2p5/p3R3/2PP4/PP4PP/6K1 b - - 5 28,vssf1_win_d8,90,5.415,0.0,4.28,2.7,quiet,0,2,0,0,
2r5/p2b2kp/PR4p1/3p4/4p2R/1p3P2/6P1/4NK2 b - - 0 43,vssf1_win_d8,85,-4.044,0.0,0.68,0.41,quiet,0,2,0,0,
5k2/2p2ppp/3p4/p7/2r2P2/1R6/4NP1P/q2NK2R b - - 1 29,vssf1_win_d8,64,-3.607,0.0,-3.28,-0.8,quiet,1,0,0,0,
4k3/4n3/p3RKp1/5p2/1NpP2p1/2P3b1/PP3r2/1R1Q4 b - - 6 34,vssf1_win_d8,58,6.171,-0.57,13.15,0.0,ks,5,2,0,0,
2r3k1/6pp/4pn2/3pP3/qp1P4/1b4PP/1R1RP2K/1N5B w - - 0 38,vssf1_win_d8,53,-6.479,0.0,-7.43,-0.21,quiet,0,0,0,0,
r1b2rk1/1p1P1ppq/1R6/1Bp3Bp/p7/2P3Q1/P1P2PPP/R5K1 b - - 0 20,vssf1_win_d8,26,8.695,0.0,8.94,0.64,quiet,0,0,0,0,
rn1qk1nr/1p3p2/2pp2p1/p2p3p/P3P3/2N1Q3/1PP1BPPP/R4RK1 w kq - 0 14,vssf1_win_d8,21,0.952,0.0,0.7,0.41,quiet,0,0,0,0,
rn3rk1/p4pp1/7p/1p5q/4QPbb/PP2PB2/4K2P/1RB4R b - - 8 24,vssf1_win_d8,16,-0.473,0.0,-5.62,-1.59,quiet,2,1,0,0,
1rbq1rk1/p3bpp1/1p2p3/3pP1P1/Pn6/5NP1/1PP1Q3/R1B1KB1R b KQ - 1 17,vssf1_win_d8,10,0.88,1.26,0.92,1.7,quiet,0,1,0,0,
4rrk1/1p3ppp/p1q1bn2/8/3nNb2/3B2PP/PPPB4/3QRK1R w - - 0 19,vssf1_win_d8,5,-3.211,0.0,-6.05,-1.62,quiet,1,0,0,0,
r1bq1rk1/2p3pp/1pnp1n2/p7/PbPPp3/1QN1B2P/1P2BPP1/R4KNR w - - 0 14,vssf1_win_d8,0,-0.623,0.0,-0.61,-0.01,quiet,0,0,0,0,
8/3k4/K7/8/1P6/8/8/8 w - - 5 101,sb_on_s0_m300,128,2.466,0.0,47.96,0.0,quiet,0,0,0,0,
8/8/4N3/8/8/3p4/3K4/1k6 w - - 26 81,vssf1_def_d8,122,7.201,0.0,0.13,0.08,quiet,2,1,0,0,
6k1/p6p/6p1/1P6/P1R1p3/4K3/6rP/8 w - - 0 35,vssf1_win_d8,106,-1.213,0.0,0.55,-1.14,quiet,2,0,0,0,
2k5/8/p2bb1B1/5p1p/7P/1P2BPP1/P3P1K1/8 w - - 1 32,vssf1_win_d8,106,6.482,0.0,4.24,0.59,quiet,1,0,0,0,
7k/2rB4/5pbp/p5p1/3P4/P4R1P/1R3PP1/6K1 b - - 0 37,vssf1_win_d8,85,7.526,0.0,7.01,0.0,quiet,0,0,0,0,
3q2k1/8/2p2p1p/2p2Pp1/p1P2p2/Pr4P1/1bB1RP1P/4Q1K1 b - - 1 32,vssf1_win_d8,53,-2.481,0.0,-1.05,0.09,quiet,0,0,0,0,
1rr3k1/5ppp/3p4/3P4/q1Np2P1/1P5P/P1PQ4/1K3B1b w - - 0 28,vssf1_win_d8,48,-7.577,0.0,-6.44,-1.07,quiet,1,0,0,0,
2br2k1/6p1/1Q2p1qp/2N1Pn2/3P4/2P5/5RPP/R5K1 b - - 2 29,vssf1_win_d8,37,5.411,0.0,5.86,0.38,quiet,1,0,0,0,
r3r1k1/pQp1qp2/p2p2p1/3PBb2/2P5/1P2PB2/1N2P2p/R2K4 b - - 0 32,vssf1_win_d8,32,-2.198,0.0,-1.34,0.35,quiet,1,1,0,0,
rn3knr/1p2qp2/3N2p1/p2p3p/P7/4Q3/1PP1BPPP/R4RK1 w - - 1 17,vssf1_win_d8,21,1.639,0.0,2.38,0.81,quiet,0,2,0,0,
r2qk2r/p4pbp/p3bnp1/4Q3/P3P2P/1PN5/2P1NPP1/R3K2R w KQkq - 1 13,vssf1_win_d8,16,0.515,1.44,-1.52,0.52,quiet,1,0,0,0,
r1k2b1r/1b1n1B2/p1q1p1P1/1pp1p2p/2P1N3/PQ6/1P4PP/R1B1R1K1 b - - 2 24,vssf1_win_d8,10,0.589,0.0,2.31,0.8,quiet,0,0,0,0,
1rr3k1/1p1bbpp1/1Q1Bp2p/p2n4/3P4/3B1N2/q3NPPP/1R3K1R w - - 1 25,vssf1_win_d8,5,2.552,0.0,0.34,-0.2,quiet,1,1,0,0,
r1bq1rk1/1p2ppbp/3p2p1/p7/NnPpnB2/Q4NPP/PP3P2/3RKB1R w K - 2 13,vssf1_win_d8,0,-4.876,-2.7,-6.82,-2.72,quiet,1,0,0,0,
8/3k4/K7/1P6/8/8/8/8 b - - 0 101,sb_on_s0_m300,128,4.735,0.0,47.97,0.0,quiet,0,1,0,0,
5k2/1b3p2/5p2/p2p1N2/3K4/1PP2PP1/8/8 b - - 1 42,vssf1_win_d8,117,1.281,0.0,1.78,-0.33,ks,3,1,0,0,
7R/8/8/1p6/p1n5/2k5/6r1/K7 w - - 6 62,vssf1_win_d8,101,-13.371,0.0,-7.05,-5.08,ks,3,1,0,0,
1b1k4/3n4/R7/3p3p/pB2p3/P3P3/5KP1/2R5 b - - 0 43,vssf1_win_d8,90,9.92,0.0,7.51,0.0,quiet,2,2,0,0,
2r1k1r1/4B2R/8/2P3np/4p3/6P1/5PK1/1R6 w - - 8 49,vssf1_win_d8,74,4.688,0.0,1.76,0.65,quiet,2,2,0,0,
1r4k1/2r2ppp/3N4/3P4/q2p2P1/1P5P/P1PQ4/1K3B1b w - - 1 29,vssf1_win_d8,48,-10.048,-1.8,-6.74,-2.03,quiet,2,1,0,0,
1r4k1/5ppp/2p1p3/p7/P1P1n2P/q3PN2/P3r1PR/2R1Q1K1 w - - 4 29,vssf1_win_d8,32,0.564,-1.62,-4.39,-3.69,quiet,2,0,0,0,
3r1rk1/6bp/1q4p1/p1p1pp1b/P5PP/1P1PBP2/2Q1P3/2K2R1R b - - 0 25,vssf1_win_d8,26,-4.575,0.0,-3.12,0.2,quiet,0,0,0,0,
4r1k1/pp2qpbp/2p3p1/PP1p4/4rP2/2PQP1nP/B1N5/1R1KR3 w - - 0 26,vssf1_win_d8,21,-3.674,-1.26,-5.93,-3.34,quiet,1,0,0,0,
5rk1/p4p1p/p3b1p1/q2Nb3/P3P1nP/1P3Q2/2r1NPP1/3RR1K1 b - - 3 20,vssf1_win_d8,16,-3.712,0.0,-4.77,-0.85,quiet,2,1,0,0,
r4rk1/ppp2pp1/3p1n1p/4p3/q1PnP1bP/P1QPN1P1/1P3PB1/R3K1NR w KQ - 5 17,vssf1_win_d8,10,-0.592,0.0,-2.18,-1.68,ks,3,0,0,0,
r1b2rk1/1p2bppp/1q2p3/p1ppN3/P2n4/N2P2P1/1PP2PBP/R1B1QRK1 w - - 0 13,vssf1_win_d8,5,2.275,0.0,3.07,-0.12,quiet,0,1,0,0,
r1bq1rk1/1p2ppbp/3p2p1/p7/NnPpnB2/1Q3NPP/PP3P2/3RKB1R b K - 3 13,vssf1_win_d8,0,-3.925,-1.8,-5.19,-1.25,quiet,1,0,0,0,
8/1p4pp/3k1p2/p4P2/3P4/1P2KP2/7P/8 w - - 2 37,sb_on_s0_m300,128,0.257,0.0,-0.55,0.44,quiet,0,2,0,0,
4k3/p2p1pp1/5n2/8/2P5/1P6/P4KPP/8 w - - 0 35,vssf1_def_d8,122,-4.095,0.0,-2.7,-0.22,quiet,0,0,0,0,
8/pp3k2/8/8/1PK2p2/P7/5N1p/3r4 w - - 0 57,vssf1_win_d8,112,-7.106,0.0,-8.5,-1.11,quiet,1,0,0,0,
4k1r1/4n2p/Q7/6p1/2P5/7P/PP3PP1/6K1 b - - 0 29,vssf1_win_d8,90,12.44,0.0,7.38,3.4,quiet,0,0,0,0,
6k1/p5p1/4pr2/qp6/4PPQP/8/6K1/6R1 w - - 0 38,vssf1_win_d8,64,-1.825,0.12,-0.98,-0.72,quiet,0,1,0,0,
5r2/6kp/8/q1p2p2/2b1P2P/P2p1P2/5PK1/3R3R b - - 1 32,vssf1_win_d8,69,-16.712,0.0,-10.09,0.0,quiet,0,0,0,0,
6k1/1p2pp1p/p1n5/P3P2p/3P2q1/2B3r1/1P1RQ3/1K6 b - - 0 40,vssf1_win_d8,53,-4.54,-1.29,-4.16,-3.58,quiet,0,0,0,0,
2r1k3/Rp6/2np1p1p/1Q1Pr3/6p1/6P1/5PBP/5NK1 b - - 2 33,vssf1_win_d8,58,9.272,0.0,9.96,0.0,quiet,0,0,0,0,
4r1kr/Rp3p2/2b4p/3nP1p1/1p1NQ1P1/5P2/PP3P1P/2R3K1 b - - 3 36,vssf1_win_d8,48,12.455,0.0,10.34,0.0,quiet,0,1,0,0,
r2q1rk1/5ppp/1p2p3/pNb5/Q7/P1n1PP2/1P3P1P/R2R2K1 w - - 0 21,vssf1_win_d8,26,-5.439,0.0,-6.59,-3.07,quiet,0,0,0,0,
3r2k1/1p3pp1/2p1n1p1/q1b1P3/p1Pr4/P4PB1/3pQ1PP/1N1R1RK1 w - - 1 26,vssf1_win_d8,21,-1.648,0.0,-3.6,-0.03,quiet,0,0,0,0,
r4rk1/pp3pp1/2pp3p/2n1p2b/q1PnP1PP/P1QPNP2/1P4B1/2R1K1NR b K - 0 23,vssf1_win_d8,10,-1.633,-1.44,-2.91,-2.73,quiet,2,0,0,0,
4r1k1/2p1qpb1/p2p2pp/2n5/P1P2nbP/2N1P3/1r2NP2/2RQKB1R w K - 0 22,vssf1_win_d8,5,-9.609,-3.78,-25.13,-16.66,ks,3,0,0,0,
r1bq1rk1/1p2ppbp/n2p1np1/p7/N1PpPB2/1Q3NPP/PP3P2/3RKB1R b K - 1 11,vssf1_win_d8,0,0.146,0.0,-2.1,0.07,quiet,0,0,0,0,
8/6pp/5p2/2K2k1P/8/5P2/8/8 b - - 1 45,sb_on_s0_m300,128,-1.397,0.0,-1.62,-0.04,quiet,0,2,0,0,
8/5k2/5p2/5K2/1n6/8/8/8 b - - 3 57,vssf1_def_d8,122,-9.705,0.0,-2.73,0.12,quiet,2,1,0,0,
8/pp1r1k2/5P2/8/2K1Np1p/P7/1P6/8 w - - 0 52,vssf1_win_d8,112,-6.583,0.0,-5.76,0.28,quiet,1,2,0,0,
4k3/4n2p/Q5r1/6p1/2P5/7P/PP3PP1/6K1 w - - 1 30,vssf1_win_d8,90,11.756,0.0,6.49,1.83,quiet,0,0,0,0,
5rk1/5qp1/4p3/pp2P3/4QPRP/8/8/7K b - - 5 43,vssf1_win_d8,64,0.848,2.04,-1.42,1.3,quiet,0,2,0,0,
1R4r1/2k3p1/2r5/p3p2p/8/6PB/P2NK2P/8 w - - 0 28,vssf1_win_d8,85,8.047,0.0,0.94,0.67,quiet,0,2,0,0,
1rq3k1/5ppp/p7/2p1p3/2P1P2b/2N2P2/P2Q3P/K2R4 b - - 4 30,vssf1_win_d8,53,-0.708,0.0,-1.17,-1.07,quiet,1,0,0,0,
1k1r4/2p1rp1p/2p5/1N1p2p1/QP1Pn1qP/4PP2/6P1/R5K1 b - - 1 25,vssf1_win_d8,42,-5.365,1.44,2.23,13.02,quiet,2,2,0,0,
2rr3k/1q5B/4p3/4P2Q/2p4P/p1b2RP1/P3PP2/3b1K2 b - - 0 32,vssf1_win_d8,37,-5.978,2.88,-6.43,2.55,quiet,2,2,0,0,
5rk1/1p3p1p/p3p1pP/2bqP3/b2r4/4QPP1/R7/4N1KR w - - 5 32,vssf1_win_d8,26,-5.726,1.98,-7.59,0.32,quiet,0,1,0,0,
2r1k2r/pp1b2p1/2nQp2p/1q3pB1/8/1NP5/PP3PPP/R4RK1 w k - 0 16,vssf1_win_d8,21,1.994,1.62,0.43,1.01,quiet,1,2,0,0,
4k2r/3q1p1p/1pp3p1/2b2b2/2B1p3/rN2P3/2QB1PPP/R4RK1 b k - 1 20,vssf1_win_d8,16,2.97,0.0,3.05,0.33,quiet,0,1,0,0,
r4rk1/pppq1pp1/3p1n1p/4p3/2PnP1bP/P1QPN1P1/1P3PB1/R3K1NR b KQ - 4 16,vssf1_win_d8,10,-0.666,0.0,-2.35,-1.07,quiet,2,0,0,0,
3q1rk1/2pb1pb1/p2p2pp/2n4n/2P2P1P/2N1P3/Pr2NPB1/2RQK2R b K - 0 18,vssf1_win_d8,5,-5.557,0.0,-8.17,-1.38,quiet,1,0,0,0,
r1bq1rk1/1p2ppbp/n2p1np1/p7/2PpPB2/1QN2NPP/PP3P2/3RKB1R w K - 0 11,vssf1_win_d8,0,1.294,0.0,-0.81,0.11,quiet,0,0,0,0,
8/5pp1/8/7p/1p1kPP1P/6P1/2K5/8 w - - 2 41,sb_on_s0,128,-0.345,0.0,-1.28,-0.29,ks,2,3,0,0,
8/5pk1/8/5K2/1n6/8/8/8 b - - 7 55,vssf1_def_d8,122,-9.605,0.0,-2.82,0.25,quiet,2,1,0,0,
8/3p1pkp/6pn/P7/3p4/8/P4PPP/4R1K1 w - - 1 28,vssf1_win_d8,112,3.185,0.0,4.47,0.26,quiet,0,0,0,0,
3b2k1/5pp1/3p3p/3Np3/4P3/3r1PPP/6K1/8 b - - 0 45,vssf1_win_d8,106,-10.396,0.0,-6.85,0.0,quiet,1,0,0,0,
8/8/p1n1p1kr/2bpP3/P1p5/2P3K1/7P/4R3 b - - 3 37,vssf1_win_d8,96,-12.654,0.0,-9.14,0.0,quiet,2,1,0,0,
8/5q1k/p1Q4p/1p6/2p5/P7/1Pr2r2/KR6 w - - 0 46,vssf1_win_d8,53,-9.467,0.0,-8.09,0.0,quiet,1,1,0,0,
1rq3k1/5ppp/p7/2p1p1b1/N1P1P3/5P2/P3Q2P/K2R4 w - - 9 33,vssf1_win_d8,53,-1.528,0.0,-1.65,-1.38,quiet,1,0,0,0,
6k1/pp3ppp/8/P7/1BNr1q1R/1P1p4/4rPP1/5QK1 b - - 0 33,vssf1_win_d8,42,-6.412,0.0,-1.25,-0.54,quiet,2,2,0,0,
5rk1/3p1p1p/1p1pr1b1/6Q1/1PqB1P2/4P3/1R4PP/4R1K1 b - - 7 31,vssf1_win_d8,32,3.793,2.16,3.07,1.81,quiet,1,1,0,0,
5rk1/1p2bp1p/pq2p1pP/4P3/b2r4/4Q1P1/R4P2/4NK1R w - - 0 29,vssf1_win_d8,26,-6.182,1.44,-7.75,-0.86,quiet,0,1,0,0,
2r1qrk1/p1p2ppp/1pnp4/5bP1/2P2P1P/1Q2B3/PP3PB1/2R1K1R1 w - - 1 20,vssf1_win_d8,21,-1.125,-1.44,-1.38,-0.78,quiet,0,0,0,0,
r2qk2r/4npb1/b5p1/3pP1B1/3Q3p/6P1/PRP2PBP/4K2R w Kkq - 3 18,vssf1_win_d8,16,-2.107,-0.18,-0.53,0.88,quiet,1,1,0,0,
r5k1/pp4p1/2pp1rbp/2n1p2P/q1PnP3/P1QPNP2/1P4B1/2R1K1NR b K - 0 26,vssf1_win_d8,10,-2.434,-1.98,-4.76,-3.98,quiet,2,0,0,0,
r1bqkbnr/1p3pp1/p1n1p2p/2p5/3pP3/N1PP1N2/PP2BPPP/R1BQ1RK1 w kq - 2 8,vssf1_win_d8,0,-0.009,0.0,0.7,0.08,quiet,0,0,0,0,
8/7p/3kp1p1/p1p2p2/2K2P2/1P2P3/P4P1P/8 b - - 1 32,sb_on_s0,128,-0.584,0.0,0.98,-0.37,ks,4,2,0,0,
6R1/4k3/8/P1K1pP2/7P/8/1p6/8 w - - 0 47,vssf1_def_d8,117,13.042,0.0,6.77,0.0,ks,2,3,0,0,
8/8/1b5P/1k1Np1K1/4P3/8/P5P1/8 w - - 1 50,vssf1_win_d8,117,8.274,0.0,8.23,0.32,quiet,1,1,0,0,
8/3r1kpp/2p2pb1/1p6/6P1/PR6/1KP5/8 w - - 0 39,vssf1_win_d8,101,-9.601,0.0,-7.54,-0.36,quiet,1,0,0,0,
r7/P3k3/6pp/1N3p2/R4P1P/4b3/6K1/8 b - - 6 60,vssf1_win_d8,96,0.638,0.0,0.13,0.13,quiet,1,1,0,0,
7R/3p1p2/p4kp1/2p5/q1P1nNP1/8/P4P2/3R1K2 w - - 3 30,vssf1_win_d8,74,-1.841,0.0,-1.32,-1.33,quiet,1,2,0,0,
Q1bk3r/2p1n3/pp3R1p/3P4/4N3/2P4P/PP4P1/6K1 b - - 0 33,vssf1_win_d8,69,14.557,0.0,10.69,0.0,quiet,0,1,0,0,
2Rq2k1/5p2/rp1p3p/3Nn1pB/3QP3/P6P/5PP1/6K1 b - - 1 33,vssf1_win_d8,48,-0.355,0.0,12.61,12.55,quiet,0,1,0,0,
2r3k1/3p1p1p/1p1prBb1/6Q1/1Pq2P2/4P3/5RPP/4R1K1 w - - 4 30,vssf1_win_d8,32,2.068,2.16,2.32,1.72,quiet,1,1,0,0,
r1r3k1/5pbp/p5p1/1PQ2b2/6q1/2P1B3/P2N1P2/K2RR3 w - - 3 32,vssf1_win_d8,21,-0.578,0.0,-3.79,-3.28,quiet,1,1,0,0,
r2qkbnr/1b3p2/6p1/3pP3/p6p/6P1/PPP2PBP/R1BQK2R w KQkq - 0 13,vssf1_win_d8,16,-3.015,0.0,-3.69,-2.02,quiet,0,0,0,0,
r4rk1/1ppb1ppp/p3pn2/q2n4/3P4/PP2P3/2QN1PPP/R3KBNR w KQ - 1 13,vssf1_win_d8,10,-0.585,0.0,-1.29,-0.21,quiet,1,1,0,0,
r4rk1/pp2ppbp/2n1bnp1/3q2N1/3P1B2/1PQ1PP2/2P1B1PP/R3K2R b KQ - 0 15,vssf1_win_d8,5,-3.518,0.0,-3.0,-0.17,quiet,0,1,0,0,
r1bqkb1r/1p3pp1/p1n1pn1p/2p5/3pP3/NQPP1N2/PP2BPPP/R1B1R1K1 b kq - 5 9,vssf1_win_d8,0,0.184,0.0,0.48,0.12,quiet,0,0,0,0,
8/8/1k2p1p1/p1p1Pp1p/P4P1P/1P1K1P2/8/8 b - - 2 50,sb_on_s0,128,-0.396,0.0,0.41,-0.51,quiet,2,1,0,0,
8/8/8/P4Kp1/4B3/7k/1p6/8 w - - 0 64,vssf1_def_d8,122,7.821,0.0,3.45,0.46,quiet,2,2,0,0,
8/7p/2p1k2P/1P3r2/p2B4/4P3/4K3/8 b - - 0 44,vssf1_win_d8,112,-3.923,0.0,-1.91,-0.1,quiet,1,1,0,0,
6k1/1p3ppp/2p3b1/r3P3/8/P5P1/2P5/3K2R1 w - - 0 33,vssf1_win_d8,101,-7.611,0.0,-7.56,-2.38,quiet,1,0,0,0,
2r5/3b2kp/Pp4p1/3p4/4p2R/1p1N1P2/6P1/5K2 b - - 1 44,vssf1_win_d8,96,-10.044,0.0,-4.42,0.27,quiet,0,1,0,0,
4r1k1/1p4p1/4p2p/p1p1q3/P7/3Q3P/1PP3P1/R2R2K1 b - - 1 28,vssf1_win_d8,53,4.165,-1.14,5.55,-0.24,quiet,1,1,0,0,
3r2k1/5ppp/p7/P1p3P1/4r2P/2Rn2B1/8/1R5K b - - 1 44,vssf1_win_d8,74,-2.973,0.0,-2.2,-0.74,quiet,0,0,0,0,
r5nr/1p1k2pp/4p3/p3p3/8/2P3P1/PR1N1K1P/5B1R b - - 0 19,vssf1_win_d8,69,2.779,0.0,4.08,0.83,quiet,0,0,0,0,
2r2k2/1bqp1p1p/1p1prB2/p4p2/2P2P2/PP1QP3/6PP/R4RK1 w - - 1 21,vssf1_win_d8,32,1.522,0.0,1.39,1.08,quiet,1,1,0,0,
2rq1rk1/p2b1ppp/4p3/6P1/Pp1R4/1P1P1N1P/4QPK1/2q4R w - - 0 28,vssf1_win_d8,10,-11.104,0.0,-12.74,0.0,quiet,1,0,0,0,
2r3k1/1p1b1ppp/1q2p3/2b1P3/7P/2BB1NP1/4rP2/1R3K1R w - - 0 28,vssf1_win_d8,37,-5.238,0.0,-9.41,0.0,quiet,2,1,0,0,
r2r2k1/1b2qppp/4p3/p3bn2/P1PP2R1/1pPQP2P/N5P1/R3B1K1 w - - 0 26,vssf1_win_d8,16,-4.04,0.0,-8.15,-1.85,quiet,2,1,0,0,
r2qkb1r/pppb1p1p/5np1/3Pp3/4P3/2N2Q1P/PPP3P1/R1B1KB1R w KQkq - 0 10,vssf1_win_d8,10,1.827,1.44,0.92,0.12,quiet,0,0,0,0,
r3k2r/1q3pp1/1p1b1n1p/p1n1N3/P2N4/6PB/1P1BQ3/R4RK1 w kq - 0 26,vssf1_win_d8,5,5.238,0.9,9.26,5.08,quiet,1,2,0,0,
2krr3/1ppq1pp1/p1nbbn1p/3p4/3N4/2NPB1PP/PPP1QPB1/2KR3R w - - 12 13,vssf1_win_d8,0,-0.145,0.0,0.24,-0.09,quiet,0,0,0,0,
7k/pp4pp/5p2/8/5P2/1P1P1P2/7P/6K1 b - - 0 32,sb_on_s0,128,-0.395,0.0,-0.73,-0.27,quiet,0,0,0,0,
8/7p/1pp1k2P/p4r2/2P5/2B1P3/4K3/8 b - - 1 42,vssf1_win_d8,112,-5.5,0.0,-4.43,-0.15,quiet,1,2,0,0,
1b6/1P4k1/p1P5/P2K1R2/1r4P1/8/8/8 w - - 2 51,vssf1_win_d8,101,2.937,0.0,4.63,-0.55,quiet,2,1,0,0,
8/b1r3pp/p3kp2/p3p3/2P1P3/1K4P1/4R2P/4N3 w - - 1 38,vssf1_win_d8,96,-4.941,0.0,-2.9,-1.26,quiet,2,2,0,0,
R5n1/1BR1ppr1/3pk2p/P5p1/8/4P3/5PPP/6K1 w - - 2 33,vssf1_win_d8,85,10.479,0.0,10.56,2.0,quiet,0,2,0,0,
6k1/1p4r1/4p3/3pP3/b7/1NP4P/pqPK1Q2/6R1 b - - 5 44,vssf1_win_d8,53,-1.526,0.81,-0.48,3.06,quiet,1,2,0,0,
r3r2k/1R5p/2N3p1/3n2B1/p2P4/8/PP3PPP/R5K1 w - - 1 32,vssf1_win_d8,69,10.22,0.0,7.52,0.0,quiet,0,1,0,0,
2r3k1/3p1p1p/1p1prB2/5Q2/1Pq1bP2/4P3/5RPP/4R1K1 w - - 2 29,vssf1_win_d8,32,3.426,3.24,1.32,3.43,quiet,2,2,0,0,
7r/p3k1pp/P1b2r2/2bp4/2n3B1/2P3PP/Rp3P1R/1N3K2 b - - 2 29,vssf1_win_d8,58,-5.843,0.0,-8.36,0.29,quiet,2,1,0,0,
3rk2r/4qp2/p1nb2p1/1p3Q1p/3p4/4P3/PP2BPPP/R1BR2K1 w k - 0 20,vssf1_win_d8,21,1.238,0.0,-0.77,0.19,quiet,1,1,0,0,
r2k2nQ/1q1np3/ppppb1B1/7p/2PPN1P1/1P2P2P/P4P2/R1B1K2R w KQ - 0 18,vssf1_win_d8,21,11.081,0.0,9.12,0.0,quiet,0,1,0,0,
r4rk1/pppb1pb1/3n2pp/2BPp3/4P2q/2NB3P/PPPQ2P1/2KR3R w - - 10 17,vssf1_win_d8,10,0.819,0.0,0.39,-0.11,quiet,0,0,0,0,
2kr1b1r/ppp1pppp/2nqb3/5n2/8/PP2NP2/1BPPN1PP/2RQK2R w K - 7 12,vssf1_win_d8,5,-6.526,0.0,-5.32,-0.66,quiet,1,0,0,0,
2kr3r/1ppq1pp1/p1nbbn1p/3p4/3N4/2NPB1PP/PPP1QPB1/R3K2R w KQ - 10 12,vssf1_win_d8,0,-0.546,0.0,0.22,0.16,quiet,0,0,0,0,
8/6pp/5p2/pp1k1P2/3P3P/1P3P2/3K4/8 w - - 2 39,sb_on_s0,128,-0.916,0.0,-1.63,-0.01,ks,0,4,0,0,
8/pp6/8/P6P/8/8/r7/4K1k1 w - - 1 71,vssf1_def_d8,117,-10.553,0.0,-5.27,-1.59,quiet,2,1,0,0,
8/1B6/1p6/1P2kp2/8/4P1p1/2r5/5K2 b - - 1 60,vssf1_win_d8,112,-7.079,0.0,-5.12,-2.06,quiet,2,2,0,0,
