fen,src,phase_score,our_total,our_ks,sf11_total,sf11_ks,geo_class,kzone_w,kzone_b,in_check_w,in_check_b,sf18
8/5pp1/4pk2/8/1N1P1P2/pq6/2NK4/8 b - - 3 49,vssf1_win_d8,96,-13.193,0.0,-8.5,-0.35,quiet,1,2,0,0,
6k1/7p/2p3pP/2P1p1p1/8/2b1P2R/r3r3/1R5K b - - 3 41,vssf1_win_d8,80,-8.45,0.0,-7.73,-0.33,quiet,1,1,0,0,
3r2k1/5pp1/1Rb1p3/p3n2p/4P2P/6P1/1P3NB1/6K1 w - - 0 37,vssf1_win_d8,85,-3.025,0.0,-1.7,-0.55,quiet,0,0,0,0,
r3r1k1/1R2n2p/2p3pB/4N3/p2P4/8/PP3PPP/R5K1 w - - 1 30,vssf1_win_d8,69,8.679,0.0,7.39,0.85,quiet,0,2,0,0,
5k1N/pQ1b2p1/2n2q2/4pr2/2B4p/2P1R3/P4PPP/6K1 b - - 4 27,vssf1_win_d8,42,3.167,1.98,2.02,3.34,quiet,1,2,0,0,
r3k2r/p5pp/b2bB3/P2p4/2n5/6P1/RpP2P1P/1N4KR b kq - 0 23,vssf1_win_d8,58,-6.327,0.0,-7.44,0.1,quiet,0,1,0,0,
3rk2r/4qpp1/p1nb4/1p3Q1p/2Bp4/4P3/PP3PPP/R1BR2K1 w k - 0 19,vssf1_win_d8,21,1.372,0.0,-0.48,0.17,quiet,1,2,0,0,
r2q1r1k/pp3pbp/6p1/n2N3n/3P4/Q2BPP2/PP3P1P/2R1K2R b K - 0 16,vssf1_win_d8,16,-1.29,0.0,-2.38,-0.1,quiet,0,0,0,0,
r3k1r1/pp1bpp2/3p4/q1pP1P1p/PnBb3P/R1N3N1/1PPQ1PP1/4K2R b Kq - 6 14,vssf1_win_d8,10,0.117,0.0,0.92,0.04,quiet,1,0,0,0,
2bqk1nR/p2p1pb1/nr2p1p1/2pP4/1pP1N3/6P1/PP2PP2/R1BQKBN1 b Q - 0 11,vssf1_win_d8,10,0.682,0.0,9.38,3.13,quiet,0,0,0,0,
rn2k2r/p1q1ppbp/4bnp1/3N4/1P6/4PN2/PB2BPPP/R2Q1RK1 b kq - 0 12,vssf1_win_d8,0,1.214,2.52,10.76,7.08,quiet,1,1,0,0,
8/5p2/8/3K3p/7P/6k1/8/8 w - - 0 49,sb_off_s1,128,-1.067,0.0,-1.22,0.66,quiet,1,0,0,0,
8/pp6/8/P6P/8/8/1r6/4K1k1 b - - 0 70,vssf1_def_d8,117,-9.363,0.0,-5.33,-1.59,quiet,2,1,0,0,
8/1p2kp2/3p4/P1r2p1p/5P2/8/3K4/5N2 w - - 0 48,vssf1_win_d8,112,-9.617,0.0,-7.35,-1.95,quiet,1,0,0,0,
6k1/p1p5/6Pp/2ppP3/4p3/P1B1P3/1P3qP1/2R4K b - - 0 33,vssf1_win_d8,90,-2.176,0.0,-2.69,-1.78,quiet,1,1,0,0,
2b5/1p1k4/5pp1/1N2n3/2PpB2P/3P2P1/5P2/6K1 w - - 0 37,vssf1_win_d8,106,4.292,0.0,2.4,1.16,quiet,0,2,0,0,
5bk1/5pp1/2pp2p1/p1n1p3/P1P1P1q1/8/1Q2NP2/3K4 b - - 5 35,vssf1_win_d8,69,-12.354,0.0,-8.04,0.0,quiet,1,0,0,0,
1q1r2rk/p7/6P1/2p2P1p/3pP1p1/1PB4P/P3Q3/R4RK1 w - - 0 30,vssf1_win_d8,37,3.364,-2.7,5.53,0.17,quiet,1,1,0,0,
2r2rk1/pp1b1p1p/4pp2/8/3PN3/1P2BP2/1b4PP/3R1RK1 b - - 1 23,vssf1_win_d8,64,0.337,0.0,-0.48,0.62,quiet,0,0,0,0,
7r/p3k1pp/P1b2r2/2bp4/2n3B1/2P3PP/Rp3P1R/1N4K1 w - - 1 29,vssf1_win_d8,58,-5.78,0.0,-8.02,0.81,quiet,2,1,0,0,
3r1k1r/4b3/4Q1p1/1pq2p1p/1n1pBP2/4P3/1B4PP/1R1R2K1 b - - 1 30,vssf1_win_d8,21,0.101,1.98,0.36,1.08,quiet,0,1,0,0,
r1bq1rk1/1p2bp2/p3p1p1/4n2p/2p5/2PPB1PP/PP2QP2/2K1RB1R w - - 0 16,vssf1_win_d8,16,-4.897,-1.26,-4.97,-0.86,quiet,0,0,0,0,
2bq1r1k/1pp4p/r2p1bp1/5n2/2PpB3/3P4/PB1N1PPP/R2QR1K1 b - - 3 16,vssf1_win_d8,10,0.716,0.0,0.56,0.32,quiet,0,0,0,0,
2r1kb1r/ppp1qpp1/2n1b3/1N5p/4QB2/8/PPP1NPPP/2KR1B1R w k - 1 13,vssf1_win_d8,5,7.642,2.16,5.58,1.71,quiet,0,1,0,0,
r1b2rk1/2q1npbp/1p4p1/1P1pp3/PB6/2n1PQ1P/2B2PP1/RN2K1NR w KQ - 0 16,vssf1_win_d8,0,2.198,0.0,-2.21,0.12,quiet,1,1,0,0,
8/8/8/1Pk3p1/4P3/5PK1/8/8 b - - 4 94,sb_off_s1,128,4.307,0.0,1.55,-0.08,quiet,1,2,0,0,
8/6k1/1P3R2/7p/8/P5PP/6K1/8 b - - 0 45,vssf1_def_d8,117,12.506,0.0,8.85,0.0,quiet,0,1,0,0,
2b5/1p1k4/5pp1/1N2n3/2PpBP1P/3P2P1/8/6K1 b - - 0 37,vssf1_win_d8,106,3.454,0.0,2.29,0.85,quiet,0,2,0,0,
1r3rk1/p6p/4ppp1/3pQ3/1P6/P2P4/5B2/KR6 b - - 0 37,vssf1_win_d8,69,-2.626,0.0,7.73,0.0,quiet,0,0,0,0,
4rkn1/7Q/2qp3p/3N2p1/2P1P3/3P1pR1/5P1P/7K b - - 3 37,vssf1_win_d8,53,7.288,4.74,8.09,12.87,quiet,1,2,0,0,
4r3/kpb5/p1Pn2p1/P6p/1R3Pp1/3Q4/q5PP/4R1K1 w - - 0 35,vssf1_win_d8,42,-0.413,-0.72,-3.05,-1.49,ks,1,4,0,0,
1r1q1rk1/3b1p1p/p2p2p1/2p1pP1P/4P2Q/2PP2R1/RP4P1/4KB2 w - - 3 27,vssf1_win_d8,32,0.842,0.0,-0.85,0.1,quiet,0,0,0,0,
r5k1/pp3ppp/2pr4/4P3/P1b4P/5Pq1/1PBQn1P1/R4K1R w - - 0 29,vssf1_win_d8,26,-1.854,-2.16,-8.52,-4.52,ks,3,1,0,0,
2kr2r1/pp5p/2pbpp2/3n4/3P2nP/P2B1NP1/1P3P2/R1BK1R2 b - - 1 22,vssf1_win_d8,53,0.09,0.0,-1.2,-0.55,quiet,0,0,0,0,
2q2rk1/Q4ppp/3p4/p7/3nNPbP/P2PRNP1/1r4B1/3K3R w - - 0 24,vssf1_win_d8,16,1.346,-4.68,-11.98,-15.43,ks,3,1,0,0,
r1b1kb1r/p3pp1p/q1pp1np1/1N6/2P5/4B1P1/PP2PPBP/R2QK2R b KQkq - 3 10,vssf1_win_d8,10,-0.288,0.0,0.96,0.92,quiet,0,0,0,0,
2r1kb1r/ppp1qpp1/2n1b3/1N5p/3NQB2/8/PPP2PPP/2KR1B1R b k - 2 13,vssf1_win_d8,5,7.841,1.62,5.87,1.33,quiet,0,0,0,0,
r1b1kb1r/3nn1p1/2p3qp/1p3p2/p1B2B2/2N2N1P/PP2QPP1/R3R1K1 w kq - 0 18,vssf1_win_d8,0,4.396,2.7,5.41,3.85,quiet,1,2,0,0,
8/8/8/1Pk3p1/4P3/5P2/5K2/8 w - - 3 94,sb_off_s1,128,6.512,0.0,1.85,0.17,quiet,0,2,0,0,
8/4p1k1/1p4B1/2p1PPKP/PpP5/1P6/8/8 w - - 1 58,vssf1_def_d8,122,12.989,0.0,8.78,1.52,ks,2,5,0,0,
8/8/6R1/5p1K/5k1P/1p6/1P4r1/8 b - - 1 45,vssf1_win_d8,106,-1.453,0.0,-0.76,-0.31,ks,3,3,0,0,
8/8/4k3/pp6/3pPnKp/1P1P2bP/2B5/8 b - - 5 46,vssf1_win_d8,112,-7.372,0.0,-4.01,-1.75,ks,4,2,0,0,
k2r4/pp2pp2/7p/2R4P/P4B2/7r/1P3P2/4K3 b - - 0 29,vssf1_win_d8,90,-3.408,0.0,-3.39,-1.22,quiet,1,1,0,0,
2k1r3/p6p/2pn4/B4PP1/4b3/1P1PK3/P1P5/6R1 w - - 0 30,vssf1_win_d8,90,1.01,0.0,1.47,-1.49,ks,3,1,0,0,
8/3k1pp1/p1pb4/3n2r1/PP1R2b1/2P5/5P2/R1K5 w - - 5 25,vssf1_win_d8,80,-10.947,0.0,-7.25,0.0,quiet,1,0,0,0,
3r2k1/p1pq2pp/4b3/8/2P1Q1P1/P3P3/4Bb1N/7K b - - 1 27,vssf1_win_d8,53,-8.102,0.0,-7.29,0.0,quiet,1,1,0,0,
6k1/pp2p2p/3p2q1/P1pbb1B1/4N2Q/2P2rP1/1P6/4R1K1 w - - 2 32,vssf1_win_d8,42,-0.239,1.98,-3.17,0.04,quiet,1,1,0,0,
4r1k1/3n1ppp/p1pp4/P5P1/1rbbP3/2N1BP1P/3R4/R5K1 w - - 0 28,vssf1_win_d8,58,-2.773,0.0,-6.54,-0.55,quiet,1,0,0,0,
4kr2/1pQnn3/3pq1p1/1Pp2pb1/4p3/P2PPBP1/1B5P/4RRK1 w - - 0 28,vssf1_win_d8,26,5.447,1.62,2.49,1.08,quiet,0,1,0,0,
r1N1kbr1/1q1n1pBp/8/pp6/4p3/2N3PP/PPP2P2/R2Q1RK1 w q - 1 18,vssf1_win_d8,16,4.323,1.44,5.36,1.37,ks,0,3,0,0,
rn2k2r/pp1qbppp/3ppn2/2pP4/4P3/3Q1N2/PPP2PPP/RNB2RK1 b kq - 2 9,vssf1_win_d8,10,0.812,0.0,1.23,0.23,quiet,0,0,0,0,
r4rk1/1bppqppp/1pnbp3/p7/2PPN3/P2B1N2/1PQB1PPP/R4RK1 b - - 1 14,vssf1_win_d8,5,4.12,0.0,4.22,0.16,quiet,1,0,0,0,
r1b1kb1r/1p2n1p1/2p4p/2n2p2/p5q1/2NB1N2/PP2QPPP/R1B1R1K1 w kq - 4 15,vssf1_win_d8,0,0.996,0.0,1.72,0.53,quiet,1,1,0,0,
8/1p3k2/1pp3p1/4p3/P1P5/1P4PP/3K4/8 w - - 0 42,sb_off_s1,128,0.159,0.0,0.98,-0.35,quiet,0,0,0,0,
5k2/5P2/5KB1/1Pp4P/Pp6/1P6/8/8 b - - 0 62,vssf1_def_d8,122,17.623,0.0,6.75,0.0,ks,1,3,0,0,
8/8/8/1p4kn/1B3p2/5K1p/7P/8 b - - 19 79,vssf1_win_d8,117,-5.983,0.0,-1.43,-0.95,ks,4,1,0,0,
6k1/6b1/3P3p/2P2R2/3r2PP/4K1P1/8/8 b - - 4 48,vssf1_win_d8,101,3.354,0.0,2.67,-1.4,quiet,2,1,0,0,
4r2k/R7/2p1qp1p/P5p1/3P2P1/2P4P/1P4P1/5QK1 b - - 0 36,vssf1_win_d8,64,5.043,0.0,2.98,-2.61,quiet,0,1,0,0,
4r1k1/6pp/p2p4/1p1P4/b2QP2P/q2B4/2P5/1K6 b - - 0 39,vssf1_win_d8,64,-10.994,-2.43,-8.75,-2.63,quiet,2,1,0,0,
r1b4r/p1N2kp1/p4p1p/8/5P2/8/PPPR2PP/3R2K1 b - - 0 28,vssf1_win_d8,74,1.353,0.0,2.7,0.18,quiet,0,1,0,0,
2q2knr/2p5/1pBp1p1p/6p1/4P2Q/4B3/RPP2PPP/6K1 w - - 0 19,vssf1_win_d8,48,5.5,0.0,7.64,3.2,quiet,0,1,0,0,
3r2k1/ppp3p1/7p/1b2rp2/PP1qB3/3P2R1/5N1P/1Q2K3 b - - 0 31,vssf1_win_d8,37,-6.275,-0.72,-8.85,-2.38,quiet,1,1,0,0,
2kr1r2/ppqn4/4p2p/3pP1p1/2pB2P1/4Q2P/PP2B3/R4RK1 w - - 2 25,vssf1_win_d8,26,3.592,0.0,2.66,-0.5,quiet,1,0,0,0,
r4k1r/ppR1bp2/4p2p/3pNq2/3Pn1p1/P3P1P1/1P1BQP1P/4R1K1 b - - 0 19,vssf1_win_d8,21,2.13,1.26,3.06,2.5,quiet,2,2,0,0,
1k1rr3/1p3pp1/pbn2q2/n6p/4B3/PP1PP1PP/5P2/1RBQK1R1 w - - 1 24,vssf1_win_d8,16,-3.493,-1.62,-5.69,-3.51,quiet,1,0,0,0,
r3k2r/pp1qbppp/n2ppn2/2pP4/4P3/3Q1N2/PPP2PPP/RNB2RK1 w kq - 3 10,vssf1_win_d8,10,0.423,0.0,0.95,0.23,quiet,0,0,0,0,
rnb2k1r/6p1/p1pqpb2/3N1p1p/Pp6/1P1PB1P1/2Q1PPBP/R2N1RK1 b - - 3 22,vssf1_win_d8,5,-0.453,0.0,5.58,0.85,quiet,0,1,0,0,
r1b1kb1r/1p1nn1p1/2p3qp/5p2/p1B2B2/2N2N1P/PP2QPP1/R3R1K1 b kq - 2 17,vssf1_win_d8,0,4.402,2.7,6.64,4.08,quiet,1,2,0,0,
8/1p4k1/1pp3p1/4p3/P1P3PP/1P2K3/8/8 w - - 1 45,sb_off_s1,128,0.367,0.0,1.62,-0.08,quiet,1,0,0,0,
5k2/8/P6p/2p3p1/4R1P1/8/P3KP2/8 b - - 0 42,vssf1_def_d8,117,12.232,0.0,7.08,0.0,quiet,0,1,0,0,
6k1/6b1/2PP3p/5R2/6rP/4K1P1/8/8 b - - 0 49,vssf1_win_d8,101,2.556,0.0,6.17,-3.88,quiet,2,1,0,0,
6k1/6pp/p1Q5/1p6/8/1PP3Pq/P2K4/4rN2 b - - 1 33,vssf1_win_d8,69,-5.305,0.0,-3.56,-1.41,quiet,1,0,0,0,
1r6/2p3k1/1pnp1p1p/6pQ/2B1P3/4B3/1PP2PPP/6K1 b - - 6 24,vssf1_win_d8,80,14.689,0.0,11.19,0.0,quiet,0,2,0,0,
7r/p1r2kp1/5p1p/2N2b2/5P2/2P5/PP1R2PP/3R2K1 w - - 3 32,vssf1_win_d8,74,1.888,0.0,1.77,0.18,quiet,0,1,0,0,
1k1r4/5R1p/p3P1p1/qpNr4/3pQ3/1P6/PB1P2PP/6K1 w - - 3 32,vssf1_win_d8,42,8.072,2.88,13.59,13.35,quiet,0,2,0,0,
1r2r1k1/3q2pp/5p2/8/2Npn1PP/Q2R1P2/P7/2R3K1 b - - 3 34,vssf1_win_d8,32,-1.715,0.0,-0.77,-1.04,quiet,1,1,0,0,
3r2r1/pp1n4/2p2kbR/3n4/2pP4/P4NP1/1PBK1P2/4R3 w - - 4 33,vssf1_win_d8,58,1.258,2.49,0.72,4.28,ks,3,5,0,0,
r1b1kb1r/pp5p/2pp2p1/8/1n1PpB2/5N1P/PP1K1PP1/4RB1R w kq - 0 15,vssf1_win_d8,53,-1.771,0.0,0.11,-0.52,quiet,2,0,0,0,
3r1rk1/p1p4p/1p1pPqp1/5p2/1PPb4/PN1n1PPB/6KP/1RBQ1R2 b - - 1 19,vssf1_win_d8,16,-1.514,-1.26,3.04,-0.95,quiet,2,1,0,0,
r4rk1/pp2b1pp/n1qp1n2/4p3/2pQPB2/P1N5/1PPN1PPP/R3K2R w KQ - 0 15,vssf1_win_d8,10,0.303,0.0,-2.35,0.21,quiet,0,0,0,0,
r4rk1/1pq1bppp/pnN1pn2/2p5/2P1P3/P1NP4/2Q1BPPP/1RB1K2R b K - 0 14,vssf1_win_d8,5,2.576,0.0,4.15,0.04,quiet,0,0,0,0,
rnbqk2r/1p2bppp/2p3n1/3pP3/p7/2P2N2/P1B1QPPP/RNB1K2R w KQkq - 3 11,vssf1_win_d8,0,-0.734,0.0,-0.8,0.11,quiet,0,0,0,0,
8/1p6/2p1k1p1/1PP1p3/1P2K1PP/8/8/8 b - - 0 48,sb_off_s1,128,0.446,0.0,2.11,0.01,ks,4,3,0,0,
8/2k5/4p1BP/6p1/1p6/1P2K3/8/8 b - - 0 43,vssf1_def_d8,122,7.021,0.0,5.7,-0.01,quiet,1,0,0,0,
8/1pB1b3/p7/P4k2/6pp/8/6K1/8 w - - 2 60,vssf1_win_d8,117,-8.958,0.0,-5.26,-0.73,quiet,2,1,0,0,
6k1/2PP2b1/4K2p/r4R2/7P/8/8/8 b - - 2 54,vssf1_win_d8,101,3.955,0.0,10.35,-1.84,ks,3,2,0,0,
1r4k1/p1b4p/2p1p3/8/4P3/6P1/P4P1P/2RR2K1 b - - 1 28,vssf1_win_d8,90,4.647,0.0,4.09,0.43,quiet,0,0,0,0,
2b2Q2/8/2k1pnp1/5p2/2NP1P2/4r3/2K3PP/8 b - - 3 42,vssf1_win_d8,80,6.143,0.0,6.06,7.53,ks,1,3,0,0,
r4rk1/pp3ppp/8/2Nb4/3P4/P7/4B1PP/5R1K b - - 2 26,vssf1_win_d8,80,-3.951,0.0,-3.74,-0.1,quiet,1,1,0,0,
5r1k/1B3pp1/pq1pb3/2p1P3/8/PPb2P2/2P3PP/1K1R3R b - - 0 22,vssf1_win_d8,58,-12.661,-1.02,-9.35,0.0,quiet,1,0,0,0,
6k1/5pp1/Q1N1pq1p/1p2N2n/PP6/2n3P1/4PPKP/2r2B2 b - - 1 29,vssf1_win_d8,48,-6.337,-2.34,-0.53,-0.3,ks,3,1,0,0,
1r4r1/1p1n4/p1p2kbR/3n4/2pP4/P4NP1/1PB2P2/1K2R3 w - - 4 36,vssf1_win_d8,58,2.6,2.49,1.05,4.92,ks,1,5,0,0,
2b1k2r/r2pppbp/2p3p1/8/1n1P1B2/5N1P/1P1RPPP1/4KB1R b k - 3 16,vssf1_win_d8,53,-0.053,0.0,-1.22,-0.52,quiet,0,0,0,0,
r4rk1/pp1b3p/2p5/q3n1p1/1bP1QP1N/1P2P1PP/P3N3/R4K1R b - - 0 23,vssf1_win_d8,16,-2.247,1.62,-3.58,-0.66,quiet,1,1,0,0,
rn2k1r1/p1q1ppBp/4b1p1/3n4/1P6/4PN2/P3BPPP/2RQ1RK1 b q - 2 14,vssf1_win_d8,10,4.727,1.26,8.73,4.17,quiet,1,1,0,0,
r1bq1rk1/ppp1bppp/1n6/3N4/2B5/P2P3P/1P1N1PP1/R1BQK2R b KQ - 0 13,vssf1_win_d8,5,1.392,0.0,3.09,0.21,quiet,0,0,0,0,
r3kb1r/pp1b1ppp/q1n1pn2/8/3P3P/1B3N2/PP3PP1/RNBQK2R w KQkq - 3 11,vssf1_win_d8,0,-2.681,-2.7,-3.27,-2.99,quiet,1,0,0,0,
8/8/8/8/8/8/3p4/k2K1N2 w - - 20 95,vssf1_def_d8,122,6.676,0.0,0.13,0.61,quiet,1,0,0,0,
8/5p1p/1q2pk2/8/Q7/1p2PP1P/P5K1/8 b - - 0 43,vssf1_win_d8,85,0.174,0.0,-2.86,1.38,quiet,0,0,0,0,
4r1k1/6pp/1p6/p3q2P/P1PQ4/6p1/8/2K5 w - - 2 40,vssf1_win_d8,74,-12.97,0.0,-7.9,0.0,quiet,0,0,0,0,
8/5bk1/1R1R4/p5p1/3r4/P6P/5PP1/6K1 b - - 1 41,vssf1_win_d8,90,4.897,0.0,4.62,1.23,quiet,0,1,0,0,
6Q1/p1r1k1p1/1p1qpp2/7p/P7/1P6/2pP2PP/2R2R1K w - - 0 31,vssf1_win_d8,53,8.162,2.61,4.66,4.43,quiet,1,2,0,0,
5r1k/1B3pp1/pq1pb3/2p1P3/8/P1b2P2/1PP3PP/1K1R3R w - - 1 22,vssf1_win_d8,58,-10.715,-1.77,-9.31,0.0,ks,3,0,0,0,
r7/3np1k1/p1pr2p1/5p2/P7/1BRn1N1P/3P1P2/5K1R w - - 2 28,vssf1_win_d8,64,-1.098,0.0,-1.36,0.32,quiet,1,1,0,0,
r4rk1/pp2ppb1/7p/1Pn2R1q/2P5/7P/P1Q2PB1/4R1K1 b - - 0 26,vssf1_win_d8,26,-3.986,0.0,-2.28,0.14,quiet,0,1,0,0,
rn1kr3/1pp3qp/p7/1n1pPp2/P4P2/1P6/1B1NQ1PP/R3R1K1 b - - 0 21,vssf1_win_d8,21,1.528,0.0,3.68,0.2,quiet,1,0,0,0,
r5k1/1p2pp1p/r3b1p1/8/PBpPN3/Q3bNqP/6P1/3R1K1R b - - 6 23,vssf1_win_d8,16,-1.358,-1.98,-0.21,-1.61,quiet,2,0,0,0,
r1b1r1k1/pp3pp1/2n4p/q3p3/1bP1B1P1/2N2N2/PP1Q1P1P/2K1R1R1 b - - 3 17,vssf1_win_d8,10,-0.211,0.0,-0.77,-0.35,quiet,0,1,0,0,
rn2k1nr/p2q2bp/1ppPN1p1/5p2/2QPpB2/8/PP3PPP/RN2KB1R b KQ - 7 14,vssf1_win_d8,5,11.346,4.5,13.03,7.02,quiet,0,2,0,0,
r3kbnr/pp1b1ppp/1qn1p3/8/3p3P/2P2N2/PPB2PP1/RNBQK2R w KQkq - 0 9,vssf1_win_d8,0,-0.787,0.0,-1.15,-0.22,quiet,0,0,0,0,
8/8/5p2/p2K1p1p/k6P/8/8/8 b - - 1 59,sb_off_s1,128,-7.416,0.0,-3.29,0.66,quiet,2,0,0,0,
8/4p1k1/1p6/2p1PB1K/PpP2P1P/1P6/8/8 w - - 0 54,vssf1_def_d8,122,12.602,0.0,7.53,0.38,ks,1,3,0,0,
7k/4P3/3n1p2/2Np4/3P1KP1/7P/8/8 w - - 1 63,vssf1_win_d8,117,7.851,0.0,5.38,-0.54,ks,3,0,0,0,
3r4/8/1bp2p1k/P7/3p4/P4P2/1BPP2PP/4K3 b - - 0 31,vssf1_win_d8,106,-3.813,0.0,-2.54,0.01,quiet,0,0,0,0,
8/3pk3/3r4/R4p2/4b3/4K1PN/7P/8 b - - 0 52,vssf1_win_d8,96,-1.921,0.0,-0.41,-3.93,ks,3,0,0,0,
7Q/p1r1kpp1/1p2p3/7p/P2q4/1P6/2pP2PP/2R2R1K w - - 3 29,vssf1_win_d8,53,7.675,2.28,3.32,1.58,quiet,1,2,0,0,
3r2k1/1p3pp1/p6p/2q1P2P/3rPP2/P5P1/2b4R/4QBK1 w - - 0 33,vssf1_win_d8,42,-6.733,0.0,-6.67,-0.6,quiet,0,0,0,0,
1r6/6k1/p1pr2p1/P1n1ppN1/2B2n2/7P/2RP1P2/5K1R w - - 4 32,vssf1_win_d8,64,-1.018,0.0,-2.92,-0.46,quiet,1,2,0,0,
r6k/1pp2p2/p3Pq1b/2n5/6Q1/P2B2P1/1P3P1P/R1B1R1K1 w - - 0 25,vssf1_win_d8,32,13.62,3.06,8.4,0.0,quiet,1,2,0,0,
1r3rk1/p4p1p/4p1p1/4PnPn/3p1P2/1P3Q1P/2qBN3/4K1RB w - - 1 30,vssf1_win_d8,26,-7.485,-3.96,-8.07,-5.08,quiet,1,0,0,0,
rb2k2r/1p3p2/2n2npp/pNp1p3/2P5/PPB1Pb2/2B2PPP/R4RK1 w kq - 0 16,vssf1_win_d8,48,-2.304,0.0,-2.81,0.12,quiet,1,0,0,0,
1rb3k1/pp2rpp1/2n4p/q2Bp3/1bP1R1P1/2N2N2/PP1Q1P1P/2K3R1 b - - 7 19,vssf1_win_d8,10,-0.033,0.0,-0.77,-0.39,quiet,0,1,0,0,
rn2k2r/p2q2bp/1ppPNnp1/5p2/2QPpB2/8/PP3PPP/RN2KB1R w KQ - 8 15,vssf1_win_d8,5,10.51,4.14,12.38,6.95,quiet,0,2,0,0,
r2qkb1r/pp2pp2/2n2npp/2pp1b2/8/P1PP1NP1/1PQ1PPBP/RNB2RK1 b kq - 0 8,vssf1_win_d8,0,-0.881,0.0,-0.41,-0.15,quiet,0,0,0,0,
8/8/8/1pP5/3k4/4p3/4K3/8 b - - 0 102,sb_off_s1,128,-6.405,0.0,-1.29,-0.79,quiet,2,1,0,0,
8/2p3k1/1pPp4/pP6/8/7r/6K1/8 w - - 0 38,vssf1_def_d8,117,-10.171,0.0,-7.88,0.0,quiet,1,0,0,0,
3K4/5r2/1p4k1/1P6/8/8/5p2/5R2 w - - 6 81,vssf1_win_d8,106,-4.695,0.0,-2.71,-0.85,quiet,1,0,0,0,
8/8/r2b1p1k/2pK4/P2p4/5P2/1BPP2P1/8 w - - 8 41,vssf1_win_d8,106,-7.322,0.0,-4.36,-0.68,ks,4,0,0,0,
6k1/R4p1p/4n3/1P2p3/2r5/6P1/4PPKP/3R4 w - - 0 30,vssf1_win_d8,90,7.781,0.0,6.73,0.17,quiet,0,1,0,0,
3r2k1/p1p4p/1p2ppp1/2r5/1N6/P7/1P2BKPP/7R w - - 2 37,vssf1_win_d8,85,-1.838,0.0,-1.44,-0.33,quiet,0,0,0,0,
R2r2k1/1P3pp1/8/2p1p3/8/2P3nP/1P1Bb1B1/6K1 b - - 1 31,vssf1_win_d8,85,1.36,0.0,3.71,-0.53,quiet,2,0,0,0,
r7/p5kp/6p1/6N1/5PN1/bb4P1/2r4P/4RK2 w - - 6 39,vssf1_win_d8,74,-9.893,0.0,-7.06,0.26,quiet,1,2,0,0,
3r1rk1/pp3ppp/1q6/2pBP3/2Pb4/1P1P1QP1/8/4RN1K b - - 2 29,vssf1_win_d8,37,-3.422,0.0,-5.0,-1.69,quiet,1,2,0,0,
1rb1k2r/4n1pp/p1p1pp2/q7/N1pP4/2P1PN2/P4PPP/R2Q1RK1 w k - 0 14,vssf1_win_d8,21,0.821,0.0,1.12,0.28,quiet,0,0,0,0,
1r1q1k1r/1bNpn1p1/1Q3p2/p3p2p/R3P2N/8/1PP1BPPP/3R2K1 b - - 9 22,vssf1_win_d8,16,6.439,0.0,6.96,1.62,quiet,0,1,0,0,
r1bk1b1r/1pq2p2/1npp1N1p/p3P1p1/8/3BP3/PPPN1PPP/R2Q1RK1 b - - 0 17,vssf1_win_d8,10,0.941,0.0,3.57,1.25,quiet,0,1,0,0,
rnb1k2r/ppq3pp/2pb1B2/3p1p2/7N/1P1BP2P/P1PP1P2/RN1QK2R b KQkq - 0 10,vssf1_win_d8,5,3.256,0.0,3.13,0.86,quiet,0,1,0,0,
r1bqk2r/pp2ppb1/2n2npp/1P1p4/2p5/P1PP1NP1/2Q1PPBP/RNB1K2R b KQkq - 0 9,vssf1_win_d8,0,-0.562,0.0,-0.44,-0.11,quiet,0,0,0,0,
8/5p2/4p1p1/4P1P1/3k1P2/6K1/8/8 w - - 2 74,sb_off_s0,128,0.17,0.0,-0.12,-0.3,quiet,0,1,0,0,
6k1/2p2pp1/3p4/3Pp1b1/4P2p/P4P2/2K5/8 w - - 0 41,vssf1_def_d8,122,-10.832,0.0,-8.24,-0.93,quiet,1,0,0,0,
8/p4R2/1p6/1P4P1/4k2K/5p2/8/r7 b - - 0 63,vssf1_win_d8,106,-0.96,0.0,0.13,0.68,quiet,0,1,0,0,
6k1/2R1Qp2/1p2q1p1/7p/pP6/P3P2P/6P1/7K b - - 0 44,vssf1_win_d8,74,8.448,0.0,7.48,3.08,quiet,0,1,0,0,
6k1/1R6/5P2/rb1p4/2pK4/p1P5/P7/1R6 b - - 1 43,vssf1_win_d8,90,4.807,0.0,5.49,3.41,ks,3,2,0,0,
6rk/2R3p1/5N2/1R5p/1n6/p3KP1P/P5P1/8 b - - 5 40,vssf1_win_d8,85,11.284,0.0,7.46,0.0,quiet,1,2,0,0,
3r2k1/pp3p1p/2b1p3/8/2P5/P4PP1/3q2BP/1R4KR b - - 1 27,vssf1_win_d8,64,-7.112,-1.02,-9.84,-3.68,quiet,1,0,0,0,
3r1k2/4pp2/p5p1/2nPb1Pp/4p2P/P3B3/2r1BP2/1R3K1R w - - 2 41,vssf1_win_d8,64,-0.417,0.0,-2.22,-0.51,quiet,1,0,0,0,
r2r2k1/2p2ppp/1p2p3/8/1n6/1P1qPPNP/p2N1P2/Q1BK3R w - - 1 24,vssf1_win_d8,32,-6.814,-4.32,-9.87,-8.31,quiet,2,1,0,0,
