tag,ply,pieces,our_pawns,sf_pawns,gap_pawns,our_depth,fen
placement_bundle,70,16,1.405,-0.910,2.315,12,1r2b2k/8/5q1p/5pp1/2BP4/2PN2P1/P7/3RR1K1 w - - 2 36
placement_bundle,44,24,-1.344,0.970,-2.314,9,r3k2r/1p2b2p/pq3nb1/3P1nN1/8/P1B1PQ2/1P3PPP/2R1R1K1 w kq - 1 23
placement_bundle,31,26,0.793,-1.520,2.313,9,1rb1kb1r/2q2ppp/p3p3/4n3/3N4/PNnBP3/1B1Q1PPP/R3K2R b KQk - 3 16
placement_bundle,42,25,-1.053,1.260,-2.313,10,2rb1k1r/5pp1/1p1P1n1p/p4b2/3Qp2B/2N5/Pq2BPPP/2R2RK1 w - - 3 22
placement_bundle,25,32,0.572,-1.740,2.312,10,2r1k2r/1p1nppb1/1q3np1/p1pp3p/3P1BbP/2PBPNP1/PP1NQP2/1K2R2R b k - 0 13
jun6_standard,59,23,1.191,-1.120,2.311,11,r2r2k1/1p3pp1/5n1p/B1Qn3P/2p2qP1/5P2/PPN2R2/RK3B2 b - - 12 30
placement_bundle,77,22,-0.500,1.810,-2.310,10,6k1/2rn1r2/ppn3p1/2p1P2p/P4Bq1/2PP1NP1/5R2/1QK1R3 b - - 3 39
placement_bundle,67,22,1.458,-0.850,2.308,9,4k2r/6p1/1p3p2/p1rpn1pP/P5P1/1PN1P1R1/3Q1P1q/3R1K2 b - - 3 34
placement_bundle,47,24,1.355,-0.950,2.305,11,2rq2k1/1BNn1ppp/1p1br3/8/3P1P2/p3B1P1/PPQ4P/1R2R1K1 b - - 0 24
placement_bundle,40,28,-0.620,1.680,-2.300,9,1r3k1r/p2q1p2/1pnNpnp1/2Pp3p/8/Q1PbP1P1/1P1N1PBP/R2R2K1 w - - 2 21
hlmr_more1_lightning,58,24,-0.838,1.460,-2.298,11,1r3r1k/1pp4p/p3p3/3p1qP1/P2Pn2P/2P1QpP1/1P5K/RR5B w - - 1 30
jun6_blitz,14,32,0.968,-1.330,2.298,11,rnbq1rk1/pp2ppbp/3p2p1/2p5/2PPP1n1/2NBBN2/PP3PPP/R2QK2R w KQ - 0 8
placement_bundle,43,25,1.188,-1.110,2.298,10,1k1r3r/1b3p2/1Npp1p2/p1n1q2p/2P1P2P/PP3P2/2Q1B1P1/3RK2R b - - 0 22
stack_lightning,45,24,-0.736,1.560,-2.296,11,2kr3r/1p5p/3p2pb/p1n1pp2/2B5/BP2PN2/bKP3PP/4R1R1 b - - 5 23
placement_bundle,78,23,-1.446,0.850,-2.296,9,2r1k3/1p5r/p1np2q1/2PB2b1/P3P1bp/1QBN4/1P3RPP/7K w - - 5 40
placement_bundle,29,24,0.765,-1.530,2.295,10,rn3k1r/pp1b1pN1/1b6/7p/1PB1P1n1/P1N1B1P1/5P1P/3R1RK1 b - - 0 15
placement_bundle,83,16,0.705,-1.590,2.295,11,b2q2k1/4r3/7p/2N1p3/2P1Pp2/1P3P2/Q6P/3BK3 b - - 3 42
ship_lightning,76,18,-0.615,1.680,-2.295,10,6k1/3Q1pp1/1p3q1p/p1p1p3/P6b/2PR3P/1P3PK1/8 w - - 14 39
placement_bundle,19,32,0.793,-1.500,2.293,11,r2qk2r/1p1nppb1/2p2np1/p2p3p/3P1BbP/3BPN2/PPPNQPP1/2K1R2R b kq - 7 10
placement_bundle,29,28,0.641,-1.650,2.291,9,1rb1r1k1/2p2ppp/ppnq1n2/3p4/3P1PP1/P1NBBQ1P/1P3P2/2KR3R b - - 0 15
placement_bundle,43,25,0.817,-1.470,2.287,9,r1b2r2/pp3kp1/2n1q2p/3N1pB1/4p1nP/P6Q/1P2BPP1/3R1K1R b - - 5 22
placement_bundle,48,26,-1.176,1.110,-2.286,11,2r2rk1/pp1bb1pp/3Q3n/4pp2/Pnq1P3/5BPN/1B3P1P/R2R2K1 w - - 0 25
ship_lightning,23,32,1.345,-0.940,2.285,9,r1b2rk1/1pp1qpp1/1bnp3p/pN1Pp3/P1B1P1n1/1QP2N2/1P3PPP/R1B2RK1 b - - 0 12
placement_bundle,42,21,-1.134,1.150,-2.284,13,2k4r/pp3ppp/2pr1n2/4p1B1/8/PQ3PP1/5P1P/b4K1R w - - 4 22
placement_bundle,68,22,-0.614,1.670,-2.284,11,1r2bk2/2q1p3/2Pn1p2/1BR1p1pr/PQ5p/5N1P/3R1PP1/6K1 w - - 0 35
placement_bundle,41,19,1.073,-1.210,2.283,12,4kb1r/4B1pp/1p6/2pqN3/8/3P4/P1p2PPP/R1Q3K1 b k - 0 21
placement_bundle,53,22,0.753,-1.530,2.283,9,2r1k1r1/1p2b2p/pq2Nnb1/3P4/8/P1B1PP2/1P5P/2RQR2K b - - 0 27
placement_bundle,68,15,-1.161,1.120,-2.281,12,1r6/5pk1/8/1pR1Pbpp/2pR4/4PP2/P7/2K5 w - - 0 35
placement_bundle,28,29,-1.311,0.970,-2.281,9,r2q1k1r/p4pbp/1p1P2p1/1Np2b2/1n3QnP/N3P3/PP3PP1/R1B1KB1R w KQ - 1 15
placement_bundle,30,26,-1.499,0.780,-2.279,8,1r5r/ppNbk1p1/1np2n1p/b3p3/4P3/2N5/BPPB1PPP/R3K2R w KQ - 0 16
nmp_lightning,35,25,-0.588,1.690,-2.278,8,r2qr1k1/pp4pp/4bp2/2Q1p3/6n1/5NPP/nP1NPPB1/R4RK1 b - - 0 18
placement_bundle,87,16,0.798,-1.480,2.278,12,b2q2k1/4r3/7p/2N1p3/2P1Pp1P/1P3P2/5Q2/3BK3 b - - 0 44
hlmr_more1_lightning,21,30,0.663,-1.610,2.273,10,r1bq1rk1/pp3pbp/2p1pnp1/n1Q5/2BP4/2N1PN2/PP1B1PPP/R3K2R b KQ - 0 11
placement_bundle,38,25,-1.213,1.060,-2.273,8,r3k2r/3bppb1/2pp1np1/2q4p/4PQ2/1BB4P/P2N1PP1/R2R2K1 w kq - 1 20
nmp_blitz,21,31,1.303,-0.970,2.273,11,r1bq1k1r/pppnb3/2n1p3/3pPppB/3P4/2N1BP1Q/PPP3PP/R3K1NR b KQ - 0 11
placement_bundle,20,28,-1.310,0.960,-2.270,10,rnb1kb1r/4qppp/p4n2/1p1P4/2p5/1BN1B3/PP3PPP/R2QK1NR w KQkq - 0 11
placement_bundle,90,14,0.580,-1.690,2.270,14,8/3BnNk1/7p/6pP/1p6/1P2PPPK/r7/8 w - - 1 46
hlmr_more1_lightning,35,24,0.849,-1.420,2.269,9,r1b2rk1/ppp3bp/2n1N1p1/1P4q1/2P5/4B3/P3BPPP/3Q1RK1 b - - 0 18
placement_bundle,49,25,0.989,-1.280,2.269,10,4k2r/4bp2/p1Np2p1/2pPp1Bp/1pP4P/3q2P1/2bN1PB1/R3R1K1 b k - 0 25
placement_bundle,54,21,0.907,-1.360,2.267,12,4k2r/R2b1p2/1Qp1pb2/3p2p1/6Pp/1P1BP3/1P1N1P2/4K1q1 w k - 0 28
placement_bundle,18,30,-0.866,1.400,-2.266,11,rn1qk2r/pb1p1p2/1p2pn1p/2b3p1/2P2Q2/2N2NP1/PP2PPBP/R1B2RK1 w kq - 0 10
placement_bundle,19,28,0.526,-1.740,2.266,12,1rbqkb1r/1p3ppp/p3pn2/3p4/1P1Q4/2P1PN2/P4PPP/RN2KB1R b KQk - 0 10
stack_lightning,56,26,1.035,-1.230,2.265,10,3q1rk1/1p1n2bp/2p1n1p1/p2pPr2/P1PP4/1PN1BN2/1R5P/4RQ1K w - - 8 29
away_lightning,61,21,0.744,-1.520,2.264,9,5kr1/2p1n2p/1p1q1n2/3Ppp2/2Q1P3/2P2PPP/P5R1/2KR4 b - - 0 31
placement_bundle,32,28,-0.564,1.700,-2.264,11,1r3rk1/p3bppp/q3pn2/1p2N1P1/2pPp3/1QP4P/PP2PPB1/1R2K2R w K - 0 17
placement_bundle,52,20,1.103,-1.160,2.263,13,5k1B/4qp2/n5p1/p1p4p/1PP5/P4P1b/R3BP1P/3R2K1 w - - 1 27
placement_bundle,84,15,1.372,-0.890,2.262,12,8/1pk5/8/2NB4/Pp1P1Pbb/1P2K1p1/2R5/4r3 w - - 7 43
placement_bundle,44,19,-0.512,1.750,-2.262,10,r3k2r/1p3pp1/3q4/p2p1Q1p/P6N/4P3/1P1NK1P1/R7 w kq - 1 23
placement_bundle,56,26,-0.621,1.640,-2.261,10,2krr3/6p1/bppBpp1p/p2pP1qP/P2P3R/2P1P3/1P4P1/R3Q1K1 w - - 4 29
placement_bundle,51,20,-1.411,0.850,-2.261,10,r7/pp1P1ppp/n4k2/1N6/Bp6/3br3/P5PP/2RR2K1 b - - 0 26
hlmr_more1_lightning,35,25,-0.940,1.320,-2.260,11,r4rk1/1pp3pp/p1n1p3/P3p3/1P2p1P1/2P1P2P/2KN1q2/RN1Q3R b - - 1 18
placement_bundle,38,27,-0.800,1.460,-2.260,11,r1nr2kq/3b1p1p/np6/p1pPP1p1/P4PP1/1Q1P3P/1P3BB1/R3K2R w KQ - 0 20
hlmr_more1_lightning,24,30,-0.726,1.530,-2.256,8,r3k2r/pp2pp1p/1q1p1bp1/n1pP4/2P1b3/1P3NPP/P2BPPB1/R2QK2R w KQkq - 2 13
placement_bundle,33,30,0.546,-1.710,2.256,10,r1br2k1/ppb1qppp/2p1p3/3p2P1/P1P1n2P/1P1QPN2/1B1PNP2/R3K1R1 b Q - 0 17
ship_blitz,21,28,0.545,-1.710,2.255,11,r2q1rk1/pp2ppbp/2n3p1/2p1P3/2BP2b1/2P1BN2/P4PPP/R2QK2R b KQ - 0 11
placement_bundle,60,19,-0.604,1.650,-2.254,13,5rk1/7p/2r3p1/1NnRPp1n/1p6/4P2P/P4PP1/R5K1 w - - 2 31
placement_bundle,20,32,-0.681,1.570,-2.251,10,rn2k2r/1b1pppbp/1q3np1/p1pP4/1pP1P3/2N2PPN/PP3K1P/R1B1QB1R w kq - 0 11
placement_bundle,57,20,0.841,-1.410,2.251,12,5rk1/3R1p2/1Qp1pb2/3p2p1/6Pp/1P1BP3/1P3P2/4KNq1 b - - 0 29
ship_lightning,36,27,-1.389,0.860,-2.249,10,1r2kb1r/6p1/p1qpbp2/3Np2p/p1P1P2P/Rn2BN2/1PQ2PP1/4R1K1 w k - 3 19
placement_bundle,90,18,-1.309,0.940,-2.249,11,6k1/4b1pp/pq3p2/3PpP2/4P3/4rPNP/3RQ1K1/8 w - - 10 46
hlmr_more1_lightning,57,24,-0.608,1.640,-2.248,9,1r3r1k/1pp2q1p/p3p3/3p2P1/P2Pn2P/2P1QpP1/1P5K/RR5B b - - 0 29
placement_bundle,79,17,0.626,-1.620,2.246,12,r3r3/8/2n1k2p/2Pp1p2/3PpP2/P6P/1B2R1K1/3R4 b - - 6 40
placement_bundle,27,27,1.426,-0.820,2.246,10,r3kb1r/1p1q1pp1/p3b3/Q2NP2p/2p3n1/4P1P1/PP3PBP/R1B1K2R b KQkq - 0 14
placement_bundle,16,31,0.796,-1.450,2.246,11,r1bq1rk1/ppp1bppp/7n/2n1P3/2Pp4/NQ3NP1/PP1PP1BP/R1B1K2R w KQ - 7 9
placement_bundle,61,21,-0.536,1.710,-2.246,10,1r3k2/3qp1b1/3pp1Q1/1Ppn2pr/8/P3P3/3B1P2/2R1KBR1 b - - 3 31
away_blitz,42,21,-0.695,1.550,-2.245,14,2r3k1/1b2bppp/p1n5/1N2p3/8/3PB1P1/Pp3P1P/1R3RK1 w - - 0 22
jun6_standard,60,16,-1.124,1.120,-2.244,17,6k1/p3bp2/6p1/n1p1p3/4P3/P3P3/1PK3PP/5R2 w - - 0 31
placement_bundle,51,23,1.304,-0.940,2.244,10,1n5r/2k3p1/1p2Pp2/p2p2p1/qbbP4/4QPP1/1P2N1B1/N1R3K1 b - - 1 26
placement_bundle,43,25,1.434,-0.810,2.244,10,2r1k1r1/1p3pb1/1q2pn2/3PBp1p/p2P3P/5PP1/PP1NQ3/K3R1R1 b - - 0 22
hlmr_more1_lightning,47,28,1.080,-1.160,2.240,10,2r1n1r1/pp1bQp1k/3p2p1/n1pP3p/1qP4N/1P3BPP/P3PP2/2R2K1R b - - 0 24
placement_bundle,25,28,0.659,-1.580,2.239,10,rbb2rk1/pp1n1ppp/1q3n2/1N6/1QBPp3/4B2P/PP2NPP1/R3K2R b KQ - 8 13
placement_bundle,50,23,-0.997,1.240,-2.237,13,4k2r/4pp2/4b1pp/pnRpP3/1p3Q1P/1P1P1NP1/5PB1/q5K1 w k - 2 26
placement_bundle,40,26,-1.104,1.130,-2.234,9,r1b3k1/pp1pbppp/6q1/1N2r3/2P3B1/3nPQP1/PP1K3P/R1B2R2 w - - 10 21
placement_bundle,29,25,0.923,-1.310,2.233,10,rq2kb1r/1p1n1pp1/6b1/p2B3p/3P4/1Q2B1P1/PP2PP1P/R4RK1 b kq - 0 15
hlmr_more1_lightning,42,24,-1.232,1.000,-2.232,9,4r1k1/1pp3pp/p1n1p3/P3p3/1PQ1prP1/2P4P/3N1q2/RNK4R w - - 6 22
jun6_blitz,19,28,1.312,-0.920,2.232,12,r1bqkb1r/5ppp/p1np4/1p1Pp3/8/2N1BN2/PPP2PPP/R2QK2R b KQkq - 0 10
placement_bundle,69,16,1.281,-0.950,2.231,11,4b2k/8/5q1p/5pp1/2BP4/2PN2P1/Pr6/3RR1K1 b - - 1 35
placement_bundle,33,27,0.858,-1.370,2.228,11,r1b2rk1/pp1p1pbp/2p3p1/8/qnRP1P2/5N2/P2QPPBP/1N1R1K2 b - - 4 17
placement_bundle,71,18,1.428,-0.800,2.228,11,2q3k1/4pp2/2Pp1n2/3P3p/pRP1PN1r/5Q2/5P2/5K2 b - - 8 36
placement_bundle,95,14,-0.877,1.350,-2.227,12,8/4k3/r5p1/P3Pp1p/1p6/2b2KPP/R7/1R6 b - - 1 48
placement_bundle,28,32,1.237,-0.990,2.227,8,r3k2r/pp3p2/1q1bpnbp/nP1p2p1/Q1p3PP/P1PP1N2/3NPPB1/R1B1K2R w KQkq - 2 15
hlmr_more1_blitz,56,24,-0.995,1.230,-2.225,12,2rn2k1/p3rp1p/Qp1p2p1/2pP1q2/1P2RP2/P1b4P/3B2P1/4R2K w - - 0 29
placement_bundle,40,26,-1.025,1.200,-2.225,10,r3r1k1/2qpn2p/bp2p1p1/8/pPP1P1QP/PnN3N1/2B2P2/2KR3R w - - 1 21
away_lightning,152,15,-1.392,0.830,-2.222,13,7b/5p2/1p1R1Pp1/p1p1N1Pp/k4r1P/7K/8/8 w - - 0 77
placement_bundle,15,30,0.641,-1.580,2.221,10,rnb3nr/1p2kppp/p2qp3/2pp4/B1PP4/4P3/PP3PPP/RN1QK1NR b KQ - 1 8
placement_bundle,75,18,0.891,-1.330,2.221,15,8/r4pk1/4p1pr/p2BP3/Pp1P1P2/1P4P1/8/N1R3K1 b - - 0 38
placement_bundle,41,26,-1.320,0.900,-2.220,10,3rr1k1/2n2p1p/bp1pq1P1/p1p5/2P5/P2QPN1R/1b1BNPP1/2R1K3 b - - 0 21
placement_bundle,53,21,-0.560,1.660,-2.220,11,2b5/1p3k2/pPn1p2p/3r1pp1/4n3/R2N2P1/2P2PBP/1R4K1 b - - 0 27
placement_bundle,22,28,1.230,-0.990,2.220,9,1nbq1rk1/1pp2ppp/r2p1n2/p7/2P2B1P/1QPP2P1/P3P1B1/R2K2NR w - - 3 12
placement_bundle,59,23,-0.649,1.570,-2.219,11,4kb2/p2q1p2/1rRppnrp/1P1p4/Q2B2PR/P3NP2/5P2/4K3 b - - 2 30
placement_bundle,15,31,0.979,-1.240,2.219,10,rnbqkb1r/3n1ppp/p3p3/1PppP3/5P2/2NP2P1/PP5P/R1BQKBNR b KQkq - 1 8
placement_bundle,86,14,1.126,-1.090,2.216,12,2r4k/8/2b1R3/4N2p/3P1p2/1BP2Rq1/P7/7K w - - 4 44
placement_bundle,76,22,-0.556,1.660,-2.216,9,6k1/2rn1r2/ppn3p1/2p1P1Bp/P5q1/2PP1NP1/5R2/1QK1R3 w - - 2 39
placement_bundle,66,25,-0.856,1.360,-2.216,10,3rk1r1/p4p1p/1pnqp1pP/1R1p3n/3P3R/2P1PNP1/2Q1NP2/5K2 w - - 9 34
placement_bundle,67,17,1.223,-0.990,2.213,11,1r2b2k/8/5q1p/4Npp1/2BP4/2P3P1/PP6/3RR1K1 b - - 2 34
placement_bundle,64,24,-0.593,1.620,-2.213,11,4k3/3rbpp1/1p1pn1b1/1Np5/pPP5/2B1NPPr/P3P3/2R2RK1 w - - 11 33
placement_bundle,103,14,1.402,-0.810,2.212,11,8/1B3pk1/P4n1p/5R2/3P2p1/3R2P1/rr6/6K1 b - - 2 52
placement_bundle,27,29,0.691,-1.520,2.211,11,r1bqr1k1/ppb2ppp/n4n2/3p2N1/1P2N2P/P2BP3/1BQP1PP1/R3K2R b KQ - 0 14
placement_bundle,26,31,-0.630,1.580,-2.210,9,1rb1k1r1/p3ppbp/nq1p1np1/2pP4/2p1P3/P1Q2NP1/1P1N1PBP/R1B2RK1 w - - 2 14
placement_bundle,41,27,0.949,-1.260,2.209,10,2r1k2r/1b1p1p2/1q2pnp1/pN5p/1Pp5/PnQ1PN1P/4BPP1/1R2R1K1 b k - 3 21
placement_bundle,36,29,-1.087,1.120,-2.207,10,r1b1kb1r/1pq2pp1/p3p3/2p1P2p/Pn1p1R2/3PBNPP/1P2QPB1/1R4K1 w kq - 0 19
ship_blitz,17,28,1.137,-1.070,2.207,10,rnbq1rk1/pp2ppbp/6p1/2p5/2BPP3/2P2N2/P4PPP/R1BQK2R b KQ - 1 9
jun6_blitz,18,28,0.545,-1.660,2.205,10,rnbq1rk1/pp2ppbp/6p1/2p5/2P1P3/2NBPN2/PP4PP/R2QK2R w KQ - 0 10
placement_bundle,34,30,-1.124,1.080,-2.204,11,r1r3k1/pp3pp1/1np1p2p/3p2Pn/1Q1Pb3/2P1PN1P/P1P1qPBB/2R2RK1 w - - 0 18
placement_bundle,21,32,1.093,-1.110,2.203,9,rn1q1rk1/4ppbp/1pp1b1p1/p2p3n/Q1PP4/3BPN1P/PP1N1PPB/R3K2R b KQ - 1 11
placement_bundle,28,25,0.682,-1.520,2.202,11,rn3k1r/pp1b1pN1/1b6/7p/1PB1P1n1/P1N1B1P1/5P1P/R2q1RK1 w - - 1 15
placement_bundle,15,29,0.971,-1.230,2.201,9,r1bqk1nr/pp1nppbp/6p1/3P4/Q1p5/2N1B3/PP3PPP/R3KBNR b KQkq - 4 8
away_blitz,32,28,-0.509,1.690,-2.199,12,r3r1k1/p1p1q1pp/2p1bp1n/2b1p3/4P3/2N2N2/PPPBQPPP/3R1RK1 w - - 6 17
placement_bundle,58,24,-1.249,0.950,-2.199,11,2r1r1k1/2q2p1p/p1P2np1/1Q1Pn3/8/4PpPP/P2P1P2/B1R2RK1 w - - 0 30
placement_bundle,84,14,-0.929,1.270,-2.199,12,8/5R2/1p3p1k/p3b2P/5r1P/P1p4K/1PR5/8 w - - 0 43
placement_bundle,22,28,0.768,-1.430,2.198,9,r1bq1rk1/p1p2pp1/1pn4p/4p3/4Qn2/1BPP1N2/PP3PPP/RN2K2R w KQ - 2 12
away_lightning,17,29,0.926,-1.270,2.196,9,r1b1k2r/pp1pppbp/2n2np1/8/2PN4/2N1B1P1/Pq2PPBP/2RQK2R b Kkq - 1 9
placement_bundle,57,26,-0.556,1.640,-2.196,11,4kq2/p1rn3r/1pn1p1p1/1QpPp1Bp/P4P2/2PP2P1/1P2N3/2K1R2R b - - 0 29
placement_bundle,67,23,-0.725,1.470,-2.195,10,1r2k3/p3bp2/2Rpqnrp/1P1ppN2/P5PR/5P2/2Q2P2/B3K3 b - - 3 34
placement_bundle,31,28,0.814,-1.380,2.194,10,r2qkb1r/1b1P1ppp/p3pn2/1p6/3NNP2/1PPBp2P/P5P1/R2Q1RK1 b kq - 0 16
placement_bundle,21,28,0.642,-1.550,2.192,12,r1bq1rk1/p1p2pp1/1pn4p/3np3/4Q3/1BPP1N2/PP3PPP/RN2K2R b KQ - 1 11
placement_bundle,22,32,-0.529,1.660,-2.189,9,r3k2r/1p2pp1p/p1np2p1/q1p4n/2BbP1b1/2NPQN2/PPPB1PPP/R4RK1 w kq - 4 12
placement_bundle,66,19,-1.329,0.860,-2.189,10,2r3k1/1p3ppp/5q2/3p4/3Pr1P1/1P1QPN1P/5PK1/R7 w - - 3 34
hlmr_more1_lightning,62,22,-1.288,0.900,-2.188,10,2q2rk1/p7/2pp1bpp/P2Pp1r1/4P2N/R1Q3PP/2P5/4R1K1 w - - 0 32
ship_blitz,17,28,1.137,-1.050,2.187,10,rnbq1rk1/pp2ppbp/6p1/2p5/2BPP3/2P2N2/P4PPP/R1BQK2R b KQ - 1 9
placement_bundle,56,22,-0.865,1.320,-2.185,9,2rr2k1/4Bp2/1pp1b2p/6p1/P1P2n2/5Q1P/2Bq1PP1/R1R3K1 w - - 5 29
placement_bundle,36,25,-1.075,1.110,-2.185,11,r3k2r/ppp3pp/1nb1pp2/P7/2q5/1Q3NP1/3PPPBP/R3K2R w KQkq - 0 19
placement_bundle,17,29,0.945,-1.240,2.185,12,r1bq1rk1/p1p1bppp/2p4n/4P3/2Pp4/NQ1P2P1/PP2P2P/R1B1K1NR b KQ - 0 9
placement_bundle,75,17,0.714,-1.470,2.184,10,2r2k2/5pp1/8/1Q1P3p/2p4P/7q/3B1PrP/1N1KR3 b - - 10 38
placement_bundle,15,31,0.983,-1.200,2.183,10,r1bqk2r/pp2ppb1/n4np1/2pP3p/8/1PN1P1P1/P2PQPBP/R1B1K1NR b KQkq - 2 8
placement_bundle,16,32,-0.853,1.330,-2.183,10,r1b1k2r/ppp2pp1/2nqpn2/2b3Bp/3pP3/P2P1NP1/1PP2P1P/RN1QKB1R w KQkq - 3 9
placement_bundle,35,25,0.522,-1.660,2.182,11,1r3rk1/2pq2pp/Q1p1pbb1/2Pp4/1P1P2R1/P3PN2/5P1P/R1B1K3 b Q - 0 18
placement_bundle,17,32,0.709,-1.470,2.179,10,r1bq1rk1/pp2b1pp/n1pp1n2/4ppN1/2P4P/2NPB1P1/PP2PPB1/R2QK2R b KQ - 2 9
placement_bundle,27,27,-0.608,1.570,-2.178,10,rnbq2k1/pp4Pp/2p2r2/P2nN3/5p2/P1pP4/2P1B1PP/R1BQ1RK1 b - - 2 14
placement_bundle,20,28,0.768,-1.410,2.178,11,r1bq1rk1/p1p2pp1/1pn4p/3np3/8/1BPPQN2/PP3PPP/RN2K2R w KQ - 0 11
placement_bundle,72,22,-0.568,1.610,-2.178,12,5k1b/1r6/1p2r2p/pN1pNppP/1n1P4/1P2P3/1P3P2/R4K1R w - - 2 37
placement_bundle,94,14,-0.877,1.300,-2.177,11,8/4k3/r5p1/P3Pp1p/1p6/2b3PP/R5K1/1R6 w - - 0 48
placement_bundle,21,28,1.276,-0.900,2.176,10,1nbqk2r/1pp2ppp/r2p1n2/p7/2P2B1P/1QPP2P1/P3P1B1/R2K2NR b k - 2 11
placement_bundle,37,30,1.294,-0.880,2.174,11,r2r2k1/1p1b1pbp/1qnp1np1/pP1Pp3/P1P5/1Q1B1N1P/3BNPP1/R4K1R b - - 0 19
placement_bundle,19,30,0.842,-1.330,2.172,9,rnbqk2r/1p3pp1/p1pb1n1p/4p3/2P4P/PQNBPN2/1P3PP1/R1B1K2R b KQkq - 0 10
placement_bundle,31,30,0.522,-1.650,2.172,10,r3r1k1/1bp2pb1/ppnpqnp1/4p3/1PP5/P2BPNN1/1BQP1PP1/2R1K2R b K - 3 16
placement_bundle,26,30,-1.011,1.160,-2.171,9,rn1qk1r1/pb1p1p2/1p2p2p/1Nb5/Q1P1n1p1/P2NP3/1P1B1PPP/R3KB1R w KQq - 2 14
placement_bundle,48,24,-0.760,1.410,-2.170,11,r1r2k2/1q1nb2p/1p2p2P/p2n1p2/3PN3/P1N2P2/1PQB4/3RK1R1 w - - 2 25
placement_bundle,31,27,0.880,-1.290,2.170,10,r3k2b/1p1b1p2/p1n1p3/P1Pp1qp1/R3n3/2NN2P1/1PPBPPB1/3QK3 b q - 3 16
placement_bundle,81,20,0.869,-1.300,2.169,10,Q2k3r/5p2/1p1p4/2qP1Ppp/2Pbr3/3R4/6PP/1B1R3K b - - 1 41
placement_bundle,48,21,-0.908,1.260,-2.168,10,r3k2r/1p1b1pp1/p3pn2/3n4/P2Q1P2/3B4/5PpP/R4RK1 w kq - 0 25
placement_bundle,34,26,-0.747,1.420,-2.167,10,r3k2r/ppp3pp/1nb1pp2/2q5/P1P5/1Q3NP1/3PPPBP/R3K2R w KQkq - 3 18
placement_bundle,54,26,-1.107,1.060,-2.167,10,3rr1k1/p2q1ppp/P4nn1/1Pp4b/2Pp1B2/3P1NP1/2Q1BP2/4RK1R w - - 4 28
placement_bundle,58,21,-1.116,1.050,-2.166,11,1r2k3/3qp1b1/3pp3/1Ppn2pr/8/P3P3/Q2B1P2/2R1KBR1 w - - 0 30
hlmr_more1_lightning,46,18,-0.854,1.310,-2.164,12,4q1k1/ppp2r2/3p2p1/4p3/2n1P2Q/2P4P/P6K/3R1R2 w - - 0 24
placement_bundle,23,32,0.934,-1.230,2.164,11,rnbqk2r/5pb1/1p1p2pp/p1pPp3/2P3nP/2N1BNP1/PP1QPP2/3RKB1R b Kkq - 5 12
placement_bundle,64,20,-0.524,1.640,-2.164,12,2k2b2/5p1r/3p1P2/p2Bn1pp/r1p5/2B4P/P5P1/2R2RK1 w - - 1 33
hlmr_more1_lightning,41,20,-0.551,1.610,-2.161,10,4qrk1/ppp4p/3p2p1/4pP2/2n1P3/2P3QP/P6K/3R1R2 b - - 1 21
placement_bundle,36,29,-0.641,1.520,-2.161,9,r1r3k1/pp2Qpp1/1np1p2p/3p2Pn/3P4/2P1Pb1P/P1P1qPBB/2R2RK1 w - - 0 19
placement_bundle,19,30,0.690,-1.470,2.160,10,r1b1k2r/pp3pp1/2n1pn1p/q1Pp4/1b1P4/1P1BBN2/P4PPP/RN1Q1K1R b kq - 0 10
nmp_lightning,42,24,-0.619,1.540,-2.159,9,q3r1k1/pp1n1ppp/3Q1n2/1N1p3r/8/P1P1PPP1/3B3P/R4RK1 w - - 5 22
placement_bundle,28,27,-1.029,1.130,-2.159,11,r3k2r/1b1pnppp/1p2pb2/1P2q3/3pP3/P2Q2P1/5PBP/RNBR2K1 w kq - 1 15
placement_bundle,46,27,-1.117,1.040,-2.157,8,r3r1k1/1pq2pp1/p2p1b1p/2PP4/P1B1b2n/N1P1B2P/3Q1PP1/2R1R1K1 w - - 1 24
ship_standard,21,28,0.846,-1.310,2.156,11,r1b2rk1/p1p1qpbp/2pp1np1/6B1/4P3/2NQ4/PPP1BPPP/2KR3R b - - 3 11
placement_bundle,67,17,1.225,-0.930,2.155,12,2r2k2/4npp1/8/QNpp1P1r/P5p1/1P4P1/2P5/6K1 b - - 1 34
hlmr_more1_lightning,13,32,0.984,-1.170,2.154,10,r1bq1rk1/ppp1bppp/2n1pn2/3p4/2PP4/1QN2NP1/PP2PPBP/R1B1K2R b KQ - 7 7
hlmr_more1_lightning,13,32,0.984,-1.170,2.154,10,r1bq1rk1/ppp1bppp/2n1pn2/3p4/2PP4/1QN2NP1/PP2PPBP/R1B1K2R b KQ - 7 7
placement_bundle,63,22,0.924,-1.230,2.154,11,2r1r1k1/5ppp/2p4q/p2P4/p2R4/2P2PB1/1nP2QPP/R5K1 b - - 0 32
ship_lightning,40,24,-0.784,1.370,-2.154,10,2q1r1k1/2p2ppp/1p3n2/pQ2p3/P3Pb2/N1P2P2/1P3PKP/R4R2 w - - 5 21
nmp_standard,60,16,-0.873,1.280,-2.153,13,2r3k1/pp3p2/4p1p1/7p/3R4/P3QP2/1q2BP2/5K2 w - - 4 31
