tag,ply,pieces,our_pawns,sf_pawns,gap_pawns,our_depth,fen
away_blitz,76,19,-0.881,3.850,-4.731,17,1b4k1/1p3np1/4pr2/P3p3/3pP2p/2N1BP1P/1R4P1/4K3 w - - 0 39
placement_bundle,50,23,-3.435,1.280,-4.715,9,3r1rk1/3nn2b/1q2pp2/1ppP4/2p1PQ1B/5NN1/4BPP1/5RK1 w - - 1 26
ship_lightning,72,15,-0.673,4.040,-4.713,10,6k1/1p3ppp/7q/p1Pp4/P1n5/B4Q2/1R6/4K3 w - - 0 37
placement_bundle,72,18,-2.361,2.350,-4.711,12,2q1k3/Q1P2p2/3bp3/3p2p1/1r6/4P1nP/P1R3P1/2R3K1 w - - 1 37
placement_bundle,30,28,-1.418,3.290,-4.708,10,1r1q1k1r/pb3ppp/2p1p3/2p4n/P1P2b1P/3PpNP1/1PN1Q3/R1B1K1R1 w Q - 0 16
placement_bundle,43,21,3.355,-1.350,4.705,9,1r1q1k1r/5p2/p1Qbbp2/7p/8/PpN2N2/5PPP/1R1R2K1 b - - 1 22
placement_bundle,85,22,1.491,-3.200,4.691,9,1r2r1k1/5pp1/pq6/2p3PQ/2bp1P1p/P3B2P/4N2R/2R1K2B b - - 0 43
placement_bundle,119,18,2.408,-2.270,4.678,12,7k/6pp/2r5/2Bp4/3Pp3/NP2P2b/PK4p1/4QqR1 b - - 12 60
placement_bundle,59,20,3.167,-1.510,4.677,10,3N2n1/q2B2p1/1k5r/2b1p2p/pP6/6P1/P2RPP1P/2R3K1 b - b3 0 30
placement_bundle,80,16,-3.472,1.200,-4.672,13,1n2r3/5k1p/2p2pp1/2r1pP2/6P1/4N2P/3R1K2/1R6 w - - 8 41
ship_lightning,68,16,-1.250,3.420,-4.670,10,6k1/1p3ppp/7q/p1Pp1n2/P1P5/B7/1R6/3Q1K2 w - - 0 35
placement_bundle,120,15,-1.389,3.280,-4.669,14,2Rb4/5k2/4pp1B/3q1p2/Qp2r3/1P4PK/7P/8 w - - 4 61
hlmr_more1_lightning,55,22,-1.194,3.470,-4.664,10,1r1bb1k1/Q1p2qpp/2p5/1p3p2/p4B2/P1PR1N2/1P3PP1/6K1 b - - 1 28
hlmr_more1_lightning,23,27,0.850,-3.810,4.660,10,r1b2b1r/1p2pkpp/p1np4/q7/3Nn3/P1N1BQ2/1PP2PPP/1R2K2R b K - 2 12
placement_bundle,66,20,-0.553,4.090,-4.643,11,3r2k1/7p/2Rpbpp1/1P2p3/4P1qP/r2BP3/5QP1/4R2K w - - 1 34
placement_bundle,83,19,1.488,-3.150,4.638,9,5rk1/5ppp/p1Bbn3/7P/8/4qN1P/PP6/R1RK3Q b - - 3 42
placement_bundle,64,21,-0.598,4.040,-4.638,12,3r2k1/7p/2Rpbpp1/rp2p3/P3P1qP/3BP3/5QP1/4R2K w - - 1 33
placement_bundle,54,22,-3.077,1.550,-4.627,10,4r1k1/2p2ppp/p1bp1q2/2p1r1R1/7P/1PQ1BN2/P3PK2/R7 w - - 5 28
placement_bundle,28,30,-1.719,2.880,-4.599,12,r2qk2r/pp2ppbp/2pp1n2/8/2PP2p1/2N1PNP1/PP3P1P/n1BQKB1R w kq - 0 15
hlmr_more1_lightning,63,18,1.036,-3.560,4.596,10,2r5/4pp2/3p1npk/3P4/P4P1p/1P1Q2P1/5K1P/r4N2 b - - 0 32
ship_lightning,70,16,-0.762,3.830,-4.592,10,6k1/1p3ppp/7q/p1Pp4/P1P5/B3nQ2/1R6/5K2 w - - 2 36
nmp_standard,58,24,1.682,-2.900,4.582,11,rr4k1/4qp1p/2b2np1/p5B1/3b2PP/1PNP1P2/P3B3/1KQR2R1 w - - 1 30
placement_bundle,115,18,2.592,-1.990,4.582,12,2r4k/6pp/8/2Bp4/3Pp3/NP2P1Qb/P3q1p1/1K4R1 b - - 8 58
placement_bundle,34,24,-1.031,3.550,-4.581,11,1r1q1k1r/pb3ppp/2p1p3/2p5/P1P4P/3nQN2/1PN5/R1B1K1R1 w Q - 0 18
hlmr_more1_lightning,62,25,-2.285,2.290,-4.575,10,2r1k2r/pp2p1b1/6p1/n1pPNbp1/2P5/1P2Q1P1/q2B1P1P/2RR2K1 w - - 0 32
stack_blitz,107,14,-1.324,3.240,-4.564,13,8/8/1r2k1p1/pR3p1p/2P1p3/1n2R1PP/6K1/8 b - - 3 54
hlmr_more1_blitz,35,25,3.525,-1.030,4.555,10,5rk1/p1p1qp1p/4bp2/2pr4/1b1N3B/2PQ1P2/PP4PP/R1K2B1R b - - 0 18
stack_lightning,47,28,2.165,-2.380,4.545,9,3r1rk1/1p1b2pp/p3pb2/n1P2p1q/3N3P/P1NQ2PB/1PP1PP2/R2R1K2 b - - 0 24
jun6_blitz,28,26,-0.684,3.860,-4.544,11,r1b1kb1r/5ppp/p3pP2/1p6/2p2P2/1BN1B3/PPP3qP/R2QK2R w KQkq - 0 15
placement_bundle,30,26,-1.243,3.300,-4.543,11,3qk2r/1Q1rnp1p/4p1pb/pBpP4/P7/2N3P1/1P1P1P1P/n1BKR3 w k - 2 16
jun6_standard,53,23,3.462,-1.080,4.542,12,2r2rk1/Qpq2pp1/5n1p/3n3P/2p3P1/5P2/PPNB1R2/R1K2B2 b - - 6 27
placement_bundle,59,22,3.397,-1.140,4.537,9,k7/pp2qr2/2ppNn1r/5B1p/2P3PP/1QB1P3/P4P2/4K2R b - - 0 30
nmp_blitz,66,15,-2.372,2.160,-4.532,12,2b1Rbk1/R6p/5pp1/8/2rB2P1/1N3P1r/8/5K2 w - - 4 34
placement_bundle,72,19,-1.336,3.190,-4.526,9,1r4k1/5p2/pqP3pp/3QP3/p2p2b1/3B2P1/1P5P/4R1K1 w - - 1 37
stack_blitz,106,14,-1.386,3.140,-4.526,15,8/8/1r2k1p1/p2R1p1p/2P1p3/1n2R1PP/6K1/8 w - - 2 54
placement_bundle,82,23,2.064,-2.460,4.524,10,rk1r1b2/1p2n2Q/2p1B2p/p1pN4/4PP2/1PP2R2/P3q2P/1K3R2 w - - 1 42
placement_bundle,83,23,1.663,-2.860,4.523,10,rk1r1b2/1p2n2Q/2p1B2p/p1p5/4PP2/1PP1NR2/P3q2P/1K3R2 b - - 2 42
placement_bundle,97,15,0.562,-3.960,4.522,12,4k3/8/2qrp3/4np1p/5N1P/P1Q1RP2/P7/2K5 b - - 29 49
placement_bundle,40,23,-1.427,3.090,-4.517,10,3r1k1r/4b1pp/3p1p2/qp1Bp3/1n6/NQ2P3/PP2P2P/3R1RK1 w - - 0 21
placement_bundle,46,22,-2.216,2.290,-4.506,11,N1bk2r1/1p3p2/3p4/q1nP3N/p3P1p1/2PQ1BP1/P1K2P2/R7 w - - 1 24
placement_bundle,36,23,-0.575,3.930,-4.505,11,1r1q1k1r/pb3ppp/2p1p3/2p5/P1P4P/4QN2/1PN1K3/R1n3R1 w - - 0 19
hlmr_more1_lightning,72,18,-1.912,2.590,-4.502,11,2r1k1r1/1p3p2/3Pp3/p1bp4/P4B2/1P1Q2P1/6P1/1n3K2 w - - 0 37
placement_bundle,56,17,-3.287,1.210,-4.497,11,2bqr1k1/5p2/p3p3/2RPQ3/3P4/4P1P1/r2N1P2/4K3 w - - 1 29
placement_bundle,68,19,-1.503,2.980,-4.483,13,6k1/p5pp/P2n2n1/1Pp2pq1/2Pp4/3P2P1/5P2/3Q1K1R w - - 0 35
placement_bundle,91,17,0.885,-3.590,4.475,12,2r2rk1/8/pp1B2B1/3b2P1/PnR5/1P1P2P1/5P2/6K1 b - - 4 46
placement_bundle,85,22,2.697,-1.760,4.457,10,4r1k1/1p1r2p1/2pPn2p/4Pp1q/5B1P/P2RQPP1/1P6/2R3K1 b - - 8 43
placement_bundle,19,32,0.687,-3.770,4.457,9,r2qk2r/1ppb1pbp/2np1np1/pQ2p3/2P4N/P1NP2P1/1P2PPBP/R1B1K2R b KQkq - 9 10
placement_bundle,39,21,3.209,-1.240,4.449,9,1rb3r1/2q2p1B/p3pk2/p2p3Q/3P4/2P1P3/1P3PP1/RN2K3 b Q - 0 20
stack_lightning,46,17,-1.178,3.270,-4.448,9,r6k/p4Q1p/1p1p2p1/3N4/3qP3/8/Pb4PP/4R2K w - - 2 24
stack_blitz,105,14,-1.556,2.890,-4.446,15,8/8/1r4p1/p2Rkp1p/2P1p3/1n2R1PP/6K1/8 b - - 1 53
ship_lightning,69,22,0.606,-3.830,4.436,8,7r/1N1r3k/P3bq2/2Q1pp1p/1PBn2nN/6P1/2p2P2/2R1RK2 b - - 0 35
placement_bundle,65,17,0.875,-3.540,4.415,13,1k6/2p5/p2r2p1/2N2p1p/1P3P2/P4BPP/8/1r4BK b - - 0 33
placement_bundle,31,28,2.309,-2.080,4.389,9,r3kb1r/pp2pp2/q4np1/2nP1b2/1Q4P1/2B2B1p/P2NPP1P/R3K1NR b KQkq - 2 16
placement_bundle,47,23,3.285,-1.090,4.375,10,2r1r1k1/p2q3p/4p1p1/1Ppn4/3pQPB1/2P5/P2B2PP/2KR3R b - - 5 24
placement_bundle,45,25,2.766,-1.600,4.366,9,3rk3/p4p2/1pRppn1r/3q4/1Q1P3p/P2BP1p1/1P1N1PPP/4K1R1 b - - 0 23
placement_bundle,47,25,2.176,-2.190,4.366,11,3rqknr/1ppb4/p1n2p2/3Bp3/P1N4B/1P1Q2P1/4PP1P/3R1K1R b - - 1 24
placement_bundle,33,25,2.989,-1.370,4.359,10,r4rk1/1Qp1npbp/4pnp1/8/1P6/P1R1PN2/1B1PqPPP/4R1K1 b - - 3 17
placement_bundle,116,18,2.558,-1.800,4.358,14,2r4k/6pp/8/2Bp4/3Pp3/NP2P1Qb/P5p1/1K3qR1 w - - 9 59
placement_bundle,52,19,-1.111,3.240,-4.351,8,r1b5/2b1kp2/p5r1/1pN4Q/8/P3p3/1PP3qP/1K1RR3 w - - 2 27
placement_bundle,59,22,3.457,-0.890,4.347,9,3r2r1/3k1p1p/p3b3/1p1qR3/3n1BpN/2P5/PP3P1P/1QK3R1 b - - 3 30
ship_standard,38,25,-0.629,3.710,-4.339,11,r1b2rk1/pp2b2p/4p3/Q1p1N3/3Ppp2/P3P1P1/q4PBP/1RR3K1 w - - 2 20
hlmr_more1_lightning,62,19,-1.785,2.550,-4.335,9,r5k1/1p3p2/2p3pp/p1Qr4/3B3P/3KP3/PP3q2/2RR4 w - - 0 32
hlmr_more1_blitz,45,23,1.402,-2.930,4.332,11,5rk1/p1p1q2p/3rbp2/b4p2/3P1Q1B/3B1P2/PP4PP/R1K4R b - - 0 23
placement_bundle,81,23,1.952,-2.380,4.332,11,rk1r1b2/1p2n2Q/2p1B2p/p1pN4/2q1PP2/1PP2R2/P6P/1K3R2 b - - 0 41
jun6_blitz,40,23,-1.290,3.040,-4.330,11,1r3rk1/p1q3p1/2pb3p/3pR3/4nB2/1PN3Q1/P1P2PPP/1R4K1 w - - 3 21
placement_bundle,84,23,-3.358,0.960,-4.318,9,1r3kr1/5p1p/pq2pnpP/2pp2N1/3P1N1R/Q1P1P1P1/5P2/5K2 w - - 0 43
placement_bundle,54,23,-2.426,1.890,-4.316,9,3r1r2/3nnk2/1q2ppb1/1ppP3N/2p1P1QB/5N2/4BPP1/5RK1 w - - 5 28
placement_bundle,64,19,2.662,-1.650,4.312,10,q7/N3ppk1/5bp1/3rn3/Q2p2Rp/1P6/P2B3P/5RK1 w - - 2 33
nmp_standard,60,24,1.110,-3.200,4.310,10,rr4k1/4qp1p/5np1/p2b2B1/3bN1PP/1P1P1P2/P3B3/1KQR2R1 w - - 3 31
placement_bundle,50,24,-2.995,1.310,-4.305,9,4kb1r/1p2np2/1q5p/pP1bpNpQ/P7/2r3P1/5P1N/RB2R1K1 w k - 4 26
hlmr_more1_lightning,67,20,-1.499,2.800,-4.299,12,2r1k1r1/1p3p2/3Pp3/p1bp4/P2n1B2/1PR3P1/6P1/1R1Q2K1 b - - 0 34
hlmr_more1_lightning,22,30,-1.099,3.180,-4.279,8,r4rk1/ppp3pp/1nnqbp2/2b1p3/8/P1NP1NP1/1PQ1PP1P/R1B1KB1R w KQ - 1 12
hlmr_more1_lightning,60,20,-1.852,2.420,-4.272,10,r2r2k1/1p3p2/2p3pp/p1QP4/3B3P/4P3/PP1K1q2/2RR4 w - - 2 31
placement_bundle,117,18,2.690,-1.580,4.270,12,2r4k/6pp/8/2Bp4/3Pp3/NP2P2b/P5p1/1K2QqR1 b - - 10 59
ship_lightning,97,19,2.156,-2.110,4.266,9,r7/2r2qk1/1R1Q2p1/P3Pb1p/3P1Pn1/6PP/2P1R3/6K1 b - - 2 49
stack_lightning,36,24,-3.366,0.900,-4.266,10,2kr1b1r/1p3ppp/3p4/p3p3/4n3/B3PN2/bPP3PP/2KR1BR1 w - - 0 19
stack_blitz,55,18,0.656,-3.600,4.256,10,5b2/p1p2k2/2b1P1pp/8/2n2B2/2P4Q/q4PPP/3B2K1 b - - 0 28
placement_bundle,66,18,-2.995,1.260,-4.255,12,r5k1/5p2/p5r1/1p6/3Q2bP/P2N2b1/1PP4q/1KR3R1 w - - 7 34
placement_bundle,62,23,-1.133,3.120,-4.253,9,r4rkb/1b1p3p/4p1p1/1N1P1p2/q7/PR6/3BPPB1/nR1Q1K2 w - - 1 32
placement_bundle,81,24,2.280,-1.970,4.250,9,1r2r1k1/5pp1/pq6/2p2nP1/2Pp1P1p/Pb3Q1P/3BN2R/2R1K2B b - - 1 41
hlmr_more1_lightning,61,18,0.838,-3.410,4.248,10,2r5/4ppk1/3p1np1/3P4/P4P1p/1P1Q4/5KPP/r4N2 b - - 0 31
nmp_blitz,64,15,-2.205,2.040,-4.245,12,2b3k1/R6p/3b1pp1/8/2rB2P1/1N3P1r/4R3/5K2 w - - 2 33
nmp_standard,64,20,0.722,-3.520,4.242,13,rr4k1/5p1p/5qp1/p2b4/6PP/1P1P1P2/P3B3/1KQR2R1 w - - 0 33
placement_bundle,37,29,1.106,-3.130,4.236,10,r3r1k1/3n2p1/p1pbb1qp/1pp2p2/2P1P3/Q2PBN1P/PP1N1PP1/2RR2K1 b - - 1 19
placement_bundle,68,17,-3.095,1.140,-4.235,9,2r3k1/5p2/1Bp4R/6p1/P1P1q3/Q6P/4nPb1/R5K1 w - - 1 35
placement_bundle,37,29,2.101,-2.130,4.231,9,r2r2k1/1b2bppp/3p1n2/pqnPp3/2N1PP2/2P4N/1PB1Q1PP/R1B2RK1 b - - 0 19
placement_bundle,106,19,2.353,-1.870,4.223,12,2r3k1/5qpp/3Qb3/1N1p4/1B1Pp3/pP2P3/P5p1/1K1R4 w - - 0 54
hlmr_more1_lightning,113,16,0.601,-3.620,4.221,12,3k4/R4p2/2r3p1/5r1p/1p1N4/2p2P1P/3p2P1/3R1K2 b - - 2 57
nmp_standard,62,22,0.953,-3.260,4.213,13,rr4k1/4qp1p/5bp1/p2b4/4N1PP/1P1P1P2/P3B3/1KQR2R1 w - - 0 32
placement_bundle,61,22,2.521,-1.690,4.211,9,4q2B/1br2p1Q/3pk3/p1p5/P1P1n2P/1P2PnP1/5PR1/2KR4 b - - 0 31
placement_bundle,56,21,-2.636,1.570,-4.206,10,r3r1kq/8/p1pQb1pp/4P3/2pP4/7P/Pn1N2P1/R4R1K w - - 0 29
ship_lightning,91,19,0.566,-3.640,4.206,10,7r/4rqk1/R5p1/P1Q1Pb1p/3P1Pn1/6P1/2P1R2P/6K1 b - - 0 46
placement_bundle,66,19,-1.830,2.360,-4.190,14,6k1/p4ppp/P2n2n1/1Pp3q1/2Pp4/3P2P1/4QP2/5K1R w - - 2 34
placement_bundle,50,21,-2.989,1.180,-4.169,10,r3k3/1p1b1pp1/p3pn2/3n4/P2Q1P1r/3B4/5PpP/RR4K1 w q - 2 26
hlmr_more1_lightning,61,20,-1.625,2.540,-4.165,9,r2r2k1/1p3p2/2p3pp/p1QP4/3B3P/3KP3/PP3q2/2RR4 b - - 3 31
placement_bundle,44,30,-1.925,2.240,-4.165,9,2r1r2k/p2n1pb1/1pbpq2p/2p1p1p1/1PP1P3/P1NPBBPP/1Q1N1P2/4K2R w K - 9 23
placement_bundle,55,23,0.914,-3.250,4.164,9,3rr1k1/1b3pp1/p2bp2p/P1p1P3/2q5/2NR2P1/RB2QP1P/6K1 b - - 0 28
placement_bundle,23,27,2.243,-1.900,4.143,11,rq2kb1r/p2bpppp/3p4/8/2N1P1n1/1B2B3/PPP2PPP/R2Q1RK1 b kq - 0 12
nmp_blitz,46,25,-3.147,0.990,-4.137,13,r1r3k1/pp2bp1p/3Np1pB/n2pP3/1R1P4/5N1P/2b1pPP1/2R1K3 w - - 0 24
ship_lightning,95,19,2.031,-2.100,4.131,10,r7/4rqk1/1R4p1/P1Q1Pb1p/3P1Pn1/6PP/2P1R3/6K1 b - - 0 48
placement_bundle,41,23,0.772,-3.350,4.122,12,r4rk1/2p2ppp/p3q3/4P3/Pp2PB1P/5bP1/1PQ2P1R/R4K2 b - - 3 21
placement_bundle,94,14,-1.416,2.690,-4.106,9,7Q/r4kpp/5p2/3p4/2qN1P2/4P2P/6PK/8 w - - 5 48
hlmr_more1_lightning,63,24,-1.403,2.700,-4.103,9,2r1k2r/pp2p1b1/6N1/n1pP1bp1/2P5/1P2Q1P1/q2B1P1P/2RR2K1 b - - 0 32
ship_lightning,55,21,2.410,-1.690,4.100,11,2r3k1/5ppp/2p2q2/2Q1p3/2P1P3/P1PPBP2/1r4PP/R5K1 b - - 0 28
stack_blitz,41,24,2.574,-1.520,4.094,11,rr4k1/p2qpp1p/6p1/p1Qp4/2n5/2P1BP2/PP2N1PP/RR3K2 b - - 4 21
hlmr_more1_lightning,42,24,-1.183,2.910,-4.093,8,r2k1r2/4p3/p1pp3p/2q1bbp1/8/2NB1Q1P/PPP2PP1/RR4K1 w - - 4 22
placement_bundle,109,18,2.899,-1.190,4.089,10,2r4k/5qpp/4b3/3p4/1B1PpQ2/NP2P3/P5p1/1K1R4 b - - 2 55
placement_bundle,75,21,0.577,-3.510,4.087,11,2r2k2/1b3p1p/4r1p1/1N2P3/1Pp1nP2/P2p3P/B5P1/2R1R1K1 b - - 4 38
nmp_blitz,32,28,-0.704,3.380,-4.084,10,r1b2k1r/pp2b3/4p3/2pqnp1B/3p2p1/5P1Q/PPP1NBPP/1K1R2NR w - - 0 17
placement_bundle,56,16,-0.544,3.540,-4.084,10,4r1k1/pp3ppp/2p5/8/3N4/5Q1P/q1P2P2/1R4K1 w - - 12 29
stack_lightning,75,18,-1.700,2.380,-4.080,16,8/1p3kb1/1Pp1n1p1/p2pP2p/P2P4/1P2R3/3N3P/7K b - - 0 38
placement_bundle,41,26,2.636,-1.440,4.076,9,r1nr2kq/3b1p1p/np6/p1pPP3/P3BpPB/1Q1P3P/1P6/R3K2R b KQ - 1 21
placement_bundle,54,22,-0.724,3.350,-4.074,9,2r3k1/1q1p3p/p3p1pP/2p2rNn/2P1p3/1PN1B3/P6Q/3RK3 w - - 2 28
hlmr_more1_lightning,52,18,-0.763,3.310,-4.073,11,2bk3r/1p4pp/4p3/1Q1pn3/1R6/1Pq2N2/6PP/1K5R w - - 0 27
placement_bundle,26,26,-0.615,3.450,-4.065,12,r2qk2r/pp2pp2/6p1/2pP1b1p/4P3/1PB3P1/P2P1n1P/1R1Q1KNR w kq - 0 14
placement_bundle,58,17,-2.904,1.150,-4.054,9,2bqr1k1/5p2/p3p3/2RPQ3/3PN3/4P1P1/5P2/r3K3 w - - 3 30
hlmr_more1_blitz,37,25,2.431,-1.610,4.041,10,5rk1/p1p1qp1p/4bp2/b1pr4/3NQ2B/2P2P2/PP4PP/R1K2B1R b - - 2 19
placement_bundle,96,20,-1.445,2.590,-4.035,12,q2rk3/5p2/4pQ2/2pPP1pr/2P4p/pP5P/P7/B2R1K2 w - - 1 49
placement_bundle,34,29,-1.625,2.410,-4.035,9,2rq1k1r/p1N2pbp/1p1Pb1p1/2p1n3/1n2P2P/N3Q3/PP3PP1/R1B1KB1R w KQ - 5 18
placement_bundle,26,30,-1.603,2.430,-4.033,10,r2qk2r/pp2ppbp/2pp1n2/6p1/2PP4/2N1PNP1/PP1K1P1P/n1BQ1B1R w kq - 0 14
nmp_standard,48,22,-1.360,2.660,-4.020,13,2rr1n2/pp1bbk2/4p3/3pPp2/3N4/3B1Np1/PPP3R1/5K1R w - - 0 25
placement_bundle,41,28,0.704,-3.310,4.014,9,r2r2k1/1p1b1pbp/1q1p1np1/1P1Pp1N1/PpP5/1Q1B3P/4NPP1/R4K1R b - - 1 21
placement_bundle,59,19,2.639,-1.370,4.009,9,1k2r3/pp3N1p/6p1/3r2B1/1q6/3p3Q/P4bPP/2R2R1K b - - 7 30
nmp_lightning,52,26,-2.801,1.200,-4.001,9,1r1q1r1k/ppp4p/1b1p2p1/3Pp3/N3B1b1/3Q1N2/PPPKR1Pn/4R3 w - e6 0 27
placement_bundle,48,23,2.701,-1.300,4.001,10,2r1r1k1/p2q3p/4pnp1/1Pp5/3pQPB1/2P5/P2B2PP/2KR3R w - - 6 25
placement_bundle,21,32,2.319,-1.680,3.999,11,r1bqkbnr/pp2ppp1/2np4/B1pN3p/Q1P5/3PPPPB/PP5P/R3K1NR b KQkq - 10 11
placement_bundle,56,21,-0.807,3.190,-3.997,9,2r3k1/1q1p3p/p3pnpP/2p2r2/2P1N3/1PN1B3/P6Q/3RK3 w - - 1 29
placement_bundle,52,19,-0.911,3.080,-3.991,11,2k1r3/pp2n3/B1pQ1p1p/8/2b1P1P1/8/1q2RP1P/5K1R w - - 8 27
placement_bundle,34,25,1.730,-2.260,3.990,10,r1bqr1k1/p1b2ppp/p4n2/8/1P5P/P2BP3/1BQP1PP1/R3K2R w KQ - 0 18
placement_bundle,39,24,0.719,-3.270,3.989,10,2kr1r2/1pp1p3/p2qp1Q1/7n/N2bP3/P2PB3/1PP3PP/R3K2R b KQ - 0 20
placement_bundle,32,29,-1.136,2.850,-3.986,11,r3r1k1/1p1q1pbp/p1npbn2/2p2p2/2P3P1/1PNP3P/PB1QN1B1/R4RK1 w - - 0 17
stack_lightning,37,24,-3.009,0.970,-3.979,10,2kr1b1r/1p3ppp/3p4/p3p3/4n3/BP2PN2/b1P3PP/2KR1BR1 b - - 0 19
placement_bundle,26,26,-2.586,1.390,-3.976,11,r1b1k1nr/1p1q1pQp/p2p4/P1pNp3/4P3/8/1P1P1PP1/n1BK1B1R w kq - 1 14
placement_bundle,27,25,-2.332,1.630,-3.962,11,r1b1k1nQ/1p1q1p1p/p2p4/P1pNp3/4P3/8/1P1P1PP1/n1BK1B1R b q - 0 14
jun6_blitz,18,29,-0.975,2.980,-3.955,9,r1b1k2r/pp1pppbp/2n3p1/1N6/2P3n1/2N1B1P1/Pq2PPBP/R2QK2R w KQkq - 2 10
timed_probe,72,20,-0.604,3.350,-3.954,9,5k2/2p1r1p1/2bp1pq1/6Pp/5Q1P/pBP2P2/P1P5/K4R2 w - - 0 37
placement_bundle,31,27,-0.793,3.150,-3.943,12,1r1q1k1r/pb3ppp/2p1p3/2p4n/P1P2P1P/3PpN2/1PN1Q3/R1B1K1R1 b Q - 0 16
placement_bundle,34,27,-0.833,3.110,-3.943,9,r3k2r/2nqpp2/1p1p1n2/p1pP4/2P1P1pb/2N5/PPQBNP2/3RK2R w Kkq - 0 18
placement_bundle,85,23,-2.438,1.500,-3.938,9,1r3kr1/5p1p/pq2pnpP/2pp2N1/3P3R/Q1PNP1P1/5P2/5K2 b - - 1 43
hlmr_more1_lightning,56,23,-2.026,1.910,-3.936,10,2r1r1k1/4qpp1/2p4p/p1Ppn3/3Nn3/B2Q1P2/P5PP/4RRK1 w - - 1 29
hlmr_more1_lightning,69,20,-1.305,2.630,-3.935,13,2r1k1r1/1p3p2/3Pp3/p1bp4/P4B2/1PR3P1/4n1P1/1R1Q1K2 b - - 2 35
placement_bundle,52,23,-2.884,1.050,-3.934,9,4n1k1/1q3p1p/p1n1p1p1/P3P3/2p2P2/2N1p3/1rP2BPP/R1Q3K1 w - - 0 27
nmp_lightning,50,26,-1.493,2.440,-3.933,9,1r1q1r1k/ppp1p2p/1b1p2p1/3P4/N3B1b1/3Q1N2/PPPKR1Pn/R7 w - - 12 26
placement_bundle,86,23,-2.373,1.550,-3.923,8,1r3kr1/5p1p/p3pnpP/2pp2N1/3P3R/Q1PNP1P1/5P2/1q3K2 w - - 2 44
placement_bundle,52,23,-1.813,2.110,-3.923,10,4k1r1/4bp2/p2p4/q1p1p2p/PrP1P1n1/2NQB3/5PP1/1R1R2K1 w - - 0 27
stack_lightning,78,17,-1.312,2.610,-3.922,14,8/1p3k2/1Pp3pb/p2pP2p/P2n4/1P2RN2/7P/7K w - - 2 40
away_lightning,32,29,-0.776,3.140,-3.916,10,2kr3r/ppqn2pp/2pbbp2/3n3P/2Pp4/P2BBNN1/1P3PP1/R1Q2RK1 w - - 0 17
placement_bundle,27,25,1.016,-2.900,3.916,11,r1b2rk1/pp3ppp/1nnq4/1Q6/4P3/3N4/PP1NBPPP/R3K2R b KQ - 2 14
ship_blitz,30,23,-0.663,3.250,-3.913,10,r3k2r/p3b1pp/4pn2/3pp1B1/8/2N4Q/PqP2PPP/R3R1K1 w kq - 0 16
hlmr_more1_lightning,44,27,-0.624,3.280,-3.904,10,r3k2r/p1p1npp1/1pbpp2p/8/PNqPPP2/2P3P1/3Q2BP/R4RK1 w kq - 1 23
placement_bundle,56,20,-1.090,2.810,-3.900,9,2rr2k1/p4ppp/Q3p3/8/3PBn2/2P4P/P2q2PK/2R2R2 w - - 10 29
placement_bundle,82,23,-1.115,2.780,-3.895,9,2r1k3/1p5r/p1np2q1/2PB3b/P1Q1P2p/2BNb2P/1P3RP1/7K w - - 3 42
away_blitz,20,29,-0.683,3.210,-3.893,11,rnbq1rk1/pp2bppp/8/1N1np3/Q1p5/4B1P1/PP2PPBP/RN3RK1 w - - 2 11
placement_bundle,47,19,1.579,-2.310,3.889,10,r3r1k1/6pp/2Q5/pp4N1/4P2P/6q1/PPP3P1/1K3R1n b - - 1 24
placement_bundle,60,18,-0.501,3.380,-3.881,12,5r2/ppk3rp/2p1Q3/5p2/3bpP2/P5P1/5PKP/4R3 w - - 2 31
placement_bundle,43,21,0.790,-3.090,3.880,10,r4r2/1bbNkpQ1/p1q5/1p6/4P3/P3p3/1PP3PP/1K1R3R b - - 0 22
placement_bundle,66,20,-1.089,2.790,-3.879,9,3k3r/2q5/4p1p1/1Qp1p2r/1nN1P3/3P2p1/P1P1K1P1/R4R2 w - - 1 34
placement_bundle,118,18,2.392,-1.480,3.872,11,7k/6pp/2r5/2Bp4/3Pp3/NP2P2b/P5p1/1K2QqR1 w - - 11 60
placement_bundle,50,21,-3.001,0.870,-3.871,13,3k1r2/1pq5/nNp1p1p1/4p3/4P1pr/3P4/PQP3PK/R4R2 w - - 0 26
placement_bundle,68,22,-1.125,2.740,-3.865,12,1R6/3bkn2/2Q1pprp/2p1q1p1/2P5/r2PP1PP/5PB1/1R4K1 w - - 4 35
placement_bundle,82,23,2.214,-1.650,3.864,11,3rr3/kp1N2p1/2pQ1p2/q1P1p3/2P3Pp/p3P3/P3BP1P/K2R4 w - - 3 42
placement_bundle,57,21,2.322,-1.540,3.862,12,2r2qk1/1p1b4/p3p2p/3p1Qp1/3P2N1/2P2BP1/PP6/3RR1K1 b - - 0 29
ship_lightning,93,19,0.554,-3.300,3.854,11,1r6/4rqk1/1R4p1/P1Q1Pb1p/3P1Pn1/6P1/2P1R2P/6K1 b - - 2 47
placement_bundle,31,25,0.821,-3.030,3.851,9,2kr3r/ppp2Q1p/2q2np1/5b2/3PpP1P/2P1P3/PP1N2B1/R3K2R b KQ - 0 16
placement_bundle,42,21,-2.010,1.840,-3.850,11,2kr3r/pp3ppp/3bp3/8/1n3P2/P1N2NP1/5P1P/3RK2R w K - 0 22
