MAX CHOSEN: Pawn, White, 1, 3
FINAL MOVE: -590, Pawn, Black, 3, 5
FINAL MOVE: -655, Bishop, Black, 4, 7
FINAL MOVE: -452, Bishop, Black, 5, 6
FINAL MOVE: -440, Bishop, Black, 6, 5
FINAL MOVE: 655, Bishop, Black, 7, 4
FINAL MOVE: -458, Pawn, Black, 4, 5
FINAL MOVE: -827, Queen, Black, 6, 6
FINAL MOVE: -815, Queen, Black, 6, 4
FINAL MOVE: -610, Queen, Black, 4, 4
FINAL MOVE: -815, Queen, Black, 6, 5
FINAL MOVE: 665, Queen, Black, 5, 4
FINAL MOVE: -655, Queen, Black, 4, 5
FINAL MOVE: -827, Queen, Black, 5, 6
FINAL MOVE: -828, Queen, Black, 7, 3
FINAL MOVE: 1878, Queen, Black, 3, 3
MAX CHOSEN: Queen, White, 4, 5
FINAL MOVE: -850, Pawn, Black, 1, 4
FINAL MOVE: 260, Pawn, Black, 2, 4
FINAL MOVE: -875, Rook, Black, 2, 8
FINAL MOVE: -875, Rook, Black, 1, 7
FINAL MOVE: -875, Rook, Black, 1, 6
FINAL MOVE: -848, Pawn, Black, 2, 6
FINAL MOVE: -820, Pawn, Black, 2, 5
FINAL MOVE: -847, Pawn, Black, 3, 6
FINAL MOVE: -810, Pawn, Black, 3, 5
FINAL MOVE: -875, Bishop, Black, 4, 7
FINAL MOVE: -672, Bishop, Black, 5, 6
FINAL MOVE: -660, Bishop, Black, 6, 5
FINAL MOVE: 435, Bishop, Black, 7, 4
FINAL MOVE: -1047, Queen, Black, 6, 6
FINAL MOVE: -1035, Queen, Black, 6, 4
FINAL MOVE: -830, Queen, Black, 4, 4
FINAL MOVE: -1035, Queen, Black, 6, 5
FINAL MOVE: 445, Queen, Black, 5, 4
FINAL MOVE: 8295, Queen, Black, 4, 5
MAX CHOSEN: Queen, White, 4, 3
MAX CHOSEN: Queen, White, 2, 1
MAX CHOSEN: Queen, White, 2, 5
MAX CHOSEN: Queen, White, 5, 6
FINAL MOVE: -635, Pawn, Black, 1, 4
FINAL MOVE: 475, Pawn, Black, 2, 4
FINAL MOVE: -660, Rook, Black, 2, 8
FINAL MOVE: -660, Rook, Black, 1, 7
FINAL MOVE: -660, Rook, Black, 1, 6
FINAL MOVE: -633, Pawn, Black, 2, 6
FINAL MOVE: -605, Pawn, Black, 2, 5
FINAL MOVE: -632, Pawn, Black, 3, 6
FINAL MOVE: -595, Pawn, Black, 3, 5
FINAL MOVE: -660, Bishop, Black, 4, 7
FINAL MOVE: 8498, Bishop, Black, 5, 6
MAX CHOSEN: Queen, White, 5, 3
MAX CHOSEN: Queen, White, 2, 6
MAX CHOSEN: Queen, White, 6, 7
FINAL MOVE: 7295, Rook, Black, 6, 7
MAX CHOSEN: Queen, White, 6, 3
MAX CHOSEN: Queen, White, 2, 7
MAX CHOSEN: Queen, White, 7, 8
MAX CHOSEN: Queen, White, 7, 3
MAX CHOSEN: Queen, White, 2, 8
MAX CHOSEN: Queen, White, 8, 3
MAX CHOSEN: Pawn, White, 2, 5
FINAL MOVE: -657, Pawn, Black, 1, 4
FINAL MOVE: -682, Rook, Black, 2, 8
FINAL MOVE: -682, Rook, Black, 1, 7
FINAL MOVE: -682, Rook, Black, 1, 6
FINAL MOVE: -655, Pawn, Black, 2, 6
FINAL MOVE: -654, Pawn, Black, 3, 6
FINAL MOVE: -617, Pawn, Black, 3, 5
FINAL MOVE: -682, Bishop, Black, 4, 7
FINAL MOVE: -479, Bishop, Black, 5, 6
FINAL MOVE: -467, Bishop, Black, 6, 5
FINAL MOVE: 628, Bishop, Black, 7, 4
FINAL MOVE: -485, Pawn, Black, 4, 5
FINAL MOVE: -854, Queen, Black, 6, 6
FINAL MOVE: -842, Queen, Black, 6, 4
FINAL MOVE: -637, Queen, Black, 4, 4
FINAL MOVE: -842, Queen, Black, 6, 5
FINAL MOVE: 638, Queen, Black, 5, 4
FINAL MOVE: -682, Queen, Black, 4, 5
FINAL MOVE: -854, Queen, Black, 5, 6
FINAL MOVE: -855, Queen, Black, 7, 3
FINAL MOVE: 1851, Queen, Black, 3, 3
MAX CHOSEN: Pawn, White, 1, 5
FINAL MOVE: -1777, Rook, Black, 2, 8
FINAL MOVE: -1777, Rook, Black, 1, 7
FINAL MOVE: -1777, Rook, Black, 1, 6
FINAL MOVE: -652, Rook, Black, 1, 5
FINAL MOVE: -1750, Pawn, Black, 2, 6
FINAL MOVE: -1722, Pawn, Black, 2, 5
FINAL MOVE: -1749, Pawn, Black, 3, 6
FINAL MOVE: -1712, Pawn, Black, 3, 5
FINAL MOVE: -1777, Bishop, Black, 4, 7
FINAL MOVE: -1574, Bishop, Black, 5, 6
FINAL MOVE: -1562, Bishop, Black, 6, 5
FINAL MOVE: -467, Bishop, Black, 7, 4
FINAL MOVE: -1580, Pawn, Black, 4, 5
FINAL MOVE: -1949, Queen, Black, 6, 6
FINAL MOVE: -1937, Queen, Black, 6, 4
FINAL MOVE: -1732, Queen, Black, 4, 4
FINAL MOVE: -1937, Queen, Black, 6, 5
FINAL MOVE: -457, Queen, Black, 5, 4
FINAL MOVE: -1777, Queen, Black, 4, 5
FINAL MOVE: -1949, Queen, Black, 5, 6
FINAL MOVE: -1950, Queen, Black, 7, 3
FINAL MOVE: 756, Queen, Black, 3, 3
FINAL MOVE: -1937, Queen, Black, 3, 5
FINAL MOVE: -2152, Queen, Black, 5, 7
FINAL MOVE: -1952, Queen, Black, 8, 2
FINAL MOVE: -1947, Queen, Black, 2, 5
FINAL MOVE: -1952, Queen, Black, 5, 8
FINAL MOVE: -827, Queen, Black, 1, 5
FINAL MOVE: -1777, Rook, Black, 5, 8
FINAL MOVE: -1777, Rook, Black, 4, 8
FINAL MOVE: -1750, Pawn, Black, 7, 6
MIN CHOSEN: 756, Pawn, Black, 1, 5
MAX CHOSEN: Pawn, White, 1, 4
FINAL MOVE: -707, Pawn, Black, 1, 6
FINAL MOVE: -682, Pawn, Black, 1, 5
FINAL MOVE: -705, Pawn, Black, 2, 6
FINAL MOVE: -677, Pawn, Black, 2, 5
FINAL MOVE: -732, Rook, Black, 1, 8
FINAL MOVE: -704, Pawn, Black, 3, 6
FINAL MOVE: -667, Pawn, Black, 3, 5
FINAL MOVE: -732, Bishop, Black, 4, 7
FINAL MOVE: -529, Bishop, Black, 5, 6
FINAL MOVE: -517, Bishop, Black, 6, 5
FINAL MOVE: 578, Bishop, Black, 7, 4
FINAL MOVE: -535, Pawn, Black, 4, 5
FINAL MOVE: -904, Queen, Black, 6, 6
FINAL MOVE: -892, Queen, Black, 6, 4
FINAL MOVE: -687, Queen, Black, 4, 4
FINAL MOVE: -892, Queen, Black, 6, 5
FINAL MOVE: 588, Queen, Black, 5, 4
FINAL MOVE: -732, Queen, Black, 4, 5
FINAL MOVE: -904, Queen, Black, 5, 6
FINAL MOVE: -905, Queen, Black, 7, 3
FINAL MOVE: 1801, Queen, Black, 3, 3
FINAL MOVE: -892, Queen, Black, 3, 5
FINAL MOVE: -1107, Queen, Black, 5, 7
FINAL MOVE: -907, Queen, Black, 8, 2
FINAL MOVE: -902, Queen, Black, 2, 5
FINAL MOVE: -907, Queen, Black, 5, 8
FINAL MOVE: -907, Queen, Black, 1, 5
FINAL MOVE: -732, Rook, Black, 5, 8
FINAL MOVE: -732, Rook, Black, 4, 8
FINAL MOVE: -705, Pawn, Black, 7, 6
MAX CHOSEN: Pawn, White, 1, 5
MAX CHOSEN: King, White, 3, 2
MAX CHOSEN: King, White, 3, 3
MAX CHOSEN: King, White, 3, 1
FINAL MOVE: -682, Pawn, Black, 1, 6
FINAL MOVE: -657, Pawn, Black, 1, 5
FINAL MOVE: -680, Pawn, Black, 2, 6
FINAL MOVE: -652, Pawn, Black, 2, 5
FINAL MOVE: -707, Rook, Black, 1, 8
FINAL MOVE: -679, Pawn, Black, 3, 6
FINAL MOVE: -642, Pawn, Black, 3, 5
FINAL MOVE: -707, Bishop, Black, 4, 7
FINAL MOVE: -504, Bishop, Black, 5, 6
FINAL MOVE: -492, Bishop, Black, 6, 5
FINAL MOVE: 603, Bishop, Black, 7, 4
FINAL MOVE: -510, Pawn, Black, 4, 5
FINAL MOVE: -879, Queen, Black, 6, 6
FINAL MOVE: -867, Queen, Black, 6, 4
FINAL MOVE: -662, Queen, Black, 4, 4
FINAL MOVE: -867, Queen, Black, 6, 5
FINAL MOVE: 613, Queen, Black, 5, 4
FINAL MOVE: -707, Queen, Black, 4, 5
FINAL MOVE: -879, Queen, Black, 5, 6
FINAL MOVE: -880, Queen, Black, 7, 3
FINAL MOVE: 1826, Queen, Black, 3, 3
MAX CHOSEN: King, White, 1, 2
FINAL MOVE: -682, Pawn, Black, 1, 6
FINAL MOVE: -657, Pawn, Black, 1, 5
FINAL MOVE: -680, Pawn, Black, 2, 6
FINAL MOVE: -652, Pawn, Black, 2, 5
FINAL MOVE: -707, Rook, Black, 1, 8
FINAL MOVE: -679, Pawn, Black, 3, 6
FINAL MOVE: -642, Pawn, Black, 3, 5
FINAL MOVE: -707, Bishop, Black, 4, 7
FINAL MOVE: -504, Bishop, Black, 5, 6
FINAL MOVE: -492, Bishop, Black, 6, 5
FINAL MOVE: 603, Bishop, Black, 7, 4
FINAL MOVE: -510, Pawn, Black, 4, 5
FINAL MOVE: -879, Queen, Black, 6, 6
FINAL MOVE: -867, Queen, Black, 6, 4
FINAL MOVE: -662, Queen, Black, 4, 4
FINAL MOVE: -867, Queen, Black, 6, 5
FINAL MOVE: 613, Queen, Black, 5, 4
FINAL MOVE: -707, Queen, Black, 4, 5
FINAL MOVE: -879, Queen, Black, 5, 6
FINAL MOVE: -880, Queen, Black, 7, 3
FINAL MOVE: 1826, Queen, Black, 3, 3
MAX CHOSEN: King, White, 1, 3
MAX CHOSEN: King, White, 1, 1
FINAL MOVE: -682, Pawn, Black, 1, 6
FINAL MOVE: -657, Pawn, Black, 1, 5
FINAL MOVE: -680, Pawn, Black, 2, 6
FINAL MOVE: -652, Pawn, Black, 2, 5
FINAL MOVE: -707, Rook, Black, 1, 8
FINAL MOVE: -679, Pawn, Black, 3, 6
FINAL MOVE: -642, Pawn, Black, 3, 5
FINAL MOVE: -707, Bishop, Black, 4, 7
FINAL MOVE: -504, Bishop, Black, 5, 6
FINAL MOVE: -492, Bishop, Black, 6, 5
FINAL MOVE: 603, Bishop, Black, 7, 4
FINAL MOVE: -510, Pawn, Black, 4, 5
FINAL MOVE: -879, Queen, Black, 6, 6
FINAL MOVE: -867, Queen, Black, 6, 4
FINAL MOVE: -662, Queen, Black, 4, 4
FINAL MOVE: -867, Queen, Black, 6, 5
FINAL MOVE: 613, Queen, Black, 5, 4
FINAL MOVE: -707, Queen, Black, 4, 5
FINAL MOVE: -879, Queen, Black, 5, 6
FINAL MOVE: -880, Queen, Black, 7, 3
FINAL MOVE: 1826, Queen, Black, 3, 3
MAX CHOSEN: King, White, 2, 3
MAX CHOSEN: King, White, 2, 1
FINAL MOVE: -682, Pawn, Black, 1, 6
FINAL MOVE: -657, Pawn, Black, 1, 5
FINAL MOVE: -680, Pawn, Black, 2, 6
FINAL MOVE: -652, Pawn, Black, 2, 5
FINAL MOVE: -707, Rook, Black, 1, 8
FINAL MOVE: -679, Pawn, Black, 3, 6
FINAL MOVE: -642, Pawn, Black, 3, 5
FINAL MOVE: -707, Bishop, Black, 4, 7
FINAL MOVE: -504, Bishop, Black, 5, 6
FINAL MOVE: -492, Bishop, Black, 6, 5
FINAL MOVE: 603, Bishop, Black, 7, 4
FINAL MOVE: -510, Pawn, Black, 4, 5
FINAL MOVE: -879, Queen, Black, 6, 6
FINAL MOVE: -867, Queen, Black, 6, 4
FINAL MOVE: -662, Queen, Black, 4, 4
FINAL MOVE: -867, Queen, Black, 6, 5
FINAL MOVE: 613, Queen, Black, 5, 4
FINAL MOVE: -707, Queen, Black, 4, 5
FINAL MOVE: -879, Queen, Black, 5, 6
FINAL MOVE: -880, Queen, Black, 7, 3
FINAL MOVE: 1826, Queen, Black, 3, 3
MAX CHOSEN: Queen, White, 3, 4
FINAL MOVE: -695, Pawn, Black, 1, 6
FINAL MOVE: -670, Pawn, Black, 1, 5
FINAL MOVE: -693, Pawn, Black, 2, 6
FINAL MOVE: -665, Pawn, Black, 2, 5
FINAL MOVE: -720, Rook, Black, 1, 8
FINAL MOVE: -692, Pawn, Black, 3, 6
FINAL MOVE: -655, Pawn, Black, 3, 5
FINAL MOVE: -720, Bishop, Black, 4, 7
FINAL MOVE: -517, Bishop, Black, 5, 6
FINAL MOVE: -505, Bishop, Black, 6, 5
FINAL MOVE: 590, Bishop, Black, 7, 4
FINAL MOVE: -523, Pawn, Black, 4, 5
FINAL MOVE: -892, Queen, Black, 6, 6
FINAL MOVE: -880, Queen, Black, 6, 4
FINAL MOVE: -675, Queen, Black, 4, 4
FINAL MOVE: -880, Queen, Black, 6, 5
FINAL MOVE: 600, Queen, Black, 5, 4
FINAL MOVE: -720, Queen, Black, 4, 5
FINAL MOVE: -892, Queen, Black, 5, 6
FINAL MOVE: -893, Queen, Black, 7, 3
FINAL MOVE: 1813, Queen, Black, 3, 3
MAX CHOSEN: Queen, White, 1, 4
FINAL MOVE: -680, Pawn, Black, 1, 6
FINAL MOVE: -655, Pawn, Black, 1, 5
FINAL MOVE: -678, Pawn, Black, 2, 6
FINAL MOVE: -650, Pawn, Black, 2, 5
FINAL MOVE: -705, Rook, Black, 1, 8
FINAL MOVE: -677, Pawn, Black, 3, 6
FINAL MOVE: -640, Pawn, Black, 3, 5
FINAL MOVE: -705, Bishop, Black, 4, 7
FINAL MOVE: -502, Bishop, Black, 5, 6
FINAL MOVE: -490, Bishop, Black, 6, 5
FINAL MOVE: 605, Bishop, Black, 7, 4
FINAL MOVE: -508, Pawn, Black, 4, 5
FINAL MOVE: -877, Queen, Black, 6, 6
FINAL MOVE: -865, Queen, Black, 6, 4
FINAL MOVE: -660, Queen, Black, 4, 4
FINAL MOVE: -865, Queen, Black, 6, 5
FINAL MOVE: 615, Queen, Black, 5, 4
FINAL MOVE: -705, Queen, Black, 4, 5
FINAL MOVE: -877, Queen, Black, 5, 6
FINAL MOVE: -878, Queen, Black, 7, 3
FINAL MOVE: 1828, Queen, Black, 3, 3
MAX CHOSEN: Queen, White, 1, 2
FINAL MOVE: -680, Pawn, Black, 1, 6
FINAL MOVE: -655, Pawn, Black, 1, 5
FINAL MOVE: -678, Pawn, Black, 2, 6
FINAL MOVE: -650, Pawn, Black, 2, 5
FINAL MOVE: -705, Rook, Black, 1, 8
FINAL MOVE: -677, Pawn, Black, 3, 6
FINAL MOVE: -640, Pawn, Black, 3, 5
FINAL MOVE: -705, Bishop, Black, 4, 7
FINAL MOVE: -502, Bishop, Black, 5, 6
FINAL MOVE: -490, Bishop, Black, 6, 5
FINAL MOVE: 605, Bishop, Black, 7, 4
FINAL MOVE: -508, Pawn, Black, 4, 5
FINAL MOVE: -877, Queen, Black, 6, 6
FINAL MOVE: -865, Queen, Black, 6, 4
FINAL MOVE: -660, Queen, Black, 4, 4
FINAL MOVE: -865, Queen, Black, 6, 5
FINAL MOVE: 615, Queen, Black, 5, 4
FINAL MOVE: -705, Queen, Black, 4, 5
FINAL MOVE: -877, Queen, Black, 5, 6
FINAL MOVE: -878, Queen, Black, 7, 3
FINAL MOVE: 1828, Queen, Black, 3, 3
MAX CHOSEN: Queen, White, 4, 5
FINAL MOVE: -900, Pawn, Black, 1, 6
FINAL MOVE: -875, Pawn, Black, 1, 5
FINAL MOVE: -898, Pawn, Black, 2, 6
FINAL MOVE: -870, Pawn, Black, 2, 5
FINAL MOVE: -925, Rook, Black, 1, 8
FINAL MOVE: -897, Pawn, Black, 3, 6
FINAL MOVE: -860, Pawn, Black, 3, 5
FINAL MOVE: -925, Bishop, Black, 4, 7
FINAL MOVE: -722, Bishop, Black, 5, 6
FINAL MOVE: -710, Bishop, Black, 6, 5
FINAL MOVE: 385, Bishop, Black, 7, 4
FINAL MOVE: -1097, Queen, Black, 6, 6
FINAL MOVE: -1085, Queen, Black, 6, 4
FINAL MOVE: -880, Queen, Black, 4, 4
FINAL MOVE: -1085, Queen, Black, 6, 5
FINAL MOVE: 395, Queen, Black, 5, 4
FINAL MOVE: 8245, Queen, Black, 4, 5
MAX CHOSEN: Queen, White, 4, 3
MAX CHOSEN: Queen, White, 2, 1
MAX CHOSEN: Queen, White, 2, 5
MAX CHOSEN: Queen, White, 5, 6
FINAL MOVE: -685, Pawn, Black, 1, 6
FINAL MOVE: -660, Pawn, Black, 1, 5
FINAL MOVE: -683, Pawn, Black, 2, 6
FINAL MOVE: -655, Pawn, Black, 2, 5
FINAL MOVE: -710, Rook, Black, 1, 8
FINAL MOVE: -682, Pawn, Black, 3, 6
FINAL MOVE: -645, Pawn, Black, 3, 5
FINAL MOVE: -710, Bishop, Black, 4, 7
FINAL MOVE: 8448, Bishop, Black, 5, 6
MAX CHOSEN: Queen, White, 5, 3
MAX CHOSEN: Queen, White, 2, 6
MAX CHOSEN: Queen, White, 6, 7
FINAL MOVE: 7245, Rook, Black, 6, 7
MAX CHOSEN: Queen, White, 6, 3
MAX CHOSEN: Queen, White, 2, 7
MAX CHOSEN: Queen, White, 7, 8
MAX CHOSEN: Queen, White, 7, 3
MAX CHOSEN: Queen, White, 2, 8
MAX CHOSEN: Queen, White, 8, 3
MAX CHOSEN: Pawn, White, 2, 5
FINAL MOVE: -707, Pawn, Black, 1, 6
FINAL MOVE: -682, Pawn, Black, 1, 5
FINAL MOVE: -705, Pawn, Black, 2, 6
FINAL MOVE: -732, Rook, Black, 1, 8
FINAL MOVE: -704, Pawn, Black, 3, 6
FINAL MOVE: -667, Pawn, Black, 3, 5
FINAL MOVE: -732, Bishop, Black, 4, 7
FINAL MOVE: -529, Bishop, Black, 5, 6
FINAL MOVE: -517, Bishop, Black, 6, 5
FINAL MOVE: 578, Bishop, Black, 7, 4
FINAL MOVE: -535, Pawn, Black, 4, 5
FINAL MOVE: -904, Queen, Black, 6, 6
FINAL MOVE: -892, Queen, Black, 6, 4
FINAL MOVE: -687, Queen, Black, 4, 4
FINAL MOVE: -892, Queen, Black, 6, 5
FINAL MOVE: 588, Queen, Black, 5, 4
FINAL MOVE: -732, Queen, Black, 4, 5
FINAL MOVE: -904, Queen, Black, 5, 6
FINAL MOVE: -905, Queen, Black, 7, 3
FINAL MOVE: 1801, Queen, Black, 3, 3
MAX CHOSEN: Pawn, White, 3, 3
MAX CHOSEN: Pawn, White, 3, 4
MAX CHOSEN: Knight, White, 1, 4
MAX CHOSEN: Knight, White, 1, 2
MAX CHOSEN: Knight, White, 4, 5
MAX CHOSEN: Knight, White, 2, 5
MAX CHOSEN: Knight, White, 2, 1
MAX CHOSEN: Rook, White, 5, 1
FINAL MOVE: -682, Pawn, Black, 1, 6
FINAL MOVE: -657, Pawn, Black, 1, 5
FINAL MOVE: -680, Pawn, Black, 2, 6
FINAL MOVE: -652, Pawn, Black, 2, 5
FINAL MOVE: -707, Rook, Black, 1, 8
FINAL MOVE: -679, Pawn, Black, 3, 6
FINAL MOVE: -642, Pawn, Black, 3, 5
FINAL MOVE: -707, Bishop, Black, 4, 7
FINAL MOVE: -504, Bishop, Black, 5, 6
FINAL MOVE: -492, Bishop, Black, 6, 5
FINAL MOVE: 603, Bishop, Black, 7, 4
FINAL MOVE: -510, Pawn, Black, 4, 5
FINAL MOVE: -879, Queen, Black, 6, 6
FINAL MOVE: -867, Queen, Black, 6, 4
FINAL MOVE: -662, Queen, Black, 4, 4
FINAL MOVE: -867, Queen, Black, 6, 5
FINAL MOVE: 613, Queen, Black, 5, 4
FINAL MOVE: -707, Queen, Black, 4, 5
FINAL MOVE: -879, Queen, Black, 5, 6
FINAL MOVE: -880, Queen, Black, 7, 3
FINAL MOVE: 1826, Queen, Black, 3, 3
MAX CHOSEN: Rook, White, 3, 1
FINAL MOVE: -682, Pawn, Black, 1, 6
FINAL MOVE: -657, Pawn, Black, 1, 5
FINAL MOVE: -680, Pawn, Black, 2, 6
FINAL MOVE: -652, Pawn, Black, 2, 5
FINAL MOVE: -707, Rook, Black, 1, 8
FINAL MOVE: -679, Pawn, Black, 3, 6
FINAL MOVE: -642, Pawn, Black, 3, 5
FINAL MOVE: -707, Bishop, Black, 4, 7
FINAL MOVE: -504, Bishop, Black, 5, 6
FINAL MOVE: -492, Bishop, Black, 6, 5
FINAL MOVE: 603, Bishop, Black, 7, 4
FINAL MOVE: -510, Pawn, Black, 4, 5
FINAL MOVE: -879, Queen, Black, 6, 6
FINAL MOVE: -867, Queen, Black, 6, 4
FINAL MOVE: -662, Queen, Black, 4, 4
FINAL MOVE: -867, Queen, Black, 6, 5
FINAL MOVE: 613, Queen, Black, 5, 4
FINAL MOVE: -707, Queen, Black, 4, 5
FINAL MOVE: -879, Queen, Black, 5, 6
FINAL MOVE: -880, Queen, Black, 7, 3
FINAL MOVE: 1826, Queen, Black, 3, 3
MAX CHOSEN: Rook, White, 4, 2
FINAL MOVE: -682, Pawn, Black, 1, 6
FINAL MOVE: -657, Pawn, Black, 1, 5
FINAL MOVE: -680, Pawn, Black, 2, 6
FINAL MOVE: -652, Pawn, Black, 2, 5
FINAL MOVE: -707, Rook, Black, 1, 8
FINAL MOVE: -679, Pawn, Black, 3, 6
FINAL MOVE: -642, Pawn, Black, 3, 5
FINAL MOVE: -707, Bishop, Black, 4, 7
FINAL MOVE: -504, Bishop, Black, 5, 6
FINAL MOVE: -492, Bishop, Black, 6, 5
FINAL MOVE: 603, Bishop, Black, 7, 4
FINAL MOVE: -510, Pawn, Black, 4, 5
FINAL MOVE: -879, Queen, Black, 6, 6
FINAL MOVE: -867, Queen, Black, 6, 4
FINAL MOVE: -662, Queen, Black, 4, 4
FINAL MOVE: -867, Queen, Black, 6, 5
FINAL MOVE: 613, Queen, Black, 5, 4
FINAL MOVE: -707, Queen, Black, 4, 5
FINAL MOVE: -879, Queen, Black, 5, 6
FINAL MOVE: -880, Queen, Black, 7, 3
FINAL MOVE: 1826, Queen, Black, 3, 3
MAX CHOSEN: Rook, White, 6, 1
FINAL MOVE: -682, Pawn, Black, 1, 6
FINAL MOVE: -657, Pawn, Black, 1, 5
FINAL MOVE: -680, Pawn, Black, 2, 6
FINAL MOVE: -652, Pawn, Black, 2, 5
FINAL MOVE: -707, Rook, Black, 1, 8
FINAL MOVE: -679, Pawn, Black, 3, 6
FINAL MOVE: -642, Pawn, Black, 3, 5
FINAL MOVE: -707, Bishop, Black, 4, 7
FINAL MOVE: -504, Bishop, Black, 5, 6
FINAL MOVE: -492, Bishop, Black, 6, 5
FINAL MOVE: 603, Bishop, Black, 7, 4
FINAL MOVE: -510, Pawn, Black, 4, 5
FINAL MOVE: -879, Queen, Black, 6, 6
FINAL MOVE: -867, Queen, Black, 6, 4
FINAL MOVE: -662, Queen, Black, 4, 4
FINAL MOVE: -867, Queen, Black, 6, 5
FINAL MOVE: 613, Queen, Black, 5, 4
FINAL MOVE: -707, Queen, Black, 4, 5
FINAL MOVE: -879, Queen, Black, 5, 6
FINAL MOVE: -880, Queen, Black, 7, 3
FINAL MOVE: 1826, Queen, Black, 3, 3
MAX CHOSEN: Rook, White, 2, 1
FINAL MOVE: -682, Pawn, Black, 1, 6
FINAL MOVE: -657, Pawn, Black, 1, 5
FINAL MOVE: -680, Pawn, Black, 2, 6
FINAL MOVE: -652, Pawn, Black, 2, 5
FINAL MOVE: -707, Rook, Black, 1, 8
FINAL MOVE: -679, Pawn, Black, 3, 6
FINAL MOVE: -642, Pawn, Black, 3, 5
FINAL MOVE: -707, Bishop, Black, 4, 7
FINAL MOVE: -504, Bishop, Black, 5, 6
FINAL MOVE: -492, Bishop, Black, 6, 5
FINAL MOVE: 603, Bishop, Black, 7, 4
FINAL MOVE: -510, Pawn, Black, 4, 5
FINAL MOVE: -879, Queen, Black, 6, 6
FINAL MOVE: -867, Queen, Black, 6, 4
FINAL MOVE: -662, Queen, Black, 4, 4
FINAL MOVE: -867, Queen, Black, 6, 5
FINAL MOVE: 613, Queen, Black, 5, 4
FINAL MOVE: -707, Queen, Black, 4, 5
FINAL MOVE: -879, Queen, Black, 5, 6
FINAL MOVE: -880, Queen, Black, 7, 3
FINAL MOVE: 1826, Queen, Black, 3, 3
MAX CHOSEN: Rook, White, 4, 3
FINAL MOVE: -682, Pawn, Black, 1, 6
FINAL MOVE: -657, Pawn, Black, 1, 5
FINAL MOVE: -680, Pawn, Black, 2, 6
FINAL MOVE: -652, Pawn, Black, 2, 5
FINAL MOVE: -707, Rook, Black, 1, 8
FINAL MOVE: -679, Pawn, Black, 3, 6
FINAL MOVE: -642, Pawn, Black, 3, 5
FINAL MOVE: -707, Bishop, Black, 4, 7
FINAL MOVE: -504, Bishop, Black, 5, 6
FINAL MOVE: -492, Bishop, Black, 6, 5
FINAL MOVE: 603, Bishop, Black, 7, 4
FINAL MOVE: -510, Pawn, Black, 4, 5
FINAL MOVE: -879, Queen, Black, 6, 6
FINAL MOVE: -867, Queen, Black, 6, 4
FINAL MOVE: -662, Queen, Black, 4, 4
FINAL MOVE: -867, Queen, Black, 6, 5
FINAL MOVE: 613, Queen, Black, 5, 4
FINAL MOVE: -707, Queen, Black, 4, 5
FINAL MOVE: -879, Queen, Black, 5, 6
FINAL MOVE: -880, Queen, Black, 7, 3
FINAL MOVE: 1826, Queen, Black, 3, 3
MAX CHOSEN: Rook, White, 7, 1
FINAL MOVE: -682, Pawn, Black, 1, 6
FINAL MOVE: -657, Pawn, Black, 1, 5
FINAL MOVE: -680, Pawn, Black, 2, 6
FINAL MOVE: -652, Pawn, Black, 2, 5
FINAL MOVE: -707, Rook, Black, 1, 8
FINAL MOVE: -679, Pawn, Black, 3, 6
FINAL MOVE: -642, Pawn, Black, 3, 5
FINAL MOVE: -707, Bishop, Black, 4, 7
FINAL MOVE: -504, Bishop, Black, 5, 6
FINAL MOVE: -492, Bishop, Black, 6, 5
FINAL MOVE: 603, Bishop, Black, 7, 4
FINAL MOVE: -510, Pawn, Black, 4, 5
FINAL MOVE: -879, Queen, Black, 6, 6
FINAL MOVE: -867, Queen, Black, 6, 4
FINAL MOVE: -662, Queen, Black, 4, 4
FINAL MOVE: -867, Queen, Black, 6, 5
FINAL MOVE: 613, Queen, Black, 5, 4
FINAL MOVE: -707, Queen, Black, 4, 5
FINAL MOVE: -879, Queen, Black, 5, 6
FINAL MOVE: -880, Queen, Black, 7, 3
FINAL MOVE: 1826, Queen, Black, 3, 3
MAX CHOSEN: Rook, White, 1, 1
FINAL MOVE: -682, Pawn, Black, 1, 6
FINAL MOVE: -657, Pawn, Black, 1, 5
FINAL MOVE: -680, Pawn, Black, 2, 6
FINAL MOVE: -652, Pawn, Black, 2, 5
FINAL MOVE: -707, Rook, Black, 1, 8
FINAL MOVE: -679, Pawn, Black, 3, 6
FINAL MOVE: -642, Pawn, Black, 3, 5
FINAL MOVE: -707, Bishop, Black, 4, 7
FINAL MOVE: -504, Bishop, Black, 5, 6
FINAL MOVE: -492, Bishop, Black, 6, 5
FINAL MOVE: 603, Bishop, Black, 7, 4
FINAL MOVE: -510, Pawn, Black, 4, 5
FINAL MOVE: -879, Queen, Black, 6, 6
FINAL MOVE: -867, Queen, Black, 6, 4
FINAL MOVE: -662, Queen, Black, 4, 4
FINAL MOVE: -867, Queen, Black, 6, 5
FINAL MOVE: 613, Queen, Black, 5, 4
FINAL MOVE: -707, Queen, Black, 4, 5
FINAL MOVE: -879, Queen, Black, 5, 6
FINAL MOVE: -880, Queen, Black, 7, 3
FINAL MOVE: 1826, Queen, Black, 3, 3
MAX CHOSEN: Rook, White, 4, 4
FINAL MOVE: -832, Pawn, Black, 1, 6
FINAL MOVE: -807, Pawn, Black, 1, 5
FINAL MOVE: -830, Pawn, Black, 2, 6
