MAX CHOSEN: Pawn, White, 1, 3
MAX CHOSEN: Rook, White, 5, 1
FINAL MOVE: -1150, Pawn, Black, 1, 5
FINAL MOVE: -1175, Rook, Black, 1, 7
FINAL MOVE: -1175, Knight, Black, 4, 7
FINAL MOVE: -1150, Pawn, Black, 3, 5
FINAL MOVE: -1175, Knight, Black, 7, 8
FINAL MOVE: -1175, Knight, Black, 7, 6
FINAL MOVE: -1175, Knight, Black, 3, 8
FINAL MOVE: -1175, Knight, Black, 6, 5
FINAL MOVE: -1025, Knight, Black, 4, 5
FINAL MOVE: -1175, King, Black, 6, 8
FINAL MOVE: -1175, King, Black, 4, 8
FINAL MOVE: -1175, King, Black, 4, 7
FINAL MOVE: -1175, Bishop, Black, 7, 4
FINAL MOVE: -125, Bishop, Black, 7, 2
FINAL MOVE: 225, Bishop, Black, 5, 4
MAX CHOSEN: Rook, White, 6, 2
FINAL MOVE: -1150, Pawn, Black, 1, 5
FINAL MOVE: -1175, Rook, Black, 1, 7
FINAL MOVE: -1175, Knight, Black, 4, 7
FINAL MOVE: -1150, Pawn, Black, 3, 5
FINAL MOVE: -1175, Knight, Black, 7, 8
FINAL MOVE: -1175, Knight, Black, 7, 6
FINAL MOVE: -1175, Knight, Black, 3, 8
FINAL MOVE: -1175, Knight, Black, 6, 5
FINAL MOVE: -1025, Knight, Black, 4, 5
FINAL MOVE: -1175, King, Black, 6, 8
FINAL MOVE: -1175, King, Black, 4, 8
FINAL MOVE: -1175, King, Black, 4, 7
FINAL MOVE: -1175, Bishop, Black, 7, 4
FINAL MOVE: -125, Bishop, Black, 7, 2
FINAL MOVE: 225, Bishop, Black, 5, 4
MAX CHOSEN: Rook, White, 4, 1
FINAL MOVE: -1150, Pawn, Black, 1, 5
FINAL MOVE: -1175, Rook, Black, 1, 7
FINAL MOVE: -1175, Knight, Black, 4, 7
FINAL MOVE: -1150, Pawn, Black, 3, 5
FINAL MOVE: -1175, Knight, Black, 7, 8
FINAL MOVE: -1175, Knight, Black, 7, 6
FINAL MOVE: -1175, Knight, Black, 3, 8
FINAL MOVE: -1175, Knight, Black, 6, 5
FINAL MOVE: -1025, Knight, Black, 4, 5
FINAL MOVE: -1175, King, Black, 6, 8
FINAL MOVE: -1175, King, Black, 4, 8
FINAL MOVE: -1175, King, Black, 4, 7
FINAL MOVE: -1175, Bishop, Black, 7, 4
FINAL MOVE: -125, Bishop, Black, 7, 2
FINAL MOVE: 225, Bishop, Black, 5, 4
MAX CHOSEN: Rook, White, 6, 3
FINAL MOVE: -4150, Pawn, Black, 1, 5
FINAL MOVE: -4175, Rook, Black, 1, 7
FINAL MOVE: -4175, Knight, Black, 4, 7
FINAL MOVE: -4150, Pawn, Black, 3, 5
FINAL MOVE: -4175, Knight, Black, 7, 8
FINAL MOVE: -4175, Knight, Black, 7, 6
FINAL MOVE: -4175, Knight, Black, 3, 8
FINAL MOVE: -4175, Knight, Black, 6, 5
FINAL MOVE: -4025, Knight, Black, 4, 5
FINAL MOVE: -4175, King, Black, 6, 8
FINAL MOVE: -4175, King, Black, 4, 8
FINAL MOVE: -4175, King, Black, 4, 7
FINAL MOVE: -4150, Pawn, Black, 6, 6
FINAL MOVE: -4125, Pawn, Black, 6, 5
FINAL MOVE: -4175, Queen, Black, 7, 6
FINAL MOVE: -4175, Queen, Black, 7, 4
FINAL MOVE: -4175, Queen, Black, 8, 4
FINAL MOVE: -4175, Queen, Black, 7, 5
FINAL MOVE: -4175, Queen, Black, 8, 6
FINAL MOVE: 825, Queen, Black, 6, 3
MAX CHOSEN: Rook, White, 6, 4
MAX CHOSEN: Rook, White, 2, 1
MAX CHOSEN: Rook, White, 6, 5
MAX CHOSEN: Rook, White, 1, 1
MAX CHOSEN: Rook, White, 6, 6
MAX CHOSEN: Rook, White, 6, 7
MAX CHOSEN: Rook, White, 6, 8
MAX CHOSEN: Pawn, White, 7, 3
MAX CHOSEN: Pawn, White, 6, 3
FINAL MOVE: -4175, Pawn, Black, 1, 5
FINAL MOVE: -4200, Rook, Black, 1, 7
FINAL MOVE: -4200, Knight, Black, 4, 7
FINAL MOVE: -4175, Pawn, Black, 3, 5
FINAL MOVE: -4200, Knight, Black, 7, 8
FINAL MOVE: -4200, Knight, Black, 7, 6
FINAL MOVE: -4200, Knight, Black, 3, 8
FINAL MOVE: -4200, Knight, Black, 6, 5
FINAL MOVE: -4050, Knight, Black, 4, 5
FINAL MOVE: -4200, King, Black, 6, 8
FINAL MOVE: -4200, King, Black, 4, 8
FINAL MOVE: -4200, King, Black, 4, 7
FINAL MOVE: -4175, Pawn, Black, 6, 6
FINAL MOVE: -4150, Pawn, Black, 6, 5
FINAL MOVE: -4200, Queen, Black, 7, 6
FINAL MOVE: -4200, Queen, Black, 7, 4
FINAL MOVE: -4200, Queen, Black, 8, 4
FINAL MOVE: -4200, Queen, Black, 7, 5
FINAL MOVE: -4200, Queen, Black, 8, 6
FINAL MOVE: -3125, Queen, Black, 6, 3
FINAL MOVE: -4200, Queen, Black, 8, 3
FINAL MOVE: -4200, Queen, Black, 6, 5
FINAL MOVE: -3150, Queen, Black, 8, 2
FINAL MOVE: -4175, Pawn, Black, 8, 6
FINAL MOVE: -4200, Rook, Black, 7, 8
FINAL MOVE: -4200, Rook, Black, 6, 8
MIN CHOSEN: -3125, Bishop, Black, 6, 3
MAX CHOSEN: Pawn, White, 1, 3
FINAL MOVE: -2250, Pawn, Black, 1, 5
FINAL MOVE: -2275, Rook, Black, 1, 7
FINAL MOVE: -2275, Knight, Black, 4, 7
FINAL MOVE: -2250, Pawn, Black, 3, 5
FINAL MOVE: -2275, Bishop, Black, 6, 5
FINAL MOVE: -2275, Bishop, Black, 4, 7
FINAL MOVE: -2125, Bishop, Black, 4, 5
FINAL MOVE: -2275, Bishop, Black, 7, 4
FINAL MOVE: -2275, Bishop, Black, 3, 8
FINAL MOVE: 725, Bishop, Black, 3, 4
FINAL MOVE: -2275, Bishop, Black, 8, 3
FINAL MOVE: -2275, Knight, Black, 7, 8
FINAL MOVE: -2275, Knight, Black, 7, 6
FINAL MOVE: -2275, Knight, Black, 3, 8
FINAL MOVE: -2275, Knight, Black, 6, 5
FINAL MOVE: -2125, Knight, Black, 4, 5
FINAL MOVE: -2275, King, Black, 6, 8
FINAL MOVE: -2275, King, Black, 4, 8
FINAL MOVE: -2275, King, Black, 4, 7
FINAL MOVE: -2250, Pawn, Black, 6, 6
FINAL MOVE: -2225, Pawn, Black, 6, 5
FINAL MOVE: -2275, Queen, Black, 7, 6
FINAL MOVE: -2275, Queen, Black, 7, 4
FINAL MOVE: -2275, Queen, Black, 8, 4
FINAL MOVE: -2275, Queen, Black, 7, 5
FINAL MOVE: -2275, Queen, Black, 8, 6
FINAL MOVE: -1200, Queen, Black, 6, 3
FINAL MOVE: -2275, Queen, Black, 8, 3
FINAL MOVE: -2275, Queen, Black, 6, 5
FINAL MOVE: -1225, Queen, Black, 8, 2
FINAL MOVE: -2250, Pawn, Black, 8, 6
FINAL MOVE: -2275, Rook, Black, 7, 8
FINAL MOVE: -2275, Rook, Black, 6, 8
MAX CHOSEN: Pawn, White, 1, 4
FINAL MOVE: -2275, Pawn, Black, 1, 5
FINAL MOVE: -2300, Rook, Black, 1, 7
FINAL MOVE: -2300, Knight, Black, 4, 7
FINAL MOVE: -2275, Pawn, Black, 3, 5
FINAL MOVE: -2300, Bishop, Black, 6, 5
FINAL MOVE: -2300, Bishop, Black, 4, 7
FINAL MOVE: -2150, Bishop, Black, 4, 5
FINAL MOVE: -2300, Bishop, Black, 7, 4
FINAL MOVE: -2300, Bishop, Black, 3, 8
FINAL MOVE: 700, Bishop, Black, 3, 4
FINAL MOVE: -2300, Bishop, Black, 8, 3
FINAL MOVE: -2300, Knight, Black, 7, 8
FINAL MOVE: -2300, Knight, Black, 7, 6
FINAL MOVE: -2300, Knight, Black, 3, 8
FINAL MOVE: -2300, Knight, Black, 6, 5
FINAL MOVE: -2150, Knight, Black, 4, 5
FINAL MOVE: -2300, King, Black, 6, 8
FINAL MOVE: -2300, King, Black, 4, 8
FINAL MOVE: -2300, King, Black, 4, 7
FINAL MOVE: -2275, Pawn, Black, 6, 6
FINAL MOVE: -2250, Pawn, Black, 6, 5
FINAL MOVE: -2300, Queen, Black, 7, 6
FINAL MOVE: -2300, Queen, Black, 7, 4
FINAL MOVE: -2300, Queen, Black, 8, 4
FINAL MOVE: -2300, Queen, Black, 7, 5
FINAL MOVE: -2300, Queen, Black, 8, 6
FINAL MOVE: -1225, Queen, Black, 6, 3
FINAL MOVE: -2300, Queen, Black, 8, 3
FINAL MOVE: -2300, Queen, Black, 6, 5
FINAL MOVE: -1250, Queen, Black, 8, 2
FINAL MOVE: -2275, Pawn, Black, 8, 6
FINAL MOVE: -2300, Rook, Black, 7, 8
FINAL MOVE: -2300, Rook, Black, 6, 8
MAX CHOSEN: Pawn, White, 1, 4
MAX CHOSEN: Pawn, White, 2, 3
FINAL MOVE: -2250, Pawn, Black, 1, 5
FINAL MOVE: -2275, Rook, Black, 1, 7
FINAL MOVE: -2275, Knight, Black, 4, 7
FINAL MOVE: -2250, Pawn, Black, 3, 5
FINAL MOVE: -2275, Bishop, Black, 6, 5
FINAL MOVE: -2275, Bishop, Black, 4, 7
FINAL MOVE: -2125, Bishop, Black, 4, 5
FINAL MOVE: -2275, Bishop, Black, 7, 4
FINAL MOVE: -2275, Bishop, Black, 3, 8
FINAL MOVE: 725, Bishop, Black, 3, 4
MAX CHOSEN: Pawn, White, 2, 4
FINAL MOVE: -2275, Pawn, Black, 1, 5
FINAL MOVE: -2275, Pawn, Black, 2, 5
FINAL MOVE: -2300, Rook, Black, 1, 7
FINAL MOVE: -2300, Knight, Black, 4, 7
FINAL MOVE: -2275, Pawn, Black, 3, 5
FINAL MOVE: -2125, Pawn, Black, 4, 5
FINAL MOVE: -2275, Pawn, Black, 2, 5
FINAL MOVE: -2300, Bishop, Black, 6, 5
FINAL MOVE: -2300, Bishop, Black, 4, 7
FINAL MOVE: -2150, Bishop, Black, 4, 5
FINAL MOVE: -2300, Bishop, Black, 7, 4
FINAL MOVE: -2300, Bishop, Black, 3, 8
FINAL MOVE: 700, Bishop, Black, 3, 4
MAX CHOSEN: King, White, 4, 1
FINAL MOVE: -2225, Pawn, Black, 1, 5
FINAL MOVE: -2250, Rook, Black, 1, 7
FINAL MOVE: -2250, Knight, Black, 4, 7
FINAL MOVE: -2225, Pawn, Black, 3, 5
FINAL MOVE: -2250, Bishop, Black, 6, 5
FINAL MOVE: -2250, Bishop, Black, 4, 7
FINAL MOVE: -2100, Bishop, Black, 4, 5
FINAL MOVE: -2250, Bishop, Black, 7, 4
FINAL MOVE: -2250, Bishop, Black, 3, 8
FINAL MOVE: 750, Bishop, Black, 3, 4
MAX CHOSEN: King, White, 4, 2
MAX CHOSEN: King, White, 2, 1
FINAL MOVE: -2225, Pawn, Black, 1, 5
FINAL MOVE: -2250, Rook, Black, 1, 7
FINAL MOVE: -2250, Knight, Black, 4, 7
FINAL MOVE: -2225, Pawn, Black, 3, 5
FINAL MOVE: -2250, Bishop, Black, 6, 5
FINAL MOVE: -2250, Bishop, Black, 4, 7
FINAL MOVE: -2100, Bishop, Black, 4, 5
FINAL MOVE: -2250, Bishop, Black, 7, 4
FINAL MOVE: -2250, Bishop, Black, 3, 8
FINAL MOVE: 750, Bishop, Black, 3, 4
MAX CHOSEN: King, White, 2, 2
MAX CHOSEN: King, White, 3, 2
MAX CHOSEN: Pawn, White, 3, 3
FINAL MOVE: -2250, Pawn, Black, 1, 5
FINAL MOVE: -2275, Rook, Black, 1, 7
FINAL MOVE: -2275, Knight, Black, 4, 7
FINAL MOVE: -2250, Pawn, Black, 3, 5
FINAL MOVE: -2275, Bishop, Black, 6, 5
FINAL MOVE: -2275, Bishop, Black, 4, 7
FINAL MOVE: -2125, Bishop, Black, 4, 5
FINAL MOVE: -2275, Bishop, Black, 7, 4
FINAL MOVE: -2275, Bishop, Black, 3, 8
FINAL MOVE: 725, Bishop, Black, 3, 4
MAX CHOSEN: Pawn, White, 3, 4
MAX CHOSEN: Bishop, White, 4, 5
FINAL MOVE: -2375, Pawn, Black, 1, 5
FINAL MOVE: -2400, Rook, Black, 1, 7
FINAL MOVE: -2400, Knight, Black, 4, 7
FINAL MOVE: -2375, Pawn, Black, 3, 5
FINAL MOVE: 925, Pawn, Black, 4, 5
MAX CHOSEN: Bishop, White, 2, 5
FINAL MOVE: -2225, Pawn, Black, 1, 5
FINAL MOVE: 775, Pawn, Black, 2, 5
MAX CHOSEN: Bishop, White, 2, 3
FINAL MOVE: -2225, Pawn, Black, 1, 5
FINAL MOVE: -2250, Rook, Black, 1, 7
FINAL MOVE: -2250, Knight, Black, 4, 7
FINAL MOVE: -2225, Pawn, Black, 3, 5
FINAL MOVE: -2250, Bishop, Black, 6, 5
FINAL MOVE: -2250, Bishop, Black, 4, 7
FINAL MOVE: -2100, Bishop, Black, 4, 5
FINAL MOVE: -2250, Bishop, Black, 7, 4
FINAL MOVE: -2250, Bishop, Black, 3, 8
FINAL MOVE: -2250, Bishop, Black, 3, 4
FINAL MOVE: -2250, Bishop, Black, 8, 3
FINAL MOVE: 750, Bishop, Black, 2, 3
MAX CHOSEN: Bishop, White, 5, 6
FINAL MOVE: -5225, Pawn, Black, 1, 5
FINAL MOVE: -5250, Rook, Black, 1, 7
FINAL MOVE: -5250, Knight, Black, 4, 7
FINAL MOVE: -5225, Pawn, Black, 3, 5
FINAL MOVE: -5250, Knight, Black, 7, 8
FINAL MOVE: -5250, Knight, Black, 7, 6
FINAL MOVE: -5250, Knight, Black, 3, 8
FINAL MOVE: -5250, Knight, Black, 6, 5
FINAL MOVE: -5100, Knight, Black, 4, 5
FINAL MOVE: -5250, King, Black, 6, 8
FINAL MOVE: -5250, King, Black, 4, 8
FINAL MOVE: -5225, Pawn, Black, 6, 6
FINAL MOVE: -2225, Pawn, Black, 5, 6
FINAL MOVE: -5200, Pawn, Black, 6, 5
FINAL MOVE: -5250, Queen, Black, 7, 6
FINAL MOVE: -5250, Queen, Black, 7, 4
FINAL MOVE: -5250, Queen, Black, 8, 4
FINAL MOVE: -5250, Queen, Black, 7, 5
FINAL MOVE: -5250, Queen, Black, 8, 6
FINAL MOVE: -4175, Queen, Black, 6, 3
FINAL MOVE: -5250, Queen, Black, 8, 3
FINAL MOVE: -5250, Queen, Black, 6, 5
FINAL MOVE: -4200, Queen, Black, 8, 2
FINAL MOVE: -5225, Pawn, Black, 8, 6
FINAL MOVE: -5250, Rook, Black, 7, 8
FINAL MOVE: -5250, Rook, Black, 6, 8
MAX CHOSEN: Bishop, White, 5, 2
MAX CHOSEN: Bishop, White, 1, 6
FINAL MOVE: -3325, Rook, Black, 1, 7
FINAL MOVE: -325, Rook, Black, 1, 6
MAX CHOSEN: Bishop, White, 6, 7
MAX CHOSEN: Bishop, White, 7, 8
MAX CHOSEN: Bishop, White, 5, 3
FINAL MOVE: -2225, Pawn, Black, 1, 5
MAX CHOSEN: Bishop, White, 5, 1
FINAL MOVE: -2225, Pawn, Black, 1, 5
MAX CHOSEN: Bishop, White, 3, 3
FINAL MOVE: -2225, Pawn, Black, 1, 5
MAX CHOSEN: Bishop, White, 6, 4
FINAL MOVE: -2225, Pawn, Black, 1, 5
MAX CHOSEN: Bishop, White, 2, 4
FINAL MOVE: -2225, Pawn, Black, 1, 5
MAX CHOSEN: Bishop, White, 7, 5
FINAL MOVE: -2225, Pawn, Black, 1, 5
MAX CHOSEN: Bishop, White, 1, 5
FINAL MOVE: -2250, Rook, Black, 1, 7
FINAL MOVE: -2250, Knight, Black, 4, 7
FINAL MOVE: -2225, Pawn, Black, 3, 5
MAX CHOSEN: Bishop, White, 8, 6
FINAL MOVE: -2225, Pawn, Black, 1, 5
MAX CHOSEN: Pawn, White, 4, 4
FINAL MOVE: -2400, Pawn, Black, 1, 5
FINAL MOVE: -2425, Rook, Black, 1, 7
FINAL MOVE: -2425, Knight, Black, 4, 7
FINAL MOVE: -2400, Pawn, Black, 3, 5
FINAL MOVE: -1150, Pawn, Black, 4, 4
MAX CHOSEN: Pawn, White, 5, 5
MAX CHOSEN: Rook, White, 7, 1
FINAL MOVE: -2225, Pawn, Black, 1, 5
MAX CHOSEN: Rook, White, 5, 1
FINAL MOVE: -2225, Pawn, Black, 1, 5
MAX CHOSEN: Rook, White, 6, 2
FINAL MOVE: -2225, Pawn, Black, 1, 5
MAX CHOSEN: Rook, White, 4, 1
FINAL MOVE: -2225, Pawn, Black, 1, 5
MAX CHOSEN: Rook, White, 6, 4
MAX CHOSEN: Rook, White, 2, 1
MAX CHOSEN: Rook, White, 6, 5
MAX CHOSEN: Rook, White, 1, 1
MAX CHOSEN: Rook, White, 6, 6
MAX CHOSEN: Rook, White, 6, 7
MAX CHOSEN: Rook, White, 6, 8
MAX CHOSEN: Pawn, White, 6, 4
FINAL MOVE: -2250, Pawn, Black, 1, 5
FINAL MOVE: -2275, Rook, Black, 1, 7
FINAL MOVE: -2275, Knight, Black, 4, 7
FINAL MOVE: -2250, Pawn, Black, 3, 5
FINAL MOVE: -1300, Pawn, Black, 6, 4
MAX CHOSEN: Pawn, White, 7, 3
MAX CHOSEN: Pawn, White, 7, 4
MAX CHOSEN: Queen, White, 8, 4
FINAL MOVE: -2225, Pawn, Black, 1, 5
MAX CHOSEN: Queen, White, 6, 4
FINAL MOVE: -2225, Pawn, Black, 1, 5
MAX CHOSEN: Queen, White, 6, 2
FINAL MOVE: -2225, Pawn, Black, 1, 5
MAX CHOSEN: Queen, White, 8, 3
FINAL MOVE: -2225, Pawn, Black, 1, 5
MAX CHOSEN: Queen, White, 7, 4
FINAL MOVE: -2225, Pawn, Black, 1, 5
MAX CHOSEN: Queen, White, 5, 5
FINAL MOVE: -3625, Pawn, Black, 1, 5
FINAL MOVE: -3650, Rook, Black, 1, 7
FINAL MOVE: -3650, Knight, Black, 4, 7
FINAL MOVE: -3625, Pawn, Black, 3, 5
FINAL MOVE: -3650, Bishop, Black, 6, 5
FINAL MOVE: -3650, Bishop, Black, 4, 7
FINAL MOVE: -3500, Bishop, Black, 4, 5
FINAL MOVE: -3650, Bishop, Black, 7, 4
FINAL MOVE: -3650, Bishop, Black, 3, 8
FINAL MOVE: -650, Bishop, Black, 3, 4
MAX CHOSEN: Queen, White, 5, 1
FINAL MOVE: -2225, Pawn, Black, 1, 5
MAX CHOSEN: Queen, White, 7, 1
MAX CHOSEN: Queen, White, 5, 3
MAX CHOSEN: Queen, White, 7, 5
FINAL MOVE: -2225, Pawn, Black, 1, 5
MAX CHOSEN: Queen, White, 4, 6
MAX CHOSEN: Queen, White, 7, 6
FINAL MOVE: -2225, Pawn, Black, 1, 5
MAX CHOSEN: Queen, White, 3, 7
MAX CHOSEN: Queen, White, 3, 3
MAX CHOSEN: Queen, White, 7, 7
FINAL MOVE: -2225, Pawn, Black, 1, 5
MAX CHOSEN: Queen, White, 2, 8
MAX CHOSEN: Queen, White, 2, 3
MAX CHOSEN: Queen, White, 7, 8
FINAL MOVE: 6750, Knight, Black, 7, 8
MAX CHOSEN: Queen, White, 1, 3
MAX CHOSEN: Rook, White, 7, 1
FINAL MOVE: -2225, Pawn, Black, 1, 5
MAX CHOSEN: Rook, White, 8, 3
MAX CHOSEN: Rook, White, 5, 1
MAX CHOSEN: Rook, White, 8, 4
MAX CHOSEN: Rook, White, 4, 1
MAX CHOSEN: Rook, White, 8, 5
MAX CHOSEN: Rook, White, 8, 6
MAX CHOSEN: Rook, White, 2, 1
MAX CHOSEN: Rook, White, 8, 7
MAX CHOSEN: Rook, White, 1, 1
MAX CHOSEN: Rook, White, 8, 8
MAX CHOSEN: Pawn, White, 8, 3
FINAL MOVE: -2250, Pawn, Black, 1, 5
FINAL MOVE: -2275, Rook, Black, 1, 7
FINAL MOVE: -2275, Knight, Black, 4, 7
FINAL MOVE: -2250, Pawn, Black, 3, 5
FINAL MOVE: -2275, Bishop, Black, 6, 5
FINAL MOVE: -2275, Bishop, Black, 4, 7
FINAL MOVE: -2125, Bishop, Black, 4, 5
MAX CHOSEN: Pawn, White, 8, 4
FINAL MOVE: -2275, Pawn, Black, 1, 5
FINAL MOVE: -2300, Rook, Black, 1, 7
FINAL MOVE: -2300, Knight, Black, 4, 7
FINAL MOVE: -2275, Pawn, Black, 3, 5
FINAL MOVE: -2300, Bishop, Black, 6, 5
FINAL MOVE: -2300, Bishop, Black, 4, 7
FINAL MOVE: -2150, Bishop, Black, 4, 5
MIN CHOSEN: -2225, Bishop, Black, 5, 6
MAX CHOSEN: Pawn, White, 1, 3
FINAL MOVE: -2250, Pawn, Black, 1, 5
FINAL MOVE: -2275, Rook, Black, 1, 7
FINAL MOVE: -2250, Pawn, Black, 3, 5
FINAL MOVE: -2275, Bishop, Black, 5, 6
FINAL MOVE: -2275, Bishop, Black, 3, 8
FINAL MOVE: -2275, Bishop, Black, 6, 5
FINAL MOVE: -2275, Bishop, Black, 7, 4
FINAL MOVE: -2275, Bishop, Black, 8, 3
FINAL MOVE: -2275, Knight, Black, 7, 8
FINAL MOVE: -2275, Knight, Black, 7, 6
FINAL MOVE: -2275, Knight, Black, 3, 8
FINAL MOVE: -2275, Knight, Black, 6, 5
FINAL MOVE: -2125, Knight, Black, 4, 5
FINAL MOVE: -2275, King, Black, 6, 8
FINAL MOVE: -2275, King, Black, 4, 8
FINAL MOVE: -2250, Pawn, Black, 6, 6
FINAL MOVE: -2225, Pawn, Black, 6, 5
FINAL MOVE: -2275, Queen, Black, 7, 6
FINAL MOVE: -2275, Queen, Black, 7, 4
FINAL MOVE: -2275, Queen, Black, 8, 4
FINAL MOVE: -2275, Queen, Black, 7, 5
FINAL MOVE: -2275, Queen, Black, 8, 6
FINAL MOVE: -1200, Queen, Black, 6, 3
FINAL MOVE: -2275, Queen, Black, 8, 3
FINAL MOVE: -2275, Queen, Black, 6, 5
FINAL MOVE: -1225, Queen, Black, 8, 2
FINAL MOVE: -2250, Pawn, Black, 8, 6
FINAL MOVE: -2275, Rook, Black, 7, 8
FINAL MOVE: -2275, Rook, Black, 6, 8
MAX CHOSEN: Pawn, White, 1, 4
FINAL MOVE: -2275, Pawn, Black, 1, 5
FINAL MOVE: -2300, Rook, Black, 1, 7
FINAL MOVE: -2275, Pawn, Black, 3, 5
FINAL MOVE: -2300, Bishop, Black, 5, 6
FINAL MOVE: -2300, Bishop, Black, 3, 8
FINAL MOVE: -2300, Bishop, Black, 6, 5
FINAL MOVE: -2300, Bishop, Black, 7, 4
FINAL MOVE: -2300, Bishop, Black, 8, 3
FINAL MOVE: -2300, Knight, Black, 7, 8
FINAL MOVE: -2300, Knight, Black, 7, 6
FINAL MOVE: -2300, Knight, Black, 3, 8
FINAL MOVE: -2300, Knight, Black, 6, 5
FINAL MOVE: -2150, Knight, Black, 4, 5
FINAL MOVE: -2300, King, Black, 6, 8
FINAL MOVE: -2300, King, Black, 4, 8
FINAL MOVE: -2275, Pawn, Black, 6, 6
FINAL MOVE: -2250, Pawn, Black, 6, 5
FINAL MOVE: -2300, Queen, Black, 7, 6
FINAL MOVE: -2300, Queen, Black, 7, 4
FINAL MOVE: -2300, Queen, Black, 8, 4
FINAL MOVE: -2300, Queen, Black, 7, 5
FINAL MOVE: -2300, Queen, Black, 8, 6
FINAL MOVE: -1225, Queen, Black, 6, 3
FINAL MOVE: -2300, Queen, Black, 8, 3
FINAL MOVE: -2300, Queen, Black, 6, 5
FINAL MOVE: -1250, Queen, Black, 8, 2
FINAL MOVE: -2275, Pawn, Black, 8, 6
FINAL MOVE: -2300, Rook, Black, 7, 8
FINAL MOVE: -2300, Rook, Black, 6, 8
MAX CHOSEN: Pawn, White, 1, 4
MAX CHOSEN: Pawn, White, 2, 3
FINAL MOVE: -2250, Pawn, Black, 1, 5
FINAL MOVE: -2275, Rook, Black, 1, 7
FINAL MOVE: -2250, Pawn, Black, 3, 5
FINAL MOVE: -2275, Bishop, Black, 5, 6
FINAL MOVE: -2275, Bishop, Black, 3, 8
FINAL MOVE: -2275, Bishop, Black, 6, 5
FINAL MOVE: -2275, Bishop, Black, 7, 4
FINAL MOVE: -2275, Bishop, Black, 8, 3
FINAL MOVE: -2275, Knight, Black, 7, 8
FINAL MOVE: -2275, Knight, Black, 7, 6
FINAL MOVE: -2275, Knight, Black, 3, 8
FINAL MOVE: -2275, Knight, Black, 6, 5
FINAL MOVE: -2125, Knight, Black, 4, 5
FINAL MOVE: -2275, King, Black, 6, 8
FINAL MOVE: -2275, King, Black, 4, 8
FINAL MOVE: -2250, Pawn, Black, 6, 6
FINAL MOVE: -2225, Pawn, Black, 6, 5
FINAL MOVE: -2275, Queen, Black, 7, 6
FINAL MOVE: -2275, Queen, Black, 7, 4
FINAL MOVE: -2275, Queen, Black, 8, 4
FINAL MOVE: -2275, Queen, Black, 7, 5
FINAL MOVE: -2275, Queen, Black, 8, 6
FINAL MOVE: -1200, Queen, Black, 6, 3
MAX CHOSEN: Pawn, White, 2, 4
FINAL MOVE: -2275, Pawn, Black, 1, 5
FINAL MOVE: -2275, Pawn, Black, 2, 5
FINAL MOVE: -2300, Rook, Black, 1, 7
FINAL MOVE: -2275, Pawn, Black, 3, 5
FINAL MOVE: -2125, Pawn, Black, 4, 5
FINAL MOVE: -2275, Pawn, Black, 2, 5
FINAL MOVE: -2300, Bishop, Black, 5, 6
FINAL MOVE: -2300, Bishop, Black, 3, 8
FINAL MOVE: -2300, Bishop, Black, 6, 5
FINAL MOVE: -2300, Bishop, Black, 7, 4
FINAL MOVE: -2300, Bishop, Black, 8, 3
FINAL MOVE: -2300, Knight, Black, 7, 8
FINAL MOVE: -2300, Knight, Black, 7, 6
FINAL MOVE: -2300, Knight, Black, 3, 8
FINAL MOVE: -2300, Knight, Black, 6, 5
FINAL MOVE: -2150, Knight, Black, 4, 5
FINAL MOVE: -2300, King, Black, 6, 8
FINAL MOVE: -2300, King, Black, 4, 8
FINAL MOVE: -2275, Pawn, Black, 6, 6
FINAL MOVE: -2250, Pawn, Black, 6, 5
FINAL MOVE: -2300, Queen, Black, 7, 6
FINAL MOVE: -2300, Queen, Black, 7, 4
FINAL MOVE: -2300, Queen, Black, 8, 4
FINAL MOVE: -2300, Queen, Black, 7, 5
FINAL MOVE: -2300, Queen, Black, 8, 6
FINAL MOVE: -1225, Queen, Black, 6, 3
MAX CHOSEN: King, White, 4, 1
FINAL MOVE: -2225, Pawn, Black, 1, 5
FINAL MOVE: -2250, Rook, Black, 1, 7
FINAL MOVE: -2225, Pawn, Black, 3, 5
FINAL MOVE: -2250, Bishop, Black, 5, 6
FINAL MOVE: -2250, Bishop, Black, 3, 8
FINAL MOVE: -2250, Bishop, Black, 6, 5
FINAL MOVE: -2250, Bishop, Black, 7, 4
FINAL MOVE: -2250, Bishop, Black, 8, 3
FINAL MOVE: -2250, Knight, Black, 7, 8
FINAL MOVE: -2250, Knight, Black, 7, 6
FINAL MOVE: -2250, Knight, Black, 3, 8
FINAL MOVE: -2250, Knight, Black, 6, 5
FINAL MOVE: -2100, Knight, Black, 4, 5
FINAL MOVE: -2250, King, Black, 6, 8
FINAL MOVE: -2250, King, Black, 4, 8
FINAL MOVE: -2225, Pawn, Black, 6, 6
FINAL MOVE: -2200, Pawn, Black, 6, 5
FINAL MOVE: -2250, Queen, Black, 7, 6
FINAL MOVE: -2250, Queen, Black, 7, 4
FINAL MOVE: -2250, Queen, Black, 8, 4
FINAL MOVE: -2250, Queen, Black, 7, 5
FINAL MOVE: -2250, Queen, Black, 8, 6
FINAL MOVE: -1175, Queen, Black, 6, 3
MAX CHOSEN: King, White, 4, 2
MAX CHOSEN: King, White, 2, 1
FINAL MOVE: -2225, Pawn, Black, 1, 5
