fen,phase_score,is_endgame,status,result_white,our_total,sf_static_cp,pieces,capture_gains,passed_pawn_support,latent_threat,central,imbalance_white,imbalance_black,pair_bonus,piece_value_boost
rn3rk1/pp1bppbp/3p1np1/q1pP4/2P5/2N2NPP/PP1QPP2/R1B1KB1R w KQ - 1 9,0,0,near_equal,1.0,-239,3,236,0,0,-75,-400,0,0,0,0
r3r1k1/2p3qp/1p2p1p1/pP3p2/P1RP1n1P/4PQP1/1P6/2R3K1 w - - 0 36,37,0,near_equal,0.5,582,10,4032,-3250,0,59,-259,0,0,0,0
r1bqk1nr/pp1pbpp1/7p/2p5/2Pp4/PN4P1/1P2PP1P/R1BQKB1R w KQkq - 0 9,10,0,near_equal,0.0,1173,-75,773,0,0,0,400,0,0,0,0
r2qkb1r/4pppp/bp2nn2/3p4/P7/2NBPN1P/2P2PP1/R1BQK2R w KQkq - 0 12,0,0,near_equal,1.0,64,71,-336,0,0,0,400,0,0,0,0
r4rk1/2nq2p1/1p1Np1bp/p7/2B2BQ1/P7/1P3PPP/R4RK1 w - - 2 21,16,0,white_winning,1.0,-9592,588,-4186,-3450,0,0,-193,0,0,-300,-1463
7r/p7/1pB2b2/1Pk5/8/6P1/5PKP/8 w - - 2 39,106,1,black_winning,0.0,4917,-468,2441,0,0,0,0,0,0,0,1336
r4rk1/3b3p/2nqpbpP/p1Rp1p2/1p1P1P2/P2BPN2/QP2NP2/4K1R1 w - - 4 26,10,0,near_equal,0.5,422,-31,222,0,0,-75,175,0,0,100,0
4k3/pp1b1p2/1q3pp1/8/P1Pp3r/3P1Pb1/R2NB1P1/3K3R w - - 0 25,53,0,black_winning,0.0,7035,-474,6058,0,0,200,128,0,0,300,349
1k1r3r/ppq2p2/n3bnp1/2p1p1Np/2P1PP2/1P2B3/PQ2B1PP/3R1RK1 b - - 0 21,10,0,white_winning,1.0,-866,242,-366,0,0,0,-400,0,0,-100,0
r1r3k1/1b3ppp/4pn2/p7/Pb1p4/1Q2P2q/1P1NB1N1/R1BR2K1 w - - 0 25,5,0,black_winning,0.0,1668,-346,2113,-1000,0,355,400,0,0,-200,0
8/7r/4k3/1p6/7p/4BP1K/8/8 b - - 3 48,112,1,black_winning,0.0,5456,-442,3374,0,-600,0,0,0,0,0,1342
r1b2rk1/1p5p/1qn1pPp1/p1bp4/3N1P2/2P2N2/PP4PP/R1BQK2R w KQ - 0 15,10,0,near_equal,0.5,2862,64,91,1852,500,-106,207,0,0,100,218
4r3/4n3/N1k3p1/PR6/3r3P/7K/8/8 b - - 0 52,85,1,black_winning,0.0,13864,-369,4032,5000,500,0,0,0,0,0,3428
8/2q1bpk1/4p3/3pN2p/Q2P2p1/P2B2PP/5PK1/8 b - - 2 44,69,1,white_winning,1.0,-5602,388,-3951,0,0,0,0,0,0,0,-711
8/8/1p2p2R/2p1k1P1/2P2p2/8/2r2PK1/8 w - - 2 40,106,1,near_equal,0.5,1032,-119,1440,0,-240,0,0,0,0,0,0
2r2rk1/1p1b1p1p/p2bn3/6pR/1P2q1P1/6P1/PQpRPP2/2B2K2 w - - 0 25,21,0,black_winning,0.0,6817,-600,7656,-2405,-300,256,350,0,0,300,960
r1b1k2r/pp3p1p/2nb1p2/1B6/8/P4P2/1P4PP/R1B1K1NR w KQkq - 0 14,53,0,near_equal,1.0,156,8,-108,0,0,125,139,0,0,0,0
2kr2r1/pp1qpp1p/2p1b1p1/4b3/P3P3/3Q2P1/1P1P1PBP/R1B1K2R w KQ - 1 15,21,0,near_equal,0.5,1394,-131,1280,0,0,-75,189,0,0,0,0
1b2r3/5k1p/1p2n3/p4N1p/2BPb1P1/P1R1P2P/1P2K3/5R2 b - - 1 32,69,1,white_winning,1.0,-7197,477,-5962,0,120,0,0,0,0,300,-760
2r3k1/p4ppp/4p3/P2qb3/2r5/2P1P2P/1BQ2PP1/R1R3K1 w - - 1 28,32,0,near_equal,1.0,679,-2,-858,1172,0,65,300,0,0,0,0
1r1qkb1r/Q1pnppp1/5n2/5b1p/3Pp3/2P2N2/PP3PPP/RNB1KB1R w KQk - 0 8,0,0,near_equal,0.5,-361,2,-761,0,0,0,400,0,0,0,0
4k2r/Q2ppp2/4q1pp/8/1P1p2PP/P3P3/2rN1P2/3RKB1b b k - 0 24,37,0,black_winning,0.0,2970,-267,2135,45,-210,257,300,0,0,0,443
r3kb1r/ppp1qpp1/5n1p/4p1Nb/2B1P1P1/2N2P2/PPPQ3P/R3K2R b KQkq - 0 12,10,0,near_equal,0.0,-1144,-53,-844,0,0,0,-400,0,0,100,0
1r2k3/p2q1pb1/P2pp1p1/1PpPn1Br/4PP2/1QP3Pp/4N2P/1R3RK1 b - - 2 28,21,0,white_winning,1.0,-1763,161,-1212,0,0,13,-350,0,0,0,-214
2n2k2/8/8/1PP1p3/3p1pr1/P2P1R2/q2N4/5N1K b - - 0 46,69,1,black_winning,0.0,8659,-530,6239,1322,-281,0,0,0,0,-200,1562
r2qkb1r/5p1p/2p2np1/p1Ppp3/QP2b3/2P3PB/4PP1P/RNB1K1R1 b Qkq - 1 13,10,0,near_equal,0.0,-477,18,-117,-1030,0,270,400,0,0,0,0
3q1k2/Q7/1n1pppp1/8/3P4/Pr2PRPP/6P1/2R1K3 w - - 2 29,48,0,white_winning,1.0,-5443,450,-3638,0,0,-230,53,0,0,0,-1628
r5k1/1p4b1/2ppr1p1/q6P/2P1p1Rn/PRN1P3/5P2/2Q1K2B b - - 1 33,21,0,near_equal,1.0,1052,-120,-401,1000,0,103,350,0,0,0,0
r2r2k1/1bpq2pp/1p3p2/4pn2/PBP1N2P/3P4/1P3PP1/R2Q1K1R w - - 1 20,21,0,near_equal,0.5,971,-136,-409,1030,0,0,350,0,0,0,0
2k2r2/q2n4/1p1p1rp1/p3p1Np/2PnPP1P/B2BQ1P1/P1b5/2R1RK2 b - - 2 29,10,0,near_equal,0.5,190,-2,-310,1000,0,0,-400,0,0,-100,0
8/8/8/P2K4/8/8/4k3/5n2 w - - 0 57,122,1,white_winning,1.0,2886,340,1859,0,0,0,0,0,0,0,1475
1k6/1p6/p4b1p/n7/4BP2/P5P1/1PRR4/7K b - - 4 35,90,1,white_winning,1.0,-13509,553,-10353,0,60,0,0,0,0,0,-2631
r2r1k2/1p5p/p2pbp1b/4p1pP/1BP1P1n1/1P1P2PB/5P2/R3KN1R b KQ - 4 25,53,0,white_winning,1.0,69,227,-8,0,0,-75,152,0,0,0,0
8/5p2/4pk1p/1pR5/5P2/2p3P1/1b4K1/8 w - - 0 46,112,1,black_winning,0.0,1573,-221,2285,-1460,188,0,0,0,0,0,0
7r/4bkp1/4R2p/1Pp2P2/2nr1P2/2N3P1/1B4RP/2K5 w - - 1 29,64,0,white_winning,1.0,-4623,181,-2904,0,-439,-43,-294,-285,0,0,-658
2R5/4R3/8/3b3p/5p1k/3Kp3/7r/8 b - - 5 93,90,1,black_winning,0.0,8062,-285,4992,0,666,0,0,0,0,0,618
8/p6k/1pp5/8/P2P3p/1p3rr1/1K1R4/1R6 w - - 0 41,85,1,black_winning,0.0,6065,-386,4814,0,-1160,0,0,0,0,0,1111
8/1p4k1/p1nN1p2/P1P5/4P1Pp/5P2/4KQ2/7q b - - 5 53,74,1,near_equal,0.5,-28,-20,-318,135,-20,0,0,0,0,0,0
7r/p4p1p/1p2bp2/5nk1/3N4/1P4P1/P1P5/1K5R w - - 1 39,90,1,black_winning,0.0,8424,-400,4676,890,0,0,0,0,0,0,1873
R7/2p1k3/2ppn2P/8/2b1P3/2P2PK1/P1r5/6R1 b - - 0 45,85,1,near_equal,0.5,230,146,-1344,2280,-300,0,0,0,0,0,0
8/8/8/8/6kp/8/8/6K1 b - - 1 81,128,1,near_equal,0.5,4446,2,2281,0,-160,0,0,0,0,0,769
4k2r/1p2n3/p2r1pp1/4b2p/P1pN4/2Q4P/5PP1/2KRR3 w k - 2 28,48,0,white_winning,1.0,-6311,335,-3424,-1687,-687,75,61,0,0,0,-649
r1bqk2r/1p1p1ppp/2n1pn2/p7/1b2P3/2NQ1N2/PPP1BPPP/R1B2RK1 b kq - 2 9,0,0,near_equal,1.0,-568,60,-243,0,0,75,-400,0,0,0,0
rn1qk1nr/pp2bp1p/2p1p3/3p1bp1/3P4/P1P1PNB1/1P3PPP/RN1QKB1R b KQkq - 3 7,0,0,near_equal,0.0,-812,2,-509,0,0,0,-303,0,0,0,0
8/8/1p5p/pPp3bP/P1P1k1P1/2K5/8/8 w - - 9 49,122,1,black_winning,0.0,6027,-453,3318,0,0,0,0,0,0,0,1259
r5k1/2q2p1p/8/Prb5/3p1pP1/7P/2Q1PP2/R4KR1 w - - 0 28,37,0,black_winning,0.0,5769,-322,2225,1637,600,-28,300,0,0,0,1035
8/1pk4p/p1p5/4R3/2br2P1/2Q4P/1P4BK/3q4 w - - 1 34,53,0,near_equal,0.5,-51,15,877,0,0,0,-100,-1944,1116,0,0
3k1b1r/rB1n1pp1/4pn1p/3p4/3P4/2p1PN1P/P4PP1/R1B1K2R w KQ - 0 18,53,0,black_winning,0.0,-301,-157,243,0,-250,-192,-2,0,0,-100,0
r3k2r/pp1qp1bp/2n1pnp1/1N1p4/8/4PB1P/PPQP1PP1/R1B1K2R b KQkq - 1 12,10,0,near_equal,0.0,-328,-42,-628,0,0,0,400,0,0,-100,0
1r1r1bk1/5p2/b4qp1/P1np1N2/1p1Np3/2P1P2Q/3B1PP1/R5KR b - - 1 32,10,0,near_equal,1.0,2172,56,-192,1250,300,0,400,0,0,100,314
8/r5pk/2B2p1p/B3p3/p2pP3/P2b1N2/5PPP/3K4 w - - 4 38,96,1,near_equal,0.5,-723,-10,720,0,-1143,0,0,0,0,-300,0
rnb1kb1r/1pq2ppp/p3pn2/2pp4/3P4/P1NBPN1P/1PP2PP1/R1BQK2R w KQkq - 0 8,0,0,near_equal,0.0,-826,-21,-502,0,0,0,-324,0,0,0,0
1rbqkbnr/1p3ppp/p7/2nNp3/3p4/1Q3NPP/PPP1PPB1/R1B1K2R w KQk - 2 11,0,0,near_equal,0.0,-1880,-66,-1036,-1045,0,0,400,0,0,0,-199
r3k2r/ppq2ppp/2nb4/3p1b2/4n3/1N1BPNP1/PPQ2P1P/R1B2RK1 w kq - 6 14,0,0,near_equal,1.0,880,8,405,0,0,75,400,0,0,0,0
4r1k1/1p3p1p/p2p2p1/3b4/P4P2/4PNR1/1b2K2P/8 b - - 1 35,90,1,black_winning,0.0,10616,-635,7777,0,0,0,0,0,0,300,1889
2r1k2r/3n1pb1/4pnp1/7p/1qp1P2P/1P2PNP1/1BQR1PB1/4K2R b Kk - 2 21,10,0,near_equal,1.0,-76,-70,-576,1000,0,0,-400,0,0,-100,0
4R3/8/5k2/3p3P/1P4PK/6N1/1r6/8 w - - 8 61,101,1,white_winning,1.0,-12315,536,-8036,0,-195,0,0,0,0,0,-2258
2QR4/6pk/5p1p/2P2P1b/3N4/7K/4pq2/8 b - - 5 67,64,0,near_equal,0.5,-813,-46,-1722,0,-30,772,-118,-2793,3078,0,0
rnbqkb1r/5ppp/p1p2n2/4p3/Np2P3/1B3N2/PPPP2PP/R1BQK2R b KQkq - 1 9,0,0,near_equal,0.5,64,61,61,0,0,0,3,0,0,0,0
4kbnr/1q3ppp/2p5/Q2pPb2/pr6/2B2BP1/1PP1NP2/R3K2R w KQk - 3 19,10,0,white_winning,0.0,-1775,165,359,-1604,0,0,-400,0,0,0,-130
3r1rk1/5qp1/4p2p/p2N1b2/2BQ4/P5B1/1P3PPP/3R1RK1 b - - 0 26,21,0,white_winning,1.0,-8407,321,-8794,2250,0,0,-350,0,0,-300,-1213
r4rk1/1pp1n1pp/4b3/pB1pP3/2PPnpq1/PQ3NB1/5PPP/2RR2K1 w - - 0 19,10,0,near_equal,1.0,2387,-123,-588,2450,480,86,-400,0,0,-100,459
r1b2rk1/pp1nppbp/5np1/q2p4/3P1B2/N1PB1NP1/PP3P1P/R2QK2R b KQ - 4 10,0,0,near_equal,0.0,-455,-17,20,0,0,-75,-400,0,0,0,0
2r2rk1/1p5p/4bp1p/pN4q1/PnpPpbP1/4Q2P/1P2BP2/2R2KNR w - - 4 23,10,0,black_winning,0.0,1777,-397,2035,-1069,226,58,400,0,0,100,27
rn1qk2r/1pp1np2/p1b2b2/4p1pp/1PPpB3/P3PN2/1BQP1PPP/RN3RK1 w kq - 0 12,0,0,near_equal,1.0,-179,49,-654,0,0,75,400,0,0,0,0
8/5k2/1B1R3p/5p2/2r5/5KP1/8/8 w - - 4 50,101,1,white_winning,1.0,-7514,276,-3679,-1090,0,0,0,0,0,0,-1650
1n1r4/pr2k2p/2p3p1/4N3/PP1Pp3/5bP1/1B1P1P2/2R1K3 b - - 4 39,74,1,black_winning,0.5,7242,-316,5262,45,0,0,0,0,0,0,1240
rn2k1nr/3b3p/p2p1ppb/3Pp3/Pp2P2P/1BN2N2/1P3PP1/R1B1K2R w KQkq - 0 14,42,0,near_equal,0.5,-1175,96,-757,0,0,-118,-300,0,0,0,0
1r2r1k1/pq3p1p/n2p2p1/PppP2B1/3b1Q2/RP3B1P/5PP1/2R3K1 b - - 3 30,21,0,black_winning,0.0,-485,-205,1077,-1030,0,-288,56,0,0,-300,0
rnbqkb1r/2p2pnp/3pp1p1/p5P1/3PP3/2N1BB2/PPPQ1P1P/R3K2R b KQkq - 3 11,5,0,black_winning,0.5,1648,-227,1848,0,0,0,-400,0,0,200,0
2r1kb1r/5p2/4bp1p/q1PN4/P1n5/6P1/4QPBP/3R1KNR b k - 0 19,10,0,white_winning,1.0,419,186,-2967,2934,677,75,-400,0,0,100,0
2k3r1/q7/3QN1p1/1pp2p1p/7P/4P1P1/5P1K/R7 b - - 5 44,58,0,white_winning,1.0,928,513,-1623,3560,-150,-730,-75,-54,0,0,0
r2qkb1r/1p2npp1/3pb1n1/1Pp1p2p/P6P/2NPPNP1/5P2/R1BQKB1R w KQkq - 1 13,0,0,near_equal,0.5,65,124,-335,0,0,0,400,0,0,0,0
r3k2r/p2n1p2/1pp1p3/3b3p/1B1b3P/N2q1PPB/PP5R/R1Q1K3 b kq - 3 25,10,0,black_winning,0.0,5471,-455,2341,1030,0,1279,400,0,0,0,421
r2r2k1/pp3ppp/8/3n1b2/3P4/2N1B3/PP2KPPP/3R3R w - - 8 20,64,0,near_equal,1.0,-820,30,-1171,0,407,-75,19,0,0,0,0
1r1n1k1r/1q2n1pp/p1bp1b2/2p5/2B1PNPP/5N2/PPQ2P2/R1B2K1R w - - 1 22,0,0,white_winning,0.5,-1099,202,-1665,1054,0,-88,-400,0,0,0,0
rn2rbk1/pp1b1ppp/3p1n2/2pP4/8/2NBBN2/PqP1QPPP/R3R1K1 w - - 0 13,0,0,near_equal,1.0,10,3,410,0,0,0,-400,0,0,0,0
2kr1b2/4pQp1/2pr4/p3p3/2R5/1PB1q3/3N1R2/3K4 w - - 6 32,26,0,near_equal,0.5,499,149,1316,-1054,-152,39,350,0,0,0,0
4k2r/4pp1p/1p3bp1/7P/3PPPb1/1N4P1/Pn6/4KB1R b Kk - 0 22,80,1,black_winning,0.0,5444,-254,2576,1000,0,0,0,0,0,300,1073
6k1/3R4/6p1/r4p1p/3B3P/6P1/P4PK1/8 b - - 2 49,101,1,white_winning,1.0,-7562,518,-6532,1165,0,0,0,0,0,0,-1410
1rbqkb1r/p3npp1/3p4/2p2PPp/1P1pPN1P/3P1B2/P2B4/R2QK2R b KQk - 2 18,10,0,white_winning,1.0,-595,211,-150,-45,0,0,-400,0,0,0,0
r1br2k1/5p1p/ppnqp3/2p5/5p1P/PPQ1PN2/3PBPP1/R3K2R w KQ - 0 17,21,0,near_equal,1.0,-285,80,-560,0,0,-75,350,0,0,0,0
r3k2r/pp2ppbp/2bp1np1/2q5/1PP5/P4NPP/2QBPPB1/2R1K2R b Kkq - 0 16,10,0,near_equal,1.0,451,48,51,0,0,0,400,0,0,0,0
r3kb1r/pq2pp1p/1Pn1bnp1/3p4/QP6/2P1PB2/P4PPP/RNB1K1NR w KQkq - 1 10,0,0,near_equal,0.5,-1398,114,-1798,0,0,0,400,0,0,0,0
r3kbn1/1p2ppr1/3P3p/p1pP4/P5q1/2N2N2/1PP2PP1/R2QR1K1 w q - 1 20,21,0,white_winning,1.0,-1490,284,-1880,1000,0,-60,-350,0,0,-200,0
4kb1r/3b1pp1/3p4/p2Pnq2/pp2NB2/7P/5QB1/R3R1K1 b k - 1 29,21,0,white_winning,1.0,-1940,222,-230,0,-1209,75,-350,0,0,0,-226
5k2/1p3p2/r2p1bp1/6R1/BP1Pp3/2N1Pb2/P1P2P1r/4K1R1 w - - 5 30,64,0,near_equal,0.5,-699,-1,-1006,0,0,8,-1,0,0,300,0
r3k2r/pp2ppbp/2bp1np1/5Q2/1PP5/P4NPP/3BPPB1/2R1K2R b Kkq - 0 17,32,0,white_winning,1.0,-579,205,-10389,10000,0,-91,-99,0,0,0,0
1k1r1br1/p1p1n1pp/1p2p3/nP1qPp2/3p4/P2P1NN1/2P1QPPP/1RB1R1K1 w - - 2 17,10,0,near_equal,0.5,-446,45,-689,0,0,0,243,0,0,0,0
1q3bk1/5pp1/2p1bn1p/4p3/4P3/2BB3P/P1P1QPP1/5RK1 b - - 0 23,48,0,white_winning,1.0,-2847,384,-2822,1124,0,0,85,0,0,0,-1234
1k2r2r/1pp5/3p1Q2/5R1p/q3P1p1/3P2P1/1PPK3P/5R2 w - - 8 32,42,0,white_winning,1.0,213,210,588,0,0,-75,-300,0,0,0,0
1r2k2r/2Rb4/1p1p1qpp/p2P1p2/3N3P/PQ2P3/1P3P2/4K1R1 w k - 6 26,32,0,white_winning,1.0,-208,188,-757,1045,0,-196,-300,0,0,0,0
8/5pk1/5r2/6P1/3Q4/5qP1/7K/8 b - - 0 58,74,1,black_winning,0.0,7289,-170,4876,0,0,0,0,0,0,0,1428
nk1rr3/1p1nbppp/p2q4/P1pPp2b/4P2P/1BNQ1N2/1P1B1PP1/R5KR b - - 8 18,0,0,near_equal,1.0,-967,116,-1122,0,600,-45,-400,0,0,0,0
r2qkb1r/1p1b1ppp/p1n2n2/1N2p1B1/Q1B1P3/2N5/PP3PPP/R3K2R w KQkq - 0 11,0,0,near_equal,0.5,1391,-119,-459,2250,0,0,-400,0,0,0,0
r1b1k1nr/3p1pp1/p1p1pq1p/8/1bB1P3/2N1B3/PPPQ1PPP/2KR3R b kq - 3 10,10,0,near_equal,1.0,-1197,149,-872,0,0,75,-400,0,0,0,0
1r2kb1r/p2b1ppp/1q1p4/2n1p3/1pPN1P2/1B2BQ2/PPP3PP/R4R1K b k - 1 16,10,0,near_equal,0.0,1447,113,-678,2450,0,75,-400,0,0,0,0
r7/3nkp2/4p1p1/1prpP2p/pN1R4/1P3PP1/PKP4P/4R3 w - - 0 29,74,1,near_equal,0.0,142,-11,142,0,0,0,0,0,0,0,0
r1r3k1/pb1p1ppp/1pn1pn2/q7/1bP5/P1N2NP1/1PQBPPBP/R4RK1 b - - 0 13,0,0,near_equal,0.0,638,64,239,0,0,0,399,0,0,0,0
rn2k1nr/1p1bbp1p/3p2pQ/p1pP4/3q3N/P1N3PP/1P2PPB1/R1B1K2R w KQkq - 3 15,0,0,near_equal,1.0,7447,64,-398,6750,0,111,-304,0,0,0,1288
r1b1k2r/1pq1npb1/p2ppnp1/2pP3p/P1P1P3/2NQ1N2/1P2BPPP/R1B1K2R b KQkq - 0 12,0,0,near_equal,0.5,-86,60,314,0,0,0,-400,0,0,0,0
2kr1b1r/1bqp1p1B/ppn1p3/2p2p2/N1P5/PP2PN2/3P1PPP/RQ2K2R w KQ - 0 14,10,0,black_winning,0.0,2737,-267,-1677,3450,0,-75,400,0,0,100,539
r2qkb1r/2p2pnp/3p2p1/p2Pn1P1/3B4/8/PPPQBP1P/R3K2R b KQkq - 2 16,16,0,black_winning,0.5,1908,-157,1981,0,0,0,-400,0,0,-100,427
1k2nR1r/p2bq3/1p4pr/1P1Pp2p/4P3/P1NB4/3Q2PP/5RK1 w - - 5 28,21,0,white_winning,0.0,-805,260,-1985,1030,500,0,-350,0,0,0,0
r3k2r/1p1nbppb/1qp1pn1p/p7/1PBP1BPP/P3PP2/3N3R/R1Q1K1N1 w Qkq - 0 14,0,0,near_equal,0.0,-545,-92,-145,0,0,0,-400,0,0,0,0
5rk1/p5p1/7p/1Pp5/2q5/3Pn1P1/1Q2P2P/6K1 w - - 0 32,69,1,black_winning,0.0,143,-523,9143,-9000,0,0,0,0,0,0,0
r1b1k2r/pp1nbpp1/1q1p3p/2pP4/4QP2/P3P1P1/1P1PN2P/R1B1KB1R w KQkq - 1 14,10,0,near_equal,0.5,-1430,113,-934,0,0,-96,-400,0,0,0,0
1R6/3k2p1/3p4/3p2r1/2bP4/8/4PK2/8 b - - 2 65,101,1,black_winning,0.0,7857,-328,5065,0,0,0,0,0,0,0,1897
4r1k1/pp1r1p1p/3bbB2/6N1/3R4/4P3/1P3PPP/4K2R w K - 4 20,64,0,white_winning,1.0,-1736,229,-1258,-200,0,-213,-36,0,0,300,-329
7r/2pkp1bp/3rp1p1/1R2p3/N3P1P1/P1P5/5PP1/5RK1 w - - 1 24,74,1,near_equal,0.5,-40,118,-40,0,0,0,0,0,0,0,0
6k1/6r1/1p3p1p/8/PP2B2n/5P2/3K2PP/6R1 b - - 12 38,96,1,white_winning,1.0,-4336,358,-4123,1045,0,0,0,0,0,0,-473
2k3r1/pp3p2/2pR1p2/2n1p3/2q1P1p1/1N6/PQ3PPP/5RK1 b - - 0 21,42,0,white_winning,1.0,-3171,352,-2564,17,0,37,242,0,0,0,-903
2k5/3n4/8/3p4/1Q1P3P/8/p5PK/qb6 b - - 0 55,74,1,black_winning,0.0,9572,-447,6858,0,-375,0,0,0,0,0,1856
rnb1kb1r/pp3p1p/4pp2/2pq4/3P4/P3P3/1P3PPP/RN1QKBNR b KQkq - 0 7,10,0,near_equal,0.0,397,15,-103,0,0,0,400,0,0,100,0
2r1k2r/1bq2ppp/pp1bpn2/3n2B1/1PpP4/P1N2NP1/2Q2PBP/R3R1K1 b k - 11 18,0,0,black_winning,0.5,831,-180,1540,0,-637,75,-147,0,0,0,0
2r4r/1p3p2/3k2p1/p2Pn3/3R2P1/4B3/P3K1P1/3R4 b - - 3 32,74,1,near_equal,0.0,-837,-76,-1662,0,825,0,0,0,0,0,0
3k4/1pr1p2p/p1npBrp1/8/2P1PP2/1N5P/1Q4P1/5R1K w - - 1 27,58,0,white_winning,1.0,-7592,712,-7018,0,0,-75,-261,0,0,0,-238
3k1b2/R7/2P2p2/5N2/3K1PP1/p2P4/P3P1r1/8 b - - 2 60,96,1,white_winning,1.0,-8084,519,-7018,1135,200,0,0,0,0,0,-1061
2kr3r/2p3p1/2pn3p/p6P/Q3q3/3bP2P/PP6/R1B1K1R1 w - - 2 29,26,0,black_winning,0.0,6573,-499,4620,0,0,860,350,0,0,0,743
4r3/pp3p1p/2r3k1/5R1N/P1PPp1P1/1P2K3/7b/5R2 w - - 0 40,74,1,white_winning,1.0,-1899,302,90,-1045,-665,0,0,0,0,0,-279
r6k/p7/1n3Nrp/3p4/3R2RQ/2N3P1/PPq4P/6K1 b - - 3 37,26,0,white_winning,1.0,-9377,204,-5875,-273,-27,-1562,-350,0,0,-200,-1090
r3kb1r/pp3ppp/2n1b2n/3p4/P2Pp1Pq/4B2P/1PP1BP2/RN1Q1KNR b kq - 0 12,0,0,black_winning,0.0,571,-150,96,0,0,75,400,0,0,0,0
r1b2rk1/3nqppp/p1pb1n2/4p1B1/Np1PP3/1B3N2/PPP3PP/R2Q1RK1 w - - 3 13,0,0,near_equal,0.5,-667,81,-267,0,0,0,-400,0,0,0,0
2r1k2r/p3ppbp/1pp3p1/3pP3/PP2nB2/R7/4QPPP/2R3K1 b k - 0 20,48,0,white_winning,1.0,-4869,428,-4269,0,-291,75,11,0,0,0,-395
3r1r1k/1b4pp/p4b2/2pnNq2/P1B1R3/1P4P1/5PP1/3RQ1K1 b - - 6 28,16,0,black_winning,0.5,3972,-282,2742,0,0,0,400,0,0,300,530
2r1k2r/p1Bb1ppp/1pn1pb2/q1Pp4/3P4/P1PQ1N2/4BPPP/R3K2R w KQk - 1 15,10,0,near_equal,0.0,-165,-18,235,0,0,0,-400,0,0,0,0
3N2kr/5p2/p2B2p1/8/2P3p1/P7/4KPP1/8 w - - 0 36,106,1,white_winning,1.0,-5335,365,-3532,0,-270,0,0,0,0,0,-748
4r1k1/2B1b2p/1nn1Pp2/pqp2Pp1/1p1p2R1/3P1N1P/BPP1Q3/7K b - - 1 29,32,0,near_equal,1.0,44,80,130,0,500,-377,-109,0,0,-100,0
1B2nkr1/4ppb1/4b1p1/Q6p/2pP4/2P1P3/P1BN1PPP/6K1 w - - 0 27,64,0,white_winning,1.0,-8504,595,-7517,0,0,0,-300,0,0,0,-687
1br2r1k/B2b2pp/R7/3Bpp2/1p6/1P2P1P1/5P1P/6KR b - - 5 29,64,0,near_equal,1.0,-274,-100,-266,0,0,-26,18,0,0,0,0
6k1/2q3p1/5b1p/ppP1p2P/1P1p1rP1/P1nP1NR1/3N1P2/2R2K2 b - - 11 32,53,0,black_winning,0.0,3720,-358,3264,0,400,0,256,0,0,-200,0
r2qk1nr/ppp2ppp/1b1pb3/4p3/1PBnP3/P1NP4/2P2PPP/1RBQK1NR w Kkq - 1 8,0,0,near_equal,1.0,234,10,32,0,0,0,202,0,0,0,0
2q1r1k1/1rB2p1p/1P4p1/2PQ4/8/7P/5PP1/3R2K1 b - - 3 38,48,0,white_winning,1.0,-1468,383,-1813,0,580,0,-235,0,0,0,0
r2rn1k1/3q1pp1/1p1Bb3/p1p1P2p/P1P1B3/1P3P1P/3Q1P2/R3R1K1 w - - 3 27,21,0,white_winning,1.0,-1645,153,-1553,680,0,-122,-350,0,0,-300,0
8/1b6/2k5/8/1r6/1pK5/8/R7 b - - 3 83,101,1,black_winning,0.0,9903,-231,6849,0,-500,0,0,0,0,0,2074
r4rk1/2p1nppp/1p2b2q/p7/2PN4/PQPBR3/5PPP/R5K1 b - - 5 21,21,0,near_equal,1.0,-308,20,42,0,0,0,-350,0,0,0,0
r4rk1/2qp2p1/2pNpp1p/2N1P3/p3QPPP/P3B3/1PP5/1K5R b - - 3 27,37,0,white_winning,1.0,-10472,589,-5670,-1060,0,-1875,-300,0,0,-200,-1367
2rr4/pp2kpp1/8/8/1PnpPP1P/3K4/P6P/R1B4R w - - 1 23,74,1,near_equal,0.5,305,2,890,0,-585,0,0,0,0,0,0
3r4/6r1/1k4P1/1p2PBRp/3pKP1P/3P4/8/1R6 b - - 0 35,80,1,white_winning,1.0,-13734,727,-9352,-1135,1047,0,0,0,0,0,-2162
r2q1rk1/1p1n1p1p/p1bp1npb/2p1p3/P1P1P2P/1PNP1NP1/1B3PB1/R2QK2R b KQ - 0 12,0,0,near_equal,0.0,429,30,303,0,0,-75,201,0,0,0,0
r1bqk2r/1p2bppp/p1n2n2/3p4/3P1B2/2NB1N2/PP3PPP/R2Q1RK1 b kq - 5 10,0,0,near_equal,0.0,-1470,34,-1145,0,0,75,-400,0,0,0,0
1nbqkbnr/1pp2p2/4p1pp/r2p4/p2PP3/P1PB1N2/1P1N1PPP/R1BQ1RK1 w k - 0 10,0,0,white_winning,1.0,-537,228,-212,0,0,75,-400,0,0,0,0
rn2k2r/1p2ppb1/3p1npp/p2P1b2/3BP3/2N2NPP/PP3PB1/2R1K2R b Kkq - 0 15,42,0,near_equal,0.5,521,142,-124,1051,0,-106,-300,0,0,0,0
6nr/1p1kp1bp/p2p4/3P1ppP/3R4/P1N5/1PP2P2/4K2R w K - 0 26,80,1,near_equal,1.0,-1073,-28,-1073,0,0,0,0,0,0,0,0
