fen,phase_score,is_endgame,status,result_white,our_total,sf_static_cp,pieces,capture_gains,passed_pawn_support,latent_threat,central,imbalance_white,imbalance_black,pair_bonus,piece_value_boost
8/8/6B1/1p1kr2p/6pP/2PK2P1/8/8 w - - 6 51,112,1,black_winning,0.0,4192,-210,2012,0,0,0,0,0,0,0,775
r3k2r/ppqb1pp1/3bpn1p/3pN3/1npP1B1P/1PN1Q1PB/P1P1PP2/R2K3R w kq - 3 13,0,0,near_equal,0.0,-160,-40,-60,-200,0,0,100,0,0,0,0
1rbr2k1/1p1n1ppp/1N2p3/P7/1q2N3/6P1/1P3pBP/2RQ1R1K b - - 3 19,16,0,white_winning,1.0,-2570,346,-1106,-228,-300,0,-400,0,0,-200,-336
r1b2rk1/4qppp/p1pb1n2/8/Np1pP3/1B1Q1N2/PPP3PP/R4RK1 w - - 0 15,10,0,near_equal,0.5,1336,59,1252,-15,0,0,-1,0,0,100,0
r1b1kb1r/1p2qpp1/2pp1n1p/p1n5/P2QP3/2N2N2/1PP1BPPP/R1B1R1K1 b kq - 2 11,0,0,near_equal,1.0,-101,101,-821,1045,0,75,-400,0,0,0,0
4r2k/np3ppB/7p/pP6/P1P2P2/6PR/4q3/1Q4K1 b - - 4 34,53,0,black_winning,0.0,432,-236,-736,1089,0,213,-134,0,0,0,0
r1bqkb1r/pp1n1pp1/3pp2p/3n4/P2P1B1P/5NP1/1P2PP2/RN1QKB1R w KQkq - 1 9,0,0,near_equal,0.0,-496,15,-402,0,0,0,-94,0,0,0,0
5rk1/qp3p2/p1p4b/P1PpNQ2/1P1Pr3/4Pp2/R6P/2B4K b - - 3 32,37,0,white_winning,1.0,105,164,1439,-841,-125,-188,-180,0,0,0,0
3k4/2pq3r/np1n1bp1/3P3p/4p2P/BQ4PN/P3PP2/3RK2R w K - 2 24,26,0,white_winning,1.0,-3460,409,-3395,0,0,0,350,0,0,200,-615
4r1k1/pp3p1p/2r2b2/8/1PPn4/4NPnP/P7/1R1R2K1 w - - 2 26,64,0,black_winning,0.0,7269,-570,5901,0,0,359,51,0,0,200,758
7r/2r1kp2/4p2p/p1PP4/P4p2/5b2/5K1P/6R1 b - - 0 36,90,1,black_winning,0.0,16658,-420,11803,1000,-219,0,0,0,0,0,3431
r5k1/6p1/2q1bp2/r3p3/p1p1P1PP/N1PpN3/PP1R4/1K5Q w - - 3 49,37,0,black_winning,0.0,2542,-219,2691,0,-625,-94,300,0,0,-200,470
r3k2r/1b1n1ppp/p3p3/3nP3/2B1QP2/q1P2N2/Np3P1P/3RK2R b Kkq - 2 17,10,0,black_winning,0.0,2128,-418,1863,1185,-300,-675,-400,0,0,0,455
r1bq1knr/pp3pbp/1n1p2p1/8/Q2NP3/6P1/PP3PBP/RNB2RK1 w - - 1 11,0,0,near_equal,1.0,-795,103,-395,0,0,0,-400,0,0,0,0
4r1k1/p2b2p1/1p5p/3pp2P/2pB4/2P3P1/B2NR1QK/3q1r2 b - - 1 43,32,0,black_winning,0.0,4872,-342,4360,0,-145,148,268,0,0,-300,541
5R2/5p1r/4k1pp/2p5/1p6/3N3P/1PP2PP1/6K1 b - - 4 35,101,1,white_winning,1.0,-5755,464,-3663,0,0,0,0,0,0,0,-1287
8/8/8/5P2/3kpK1P/8/8/6r1 b - - 2 71,117,1,black_winning,0.0,8573,-469,4775,0,280,0,0,0,0,0,2222
5k2/2R2p2/2n3p1/1p1NnpNp/2p4P/8/6K1/1r6 b - - 9 48,85,1,black_winning,0.0,11932,-428,8500,0,18,0,0,0,0,0,1694
4r1k1/1p5p/1qp1bp2/p3N3/1P1p1QB1/3P4/P1P3PP/R5K1 b - - 3 21,48,0,white_winning,1.0,-20,318,-3153,3250,0,-194,77,0,0,0,0
r2r2k1/1p2q1n1/2p5/3nP1p1/p3Q3/3BP2P/PP3PP1/R2R2K1 b - - 3 33,26,0,near_equal,1.0,-781,43,-1151,0,637,-117,-350,0,0,200,0
2kr2r1/pp3p2/2p3p1/2P4p/4P3/1b1B4/1P4PP/R1R3K1 w - - 0 30,74,1,near_equal,1.0,529,-131,1574,-1045,0,0,0,0,0,0,0
2r1r2k/6p1/4np1p/1ppqP2P/p2pRPB1/P2P2P1/1P1Q4/2R3K1 w - - 3 34,32,0,near_equal,1.0,-269,74,176,0,0,-606,161,0,0,0,0
r3k2r/2q2p1p/2p3p1/p1Ppn3/6bN/Q5P1/1P3P1P/R1B1R1K1 w kq - 0 22,21,0,white_winning,1.0,1873,241,1270,0,-45,75,350,0,0,0,223
2kr3r/ppp2ppp/4qbb1/8/1PPnp1PP/P2PB3/5P2/R2QKBNR b KQ - 1 16,10,0,black_winning,0.0,1766,-399,1324,0,0,42,400,0,0,0,0
r1b1k2r/pp3pbp/4q1p1/2p1p3/2Pn3N/1Q1PB1P1/PP3P1P/R3KB1R w KQkq - 4 13,10,0,near_equal,0.0,485,-141,-53,0,0,138,400,0,0,0,0
8/1bkrbN1p/rp2p1p1/p1p5/2P3Q1/P3B2P/1P3PP1/3R2K1 b - - 6 34,53,0,white_winning,1.0,-6487,576,-5448,-1061,0,0,-141,0,0,300,-137
2b2knr/1pNn3p/rq2p1p1/p7/Q1B2B2/8/PP2NbPP/R4K1R w - - 4 15,0,0,white_winning,1.0,55,255,943,-735,0,16,-169,0,0,0,0
r1b1k2r/ppq1bppp/1npp1n2/4p3/3PP2P/PBN5/1PP1NPP1/R1BQK2R b KQkq - 0 9,0,0,near_equal,0.5,-348,-20,52,0,0,0,-400,0,0,0,0
2k4r/5b2/1pp5/p1p1R2p/P1P2P2/1P6/3R2KP/8 b - - 2 36,90,1,white_winning,1.0,-3972,382,-2793,0,135,0,0,0,0,0,-574
7r/5kpp/bp2p3/p2n4/P1RP4/1P1Q4/5q2/R1K5 b - - 1 30,42,0,black_winning,0.0,5154,-607,3208,1550,0,0,26,0,0,0,370
r1b1kb1r/1p3qp1/n3ppQp/pN1pB2n/P7/2P1N1P1/1P2PP1P/R3KB1R w KQkq - 4 16,0,0,near_equal,0.5,-1422,125,-906,0,0,-116,-400,0,0,0,0
2R3r1/1q1k1p2/1p2pn2/p2p1p2/P2P4/1P3PP1/1B5P/2Q4K w - - 1 44,53,0,near_equal,1.0,-5887,124,-1559,0,0,-220,-136,-3939,0,0,-33
r3k2r/1p2bp2/1B1p1npp/1R1Pp3/P1P5/2N2N1q/P3QP2/5RK1 w kq - 0 21,16,0,white_winning,0.5,-1618,207,-1144,0,0,126,-400,0,0,-200,0
r2q1k1r/p3npp1/1bp4p/3P1b2/3PN1n1/P2Q4/5PBP/R1B1K1NR w KQ - 0 17,0,0,black_winning,0.0,-83,-181,392,0,0,-75,-400,0,0,0,0
r4k1r/1p3pp1/p1nbb2p/3p3P/1p5R/2P1NNn1/1P2PPB1/R1B1K3 w Q - 0 20,42,0,near_equal,1.0,-237,-55,1884,-2250,0,-75,204,0,0,0,0
5nk1/2B2ppp/8/2Pp4/3P4/P5PP/2K5/6r1 w - - 1 30,106,1,black_winning,0.0,5143,-220,3101,0,300,0,0,0,0,0,1567
rq2k2r/p1p2ppp/Q3pn2/3p4/P2P1b2/2P1PN2/1P3PPP/RN2K2R b KQkq - 0 11,21,0,near_equal,0.5,-1425,104,-1114,0,0,0,-111,0,0,-200,0
rn1r4/5pk1/pp1q2p1/3np2p/3Q3P/1P2P1P1/P4PB1/R3K1NR w KQ - 0 18,21,0,near_equal,0.0,-960,-43,-1584,0,0,121,303,0,0,200,0
3R4/4nk2/8/2r4P/8/2PK4/2P5/4B3 w - - 9 73,96,1,white_winning,0.5,-5058,301,-4871,1862,-240,0,0,0,0,0,-619
4rr1k/pp1n2p1/2pb3p/4pp2/P2P4/1BP2NP1/1P3P1P/R4RK1 b - - 0 21,64,0,near_equal,1.0,-30,11,-84,0,0,0,54,0,0,0,0
r1b1k2r/3p2p1/1pP2p1p/p3n3/5q1P/2QB1N2/PP3PP1/3R1K1R w kq - 0 21,21,0,white_winning,1.0,-1041,203,-838,0,0,75,-278,0,0,0,0
1r4k1/1pqnbp2/p3p1pp/P7/1n6/1Q2PB1P/1P1R1PP1/3R2K1 w - - 0 27,32,0,near_equal,1.0,-1080,-110,1078,-2190,0,25,-193,0,0,200,0
2r2r2/p5bk/2p1p1N1/N1R2p1p/3nbP1P/P7/4BP2/5KR1 w - - 2 30,53,0,near_equal,0.0,583,-77,1772,-1550,0,5,256,0,0,100,0
8/8/1P4B1/2K1k3/3R4/4P3/7r/8 b - - 0 62,101,1,white_winning,1.0,-13628,556,-9319,0,0,0,0,0,0,0,-2427
2k3r1/pp2R3/2pp4/P2p3p/3P3P/2P4r/6R1/6K1 b - - 0 43,85,1,black_winning,0.5,5408,-172,2569,1135,0,0,0,0,0,0,1119
8/2kr1p2/p1nrbb1p/2pBp1pP/1pP3P1/1P2PP2/PB1R4/3RK1N1 w - - 6 34,53,0,near_equal,1.0,-1158,73,-1015,0,0,-75,-68,0,0,0,0
2R5/8/8/8/5p2/4n3/2pK1k2/8 w - - 4 57,112,1,near_equal,0.5,4410,-2,2402,0,120,0,0,0,0,0,144
r1r5/1b5k/1pq2pp1/p2p3p/P2N4/1P2P1QP/3N2P1/4R1K1 b - - 7 37,37,0,black_winning,0.0,2671,-224,2019,0,0,-33,174,0,0,-200,711
8/4r3/8/4R3/p2p1P2/3k2n1/7P/4R1K1 b - - 1 48,90,1,near_equal,1.0,-7233,73,-1080,-3250,-400,0,0,0,0,0,-2083
4r2k/6b1/5p1p/p1P2Q1p/P4P2/2P1q3/1P1N4/2KRR3 b - - 1 36,42,0,white_winning,1.0,-11230,551,-7637,-1326,-80,0,-236,0,0,0,-1951
8/p4p2/Np4p1/1P3p2/5k2/8/8/3K4 w - - 0 53,122,1,black_winning,0.0,4471,-182,2757,0,-22,0,0,0,0,0,441
rnbqk2r/1p1nppbp/6p1/p1ppP3/8/1P1P1NP1/PBPNQP1P/R3KB1R b KQkq - 2 9,0,0,near_equal,0.0,-340,-48,60,0,0,0,-400,0,0,0,0
r3k2r/ppq2pbp/2np1np1/4pb2/P1B5/2Q1PNBP/1PPN1PP1/R4RK1 b kq - 3 12,0,0,near_equal,0.5,-179,-26,-654,0,0,75,400,0,0,0,0
7r/1p1N1pk1/p3p1p1/P1p3B1/R1PnN3/6K1/1P4PP/8 b - - 7 31,85,1,white_winning,1.0,-10789,415,-6175,-1135,0,0,0,0,0,-200,-2139
3r3r/1pk2ppp/p2b1nb1/2p1p3/2P1P3/P1NPPN2/3K2PP/1R3B1R b - - 2 18,53,0,near_equal,0.5,319,41,403,0,0,-75,-109,0,0,100,0
r3r1k1/pp3pp1/2p2n1p/q3b3/2B5/1P2P1QP/PB3PP1/R2R2K1 w - - 0 19,21,0,near_equal,1.0,-303,0,-33,0,0,0,30,0,0,-300,0
6k1/pp3p2/1n2qnp1/4p2p/2PrP3/P1N2Q1P/B1P2PP1/R5K1 w - - 1 26,42,0,near_equal,0.5,-680,13,-925,0,0,0,45,0,0,200,0
4b1k1/pp4p1/3R2Np/5p2/5P1K/4r2P/6PR/5r2 b - - 3 34,74,1,black_winning,0.0,5446,-361,3629,0,0,0,0,0,0,0,722
1r3rk1/5ppp/Q2p4/p3p1bP/4P1P1/n1q5/2PNKP2/3R3R b - - 3 27,26,0,black_winning,0.0,9697,-421,7060,-6,-97,107,350,0,1266,0,1017
q5k1/1Q5p/r5p1/P4nn1/3P4/8/3N3P/RR5K b - - 0 33,37,0,white_winning,1.0,-674,291,-3214,1637,525,245,-67,0,0,200,0
r4k2/3p4/p3np2/RpPbp1p1/4P3/1P1B1P1r/2P5/3K1R2 w - - 0 31,69,1,black_winning,0.5,4223,-226,5541,-2270,0,0,0,0,0,0,457
r1b1k2r/bp1n3p/pqn1p3/3pP1Q1/8/P1NB1N2/1PP3PP/R4K1R w kq - 1 17,5,0,black_winning,0.0,3394,-241,1425,1015,0,75,-108,0,0,300,687
r1r3k1/1p1nppb1/3p2p1/1NpP3p/2P2P1P/PP2PP2/2BR4/4K2R b K - 0 23,64,0,near_equal,1.0,-1876,136,-1216,0,0,-96,-265,0,0,0,-299
1rbqk2r/5pb1/3p1npp/1pp1p3/1P1nP3/P1NPBNP1/1Q3PBP/R3K2R b KQk - 2 17,0,0,near_equal,1.0,214,-73,121,0,0,0,93,0,0,0,0
2krqb1r/p1n3pp/1p2pn2/2p1N3/2P1N3/3P4/PP2Q1PP/R1B2RK1 b - - 4 18,10,0,white_winning,1.0,-1445,173,-1196,0,0,0,-249,0,0,0,0
r1bq1knr/pp2bppp/3pp3/1B1Pn3/4P3/2N2N2/PP3PPP/R1BQK2R b KQ - 4 9,0,0,near_equal,1.0,-730,109,-255,0,0,-75,-400,0,0,0,0
6k1/r4r1p/2n5/1R1Npq2/1PP2p2/p4Q2/P4PP1/4R1K1 w - - 2 38,32,0,white_winning,1.0,-2108,220,-2090,0,122,133,-25,0,0,0,-248
r3k2r/6b1/3p2p1/p1pPP2p/2P5/1P1P2P1/PB4KP/4R3 b kq - 0 28,85,1,black_winning,0.0,1201,-362,1201,0,0,0,0,0,0,0,0
r1b2rk1/1pp2p1p/p2p1qp1/2nP4/4PB2/2P2Q1P/P1P1B1P1/R4RK1 w - - 2 16,21,0,near_equal,0.5,-818,98,-168,0,0,0,-350,0,0,-300,0
1rq1kbr1/pp1n1p1p/3p1n2/2p2N2/2PP2p1/Q1B1P3/PPB3PP/1R3RK1 b - - 1 17,10,0,white_winning,1.0,-1878,327,-1413,0,0,75,-400,0,0,-100,-40
2r1k2r/pbq1npb1/1p1ppn1p/2pP2p1/2P1P3/PPNB1N1P/2QB1PP1/R2R2K1 b k - 0 16,0,0,near_equal,0.5,-902,114,-577,0,0,75,-400,0,0,0,0
rq2kbnr/1p1bppp1/pN1p4/6Pp/2PQ4/P3P2P/1P3P2/R1BBK1R1 b Qkq - 2 17,10,0,white_winning,1.0,139,280,-392,1030,0,-99,-400,0,0,0,0
8/1p2k1p1/1r5p/4Pp1P/1R6/r3P1P1/5P2/5K2 w - - 0 43,96,1,black_winning,1.0,-139,-339,4036,-5000,825,0,0,0,0,0,0
4kb1r/4n1p1/BR1p1p2/7p/4qP2/2Q1B3/P1P3PP/3R2K1 w - - 2 37,32,0,white_winning,1.0,-10655,585,-7469,-1039,0,-33,-166,0,0,-300,-1648
8/8/3pk1p1/2p1b2p/2P4P/pr4P1/R1K1N3/8 b - - 5 52,96,1,black_winning,0.0,7579,-486,4830,890,-450,0,0,0,0,0,1214
2kr3r/1p2qpb1/2pp1n1p/p1n3p1/P1BQP3/2N2PB1/1PP2P1P/R2R2K1 b - - 3 16,10,0,near_equal,1.0,-1376,-66,154,-1030,0,0,-400,0,0,-100,0
1R6/4bk2/8/pp1Pp3/rpn1Pp1p/1N3P1P/1P6/1K6 w - - 28 64,90,1,black_winning,0.0,5457,-291,4427,-1135,360,0,0,0,0,0,1160
4k2r/pp6/q1r1pp2/3p1n2/2bP1Bpp/P5P1/3QPP1P/RR3BK1 w k - 2 27,21,0,near_equal,0.0,1047,-56,922,0,0,75,350,0,0,-300,0
8/5n1p/3p1kp1/2p5/4P3/3b1P1P/3B2P1/1R4K1 b - - 0 47,101,1,white_winning,0.0,5759,209,-1612,5000,-45,0,0,0,0,0,1431
r2r2k1/p4ppp/2Qbp1q1/5b2/3P4/2P1P1P1/1B1N1P1P/R3R1K1 b - - 0 20,21,0,near_equal,1.0,-974,-2,-924,0,0,0,-350,0,0,300,0
rnbqk2r/pp2nppp/8/2bpN3/3PP3/8/PP2BPPP/RNBQK2R b KQkq - 0 7,0,0,near_equal,0.5,-828,118,-1428,1000,0,0,-400,0,0,0,0
r1r3k1/1pn2ppp/3qp3/p7/3Pp3/PQ2PNPP/1P3P2/2R1K2R w K - 0 21,32,0,near_equal,1.0,53,22,110,0,0,-75,18,0,0,0,0
r1bqkb1r/1p1n1p2/2pp1n1p/p3p3/P2P2p1/2NQP3/1PPNBPPP/R1B2RK1 w kq - 2 10,0,0,near_equal,0.0,-541,102,-815,0,0,75,199,0,0,0,0
1rb2k1r/1P1n1pp1/2p2q2/N1P3Np/7P/P3P3/1bQ2PP1/2R1K2R b K - 0 24,16,0,near_equal,0.0,-867,109,-308,-900,300,-75,16,0,0,100,0
3k4/8/4P1p1/2q4p/p1P2Q1P/6P1/2K5/8 w - - 1 57,85,1,near_equal,1.0,-627,118,-1942,0,1335,0,0,0,0,0,0
8/5kp1/1R2bp2/8/3N4/1P1n2K1/P7/8 b - - 2 51,101,1,white_winning,1.0,-688,340,-688,0,0,0,0,0,0,0,0
rn1qk2r/pp1bbppp/3ppn2/1BpP4/4P3/2N2N2/PPP1QPPP/R1B1K2R b KQkq - 7 7,0,0,near_equal,1.0,-882,69,-482,0,0,0,-400,0,0,0,0
6rk/p2Q4/2p3pp/PnPpr1q1/3B4/4P3/6P1/1R3RK1 w - - 4 37,32,0,white_winning,1.0,-1127,287,600,-2580,0,678,175,0,0,0,0
r3k2r/pp2p2p/2npp1p1/4q2n/3bP3/2N4Q/PPPB1PPP/2KR1B1R w kq - 6 14,10,0,near_equal,1.0,1113,80,-277,1015,0,75,400,0,0,-100,0
r2r2k1/1pq2ppp/2bbpn2/p2pN2P/3Qn3/2P1BN2/PP2PPP1/3RKB1R w K - 9 17,0,0,black_winning,0.0,457,-179,332,-200,0,-75,400,0,0,0,0
rn2k2r/pb1pqp1p/4pnp1/2p5/P1P2P1P/2N5/1P3PP1/R1BQKB1R w KQkq - 0 11,10,0,near_equal,0.0,656,35,356,0,0,0,400,0,0,-100,0
r3k2r/pp2bppp/8/n1p1p3/3pPn2/P2P1N1P/1PPB1PP1/R3K2R w KQkq - 2 15,58,0,black_winning,0.0,700,-254,3474,-3316,0,176,166,0,0,200,0
1k1r2r1/2n2p2/2Rp4/1Bn1q1p1/PQ2P3/5PPP/2P5/3R2K1 w - - 5 28,26,0,near_equal,1.0,-704,126,-1322,1030,46,-308,-350,0,0,200,0
r3k2r/pp3pbp/1n1p1np1/4p3/2PN2b1/5NP1/PP2PPBP/R1B2RK1 w kq - 0 12,42,0,near_equal,1.0,15,-32,23,0,0,-57,49,0,0,0,0
r1bqkb1r/1p3p2/p1np1p2/2p4p/2P5/1P2PN2/PBQP1PPP/R4RK1 w kq - 0 14,16,0,black_winning,1.0,1129,-223,1154,0,0,75,-400,0,0,300,0
4k3/8/8/4NK1p/8/2n4r/3R4/8 b - - 8 65,96,1,near_equal,0.5,1111,-5,1028,0,83,0,0,0,0,0,0
r4rk1/pp3ppp/2p1p3/q2n4/2QPN3/1P1P4/P4PPP/R3R1K1 b - - 2 18,32,0,near_equal,0.0,-277,-112,23,0,0,0,-300,0,0,0,0
1q3k1r/1p4pn/r1bp1pnp/p2B3N/2Q1NPP1/P6P/1PP5/2KR3R w - - 0 25,10,0,white_winning,1.0,-1702,476,-1205,0,0,-97,-400,0,0,0,0
rnbqkb1r/5ppp/p3pn2/2pP4/8/P1N1PN2/3P1PPP/R1BQKB1R b KQkq - 0 8,0,0,near_equal,1.0,-766,122,-1366,1000,0,0,-400,0,0,0,0
2bqkb1r/3p1ppp/p1p1p3/r1p1P3/1nP5/1Q1P1N2/PP3PPP/RNB2RK1 b k - 2 12,10,0,white_winning,1.0,-363,191,-138,0,0,75,-400,0,0,100,0
2r2k1r/pp2n1pp/8/2p5/6Q1/8/PP1qNPPP/2R2K1R b - - 0 18,32,0,near_equal,0.0,900,2,-257,1015,0,0,142,0,0,0,0
2r1r1k1/6p1/3p1n1p/p1q5/b1nQpN2/P3P1P1/7P/1RBR2KB w - - 10 30,10,0,black_winning,0.5,1666,-199,1116,0,0,80,400,0,0,-100,170
r3k2r/6p1/p1p1Pp2/2p2R2/q1P3p1/P2P4/1B2Q1Pb/1R3K2 b kq - 3 25,32,0,near_equal,0.5,-2847,-30,-19,-2105,375,-536,-289,0,0,0,-273
8/7k/8/6P1/5PK1/6B1/6q1/8 b - - 0 81,101,1,black_winning,0.0,8495,-337,5043,0,510,0,0,0,0,0,2068
r5k1/3q1p1p/p1p2bp1/1rP2b2/Q2pBB2/3P2P1/P2N3P/2R1R1K1 w - - 2 26,16,0,white_winning,1.0,-3444,465,-2567,0,0,0,-400,0,0,0,-477
1k2r3/1pq3pp/p6n/2b5/PpP1BP1P/6P1/1B6/2KR3R b - - 2 25,53,0,black_winning,0.0,7580,-621,4419,3450,-400,89,-213,0,0,-300,535
r3k3/pp1n2p1/4pp1r/2qP1b2/2P4P/1Q1n4/PB1N1PB1/R4K1R w q - 1 23,10,0,black_winning,0.0,104,-151,282,0,0,75,-153,0,0,-100,0
7r/1pkb4/8/R1pBppp1/7p/PP5P/3RKPP1/8 w - - 0 45,85,1,white_winning,1.0,-8211,447,-4495,-1135,0,0,0,0,0,0,-1686
1r6/3R2b1/p2p2pk/Pp1P2N1/2p3KP/1P6/8/8 w - - 0 48,96,1,near_equal,0.5,3908,66,2093,-90,0,0,0,0,0,0,455
r4rk1/1p1bbppp/1nqp1n2/1N1p4/2P2B2/1N4P1/PPQ1BP1P/3RR1K1 w - - 5 20,0,0,near_equal,0.5,264,86,-565,970,0,0,-141,0,0,0,0
q2r1k1r/4np2/3Bpbpp/2P5/2QP4/P4P2/2B3PP/R2R2K1 b - - 8 35,21,0,white_winning,1.0,-4237,214,-3478,0,380,0,-350,0,0,-300,-489
3r1k1r/5pp1/1pp1p3/p2qP3/P2P1B2/2b2PP1/5Q2/1R1R2K1 w - - 8 39,32,0,near_equal,1.0,1291,-143,1596,6,0,-30,-281,0,0,0,0
3q2kr/ppR4p/3Pp1p1/4bp2/8/BP1QP3/P4PPP/6K1 w - - 4 23,53,0,white_winning,1.0,-3210,508,-1938,-1028,225,29,-6,0,0,0,-492
8/1k6/1p1p3p/p5br/8/P1P5/1PK5/5R2 w - - 0 50,101,1,black_winning,0.0,8372,-383,5657,0,0,0,0,0,0,0,1820
4k3/1p4p1/pR5p/8/5P1P/P5P1/1Pn2K2/8 w - - 0 47,112,1,white_winning,1.0,-7241,474,-3777,-1045,0,0,0,0,0,0,-1724
3rk2r/1b2qpp1/p1p5/2p4p/2Q3nP/2PPP3/PP1N2P1/2K1R2R w k - 3 19,26,0,black_winning,0.0,2163,-339,1434,0,0,75,106,0,0,0,548
r6r/pp4pp/3b2kn/R1pN4/4P3/1P4Pb/1P1P1R1P/2B1K3 w - - 2 19,58,0,black_winning,0.5,1777,-284,2172,0,285,-75,-300,-831,0,300,226
r3k2r/1bqp1p2/pp2p1p1/4n2p/2P1Pb1P/5N1R/PPQ1NPP1/3RKB2 b kq - 3 17,10,0,near_equal,0.0,2183,-131,1092,1045,0,0,-307,0,0,100,253
4rrk1/ppn4p/2qp1np1/2p1p3/2P3bP/BQP1PN2/P3BPP1/3R1K1R w - - 5 20,10,0,near_equal,0.5,452,-142,152,0,0,0,400,0,0,-100,0
rqb1k2r/3nnpp1/p1p1p3/1p2P1p1/P2P4/1P1BN3/1B2QPPP/R4RK1 b kq - 1 16,10,0,white_winning,1.0,-2154,162,-1689,0,0,75,-400,0,0,-100,-40
8/8/1p5p/pPp3bP/P2k2P1/8/2K5/8 w - - 2 52,122,1,black_winning,0.0,8719,-583,5481,0,-30,0,0,0,0,0,1773
3k1b1r/1p4p1/p4p2/4p2P/1P2n1P1/P7/2P4P/3NK2R w K - 0 26,90,1,black_winning,0.0,5168,-371,4232,0,-412,0,0,0,0,0,853
r1bqkb1r/pp1n1pp1/2pp1n1p/8/3pP3/2NBBN1P/PPP2PP1/R2QK2R w KQkq - 0 8,0,0,near_equal,1.0,-713,-43,504,-1069,0,0,-148,0,0,0,0
1kr5/pn1b4/1p6/1P1Pp1p1/P3P2p/4q3/N1B3PP/1Q3R1K w - - 0 37,42,0,near_equal,0.0,-444,9,-1085,0,500,328,-187,0,0,0,0
r2q1k2/1p2n3/p2B1p2/8/1Q4b1/8/3K1PP1/3R1BN1 w - - 1 28,37,0,white_winning,1.0,-5718,366,-386,-3450,0,51,-126,0,0,-300,-1507
r2qk2r/p2p1ppp/1pn1pn2/2p1P3/4P3/PNN1BP2/1PP3bP/R2QK1R1 b Qkq - 1 12,10,0,white_winning,1.0,916,171,1410,0,0,-94,-400,0,0,0,0
7r/1p2ppNp/2k3p1/2P5/1n6/R7/2P3PP/3R2K1 b - - 0 30,85,1,white_winning,1.0,-4944,425,-4270,1180,0,0,0,0,0,0,-1004
8/8/p3r3/3p1pk1/1P2r2p/P1P1P1p1/3K2R1/4R3 w - - 0 47,85,1,black_winning,0.0,3298,-573,3398,0,-1400,0,0,0,0,0,370
4kr2/1b1pqpB1/n1p1p2r/p1P5/4B1pP/PP6/4QP2/3RK2R b - - 2 25,21,0,white_winning,1.0,-163,210,370,0,117,0,-350,0,0,-300,0
3r1rk1/p3p1bp/1pN1p1p1/8/4n3/4B2P/PP3PP1/R4RK1 w - - 0 21,64,0,near_equal,1.0,333,112,776,-711,0,27,241,0,0,0,0
1r1q1r1k/p1p1bp1p/2B2npN/3n4/8/P4Q2/1P1P1PPP/1RB1K2R b K - 5 16,10,0,near_equal,1.0,-386,78,-611,0,0,-75,400,0,0,-100,0
rn1q1k1r/pbp1bpp1/1p2pn1p/8/2BP1B2/1QN1PN2/PP3PPP/2R1K2R b K - 1 11,0,0,near_equal,1.0,-1691,112,-1216,0,0,-75,-400,0,0,0,0
6k1/p7/3p4/3q4/3Pn2P/2PK4/2R1P3/8 w - - 0 41,90,1,black_winning,0.0,11143,-321,7820,0,225,0,0,0,0,0,2293
r3k2r/6p1/p1p1Pp2/2p4p/q1P3P1/P2P2b1/1B2Q1P1/1R3RK1 b kq - 0 23,32,0,near_equal,0.5,-1205,137,-828,0,375,-452,-300,0,0,0,0
rn2k2r/pp2ppb1/1q2bnpp/3p4/2PP1B2/2P1PN2/P1BN1PPP/R1Q1K2R b KQkq - 0 11,0,0,white_winning,1.0,-471,183,-934,1000,0,-137,-400,0,0,0,0
6k1/6P1/6R1/1n6/8/5KP1/8/8 b - - 6 59,112,1,white_winning,1.0,-8924,303,-6566,0,600,0,0,0,0,0,-1973
r1b2r1k/ppq3p1/2nbp2p/5p2/2BP2n1/5NPP/PP1BQP2/RN3RK1 b - - 0 17,0,0,near_equal,0.0,29,8,-149,0,0,0,178,0,0,0,0
r2k3r/2pnbpp1/p2pb3/Q1p1p2q/1PP1P2p/B2P1N1P/P3NPP1/1R2K1R1 b - - 0 20,10,0,near_equal,0.0,-21,-35,99,0,0,-97,-123,0,0,100,0
2r1kb1r/pp1bpppp/2np4/3n2N1/Pq2P3/3BB2P/1P3PP1/R2QR1K1 w k - 0 14,5,0,near_equal,1.0,2687,39,4272,-2235,0,75,-34,0,0,200,409
r4k1r/3pn2p/p1b2p2/RpP1p1p1/8/1PNBPPR1/2P4P/4K3 w - - 0 22,64,0,near_equal,0.5,1219,-88,1248,0,0,-75,46,0,0,0,0
5k2/3p1p2/br1Pp3/pNp1b2r/P1P1P1pP/3R4/3R1PB1/6K1 b - - 10 46,64,0,black_winning,0.0,2350,-186,-4,1407,407,182,-197,0,0,300,255
8/4r1rp/pk3P2/n1p5/5B1R/2P4P/P1P2K2/8 b - - 0 35,85,1,near_equal,0.5,4336,70,2240,0,500,0,0,0,0,0,991
r2qkb1r/pp3p1p/2pp2p1/4pb2/1nP3n1/P1NPBNP1/1P2PPBP/R1Q1K2R b KQkq - 0 10,0,0,near_equal,0.0,-785,31,-806,0,0,0,21,0,0,0,0
8/8/1p4R1/1kp1PK2/p7/8/7P/3r4 w - - 3 73,106,1,black_winning,0.0,4201,-220,2392,0,-60,0,0,0,0,0,500
6k1/pp1bbr1p/4pppQ/4P3/3P1P2/q1P1P2B/7P/5RK1 w - - 0 26,48,0,black_winning,0.0,5245,-484,3755,1052,0,-277,-300,0,0,300,715
